ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,38,9,11,6,0.14578947368421052,8,1,0,0,0,0,14,8,6,0,0.17270142180094786
2014,çÇíÀê¥àÍ,2,34,2,2,8,0.16647058823529412,0,1,0,0,0,1,0,0,0,18,0.17270142180094786
2014,çÇíÀê¥àÍ,3,40,7,4,6,0.15775,0,1,2,2,2,0,0,0,0,0,0.17270142180094786
2014,çÇíÀê¥àÍ,4,34,0,4,6,0.17441176470588235,0,0,0,0,0,0,0,0,0,0,0.17270142180094786
2014,çÇíÀê¥àÍ,5,34,2,0,7,0.2014705882352941,0,0,0,2,0,0,0,0,0,0,0.17270142180094786
2014,çÇíÀê¥àÍ,6,31,0,3,4,0.19838709677419356,0,0,0,0,0,0,0,0,0,0,0.17270142180094786
2538,çÇã¥ìÒòN,1,25,1,5,8,0.1912,1,0,0,0,0,0,7,13,3,0,0.19670967741935486
2538,çÇã¥ìÒòN,2,28,4,4,5,0.18250000000000002,0,2,0,0,1,1,0,0,0,17,0.19670967741935486
2538,çÇã¥ìÒòN,3,29,0,2,3,0.2093103448275862,0,0,0,0,0,0,0,0,0,0,0.19670967741935486
2538,çÇã¥ìÒòN,4,27,0,1,8,0.19,0,0,0,0,0,0,0,0,0,0,0.19670967741935486
2538,çÇã¥ìÒòN,5,26,0,2,4,0.19538461538461538,0,0,0,0,0,0,0,0,0,0,0.19670967741935486
2538,çÇã¥ìÒòN,6,20,0,1,1,0.21600000000000003,0,0,0,0,0,0,0,0,0,0,0.19670967741935486
2876,óÈñÿçKïv,1,8,2,1,2,0.12375,2,0,0,0,0,0,2,1,2,0,0.15644444444444444
2876,óÈñÿçKïv,2,11,0,0,3,0.15636363636363637,0,0,0,0,0,0,0,0,0,5,0.15644444444444444
2876,óÈñÿçKïv,3,6,1,0,0,0.16666666666666666,0,0,0,0,1,0,0,0,0,0,0.15644444444444444
2876,óÈñÿçKïv,4,6,2,1,1,0.16333333333333333,2,0,0,0,0,0,0,0,0,0,0.15644444444444444
2876,óÈñÿçKïv,5,7,1,0,2,0.1742857142857143,1,0,0,0,0,0,0,0,0,0,0.15644444444444444
2876,óÈñÿçKïv,6,7,0,1,1,0.16142857142857142,0,0,0,0,0,0,0,0,0,0,0.15644444444444444
2878,ïxéRçOçK,1,46,20,13,8,0.1667391304347826,15,0,0,0,5,0,7,10,8,0,0.1888317757009346
2878,ïxéRçOçK,2,40,1,12,11,0.2015,0,1,0,0,0,0,0,0,0,17,0.1888317757009346
2878,ïxéRçOçK,3,32,2,4,9,0.21156250000000001,0,2,0,0,0,0,0,0,0,0,0.1888317757009346
2878,ïxéRçOçK,4,31,4,5,10,0.17451612903225808,0,1,1,2,0,0,0,0,0,0,0.1888317757009346
2878,ïxéRçOçK,5,30,3,6,8,0.16366666666666668,0,0,0,3,0,0,0,0,0,0,0.1888317757009346
2878,ïxéRçOçK,6,35,0,2,3,0.21685714285714286,0,0,0,0,0,0,0,0,0,0,0.1888317757009346
2903,éRçËãB,1,21,4,4,2,0.17142857142857143,4,0,0,0,0,0,1,10,5,0,0.1791279069767442
2903,éRçËãB,2,35,2,12,7,0.15371428571428572,0,1,1,0,0,0,0,0,0,22,0.1791279069767442
2903,éRçËãB,3,32,2,7,9,0.1546875,0,2,0,0,0,0,0,0,0,0,0.1791279069767442
2903,éRçËãB,4,32,1,3,3,0.2028125,0,0,0,0,1,0,0,0,0,0,0.1791279069767442
2903,éRçËãB,5,32,0,5,6,0.19062500000000002,0,0,0,0,0,0,0,0,0,0,0.1791279069767442
2903,éRçËãB,6,20,0,3,4,0.2145,0,0,0,0,0,0,0,0,0,0,0.1791279069767442
2930,êVó«àÍãK,1,21,11,4,4,0.18523809523809526,11,0,0,0,0,0,3,4,2,0,0.18970588235294117
2930,êVó«àÍãK,2,27,2,6,6,0.18888888888888888,0,2,0,0,0,0,0,0,0,17,0.18970588235294117
2930,êVó«àÍãK,3,28,2,4,8,0.1642857142857143,0,0,0,2,0,0,0,0,0,0,0.18970588235294117
2930,êVó«àÍãK,4,20,2,2,4,0.192,0,1,0,1,0,0,0,0,0,0,0.18970588235294117
