ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,25,3,9,2,0.1568,2,0,0,0,1,0,7,8,2,0,0.192
2014,çÇíÀê¥àÍ,2,23,2,3,5,0.18434782608695652,0,2,0,0,0,0,0,0,0,12,0.192
2014,çÇíÀê¥àÍ,3,25,0,5,3,0.19240000000000002,0,0,0,0,0,0,0,0,0,0,0.192
2014,çÇíÀê¥àÍ,4,24,3,3,3,0.17875,0,0,1,1,1,0,0,0,0,0,0.192
2014,çÇíÀê¥àÍ,5,24,0,3,2,0.20541666666666666,0,0,0,0,0,0,0,0,0,0,0.192
2014,çÇíÀê¥àÍ,6,19,0,0,4,0.24684210526315792,0,0,0,0,0,0,0,0,0,0,0.192
2538,çÇã¥ìÒòN,1,28,4,4,4,0.21,3,0,0,0,1,0,4,11,7,0,0.19389830508474576
2538,çÇã¥ìÒòN,2,32,2,3,4,0.20125,0,2,0,0,0,0,0,0,0,17,0.19389830508474576
2538,çÇã¥ìÒòN,3,32,0,3,11,0.1965625,0,0,0,0,0,0,0,0,0,0,0.19389830508474576
2538,çÇã¥ìÒòN,4,32,1,3,6,0.175625,0,0,0,1,0,0,0,0,0,0,0.19389830508474576
2538,çÇã¥ìÒòN,5,29,1,3,1,0.1986206896551724,0,0,0,1,0,0,0,0,0,0,0.19389830508474576
2538,çÇã¥ìÒòN,6,24,0,5,3,0.18041666666666667,0,0,0,0,0,0,0,0,0,0,0.19389830508474576
2878,ïxéRçOçK,1,58,21,18,8,0.17051724137931035,19,0,0,0,2,0,8,14,8,0,0.17756944444444445
2878,ïxéRçOçK,2,51,5,16,11,0.16156862745098038,0,3,1,0,1,0,0,0,0,24,0.17756944444444445
2878,ïxéRçOçK,3,50,4,10,14,0.1822,0,0,2,2,0,0,0,0,0,0,0.17756944444444445
2878,ïxéRçOçK,4,43,4,8,10,0.17813953488372095,0,1,0,1,2,0,0,0,0,0,0.17756944444444445
2878,ïxéRçOçK,5,45,5,5,3,0.17666666666666667,0,1,0,4,0,0,0,0,0,0,0.17756944444444445
2878,ïxéRçOçK,6,41,0,5,7,0.20219512195121953,0,0,0,0,0,0,0,0,0,0,0.17756944444444445
2930,êVó«àÍãK,3,1,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.45
3024,êºìáã`ë•,1,71,43,12,6,0.15422535211267605,42,0,0,0,1,0,6,9,11,0,0.15709030100334448
3024,êºìáã`ë•,2,53,13,14,10,0.14962264150943397,1,6,6,0,0,0,0,0,0,14,0.15709030100334448
3024,êºìáã`ë•,3,45,11,6,5,0.16111111111111112,1,2,6,1,1,0,0,0,0,0,0.15709030100334448
3024,êºìáã`ë•,4,41,16,12,4,0.15146341463414634,3,6,6,0,1,0,0,0,0,0,0.15709030100334448
3024,êºìáã`ë•,5,46,11,15,7,0.1758695652173913,4,3,3,0,1,0,0,0,0,0,0.15709030100334448
3024,êºìáã`ë•,6,43,10,17,5,0.15209302325581395,2,1,6,0,1,0,0,0,0,0,0.15709030100334448
3044,éOëÓé¢ém,1,2,0,0,0,0.18,0,0,0,0,0,0,1,1,0,0,0.164
3044,éOëÓé¢ém,2,2,1,0,0,0.18,0,1,0,0,0,0,0,0,0,0,0.164
3044,éOëÓé¢ém,3,2,0,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0.164
3044,éOëÓé¢ém,4,1,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0.164
3044,éOëÓé¢ém,5,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.164
3044,éOëÓé¢ém,6,2,0,0,1,0.255,0,0,0,0,0,0,0,0,0,0,0.164
3054,ñkêÏçKìT,1,29,14,6,2,0.17689655172413793,12,0,0,0,2,0,5,5,4,0,0.17404580152671756
3054,ñkêÏçKìT,2,17,2,3,6,0.1847058823529412,0,1,1,0,0,0,0,0,0,9,0.17404580152671756
3054,ñkêÏçKìT,3,25,5,4,4,0.156,0,0,3,2,0,0,0,0,0,0,0.17404580152671756
3054,ñkêÏçKìT,4,20,4,1,3,0.1585,0,0,2,2,0,0,0,0,0,0,0.17404580152671756
3054,ñkêÏçKìT,5,19,0,2,1,0.18,0,0,0,0,0,0,0,0,0,0,0.17404580152671756
3054,ñkêÏçKìT,6,21,2,1,4,0.19238095238095237,0,0,1,1,0,0,0,0,0,0,0.17404580152671756
3065,ëùìcçOäÏ,1,18,4,2,4,0.1661111111111111,4,0,0,0,0,0,3,8,2,0,0.19436507936507938
3065,ëùìcçOäÏ,2,25,0,8,1,0.2008,0,0,0,0,0,0,0,0,0,14,0.19436507936507938
3065,ëùìcçOäÏ,3,18,1,1,4,0.17444444444444446,0,0,1,0,0,0,0,0,0,0,0.19436507936507938
3065,ëùìcçOäÏ,4,22,1,1,4,0.19454545454545455,0,1,0,0,0,0,0,0,0,0,0.19436507936507938
3065,ëùìcçOäÏ,5,21,0,1,2,0.20952380952380953,0,0,0,0,0,0,0,0,0,0,0.19436507936507938
3065,ëùìcçOäÏ,6,22,1,2,5,0.21181818181818182,0,0,0,1,0,0,0,0,0,0,0.19436507936507938
