ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,37,12,6,9,0.15756756756756757,11,0,0,0,1,0,10,10,1,0,0.17197044334975373
2014,çÇíÀê¥àÍ,2,36,3,10,6,0.16472222222222221,0,2,1,0,0,0,0,0,0,16,0.17197044334975373
2014,çÇíÀê¥àÍ,3,37,3,5,8,0.17567567567567569,0,0,1,1,1,0,0,0,0,0,0.17197044334975373
2014,çÇíÀê¥àÍ,4,34,1,3,9,0.20205882352941176,0,0,1,0,0,0,0,0,0,0,0.17197044334975373
2014,çÇíÀê¥àÍ,5,31,1,2,6,0.16612903225806452,0,1,0,0,0,0,0,0,0,0,0.17197044334975373
2014,çÇíÀê¥àÍ,6,28,1,2,3,0.16535714285714284,0,0,0,0,1,0,0,0,0,0,0.17197044334975373
2538,çÇã¥ìÒòN,1,26,9,3,2,0.17346153846153844,5,0,0,0,4,0,11,2,4,0,0.1973202614379085
2538,çÇã¥ìÒòN,2,31,2,5,7,0.19129032258064516,0,0,2,0,0,0,0,0,0,20,0.1973202614379085
2538,çÇã¥ìÒòN,3,27,0,6,5,0.22481481481481483,0,0,0,0,0,0,0,0,0,0,0.1973202614379085
2538,çÇã¥ìÒòN,4,21,0,5,4,0.16238095238095238,0,0,0,0,0,0,0,0,0,0,0.1973202614379085
2538,çÇã¥ìÒòN,5,24,0,1,4,0.23416666666666666,0,0,0,0,0,0,0,0,0,0,0.1973202614379085
2538,çÇã¥ìÒòN,6,24,1,0,11,0.19374999999999998,0,0,0,0,0,1,0,0,0,0,0.1973202614379085
2787,ì°à‰íËî¸,1,38,23,6,3,0.14710526315789474,22,0,0,0,1,0,5,7,3,0,0.16437209302325584
2787,ì°à‰íËî¸,2,41,7,10,7,0.15000000000000002,1,3,2,0,0,1,0,0,0,21,0.16437209302325584
