ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,38,14,5,9,0.15526315789473685,13,0,0,0,1,0,8,11,1,0,0.17354368932038836
2014,çÇíÀê¥àÍ,2,34,3,11,6,0.16058823529411764,0,2,1,0,0,0,0,0,0,18,0.17354368932038836
2014,çÇíÀê¥àÍ,3,38,3,4,9,0.16736842105263158,0,0,1,1,1,0,0,0,0,0,0.17354368932038836
2014,çÇíÀê¥àÍ,4,35,2,3,11,0.20171428571428573,0,0,1,1,0,0,0,0,0,0,0.17354368932038836
2014,çÇíÀê¥àÍ,5,33,1,3,3,0.17393939393939395,0,1,0,0,0,0,0,0,0,0,0.17354368932038836
2014,çÇíÀê¥àÍ,6,28,1,2,3,0.1867857142857143,0,0,0,0,1,0,0,0,0,0,0.17354368932038836
2538,çÇã¥ìÒòN,1,27,9,4,2,0.17814814814814814,5,0,0,0,4,0,11,4,3,0,0.1985
2538,çÇã¥ìÒòN,2,31,1,5,8,0.1903225806451613,0,0,1,0,0,0,0,0,0,22,0.1985
2538,çÇã¥ìÒòN,3,27,0,7,5,0.21222222222222223,0,0,0,0,0,0,0,0,0,0,0.1985
2538,çÇã¥ìÒòN,4,22,0,5,4,0.18045454545454545,0,0,0,0,0,0,0,0,0,0,0.1985
2538,çÇã¥ìÒòN,5,25,0,0,3,0.2364,0,0,0,0,0,0,0,0,0,0,0.1985
2538,çÇã¥ìÒòN,6,28,1,0,13,0.19428571428571426,0,0,0,0,0,1,0,0,0,0,0.1985
2787,ì°à‰íËî¸,1,39,26,4,2,0.1541025641025641,25,0,0,0,1,0,4,7,2,0,0.16654708520179373
2787,ì°à‰íËî¸,2,44,7,11,9,0.1559090909090909,1,3,2,0,0,1,0,0,0,21,0.16654708520179373
