ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,36,12,10,5,0.14722222222222223,10,1,0,0,1,0,10,4,5,0,0.16396039603960394
2014,çÇíÀê¥àÍ,2,36,1,7,6,0.14444444444444446,0,0,0,0,0,1,0,0,0,21,0.16396039603960394
2014,çÇíÀê¥àÍ,3,36,6,6,5,0.1511111111111111,0,0,3,2,1,0,0,0,0,0,0.16396039603960394
2014,çÇíÀê¥àÍ,4,32,1,4,5,0.17875000000000002,0,0,1,0,0,0,0,0,0,0,0.16396039603960394
2014,çÇíÀê¥àÍ,5,35,2,1,7,0.18228571428571427,0,0,1,1,0,0,0,0,0,0,0.16396039603960394
2014,çÇíÀê¥àÍ,6,27,0,2,3,0.18814814814814815,0,0,0,0,0,0,0,0,0,0,0.16396039603960394
2538,çÇã¥ìÒòN,1,24,3,6,6,0.16083333333333333,2,0,0,0,1,0,6,12,1,0,0.185
2538,çÇã¥ìÒòN,2,30,3,6,7,0.16699999999999998,0,2,0,0,0,1,0,0,0,13,0.185
2538,çÇã¥ìÒòN,3,27,0,5,7,0.20222222222222222,0,0,0,0,0,0,0,0,0,0,0.185
2538,çÇã¥ìÒòN,4,30,0,2,6,0.187,0,0,0,0,0,0,0,0,0,0,0.185
2538,çÇã¥ìÒòN,5,27,0,3,5,0.1940740740740741,0,0,0,0,0,0,0,0,0,0,0.185
2538,çÇã¥ìÒòN,6,20,0,1,3,0.20249999999999999,0,0,0,0,0,0,0,0,0,0,0.185
2844,ìcíÜêLìÒ,1,10,5,1,0,0.179,5,0,0,0,0,0,2,3,0,0,0.19219999999999998
2844,ìcíÜêLìÒ,2,7,0,1,3,0.15285714285714286,0,0,0,0,0,0,0,0,0,5,0.19219999999999998
2844,ìcíÜêLìÒ,3,9,0,0,1,0.20444444444444443,0,0,0,0,0,0,0,0,0,0,0.19219999999999998
2844,ìcíÜêLìÒ,4,8,0,0,3,0.20249999999999999,0,0,0,0,0,0,0,0,0,0,0.19219999999999998
2844,ìcíÜêLìÒ,5,6,0,0,0,0.18166666666666667,0,0,0,0,0,0,0,0,0,0,0.19219999999999998
2844,ìcíÜêLìÒ,6,10,0,0,0,0.22000000000000003,0,0,0,0,0,0,0,0,0,0,0.19219999999999998
2876,óÈñÿçKïv,1,24,7,6,3,0.13749999999999998,7,0,0,0,0,0,5,5,6,0,0.16705479452054794
2876,óÈñÿçKïv,2,37,3,3,8,0.16945945945945948,1,2,0,0,0,0,0,0,0,18,0.16705479452054794
2876,óÈñÿçKïv,3,24,3,1,1,0.1675,2,0,0,0,1,0,0,0,0,0,0.16705479452054794
2876,óÈñÿçKïv,4,22,2,3,3,0.18045454545454545,2,0,0,0,0,0,0,0,0,0,0.16705479452054794
2876,óÈñÿçKïv,5,24,6,1,3,0.17,2,2,0,0,1,1,0,0,0,0,0.16705479452054794
2876,óÈñÿçKïv,6,15,0,2,1,0.18333333333333332,0,0,0,0,0,0,0,0,0,0,0.16705479452054794
2878,ïxéRçOçK,1,46,21,10,9,0.1658695652173913,19,0,0,0,2,0,7,8,8,0,0.17545454545454545
2878,ïxéRçOçK,2,45,3,11,12,0.1822222222222222,0,3,0,0,0,0,0,0,0,23,0.17545454545454545
2878,ïxéRçOçK,3,38,4,5,13,0.1868421052631579,0,2,0,2,0,0,0,0,0,0,0.17545454545454545
