ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,29,4,9,3,0.1482758620689655,3,0,0,0,1,0,9,9,2,0,0.1888679245283019
2014,çÇíÀê¥àÍ,2,27,2,4,4,0.19148148148148147,0,2,0,0,0,0,0,0,0,18,0.1888679245283019
2014,çÇíÀê¥àÍ,3,27,0,4,1,0.18962962962962962,0,0,0,0,0,0,0,0,0,0,0.1888679245283019
2014,çÇíÀê¥àÍ,4,28,3,2,3,0.18321428571428572,0,0,1,1,1,0,0,0,0,0,0.1888679245283019
2014,çÇíÀê¥àÍ,5,26,0,3,1,0.20807692307692308,0,0,0,0,0,0,0,0,0,0,0.1888679245283019
2014,çÇíÀê¥àÍ,6,22,0,0,5,0.22272727272727275,0,0,0,0,0,0,0,0,0,0,0.1888679245283019
2538,çÇã¥ìÒòN,1,25,4,5,3,0.198,3,0,0,0,1,0,5,7,7,0,0.1926923076923077
2538,çÇã¥ìÒòN,2,34,3,4,5,0.1935294117647059,0,3,0,0,0,0,0,0,0,17,0.1926923076923077
2538,çÇã¥ìÒòN,3,32,0,3,13,0.1909375,0,0,0,0,0,0,0,0,0,0,0.1926923076923077
2538,çÇã¥ìÒòN,4,34,1,3,5,0.1888235294117647,0,0,0,1,0,0,0,0,0,0,0.1926923076923077
2538,çÇã¥ìÒòN,5,32,1,3,2,0.19593750000000001,0,0,0,1,0,0,0,0,0,0,0.1926923076923077
2538,çÇã¥ìÒòN,6,25,0,5,4,0.18960000000000002,0,0,0,0,0,0,0,0,0,0,0.1926923076923077
2878,ïxéRçOçK,1,58,22,18,8,0.16931034482758622,20,0,0,0,2,0,9,13,8,0,0.17429602888086643
2878,ïxéRçOçK,2,48,4,14,13,0.16770833333333335,0,2,1,0,1,0,0,0,0,23,0.17429602888086643
2878,ïxéRçOçK,3,46,4,9,10,0.17478260869565218,0,0,2,2,0,0,0,0,0,0,0.17429602888086643
2878,ïxéRçOçK,4,39,5,7,8,0.17076923076923078,0,1,1,2,1,0,0,0,0,0,0.17429602888086643
2878,ïxéRçOçK,5,45,5,7,5,0.17333333333333334,0,1,0,4,0,0,0,0,0,0,0.17429602888086643
2878,ïxéRçOçK,6,41,0,5,7,0.1929268292682927,0,0,0,0,0,0,0,0,0,0,0.17429602888086643
2930,êVó«àÍãK,1,3,1,1,0,0.20666666666666667,1,0,0,0,0,0,1,0,1,0,0.245
2930,êVó«àÍãK,2,3,0,0,1,0.25,0,0,0,0,0,0,0,0,0,3,0.245
2930,êVó«àÍãK,3,2,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0.245
2930,êVó«àÍãK,4,3,0,1,0,0.24333333333333332,0,0,0,0,0,0,0,0,0,0,0.245
2930,êVó«àÍãK,5,1,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.245
3024,êºìáã`ë•,1,73,40,14,9,0.15397260273972602,39,0,0,0,1,0,6,11,14,0,0.15663398692810457
3024,êºìáã`ë•,2,54,11,15,11,0.15037037037037038,1,6,4,0,0,0,0,0,0,16,0.15663398692810457
3024,êºìáã`ë•,3,48,10,8,6,0.16166666666666665,1,3,4,1,1,0,0,0,0,0,0.15663398692810457
