ìoò^î‘çÜ,ëIéËñº,í¯î‘,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST
2014,çÇíÀê¥àÍ,1,35,13,6,6,0.14514285714285716,11,0,0,0,2,0,7,5,5,0,0.16290816326530613
2014,çÇíÀê¥àÍ,2,38,2,9,4,0.1586842105263158,0,2,0,0,0,0,0,0,0,19,0.16290816326530613
2014,çÇíÀê¥àÍ,3,31,7,5,5,0.14451612903225808,0,1,3,2,1,0,0,0,0,0,0.16290816326530613
2014,çÇíÀê¥àÍ,4,32,1,4,7,0.1740625,0,0,1,0,0,0,0,0,0,0,0.16290816326530613
2014,çÇíÀê¥àÍ,5,33,1,1,6,0.1787878787878788,0,0,1,0,0,0,0,0,0,0,0.16290816326530613
2014,çÇíÀê¥àÍ,6,27,1,1,2,0.18037037037037038,0,0,1,0,0,0,0,0,0,0,0.16290816326530613
2538,çÇã¥ìÒòN,1,33,3,9,9,0.1715151515151515,2,0,0,0,1,0,10,15,3,0,0.1917391304347826
2538,çÇã¥ìÒòN,2,39,3,8,8,0.17153846153846156,0,2,1,0,0,0,0,0,0,19,0.1917391304347826
2538,çÇã¥ìÒòN,3,35,0,9,9,0.20800000000000002,0,0,0,0,0,0,0,0,0,0,0.1917391304347826
2538,çÇã¥ìÒòN,4,39,0,5,8,0.19615384615384615,0,0,0,0,0,0,0,0,0,0,0.1917391304347826
2538,çÇã¥ìÒòN,5,35,0,4,7,0.19514285714285715,0,0,0,0,0,0,0,0,0,0,0.1917391304347826
2538,çÇã¥ìÒòN,6,26,0,1,4,0.21461538461538462,0,0,0,0,0,0,0,0,0,0,0.1917391304347826
2841,ãgìcñ´,1,1,0,1,0,0.09,0,0,0,0,0,0,1,0,0,0,0.21142857142857144
2841,ãgìcñ´,2,2,1,0,1,0.245,0,0,0,0,1,0,0,0,0,1,0.21142857142857144
2841,ãgìcñ´,3,1,0,0,1,0.19,0,0,0,0,0,0,0,0,0,0,0.21142857142857144
2841,ãgìcñ´,4,1,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.21142857142857144
2841,ãgìcñ´,5,1,0,0,1,0.28,0,0,0,0,0,0,0,0,0,0,0.21142857142857144
2841,ãgìcñ´,6,1,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.21142857142857144
2844,ìcíÜêLìÒ,1,15,6,2,0,0.1673333333333333,6,0,0,0,0,0,2,5,2,0,0.19036144578313255
2844,ìcíÜêLìÒ,2,12,0,3,3,0.15916666666666668,0,0,0,0,0,0,0,0,0,8,0.19036144578313255
2844,ìcíÜêLìÒ,3,15,1,0,4,0.19799999999999998,0,1,0,0,0,0,0,0,0,0,0.19036144578313255
2844,ìcíÜêLìÒ,4,16,0,1,5,0.201875,0,0,0,0,0,0,0,0,0,0,0.19036144578313255
2844,ìcíÜêLìÒ,5,10,0,0,1,0.182,0,0,0,0,0,0,0,0,0,0,0.19036144578313255
2844,ìcíÜêLìÒ,6,15,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0.19036144578313255
2876,óÈñÿçKïv,1,31,11,6,6,0.13806451612903226,11,0,0,0,0,0,6,7,6,0,0.16972067039106145
2876,óÈñÿçKïv,2,43,3,4,10,0.16906976744186047,1,2,0,0,0,0,0,0,0,19,0.16972067039106145
2876,óÈñÿçKïv,3,28,3,1,3,0.16392857142857142,2,0,0,0,1,0,0,0,0,0,0.16972067039106145
2876,óÈñÿçKïv,4,27,2,5,4,0.18481481481481482,2,0,0,0,0,0,0,0,0,0,0.16972067039106145
2876,óÈñÿçKïv,5,30,7,2,4,0.1756666666666667,2,3,0,0,1,1,0,0,0,0,0.16972067039106145
2876,óÈñÿçKïv,6,20,1,2,1,0.199,1,0,0,0,0,0,0,0,0,0,0.16972067039106145
2878,ïxéRçOçK,1,48,21,10,10,0.16479166666666667,19,0,0,0,2,0,8,7,6,0,0.17847389558232932
2878,ïxéRçOçK,2,47,4,8,16,0.18765957446808512,0,4,0,0,0,0,0,0,0,20,0.17847389558232932
2878,ïxéRçOçK,3,41,4,8,12,0.18682926829268293,0,2,0,2,0,0,0,0,0,0,0.17847389558232932
2878,ïxéRçOçK,4,34,8,3,11,0.15117647058823527,0,3,3,2,0,0,0,0,0,0,0.17847389558232932
2878,ïxéRçOçK,5,38,3,6,8,0.16210526315789475,0,0,0,3,0,0,0,0,0,0,0.17847389558232932
2878,ïxéRçOçK,6,41,1,2,9,0.21341463414634146,0,0,0,1,0,0,0,0,0,0,0.17847389558232932
2903,éRçËãB,1,29,10,5,4,0.17793103448275863,10,0,0,0,0,0,2,10,6,0,0.17178378378378378
2903,éRçËãB,2,39,3,13,8,0.16333333333333333,0,2,0,0,0,1,0,0,0,20,0.17178378378378378
2903,éRçËãB,3,32,1,4,9,0.1584375,0,0,0,1,0,0,0,0,0,0,0.17178378378378378
2903,éRçËãB,4,27,3,6,4,0.1711111111111111,0,0,2,0,1,0,0,0,0,0,0.17178378378378378
2903,éRçËãB,5,33,0,3,3,0.17393939393939395,0,0,0,0,0,0,0,0,0,0,0.17178378378378378
2903,éRçËãB,6,25,0,2,4,0.1928,0,0,0,0,0,0,0,0,0,0,0.17178378378378378
2912,îˆçËìSñÁ,1,20,9,3,1,0.173,9,0,0,0,0,0,6,1,2,0,0.1809090909090909
2912,îˆçËìSñÁ,2,24,0,2,1,0.1775,0,0,0,0,0,0,0,0,0,19,0.1809090909090909
2912,îˆçËìSñÁ,3,29,1,2,4,0.18551724137931033,0,0,1,0,0,0,0,0,0,0,0.1809090909090909
2912,îˆçËìSñÁ,4,19,1,1,1,0.18,0,0,1,0,0,0,0,0,0,0,0.1809090909090909
2912,îˆçËìSñÁ,5,20,1,0,3,0.1695,0,1,0,0,0,0,0,0,0,0,0.1809090909090909
2912,îˆçËìSñÁ,6,20,0,1,1,0.1985,0,0,0,0,0,0,0,0,0,0,0.1809090909090909
2930,êVó«àÍãK,1,30,14,5,5,0.17933333333333332,14,0,0,0,0,0,5,9,2,0,0.18740506329113923
2930,êVó«àÍãK,2,28,2,7,5,0.17214285714285715,2,0,0,0,0,0,0,0,0,15,0.18740506329113923
2930,êVó«àÍãK,3,30,2,7,6,0.17766666666666667,0,0,1,1,0,0,0,0,0,0,0.18740506329113923
2930,êVó«àÍãK,4,25,1,3,6,0.22,0,0,1,0,0,0,0,0,0,0,0.18740506329113923
2930,êVó«àÍãK,5,25,0,2,4,0.17920000000000003,0,0,0,0,0,0,0,0,0,0,0.18740506329113923
2930,êVó«àÍãK,6,20,0,3,2,0.20500000000000002,0,0,0,0,0,0,0,0,0,0,0.18740506329113923
3020,é·èóà‰ê≥,1,3,0,0,0,0.21,0,0,0,0,0,0,1,2,0,0,0.22
3020,é·èóà‰ê≥,2,3,0,0,0,0.18333333333333335,0,0,0,0,0,0,0,0,0,1,0.22
3020,é·èóà‰ê≥,3,4,0,0,3,0.1975,0,0,0,0,0,0,0,0,0,0,0.22
3020,é·èóà‰ê≥,4,4,0,0,0,0.3175,0,0,0,0,0,0,0,0,0,0,0.22
3020,é·èóà‰ê≥,5,2,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.22
3020,é·èóà‰ê≥,6,1,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.22
3022,êºéRè∏àÍ,1,50,29,9,5,0.1424,28,0,0,0,1,0,4,10,5,0,0.15940711462450594
3022,êºéRè∏àÍ,2,42,6,18,5,0.13285714285714287,0,6,0,0,0,0,0,0,0,25,0.15940711462450594
3022,êºéRè∏àÍ,3,37,5,6,9,0.16675675675675675,0,0,1,2,2,0,0,0,0,0,0.15940711462450594
3022,êºéRè∏àÍ,4,39,2,8,14,0.15923076923076923,0,1,0,1,0,0,0,0,0,0,0.15940711462450594
3022,êºéRè∏àÍ,5,46,0,10,8,0.1841304347826087,0,0,0,0,0,0,0,0,0,0,0.15940711462450594
3022,êºéRè∏àÍ,6,39,2,7,7,0.17384615384615384,0,0,1,1,0,0,0,0,0,0,0.15940711462450594
3024,êºìáã`ë•,1,65,43,14,2,0.1570769230769231,40,0,0,0,3,0,4,11,6,0,0.16576086956521738
3024,êºìáã`ë•,2,51,6,21,7,0.16294117647058826,1,3,2,0,0,0,0,0,0,35,0.16576086956521738
3024,êºìáã`ë•,3,43,10,15,7,0.15023255813953487,2,2,2,1,3,0,0,0,0,0,0.16576086956521738
3024,êºìáã`ë•,4,35,14,7,5,0.16485714285714284,3,4,4,0,3,0,0,0,0,0,0.16576086956521738
3024,êºìáã`ë•,5,42,13,10,4,0.1819047619047619,2,4,7,0,0,0,0,0,0,0,0.16576086956521738
3024,êºìáã`ë•,6,40,9,15,5,0.184,2,4,1,0,1,1,0,0,0,0,0.16576086956521738
3025,éRå˚ìNé°,1,20,6,5,2,0.1935,6,0,0,0,0,0,2,8,3,0,0.2152892561983471
3025,éRå˚ìNé°,2,19,2,0,3,0.19210526315789472,0,2,0,0,0,0,0,0,0,10,0.2152892561983471
3025,éRå˚ìNé°,3,23,1,4,1,0.22391304347826088,0,0,0,1,0,0,0,0,0,0,0.2152892561983471
3025,éRå˚ìNé°,4,22,1,2,2,0.2113636363636364,0,0,0,1,0,0,0,0,0,0,0.2152892561983471
3025,éRå˚ìNé°,5,16,0,0,1,0.23125,0,0,0,0,0,0,0,0,0,0,0.2152892561983471
3025,éRå˚ìNé°,6,21,0,0,1,0.23952380952380953,0,0,0,0,0,0,0,0,0,0,0.2152892561983471
3036,ãgñ{ê≥è∫,1,16,3,4,3,0.189375,2,0,0,0,1,0,2,5,5,0,0.1810377358490566
3036,ãgñ{ê≥è∫,2,22,2,4,5,0.17227272727272727,0,1,0,1,0,0,0,0,0,13,0.1810377358490566
3036,ãgñ{ê≥è∫,3,17,2,2,5,0.16941176470588235,0,0,0,1,1,0,0,0,0,0,0.1810377358490566
3036,ãgñ{ê≥è∫,4,17,2,2,2,0.1535294117647059,0,0,2,0,0,0,0,0,0,0,0.1810377358490566
3036,ãgñ{ê≥è∫,5,15,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0.1810377358490566
3036,ãgñ{ê≥è∫,6,19,0,0,2,0.21368421052631578,0,0,0,0,0,0,0,0,0,0,0.1810377358490566
3044,éOëÓé¢ém,1,22,5,7,4,0.1640909090909091,5,0,0,0,0,0,6,5,4,0,0.172375
3044,éOëÓé¢ém,2,30,4,7,9,0.14433333333333334,0,4,0,0,0,0,0,0,0,19,0.172375
3044,éOëÓé¢ém,3,29,0,3,4,0.1803448275862069,0,0,0,0,0,0,0,0,0,0,0.172375
3044,éOëÓé¢ém,4,28,1,7,3,0.16999999999999998,0,0,0,0,1,0,0,0,0,0,0.172375
3044,éOëÓé¢ém,5,27,0,0,6,0.18222222222222223,0,0,0,0,0,0,0,0,0,0,0.172375
3044,éOëÓé¢ém,6,24,0,1,4,0.19708333333333336,0,0,0,0,0,0,0,0,0,0,0.172375
3051,éRå˚èrâp,1,19,5,5,2,0.14421052631578948,4,0,0,0,1,0,5,5,4,0,0.16886524822695034
3051,éRå˚èrâp,2,25,2,3,4,0.1932,0,0,0,1,1,0,0,0,0,11,0.16886524822695034
3051,éRå˚èrâp,3,26,4,2,3,0.15346153846153848,0,0,2,2,0,0,0,0,0,0,0.16886524822695034
3051,éRå˚èrâp,4,28,1,5,4,0.16392857142857142,0,1,0,0,0,0,0,0,0,0,0.16886524822695034
3051,éRå˚èrâp,5,25,0,2,2,0.1772,0,0,0,0,0,0,0,0,0,0,0.16886524822695034
3051,éRå˚èrâp,6,18,0,2,0,0.17944444444444443,0,0,0,0,0,0,0,0,0,0,0.16886524822695034
3054,ñkêÏçKìT,1,42,26,4,7,0.16904761904761906,26,0,0,0,0,0,7,6,3,0,0.16127962085308056
3054,ñkêÏçKìT,2,39,7,13,9,0.1376923076923077,0,3,3,0,1,0,0,0,0,23,0.16127962085308056
3054,ñkêÏçKìT,3,35,4,10,8,0.15657142857142858,0,0,4,0,0,0,0,0,0,0,0.16127962085308056
3054,ñkêÏçKìT,4,33,5,9,6,0.16575757575757577,0,0,3,2,0,0,0,0,0,0,0.16127962085308056
3054,ñkêÏçKìT,5,30,1,2,7,0.16033333333333336,0,0,0,1,0,0,0,0,0,0,0.16127962085308056
3054,ñkêÏçKìT,6,32,0,5,4,0.18125,0,0,0,0,0,0,0,0,0,0,0.16127962085308056
3065,ëùìcçOäÏ,1,32,2,4,10,0.2075,1,0,0,0,1,0,8,15,4,0,0.22248826291079812
3065,ëùìcçOäÏ,2,41,3,8,8,0.24487804878048777,0,3,0,0,0,0,0,0,0,17,0.22248826291079812
3065,ëùìcçOäÏ,3,40,0,7,9,0.21125,0,0,0,0,0,0,0,0,0,0,0.22248826291079812
3065,ëùìcçOäÏ,4,35,1,4,7,0.21600000000000003,0,1,0,0,0,0,0,0,0,0,0.22248826291079812
3065,ëùìcçOäÏ,5,37,0,2,9,0.21297297297297296,0,0,0,0,0,0,0,0,0,0,0.22248826291079812
