日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2025-03-15,福岡,1,カタメン１予,1,4584,村岡賢人,35,岡山,52,A1,6.69,49.59,6.69,51.72,70,45.45,162,33.33,雨,南,1,2,6.78,1,逃げ,1,0.12,1.48.4,0.1066071428571428,0.1151865671641791,39,56,4,5,38,0,0,0,0,4,5,6,0.6964285714285714,0.07142857142857142,0.08928571428571429,0.6785714285714286,0.0,0.0,0.0,0.0,0.07142857142857142,0.08928571428571429,0.10714285714285714
2025-03-15,福岡,1,カタメン１予,2,4179,広次　修,42,山口,52,B1,4.97,28.97,4.4,10.0,74,0.0,166,0.0,雨,南,1,2,6.77,2,逃げ,2,0.11,1.50.9,0.15575,0.1557272727272727,2,40,11,12,0,26,2,0,0,0,0,0,0.05,0.275,0.3,0.0,0.65,0.05,0.0,0.0,0.0,0.0,0.0
2025-03-15,福岡,1,カタメン１予,3,3812,山崎聖司,49,東京,51,B1,4.36,19.57,0.0,0.0,71,36.36,135,45.45,雨,南,1,2,6.87,4,逃げ,3,0.12,1.54.3,0.1564705882352941,0.1737096774193548,1,34,5,10,0,0,1,0,0,0,0,0,0.029411764705882353,0.14705882352941177,0.29411764705882354,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
2025-03-15,福岡,1,カタメン１予,4,4664,東口　晃,41,福井,54,B1,3.66,18.6,4.61,27.78,26,11.11,131,0.0,雨,南,1,2,6.89,5,逃げ,5,0.16,.  .,0.1839393939393939,0.1945192307692307,1,33,5,4,0,0,0,0,1,0,0,0,0.030303030303030304,0.15151515151515152,0.12121212121212122,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2025-03-15,福岡,1,カタメン１予,5,5384,八戸琉楓,20,長崎,54,B2,1.2,0.0,0.0,0.0,57,36.36,150,33.33,雨,南,1,2,6.88,6,逃げ,6,0.25,.  .,0.2107142857142857,0.2480952380952381,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15,福岡,1,カタメン１予,6,3297,藤丸光一,58,福岡,50,B1,5.1,34.41,5.9,44.23,39,40.0,144,80.0,雨,南,1,2,6.75,3,逃げ,4,0.17,1.52.0,0.169375,0.1828959276018099,5,32,7,7,0,0,0,5,0,0,0,0,0.15625,0.21875,0.21875,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0
2025-03-15,福岡,2,予選,1,5138,村本大成,24,福岡,54,B2,3.1,6.9,3.05,4.92,22,33.33,151,10.0,雨,東,2,2,6.8,5,差し,1,0.29,.  .,0.1958333333333333,0.1852459016393442,0,12,2,3,0,0,0,0,0,4,7,0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5833333333333334,0.0
2025-03-15,福岡,2,予選,2,5044,渡邉　健,25,東京,58,B1,5.53,40.78,4.0,22.22,40,20.0,149,11.11,雨,東,2,2,6.77,3,差し,2,0.25,1.52.4,0.1377777777777777,0.1707368421052631,7,27,10,3,0,11,5,2,0,0,0,0,0.25925925925925924,0.37037037037037035,0.1111111111111111,0.0,0.4074074074074074,0.18518518518518517,0.07407407407407407,0.0,0.0,0.0,0.0
2025-03-15,福岡,2,予選,3,3863,海老澤泰,50,東京,56,B1,4.66,27.72,4.26,21.05,42,42.86,142,45.45,雨,東,2,2,6.85,4,差し,3,0.15,1.53.4,0.1561904761904762,0.1608256880733945,2,42,7,6,0,0,0,2,0,0,0,0,0.047619047619047616,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0
2025-03-15,福岡,2,予選,4,4154,森安弘雅,44,香川,52,B1,5.85,38.18,5.24,35.29,48,20.0,159,54.55,雨,東,2,2,6.84,1,差し,4,0.22,1.50.3,0.1778787878787879,0.1838839285714285,4,33,5,7,0,0,2,2,0,0,0,0,0.12121212121212122,0.15151515151515152,0.21212121212121213,0.0,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.0
2025-03-15,福岡,2,予選,5,4293,鈴木智啓,39,愛知,59,A2,5.3,36.46,4.77,31.82,37,40.0,143,33.33,雨,東,2,2,6.86,2,差し,5,0.26,1.51.3,0.1637037037037037,0.1649748743718593,1,27,8,5,0,0,0,0,1,0,0,0,0.037037037037037035,0.2962962962962963,0.18518518518518517,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
2025-03-15,福岡,2,予選,6,4513,河野真也,35,福岡,52,A2,5.84,39.17,5.83,39.76,33,23.08,156,0.0,雨,東,2,2,6.85,6,差し,6,0.26,.  .,0.1680487804878049,0.168953488372093,1,41,4,9,0,0,1,0,0,0,0,0,0.024390243902439025,0.0975609756097561,0.21951219512195122,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
2025-03-15,福岡,3,カタメン３予,1,4957,竹之内極,29,福岡,56,B1,4.64,30.17,5.29,31.33,34,27.27,101,47.62,雨,東,3,3,6.75,4,まくり,1,0.12,1.54.1,0.1433333333333333,0.1754166666666666,13,27,6,0,13,0,0,0,0,2,7,4,0.48148148148148145,0.2222222222222222,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.07407407407407407,0.25925925925925924,0.14814814814814814
