日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2022-07-22,大村,1,一般,1,4924,中北　涼,29,長崎,48,B1,4.6,22.34,4.07,21.74,52,12.5,40,22.22,晴,北西,5,4,7.02,1,逃げ,1,0.11,1.51.2,中北涼,27.0,5.0,9.0,4.0,0.1637037037037037,5.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,0.1534031413612565,0.18518518518518517,0.3333333333333333,0.14814814814814814,0.18518518518518517,0.0,0.0,0.0,0.0,0.2962962962962963,0.37037037037037035,0.037037037037037035
2022-07-22,大村,1,一般,2,4909,薮内瑞希,26,岡山,44,B1,4.46,19.05,4.61,22.58,61,25.0,80,16.67,晴,北西,5,4,6.99,3,逃げ,2,0.12,1.54.2,薮内瑞希,33.0,0.0,11.0,8.0,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1516574585635359,0.0,0.3333333333333333,0.24242424242424243,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,大村,1,一般,3,4690,高石梨菜,28,東京,52,B1,4.72,29.27,0.0,0.0,43,25.0,44,55.56,晴,北西,5,4,7.02,2,逃げ,3,0.09,1.52.4,高石梨菜,30.0,3.0,6.0,8.0,0.149,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621794871794872,0.1,0.2,0.26666666666666666,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0
2022-07-22,大村,1,一般,4,4720,西澤日花,28,長崎,45,B1,4.93,29.63,4.6,24.53,64,37.5,29,33.33,晴,北西,5,4,7.06,4,逃げ,4,0.13,1.55.4,西澤日花里,21.0,0.0,6.0,0.0,0.1642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1800793650793651,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,大村,1,一般,5,5202,宮崎つぐ,18,大阪,47,B2,2.51,4.11,0.83,0.0,75,16.67,59,42.86,晴,北西,5,4,6.99,5,逃げ,5,0.21,.  .,宮崎つぐみ,52.0,1.0,2.0,1.0,0.1973076923076923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2036904761904761,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0
2022-07-22,大村,1,一般,6,5213,湯淺紀香,23,群馬,47,B2,1.5,1.56,0.0,0.0,60,71.43,28,50.0,晴,北西,5,4,7.0,6,逃げ,6,0.23,.  .,湯淺紀香,53.0,0.0,1.0,1.0,0.2350943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222826086956521,0.0,0.018867924528301886,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,大村,2,一般,1,4974,安井瑞紀,29,岡山,48,B1,4.72,31.34,4.39,26.09,51,88.89,45,12.5,晴,北西,5,4,6.91,1,逃げ,1,0.23,1.51.0,安井瑞紀,14.0,3.0,3.0,2.0,0.1678571428571428,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.1645669291338582,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.0,0.21428571428571427,0.35714285714285715,0.07142857142857142
2022-07-22,大村,2,一般,2,4987,島倉　都,25,群馬,48,B1,3.7,17.14,3.47,10.53,40,12.5,38,16.67,晴,北西,5,4,6.99,3,逃げ,2,0.18,1.53.7,島倉都,34.0,2.0,8.0,3.0,0.1905882352941176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.1624117647058823,0.058823529411764705,0.23529411764705882,0.08823529411764706,0.0,0.5,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
2022-07-22,大村,2,一般,3,4408,仁科さや,36,長崎,48,B1,5.09,32.73,4.43,26.79,39,62.5,73,25.0,晴,北西,5,4,6.98,4,逃げ,3,0.19,1.54.7,仁科さやか,20.0,1.0,3.0,9.0,0.178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1873728813559322,0.05,0.15,0.45,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2022-07-22,大村,2,一般,4,4680,後藤美翼,32,東京,45,B1,5.04,26.55,0.0,0.0,33,33.33,86,71.43,晴,北西,5,4,6.97,2,逃げ,4,0.27,1.53.1,後藤美翼,36.0,0.0,2.0,15.0,0.1886111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003381642512077,0.0,0.05555555555555555,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
