日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-11-10,福岡,1,カタメン１一,1,5217,藤原碧生,24,岡山,53,A1,6.66,52.94,2.63,0.0,50,30.54,111,34.07,曇り,南,1,2,6.84,1,逃げ,1,0.16,1.50.0,0.1341379310344827,0.1490588235294117,0.11764705882352941,0.3235294117647059,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.29411764705882354,0.3235294117647059,0.11764705882352941
2024-11-10,福岡,1,カタメン１一,2,5055,眞鳥章太,28,長崎,53,B1,5.36,31.37,4.75,35.71,67,34.97,115,28.38,曇り,南,1,2,6.89,2,逃げ,2,0.18,1.51.8,0.1497727272727272,0.1509311740890688,0.1,0.16666666666666666,0.13333333333333333,0.0,0.6333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
2024-11-10,福岡,1,カタメン１一,3,5249,三木晴斗,22,徳島,54,B1,4.23,23.33,1.84,4.0,71,37.5,118,26.67,曇り,南,1,2,6.86,3,逃げ,3,0.24,1.52.5,0.1295238095238095,0.1632065217391304,0.0,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,福岡,1,カタメン１一,4,5210,藤井公人,26,福岡,55,B1,5.14,30.83,3.52,15.91,51,37.42,142,30.77,曇り,南,1,2,6.84,6,逃げ,4,0.13,.  .,0.1672093023255814,0.1628395061728395,0.09375,0.09375,0.125,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0
2024-11-10,福岡,1,カタメン１一,5,5328,井上慧人,20,福岡,53,B2,2.0,0.0,1.74,0.0,53,31.88,163,40.94,曇り,南,1,2,6.89,5,逃げ,5,0.11,.  .,0.185,0.18,0.0,0.10344827586206896,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,福岡,1,カタメン１一,6,5307,富永夏哉,21,佐賀,49,B1,3.53,17.19,0.0,0.0,69,27.12,124,39.47,曇り,南,1,2,6.85,4,逃げ,6,0.09,1.54.1,0.1877586206896551,0.1833774834437086,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,福岡,2,一般,1,5005,石田貴洋,28,埼玉,52,A2,5.84,40.83,4.0,0.0,22,37.91,155,27.59,雨,南,1,2,6.87,2,抜き,1,0.11,2.02.8,0.1462264150943396,0.1242957746478873,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.15384615384615385,0.0,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.3076923076923077
2024-11-10,福岡,2,一般,2,5177,松井貫太,28,福岡,51,B1,3.38,12.36,2.75,5.22,12,28.19,171,22.96,雨,南,1,2,6.83,3,抜き,2,0.15,2.06.2,0.156,0.1784834123222749,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.0,0.5,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
2024-11-10,福岡,2,一般,3,5261,岡　暢祐,26,長崎,53,B1,2.67,10.26,1.83,4.17,62,20.31,149,34.44,雨,南,1,2,6.86,1,抜き,3,0.09,1.58.5,0.1571428571428571,0.193015873015873,0.0,0.058823529411764705,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,福岡,2,一般,4,5111,三村岳人,25,岡山,52,A2,5.63,37.19,0.0,0.0,29,37.19,152,38.19,雨,南,1,2,6.82,5,抜き,4,0.07,.  .,0.1325,0.1418287937743191,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0
