ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2025-02-14,ëÂë∫,1,àÍî ,1,4122,à¿ìåçKé°,43,ïüâ™,56,A1,6.03,39.71,5.81,32.81,13,35.42,11,29.73,ê∞,ìÏêº,1,1,6.9,5,Ç‹Ç≠ÇË,1,0.16,.  .,0.1676271186440678,0.169042904290429,33.0,59.0,13.0,8.0,30.0,0.0,0.0,0.0,0.0,5.0,14.0,6.0,0.559322033898305,0.22033898305084745,0.13559322033898305,0.5084745762711864,0.0,0.0,0.0,0.0,0.0847457627118644,0.23728813559322035,0.1016949152542373
2025-02-14,ëÂë∫,1,àÍî ,2,4102,âvìcå[éi,45,ïüâ™,51,A1,6.67,52.9,5.71,42.86,60,41.96,56,34.03,ê∞,ìÏêº,1,1,6.93,6,Ç‹Ç≠ÇË,5,0.14,.  .,0.1263636363636363,0.1346153846153846,13.0,44.0,10.0,10.0,0.0,22.0,9.0,1.0,2.0,0.0,0.0,0.0,0.29545454545454547,0.22727272727272727,0.22727272727272727,0.0,0.5,0.20454545454545456,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0
2025-02-14,ëÂë∫,1,àÍî ,3,4350,é¬çËå≥éu,38,ïüâ™,53,A1,7.05,45.0,7.55,49.02,53,40.41,28,35.71,ê∞,ìÏêº,1,1,6.93,3,Ç‹Ç≠ÇË,6,0.17,1.51.3,0.1304347826086956,0.1272924187725631,8.0,46.0,12.0,11.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.17391304347826086,0.2608695652173913,0.2391304347826087,0.0,0.0,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.0,0.0,0.0
2025-02-14,ëÂë∫,1,àÍî ,4,4288,âiìcå[ìÒ,40,ïüâ™,53,A1,6.83,48.78,6.86,49.37,33,30.94,21,34.97,ê∞,ìÏêº,1,1,6.93,2,Ç‹Ç≠ÇË,3,0.26,1.50.1,0.125,0.1267595818815331,15.0,46.0,12.0,9.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.32608695652173914,0.2608695652173913,0.1956521739130435,0.0,0.0,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.0,0.0,0.0
2025-02-14,ëÂë∫,1,àÍî ,5,3473,êŒêÏê^ìÒ,54,ïüâ™,52,A1,6.88,56.05,7.12,54.24,76,32.45,68,41.1,ê∞,ìÏêº,1,1,6.93,4,Ç‹Ç≠ÇË,4,0.16,1.53.1,0.157906976744186,0.1444281524926686,7.0,43.0,13.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.16279069767441862,0.3023255813953488,0.11627906976744186,0.023255813953488372,0.0,0.06976744186046512,0.046511627906976744,0.0,0.0,0.0,0.0
2025-02-14,ëÂë∫,1,àÍî ,6,3623,ê[êÏê^ìÒ,50,ç≤âÍ,51,A1,7.43,64.95,7.63,61.45,27,45.95,41,31.43,ê∞,ìÏêº,1,1,6.92,1,Ç‹Ç≠ÇË,2,0.07,1.49.1,0.1675609756097561,0.1386454183266932,18.0,41.0,9.0,3.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.43902439024390244,0.21951219512195122,0.07317073170731707,0.04878048780487805,0.0,0.21951219512195122,0.0975609756097561,0.0,0.0,0.0,0.0
2025-02-14,ëÂë∫,2,àÍî ,1,4737,í|à‰ãMéj,33,ïüâ™,53,A1,7.19,53.68,6.67,33.33,54,33.33,29,36.99,ê∞,ñkêº,1,1,6.9,1,ì¶Ç∞,1,0.17,1.48.3,0.147457627118644,0.1380161943319838,49.0,59.0,6.0,2.0,47.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.8305084745762712,0.1016949152542373,0.03389830508474576,0.7966101694915254,0.0,0.0,0.0,0.0,0.03389830508474576,0.05084745762711865,0.01694915254237288
2025-02-14,ëÂë∫,2,àÍî ,2,4640,éRÉmì‡âÎ,33,ïüâ™,53,A1,6.07,43.48,7.0,65.0,49,34.81,48,33.33,ê∞,ñkêº,1,1,6.9,2,ì¶Ç∞,2,0.18,1.49.3,0.160625,0.1442533936651583,5.0,32.0,8.0,6.0,0.0,22.0,4.0,1.0,0.0,0.0,0.0,0.0,0.15625,0.25,0.1875,0.0,0.6875,0.125,0.03125,0.0,0.0,0.0,0.0
2025-02-14,ëÂë∫,2,àÍî ,3,4530,è¨ñÏê∂ìﬁ,36,ïüâ™,45,A2,6.72,46.94,5.46,23.08,66,35.76,26,31.51,ê∞,ñkêº,1,1,6.86,3,ì¶Ç∞,3,0.16,1.50.8,0.1313043478260869,0.1501190476190476,5.0,23.0,8.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.34782608695652173,0.2608695652173913,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0
2025-02-14,ëÂë∫,2,àÍî ,4,4715,ë∫è„Å@ó…,32,í∑çË,54,A1,6.08,37.66,7.49,63.04,44,30.71,63,32.43,ê∞,ñkêº,1,1,6.85,4,ì¶Ç∞,4,0.15,1.52.0,0.1164864864864864,0.1224778761061946,12.0,37.0,10.0,5.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.32432432432432434,0.2702702702702703,0.13513513513513514,0.0,0.0,0.0,0.16216216216216217,0.10810810810810811,0.0,0.0,0.0
