日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-09-04,唐津,1,朝１戦一般,1,4019,笠原　亮,44,静岡,53,A1,6.24,42.5,4.67,22.22,46,0.0,45,26.17,晴,北,1,1,6.75,1,逃げ,1,0.15,1.50.1,0.1515384615384615,0.1683743842364532,28,39,3,2,26,0,0,0,0,3,3,5,0.717948717948718,0.07692307692307693,0.05128205128205128,0.6666666666666666,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.1282051282051282
2024-09-04,唐津,1,朝１戦一般,2,3867,松浦　勝,49,愛知,55,B1,2.88,8.62,5.38,37.5,56,0.0,74,29.41,晴,北,1,1,6.71,5,逃げ,2,0.11,1.55.7,0.1814285714285714,0.1573184357541899,2,35,4,5,0,25,1,0,0,0,0,0,0.05714285714285714,0.11428571428571428,0.14285714285714285,0.0,0.7142857142857143,0.02857142857142857,0.0,0.0,0.0,0.0,0.0
2024-09-04,唐津,1,朝１戦一般,3,3614,谷　勝幸,51,広島,55,B1,3.63,14.29,4.08,21.62,53,0.0,33,31.67,晴,北,1,1,6.74,2,逃げ,3,0.17,1.52.5,0.165,0.1707905138339921,4,54,7,7,0,0,0,4,0,0,0,0,0.07407407407407407,0.12962962962962962,0.12962962962962962,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0
2024-09-04,唐津,1,朝１戦一般,4,4491,田中　堅,37,群馬,52,B1,4.94,28.43,4.77,22.58,15,0.0,50,20.39,晴,北,1,1,6.86,4,逃げ,4,0.16,1.55.3,0.1956818181818181,0.1765882352941176,1,44,9,11,0,0,0,1,0,0,0,0,0.022727272727272728,0.20454545454545456,0.25,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0
2024-09-04,唐津,1,朝１戦一般,5,5356,長谷川暖,19,岡山,53,B2,2.6,4.44,0.0,0.0,21,0.0,71,29.09,晴,北,1,1,6.81,3,逃げ,6,0.1,1.53.9,0.1278571428571428,0.1293877551020408,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,唐津,1,朝１戦一般,6,4438,森作雄大,38,東京,53,B1,5.68,41.44,4.38,0.0,50,0.0,75,27.03,晴,北,1,1,6.81,6,逃げ,5,0.2,1.58.1,0.1651282051282051,0.1373161764705882,1,39,2,3,0,0,0,0,1,0,0,0,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0
2024-09-04,唐津,2,モー２ング一,1,4782,浜崎準也,37,岡山,53,A2,5.52,36.26,5.0,25.0,42,0.0,52,40.34,晴,北,2,2,6.72,2,差し,1,0.02,1.51.6,0.14975,0.1592165898617511,24,40,6,2,22,0,0,1,0,4,6,4,0.6,0.15,0.05,0.55,0.0,0.0,0.025,0.0,0.1,0.15,0.1
2024-09-04,唐津,2,モー２ング一,2,5026,安河内健,29,佐賀,54,A1,6.9,55.1,6.38,51.35,17,0.0,59,31.03,晴,北,2,2,6.69,1,差し,2,0.03,1.49.6,0.1399999999999999,0.1403571428571428,11,34,8,5,1,20,5,5,0,0,0,0,0.3235294117647059,0.23529411764705882,0.14705882352941177,0.029411764705882353,0.5882352941176471,0.14705882352941177,0.14705882352941177,0.0,0.0,0.0,0.0
2024-09-04,唐津,2,モー２ング一,3,3176,長谷川巌,60,山口,51,B1,4.27,16.48,4.98,25.0,33,0.0,55,31.62,晴,北,2,2,6.84,5,差し,3,0.16,1.56.4,0.1709090909090909,0.1772685185185185,2,33,7,5,0,0,2,0,0,0,0,0,0.06060606060606061,0.21212121212121213,0.15151515151515152,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0
2024-09-04,唐津,2,モー２ング一,4,3989,熊本英一,46,佐賀,59,B1,4.08,17.98,4.28,19.39,26,0.0,86,28.57,晴,北,2,2,6.81,4,差し,5,0.2,1.54.6,0.205,0.21,0,32,2,11,0,0,0,0,0,0,0,0,0.0,0.0625,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,唐津,2,モー２ング一,5,3860,松本浩貴,51,埼玉,53,B1,4.2,19.77,4.25,25.0,55,0.0,68,30.09,晴,北,2,2,6.85,3,差し,4,0.26,1.54.1,0.2387878787878787,0.2068911917098445,0,33,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,唐津,2,モー２ング一,6,5074,大澤誠也,28,愛知,54,B1,4.3,19.72,1.89,0.0,14,0.0,77,33.05,晴,北,2,2,6.88,6,差し,6,0.16,1.57.2,0.1753333333333333,0.1691891891891891,0,30,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
