ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2024-04-05,ìÇí√,1,í©ÇPêÌó\ëI,1,4471,êVìcë◊èÕ,36,çLìá,52,A2,6.61,52.43,6.5,50.0,16,35.62,88,37.5,ì‹ÇË,ñk,4,4,6.75,1,ì¶Ç∞,1,0.1,1.49.1,0.1292452830188679,0.1559274193548387,42.0,53.0,6.0,2.0,38.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.7924528301886793,0.11320754716981132,0.03773584905660377,0.7169811320754716,0.0,0.0,0.018867924528301886,0.0,0.03773584905660377,0.05660377358490566,0.05660377358490566
2024-04-05,ìÇí√,1,í©ÇPêÌó\ëI,2,3553,ïΩírêméu,52,çÅêÏ,53,B1,4.26,19.15,4.21,21.21,21,27.73,39,62.5,ì‹ÇË,ñk,4,4,6.8,2,ì¶Ç∞,2,0.17,1.51.8,0.1921052631578947,0.1777027027027027,3.0,38.0,4.0,10.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.10526315789473684,0.2631578947368421,0.0,0.5526315789473685,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0
2024-04-05,ìÇí√,1,í©ÇPêÌó\ëI,3,3748,è¨çïó≥å·,48,çÈã ,56,B1,4.1,20.0,5.4,30.0,37,33.09,85,42.86,ì‹ÇË,ñk,4,4,6.71,6,ì¶Ç∞,3,0.1,1.55.5,0.1493023255813953,0.1534848484848484,2.0,43.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.046511627906976744,0.11627906976744186,0.13953488372093023,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0
2024-04-05,ìÇí√,1,í©ÇPêÌó\ëI,4,4818,ïöå©èrâÓ,32,ìåãû,56,B1,5.36,36.11,5.5,40.0,43,35.21,44,41.18,ì‹ÇË,ñk,4,4,6.76,3,ì¶Ç∞,4,0.07,1.52.9,0.1176923076923077,0.1338260869565217,2.0,13.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0
2024-04-05,ìÇí√,1,í©ÇPêÌó\ëI,5,5162,èºîˆóÂé¿,24,ïüâ™,46,B1,4.22,17.19,2.87,6.67,65,30.66,42,27.78,ì‹ÇË,ñk,4,4,6.72,4,ì¶Ç∞,5,0.08,1.54.5,0.225,0.1884523809523809,0.0,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,ìÇí√,1,í©ÇPêÌó\ëI,6,4846,ç≤ì°èxâÓ,30,éRå˚,51,B1,4.59,26.88,3.46,7.69,52,35.0,78,29.41,ì‹ÇË,ñk,4,4,6.72,5,ì¶Ç∞,6,0.15,1.55.4,0.1829411764705882,0.160814479638009,1.0,34.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0
2024-04-05,ìÇí√,2,ÉÇÅ[ÇQÉìÉOó\,1,4447,ê[êÏñÉìﬁ,37,ïüâ™,50,A2,5.97,42.11,3.41,17.65,47,33.61,69,15.38,ì‹ÇË,ñk,4,4,6.74,2,Ç‹Ç≠ÇË,1,0.12,1.50.4,0.1562,0.1772368421052631,23.0,50.0,14.0,4.0,22.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,0.46,0.28,0.08,0.44,0.0,0.0,0.0,0.0,0.14,0.18,0.14
2024-04-05,ìÇí√,2,ÉÇÅ[ÇQÉìÉOó\,2,3777,îÛå˚Å@ó∫,48,í∑çË,51,A1,5.61,34.12,5.62,41.27,60,30.15,37,61.11,ì‹ÇË,ñk,4,4,6.69,3,Ç‹Ç≠ÇË,2,0.11,1.52.3,0.1511904761904761,0.1684897959183673,7.0,42.0,16.0,8.0,0.0,22.0,1.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.38095238095238093,0.19047619047619047,0.0,0.5238095238095238,0.023809523809523808,0.14285714285714285,0.0,0.0,0.0,0.0
2024-04-05,ìÇí√,2,ÉÇÅ[ÇQÉìÉOó\,3,4873,äóå¥åíëæ,30,ç≤âÍ,52,B1,3.91,15.09,4.55,20.0,56,27.69,47,33.33,ì‹ÇË,ñk,4,4,6.72,1,Ç‹Ç≠ÇË,3,0.17,1.49.1,0.1845238095238095,0.214535519125683,6.0,42.0,8.0,9.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.19047619047619047,0.21428571428571427,0.0,0.0,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0
2024-04-05,ìÇí√,2,ÉÇÅ[ÇQÉìÉOó\,4,3516,ãgå¥êπêl,56,çLìá,52,B1,4.31,18.31,4.72,27.78,54,25.76,31,29.41,ì‹ÇË,ñk,4,4,6.84,5,Ç‹Ç≠ÇË,4,0.18,1.55.4,0.1835,0.1967479674796748,1.0,20.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
