日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-08-30,丸亀,1,予選,1,4573,佐藤　翼,35,埼玉,53,A1,7.09,46.23,6.0,27.78,21,37.55,45,31.25,曇り,東,5,5,7.08,2,まくり,1,0.14,1.52.6,0.1346808510638298,0.1458506224066389,35,47,7,4,32,0,0,0,0,3,5,3,0.7446808510638298,0.14893617021276595,0.0851063829787234,0.6808510638297872,0.0,0.0,0.0,0.0,0.06382978723404255,0.10638297872340426,0.06382978723404255
2024-08-30,丸亀,1,予選,2,3942,寺田　祥,45,山口,55,A1,7.05,43.8,6.0,44.44,53,41.59,65,27.27,曇り,東,5,5,7.06,4,まくり,2,0.32,1.54.9,0.1693181818181818,0.1502857142857143,7,44,16,8,1,29,5,1,0,0,0,0,0.1590909090909091,0.36363636363636365,0.18181818181818182,0.022727272727272728,0.6590909090909091,0.11363636363636363,0.022727272727272728,0.0,0.0,0.0,0.0
2024-08-30,丸亀,1,予選,3,5121,定松勇樹,23,佐賀,51,A1,7.09,49.57,7.31,56.25,7,44.76,60,28.13,曇り,東,5,5,7.01,1,まくり,5,0.13,1.51.2,0.1252631578947368,0.1342084942084942,11,38,6,10,0,0,1,7,3,0,0,0,0.2894736842105263,0.15789473684210525,0.2631578947368421,0.0,0.0,0.02631578947368421,0.18421052631578946,0.07894736842105263,0.0,0.0,0.0
2024-08-30,丸亀,1,予選,4,4719,上條暢嵩,30,大阪,51,A1,7.57,51.88,7.14,54.05,3,36.82,4,36.36,曇り,東,5,5,7.02,3,まくり,3,0.18,1.53.8,0.12,0.1293421052631579,6,34,10,7,0,0,1,5,0,0,0,0,0.17647058823529413,0.29411764705882354,0.20588235294117646,0.0,0.0,0.029411764705882353,0.14705882352941177,0.0,0.0,0.0,0.0
2024-08-30,丸亀,1,予選,5,4715,村上　遼,32,長崎,52,A1,6.74,52.0,5.57,35.71,19,29.68,57,40.0,曇り,東,5,5,7.08,6,まくり,6,0.18,1.56.8,0.13,0.1296564885496183,5,32,5,7,0,0,0,0,4,0,0,0,0.15625,0.15625,0.21875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2024-08-30,丸亀,1,予選,6,3946,赤岩善生,48,愛知,55,A1,6.76,47.75,7.47,52.78,8,29.25,40,36.67,曇り,東,5,5,7.07,5,まくり,4,0.16,1.56.0,0.1644186046511628,0.1461162079510703,5,43,12,10,0,0,1,1,2,0,0,0,0.11627906976744186,0.27906976744186046,0.23255813953488372,0.0,0.0,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0
2024-08-30,丸亀,2,予選,1,4504,前田将太,36,福岡,53,A1,6.94,52.21,8.71,85.71,29,32.49,14,37.5,曇り,東,6,6,7.02,1,逃げ,1,0.14,1.55.8,0.1208620689655172,0.1239130434782608,42,58,12,0,38,0,0,0,0,5,6,5,0.7241379310344828,0.20689655172413793,0.0,0.6551724137931034,0.0,0.0,0.0,0.0,0.08620689655172414,0.10344827586206896,0.08620689655172414
2024-08-30,丸亀,2,予選,2,3719,辻　栄蔵,49,広島,53,A1,6.72,46.49,6.0,31.03,14,37.44,38,48.72,曇り,東,6,6,7.11,4,逃げ,2,0.22,2.01.5,0.1607894736842105,0.1473684210526316,2,38,15,8,0,25,1,0,0,0,0,0,0.05263157894736842,0.39473684210526316,0.21052631578947367,0.0,0.6578947368421053,0.02631578947368421,0.0,0.0,0.0,0.0,0.0
2024-08-30,丸亀,2,予選,3,4851,関　浩哉,29,群馬,51,A1,7.29,53.38,8.38,76.92,61,34.33,64,27.78,曇り,東,6,6,7.03,5,逃げ,3,0.23,2.08.3,0.1584375,0.1490763052208835,6,32,7,6,0,0,1,3,2,0,0,0,0.1875,0.21875,0.1875,0.0,0.0,0.03125,0.09375,0.0625,0.0,0.0,0.0
2024-08-30,丸亀,2,予選,4,3854,吉川元浩,51,兵庫,51,A1,7.86,52.89,8.1,70.0,56,43.46,36,29.17,曇り,東,6,6,6.97,2,逃げ,4,0.1,1.58.5,0.1314285714285714,0.1358620689655172,8,35,4,9,0,0,2,2,3,0,0,0,0.22857142857142856,0.11428571428571428,0.2571428571428571,0.0,0.0,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.0,0.0,0.0
