日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2023-07-25,唐津,1,朝１戦一般,1,5084,末永和也,24,佐賀,52,A1,7.29,52.38,6.59,49.46,63,26.96,88,43.24,晴,西,3,3,6.8,1,逃げ,1,0.12,1.50.0,0.1424137931034482,0.1402545454545454,0.28205128205128205,0.23076923076923078,0.1794871794871795,0.23076923076923078,0.0,0.02564102564102564,0.0,0.0,0.3076923076923077,0.1794871794871795,0.15384615384615385
2023-07-25,唐津,1,朝１戦一般,2,5110,杉山喜一,23,静岡,51,B1,5.18,33.73,0.0,0.0,25,31.87,60,30.0,晴,西,3,3,6.79,2,逃げ,2,0.13,1.52.4,0.1723684210526316,0.1732057416267942,0.02857142857142857,0.17142857142857143,0.22857142857142856,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-25,唐津,1,朝１戦一般,3,5014,梶山涼斗,25,佐賀,52,B1,4.43,16.67,4.22,19.88,26,32.16,67,29.33,晴,西,3,3,6.72,5,逃げ,3,0.15,1.55.8,0.1647222222222222,0.1550267379679144,0.21951219512195122,0.14634146341463414,0.14634146341463414,0.0,0.0,0.024390243902439025,0.0975609756097561,0.04878048780487805,0.0,0.0,0.0
2023-07-25,唐津,1,朝１戦一般,4,5246,楠将太郎,21,埼玉,51,B1,2.31,7.27,0.0,0.0,21,31.03,69,30.14,晴,西,3,3,6.75,6,逃げ,4,0.13,1.57.1,0.1658620689655172,0.1969166666666666,0.03125,0.09375,0.15625,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0
2023-07-25,唐津,1,朝１戦一般,5,5276,大島隆乃,21,福岡,52,B2,2.23,2.11,0.0,0.0,17,37.25,82,23.68,晴,西,3,3,6.71,3,逃げ,5,0.17,1.54.0,0.1825,0.1891666666666666,0.08333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0
2023-07-25,唐津,1,朝１戦一般,6,5261,岡　暢祐,25,長崎,51,B2,1.34,0.0,1.78,0.0,61,32.4,55,20.0,晴,西,3,3,6.56,4,逃げ,6,0.19,1.54.5,0.2146938775510204,0.206375,0.0,0.06896551724137931,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-25,唐津,2,モー２ング一,1,5058,前原大道,26,岡山,52,A2,5.9,38.26,6.43,53.57,70,39.48,48,30.0,晴,南西,3,3,6.74,1,逃げ,1,0.26,1.50.1,0.2069767441860465,0.1790867579908675,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.08695652173913043,0.0,0.0,0.0,0.0,0.2608695652173913,0.5217391304347826,0.08695652173913043
2023-07-25,唐津,2,モー２ング一,2,5136,濱野斗馬,23,香川,53,A2,6.16,45.19,3.2,12.0,57,24.75,52,28.24,晴,南西,3,3,6.74,2,逃げ,2,0.17,1.51.3,0.14625,0.1631764705882353,0.13333333333333333,0.16666666666666666,0.2,0.0,0.5666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
2023-07-25,唐津,2,モー２ング一,3,5000,岡本翔太,28,山口,51,B1,4.51,21.0,3.11,7.14,27,41.24,49,23.46,晴,南西,3,3,6.73,3,逃げ,3,0.13,1.52.2,0.1438461538461538,0.1511764705882353,0.0,0.15384615384615385,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-25,唐津,2,モー２ング一,4,5124,上瀧絢也,27,佐賀,52,B1,3.77,18.29,2.65,12.2,43,30.13,39,35.56,晴,南西,3,3,6.75,5,逃げ,4,0.11,1.55.9,0.175,0.1755,0.0,0.07407407407407407,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-25,唐津,2,モー２ング一,5,5244,黒田　剛,22,福岡,52,B2,1.85,1.64,0.0,0.0,53,36.07,44,22.08,晴,南西,3,3,6.74,4,逃げ,5,0.19,1.54.5,0.1846808510638297,0.1692993630573248,0.0,0.10714285714285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-25,唐津,2,モー２ング一,6,5196,鰐部太空,21,愛知,55,B1,4.4,18.89,0.0,0.0,28,30.3,90,24.1,晴,南西,3,3,6.76,6,逃げ,6,0.15,1.57.9,0.2030909090909091,0.1967320261437908,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
