ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2024-09-27,ïüâ™,1,ÉJÉ^ÉÅÉìÇPó\,1,4102,âvìcå[éi,45,ïüâ™,51,A1,6.64,52.17,6.62,52.8,21,30.25,154,28.1,ê∞,ñk,2,2,6.91,1,ì¶Ç∞,1,0.14,1.52.7,0.1305970149253731,0.1314238410596026,53.0,67.0,9.0,3.0,53.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0.7910447761194029,0.13432835820895522,0.04477611940298507,0.7910447761194029,0.0,0.0,0.0,0.0,0.1044776119402985,0.014925373134328358,0.07462686567164178
2024-09-27,ïüâ™,1,ÉJÉ^ÉÅÉìÇPó\,2,3617,í|ìcçLé˜,51,ç≤âÍ,55,B1,3.98,22.12,4.04,26.09,50,30.68,169,29.75,ê∞,ñk,2,2,6.93,3,ì¶Ç∞,2,0.27,1.56.1,0.1893333333333333,0.1996756756756756,5.0,30.0,4.0,3.0,0.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.13333333333333333,0.1,0.0,0.5333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
2024-09-27,ïüâ™,1,ÉJÉ^ÉÅÉìÇPó\,3,3726,åjó—Å@ä∞,53,ïüâ™,55,B1,5.02,29.81,4.84,29.73,68,28.04,114,32.79,ê∞,ñk,2,2,6.99,5,ì¶Ç∞,3,0.27,.  .,0.1542857142857143,0.1593069306930693,4.0,35.0,8.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.11428571428571428,0.22857142857142856,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.02857142857142857,0.0,0.0,0.0
2024-09-27,ïüâ™,1,ÉJÉ^ÉÅÉìÇPó\,4,5104,éRìcÅ@è‰,26,ïüâ™,53,B2,5.7,35.87,5.41,37.84,67,30.53,119,37.9,ê∞,ñk,2,2,6.92,2,ì¶Ç∞,4,0.29,1.54.1,0.132,0.1659375,1.0,20.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2024-09-27,ïüâ™,1,ÉJÉ^ÉÅÉìÇPó\,5,3642,ëÂíÀç_ìÒ,53,ê√â™,52,B1,4.0,16.3,4.21,12.12,49,32.14,173,32.23,ê∞,ñk,2,2,6.91,4,ì¶Ç∞,5,0.27,1.56.6,0.1641379310344827,0.1779444444444444,0.0,29.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27,ïüâ™,1,ÉJÉ^ÉÅÉìÇPó\,6,5338,çÅåéëÂãP,24,ïüâ™,54,B2,1.79,3.51,1.44,0.0,23,27.56,132,28.13,ê∞,ñk,2,2,6.93,6,ì¶Ç∞,6,0.36,.  .,0.2084375,0.2095081967213114,0.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27,ïüâ™,2,ó\ëI,1,4489,ä‚êÏêmém,38,ëÂç„,55,B1,5.07,28.28,5.48,37.04,44,31.07,120,36.03,ê∞,ñk,3,3,6.92,1,ì¶Ç∞,1,0.18,1.53.4,0.1476315789473684,0.1555607476635514,24.0,38.0,6.0,4.0,24.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.631578947368421,0.15789473684210525,0.10526315789473684,0.631578947368421,0.0,0.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.10526315789473684
2024-09-27,ïüâ™,2,ó\ëI,2,3419,åIå¥å™é°,54,åQîn,55,B1,3.81,17.91,0.0,0.0,56,18.75,103,37.84,ê∞,ñk,3,3,7.01,6,ì¶Ç∞,2,0.29,.  .,0.2178571428571428,0.2114285714285714,1.0,28.0,1.0,8.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.0,0.5,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
2024-09-27,ïüâ™,2,ó\ëI,3,3852,‡VÅ@ëÂâÓ,52,éOèd,51,A2,5.08,31.03,0.0,0.0,35,30.37,160,27.97,ê∞,ñk,3,3,6.9,2,ì¶Ç∞,3,0.22,1.54.5,0.1573469387755102,0.1640930232558139,9.0,49.0,6.0,6.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.1836734693877551,0.12244897959183673,0.12244897959183673,0.0,0.0,0.02040816326530612,0.02040816326530612,0.14285714285714285,0.0,0.0,0.0
2024-09-27,ïüâ™,2,ó\ëI,4,4942,éƒìcï¸ç∆,34,ïüâ™,54,B1,4.8,23.0,4.7,20.48,69,28.38,116,36.72,ê∞,ñk,3,3,6.92,3,ì¶Ç∞,5,0.27,1.55.4,0.163235294117647,0.1644444444444444,4.0,34.0,5.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.11764705882352941,0.14705882352941177,0.3235294117647059,0.0,0.0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0
