日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2025-01-19,大村,1,予選,1,3501,川上昇平,55,長崎,54,B1,4.07,22.62,5.41,35.14,74,27.13,35,25.2,晴,西,1,1,6.94,1,逃げ,1,0.18,1.49.6,0.14625,0.1463366336633663,15.0,32.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,0.46875,0.125,0.09375,0.4375,0.0,0.0,0.0,0.0,0.21875,0.15625,0.09375
2025-01-19,大村,1,予選,2,5143,常盤海心,23,徳島,53,B1,4.12,18.6,2.92,4.0,46,26.72,26,32.81,晴,西,1,1,6.97,6,逃げ,2,0.27,.  .,0.2093548387096774,0.2160130718954248,4.0,31.0,4.0,2.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.12903225806451613,0.06451612903225806,0.0,0.41935483870967744,0.0967741935483871,0.03225806451612903,0.0,0.0,0.0,0.0
2025-01-19,大村,1,予選,3,4705,吉川勇作,36,長崎,54,B1,4.12,26.32,4.28,25.34,31,31.5,50,35.19,晴,西,1,1,6.98,3,逃げ,3,0.17,1.51.6,0.143076923076923,0.1477083333333333,5.0,39.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1282051282051282,0.15384615384615385,0.1794871794871795,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0
2025-01-19,大村,1,予選,4,3775,泉　啓文,50,岡山,59,B1,5.01,30.08,4.05,18.18,45,40.0,52,33.33,晴,西,1,1,6.9,4,逃げ,4,0.24,1.53.5,0.175,0.1766528925619834,2.0,38.0,6.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0
2025-01-19,大村,1,予選,5,4339,平瀬城啓,40,福井,53,B1,4.12,21.43,4.17,17.24,37,28.68,21,36.0,晴,西,1,1,6.95,5,逃げ,5,0.28,.  .,0.1928571428571428,0.1841025641025641,0.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,大村,1,予選,6,5319,近藤颯斗,23,愛知,52,B1,2.45,7.69,0.0,0.0,28,32.28,27,29.85,晴,西,1,1,6.92,2,逃げ,6,0.22,1.51.1,0.2178873239436619,0.2039354838709677,1.0,71.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.04225352112676056,0.04225352112676056,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0
2025-01-19,大村,2,予選,1,5232,樅山拓馬,27,愛知,53,B1,3.59,15.69,0.0,0.0,58,28.79,59,36.22,晴,西,1,1,6.95,1,逃げ,1,0.13,1.49.3,0.1630769230769231,0.1397872340425532,9.0,26.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.34615384615384615,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.07692307692307693
2025-01-19,大村,2,予選,2,4241,大串重幸,40,長崎,52,A2,5.92,44.12,5.5,37.85,44,26.83,25,25.78,晴,西,1,1,6.94,2,逃げ,2,0.15,1.51.0,0.1744444444444444,0.1582110091743119,4.0,36.0,8.0,5.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1388888888888889,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
2025-01-19,大村,2,予選,3,4089,妹尾忠幸,44,岡山,55,A1,6.84,51.47,7.03,57.89,27,49.23,29,37.8,晴,西,1,1,7.0,3,逃げ,3,0.17,1.51.9,0.1456,0.1473442622950819,5.0,50.0,16.0,17.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.1,0.32,0.34,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0
2025-01-19,大村,2,予選,4,3692,竹腰正樹,53,福井,53,B1,4.44,25.0,5.04,35.71,13,37.3,32,33.59,晴,西,1,1,6.99,5,逃げ,4,0.15,.  .,0.1641176470588235,0.1612980769230769,2.0,34.0,6.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.2647058823529412,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
