日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2024-06-06,大村,1,予選,1,5055,眞鳥章太,28,長崎,54,B1,5.5,35.14,4.66,26.25,20,32.77,59,38.11,曇り,南,4,3,6.94,3,抜き,1,0.12,1.53.1,0.1357142857142857,0.1561946902654867,0.1282051282051282,0.41025641025641024,0.0
2024-06-06,大村,1,予選,2,4315,山崎昂介,40,長崎,52,B1,4.8,27.38,5.82,39.88,55,32.64,25,36.9,曇り,南,4,3,6.82,1,抜き,2,0.11,1.50.3,0.17914285714285716,0.17243243243243245,0.11764705882352941,0.3235294117647059,0.5882352941176471
2024-06-06,大村,1,予選,3,3710,吉永泰弘,49,香川,55,B1,4.19,16.18,4.38,12.5,54,35.63,56,39.59,曇り,南,4,3,6.99,4,抜き,3,0.14,1.54.6,0.14923076923076925,0.16545454545454544,0.09090909090909091,0.15151515151515152,0.0
2024-06-06,大村,1,予選,4,3982,福田　理,46,岡山,58,B1,4.66,25.35,4.42,19.44,70,34.27,43,37.35,曇り,南,4,3,6.96,2,抜き,4,0.15,1.51.8,0.15703703703703706,0.16304347826086957,0.02857142857142857,0.2571428571428571,0.0
2024-06-06,大村,1,予選,5,4423,坂口貴彦,35,岡山,54,B1,5.1,33.0,4.43,24.62,49,33.33,70,32.08,曇り,南,4,3,6.93,5,抜き,5,0.17,.  .,0.15666666666666668,0.157,0.0,0.1875,0.0
2024-06-06,大村,1,予選,6,5338,香月大輝,23,福岡,52,B2,1.7,10.0,0.0,0.0,67,42.86,19,31.67,曇り,南,4,3,6.88,6,抜き,6,0.32,.  .,0.27714285714285714,0.24083333333333334,0.0,0.2857142857142857,0.0
2024-06-06,大村,2,予選,1,4421,森作広大,35,東京,55,B1,3.72,9.38,4.89,22.22,11,30.04,73,34.13,曇り,南東,3,2,6.95,2,まくり,1,0.16,1.50.4,0.1758333333333333,0.1895918367346939,0.10344827586206896,0.3448275862068966,0.0
2024-06-06,大村,2,予選,2,4263,武重雄介,39,山口,55,A2,5.44,33.71,5.61,43.9,56,43.82,35,35.04,曇り,南東,3,2,6.97,3,まくり,2,0.18,1.51.7,0.15486486486486487,0.171140350877193,0.08571428571428572,0.2857142857142857,0.5714285714285714
2024-06-06,大村,2,予選,3,3455,谷本幸司,53,愛知,50,B1,3.83,16.67,0.0,0.0,19,49.6,48,31.28,曇り,南東,3,2,6.96,6,まくり,3,0.16,.  .,0.2157894736842105,0.19346774193548388,0.0,0.375,0.0
2024-06-06,大村,2,予選,4,4096,石橋道友,42,長崎,53,A1,7.28,60.58,7.16,58.2,40,42.08,46,37.55,曇り,南東,3,2,6.94,5,まくり,4,0.22,.  .,0.12648648648648647,0.13726495726495724,0.02702702702702703,0.2702702702702703,0.0
2024-06-06,大村,2,予選,5,4724,吉田祐貴,38,佐賀,54,B1,3.77,12.35,4.03,23.88,15,34.68,63,33.61,曇り,南東,3,2,6.93,4,まくり,5,0.22,1.53.1,0.1532258064516129,0.16936170212765958,0.0,0.2,0.0
2024-06-06,大村,2,予選,6,3857,阿波勝哉,51,東京,57,B1,4.37,15.84,2.78,0.0,23,35.32,40,34.71,曇り,南東,3,2,6.93,1,まくり,6,0.12,1.49.8,0.21639344262295082,0.21520618556701032,0.0,0.12,0.0
2024-06-06,大村,3,予選,1,5050,木下雄介,29,滋賀,52,B1,5.23,39.51,6.14,47.62,39,38.13,38,47.52,曇り,南東,2,1,6.94,1,逃げ,1,0.05,1.49.1,0.1396969696969697,0.15013636363636365,0.4339622641509434,0.41509433962264153,0.0
2024-06-06,大村,3,予選,2,4140,梶野学志,43,東京,53,A1,6.42,49.57,4.82,23.53,28,30.56,57,32.14,曇り,南東,2,1,6.97,3,逃げ,2,0.06,1.50.8,0.151025641025641,0.14408510638297872,0.045454545454545456,0.6363636363636364,0.4318181818181818
2024-06-06,大村,3,予選,3,3892,草場康幸,48,佐賀,53,A2,5.62,35.71,4.71,24.24,21,34.18,55,35.83,曇り,南東,2,1,6.9,4,逃げ,3,0.07,1.53.9,0.15605263157894736,0.15891402714932126,0.07692307692307693,0.4358974358974359,0.0
2024-06-06,大村,3,予選,4,5336,瀬川大地,18,山口,55,B2,1.16,0.0,0.0,0.0,18,36.18,18,34.41,曇り,南東,2,1,6.95,5,逃げ,4,0.13,.  .,0.22666666666666666,0.23280487804878047,0.075,0.525,0.0
2024-06-06,大村,3,予選,5,5309,森　雄利,19,長崎,51,B2,1.41,0.0,1.14,0.0,48,39.0,12,37.5,曇り,南東,2,1,6.94,6,逃げ,5,0.08,.  .,0.17357142857142857,0.1725657894736842,0.07692307692307693,0.41025641025641024,0.0
2024-06-06,大村,3,予選,6,4652,酒見峻介,38,佐賀,51,A2,5.81,41.96,5.47,34.69,75,35.34,39,30.15,曇り,南東,2,1,6.84,2,逃げ,6,0.08,1.50.1,0.20058823529411765,0.16043478260869568,0.0,0.2777777777777778,0.0
2024-06-06,大村,4,予選,1,5049,松井友汰,29,大阪,52,B1,6.01,43.21,5.31,31.25,51,39.0,44,32.26,曇り,南東,1,1,6.89,1,逃げ,1,0.31,1.49.6,0.16740740740740742,0.16956989247311827,0.2222222222222222,0.4444444444444444,0.0
