日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-06-09,芦屋,1,サンライズＶ,1,4680,後藤美翼,33,東京,45,A2,5.16,31.36,3.24,17.65,14,75.0,58,37.93,晴,南,1,1,6.82,1,逃げ,1,0.15,1.49.4,0.1834146341463415,0.20043478260869566,0.2972972972972973,0.40540540540540543,0.0
2023-06-09,芦屋,1,サンライズＶ,2,4525,真子奈津,35,福岡,46,B1,4.6,22.99,4.23,25.64,51,15.38,19,21.88,晴,南,1,1,6.93,4,逃げ,2,0.12,1.53.5,0.1595,0.15255924170616111,0.02857142857142857,0.34285714285714286,0.6
2023-06-09,芦屋,1,サンライズＶ,3,4874,池田奈津,29,福岡,52,B1,5.63,34.15,3.54,8.11,56,29.17,51,45.16,晴,南,1,1,6.95,5,逃げ,3,0.13,.  .,0.14580645161290323,0.15595628415300547,0.15,0.325,0.0
2023-06-09,芦屋,1,サンライズＶ,4,4419,原加央理,35,埼玉,46,B1,4.93,26.19,0.0,0.0,20,43.48,29,37.5,晴,南,1,1,6.86,3,逃げ,4,0.17,1.51.5,0.14,0.1525,0.030303030303030304,0.24242424242424243,0.0
2023-06-09,芦屋,1,サンライズＶ,5,5117,冨名腰桃,23,福岡,43,B1,4.58,28.99,1.82,0.0,6,34.29,48,27.27,晴,南,1,1,6.82,2,逃げ,5,0.14,1.50.9,0.1889473684210526,0.17545454545454545,0.08823529411764706,0.23529411764705882,0.0
2023-06-09,芦屋,1,サンライズＶ,6,5281,井上遥妃,20,徳島,45,B2,2.19,1.33,0.0,0.0,23,31.25,20,37.04,晴,南,1,1,6.77,6,逃げ,6,0.23,.  .,0.17836363636363636,0.17967741935483872,0.0,0.1724137931034483,0.0
2023-06-09,芦屋,2,サンライズＷ,1,4499,滝川真由,35,長崎,46,A2,5.74,39.53,6.1,45.0,29,4.55,65,28.13,晴,南西,3,3,6.91,1,逃げ,1,0.12,1.49.9,0.14866666666666667,0.16266666666666668,0.125,0.4583333333333333,0.0
2023-06-09,芦屋,2,サンライズＷ,2,3580,水口由紀,50,滋賀,48,B1,5.01,24.14,3.88,18.75,49,12.0,39,23.33,晴,南西,3,3,6.95,4,逃げ,2,0.12,1.54.1,0.1606896551724138,0.19361581920903956,0.0967741935483871,0.3870967741935484,0.4838709677419355
2023-06-09,芦屋,2,サンライズＷ,3,4400,加藤奈月,34,福井,56,B1,4.02,21.11,2.83,16.67,43,23.53,69,46.43,晴,南西,3,3,6.97,2,逃げ,3,0.13,1.52.1,0.20074999999999998,0.20182266009852215,0.0,0.3076923076923077,0.0
2023-06-09,芦屋,2,サンライズＷ,4,4289,落合直子,38,大阪,48,A1,6.46,50.0,8.0,66.67,59,36.0,35,35.48,晴,南西,3,3,6.86,5,逃げ,4,0.14,.  .,0.13894736842105262,0.14373873873873874,0.0,0.3,0.0
