日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2022-09-03,大村,1,予選,1,4747,山戸信二,37,長崎,50,B1,3.48,12.33,4.26,22.14,28,25.0,56,53.33,曇り,南東,3,2,6.93,1,逃げ,1,0.14,1.51.8,山戸信二,18,4,3,4,0.165,4,0,0,0,0,0,5,5,3,0,0.1708092485549133,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.16666666666666666
2022-09-03,大村,1,予選,2,3712,淺香文武,48,三重,53,B1,4.4,19.3,4.2,13.33,63,27.78,58,36.67,曇り,南東,3,2,7.0,3,逃げ,2,0.23,1.53.9,淺香文武,30,3,5,7,0.172,0,3,0,0,0,0,0,0,0,15,0.1672455089820359,0.1,0.16666666666666666,0.23333333333333334,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,1,予選,3,3551,藤田美代,50,福岡,44,B1,4.99,22.54,4.14,10.81,14,15.38,60,26.09,曇り,南東,3,2,6.98,5,逃げ,3,0.14,.  .,藤田美代,33,2,6,9,0.2154545454545454,0,0,2,0,0,0,0,0,0,0,0.2048192771084337,0.06060606060606061,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0
2022-09-03,大村,1,予選,4,4222,山口高志,40,佐賀,51,B1,4.59,29.03,5.9,48.39,40,12.9,33,13.79,曇り,南東,3,2,7.05,2,逃げ,4,0.11,1.52.6,山口高志,23,3,3,5,0.1517391304347826,0,0,2,1,0,0,0,0,0,0,0.1604225352112676,0.13043478260869565,0.13043478260869565,0.21739130434782608,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0
2022-09-03,大村,1,予選,5,5161,登玉隼百,23,兵庫,51,B1,4.48,20.99,3.25,12.5,44,25.81,23,37.93,曇り,南東,3,2,7.0,4,逃げ,5,0.09,1.54.0,登玉隼百,39,0,1,8,0.132051282051282,0,0,0,0,0,0,0,0,0,0,0.1480927835051546,0.0,0.02564102564102564,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,1,予選,6,3491,富永　茂,54,福岡,52,B1,4.29,16.67,4.13,20.37,46,28.57,76,13.64,曇り,南東,3,2,6.99,6,逃げ,6,0.09,.  .,富永茂,28,0,2,5,0.2096428571428571,0,0,0,0,0,0,0,0,0,0,0.1843396226415094,0.0,0.07142857142857142,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,2,予選,1,3742,宮地秀祈,48,福岡,51,B1,4.62,23.53,5.43,39.13,47,50.0,43,9.09,曇り,南東,3,2,7.03,2,まくり,1,0.3,1.53.1,宮地秀祈,41,19,10,6,0.1565853658536585,19,0,0,0,0,0,4,9,7,0,0.1741632653061224,0.4634146341463415,0.24390243902439024,0.14634146341463414,0.4634146341463415,0.0,0.0,0.0,0.0,0.0975609756097561,0.21951219512195122,0.17073170731707318
2022-09-03,大村,2,予選,2,4339,平瀬城啓,38,福井,53,B1,4.29,28.57,2.88,0.0,52,35.14,37,17.65,曇り,南東,3,2,6.97,6,まくり,2,0.24,.  .,平瀬城啓,19,3,6,2,0.1510526315789473,0,1,2,0,0,0,0,0,0,9,0.1792523364485981,0.15789473684210525,0.3157894736842105,0.10526315789473684,0.0,0.47368421052631576,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0
2022-09-03,大村,2,予選,3,4017,向井美鈴,42,山口,45,A2,5.37,31.73,5.18,35.29,41,43.18,65,25.93,曇り,南東,3,2,6.99,4,まくり,3,0.26,1.55.0,向井美鈴,27,3,3,6,0.2018518518518518,0,1,1,1,0,0,0,0,0,0,0.1830459770114942,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0
2022-09-03,大村,2,予選,4,3949,今出晋二,46,岡山,55,B1,4.51,23.23,4.43,17.14,54,19.23,70,24.14,曇り,南東,3,2,7.0,1,まくり,4,0.13,1.51.9,今出晋二,39,1,5,9,0.1438461538461538,0,0,0,0,1,0,0,0,0,0,0.1617030567685589,0.02564102564102564,0.1282051282051282,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,2,予選,5,4092,岡部大輔,41,佐賀,52,A2,5.66,41.13,5.96,44.78,62,21.88,67,34.38,曇り,南東,3,2,7.01,3,まくり,5,0.12,1.54.3,岡部大輔,44,4,7,9,0.1627272727272727,0,0,0,3,1,0,0,0,0,0,0.1629042904290429,0.09090909090909091,0.1590909090909091,0.20454545454545456,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0
2022-09-03,大村,2,予選,6,4248,岡本　大,40,長崎,54,B1,4.67,23.6,5.01,27.03,30,16.13,66,33.33,曇り,南東,3,2,7.04,5,まくり,6,0.16,.  .,岡本大,32,0,0,6,0.210625,0,0,0,0,0,0,0,0,0,0,0.1780568720379147,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,3,予選,1,3715,倉尾大介,47,福岡,54,B1,5.4,32.88,4.13,12.5,48,46.15,45,32.43,曇り,南東,3,2,6.96,4,差し,1,0.13,1.53.3,倉尾大介,18,10,2,3,0.1844444444444444,10,0,0,0,0,0,3,4,1,0,0.1650993377483443,0.5555555555555556,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.05555555555555555
2022-09-03,大村,3,予選,2,4156,浜野孝志,41,三重,56,B1,5.85,40.74,5.55,37.93,53,13.04,31,31.25,曇り,南東,3,2,6.97,1,差し,2,0.1,1.51.0,浜野孝志,31,2,8,8,0.1890322580645161,0,1,1,0,0,0,0,0,0,14,0.1669298245614035,0.06451612903225806,0.25806451612903225,0.25806451612903225,0.0,0.45161290322580644,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0
2022-09-03,大村,3,予選,3,3809,吉田　光,47,佐賀,49,B1,5.4,34.15,3.16,8.0,77,25.81,82,26.92,曇り,南東,3,2,7.02,2,差し,3,0.15,1.52.0,吉田光,32,5,5,3,0.171875,0,0,4,1,0,0,0,0,0,0,0.166697247706422,0.15625,0.15625,0.09375,0.0,0.0,0.0,0.125,0.03125,0.0,0.0,0.0
2022-09-03,大村,3,予選,4,4730,土屋実沙,33,静岡,46,B1,5.24,31.58,4.86,31.82,21,36.11,62,23.53,曇り,南東,3,2,6.92,6,差し,4,0.16,.  .,土屋実沙希,27,4,0,6,0.1792592592592592,0,1,2,1,0,0,0,0,0,0,0.1598148148148148,0.14814814814814814,0.0,0.2222222222222222,0.0,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0
2022-09-03,大村,3,予選,5,4120,柘植政浩,41,滋賀,51,A2,5.9,42.0,5.52,35.48,73,22.58,25,23.08,曇り,南東,3,2,7.01,3,差し,5,0.14,1.53.3,柘植政浩,37,2,7,7,0.1705405405405405,0,0,0,2,0,0,0,0,0,0,0.1735546875,0.05405405405405406,0.1891891891891892,0.1891891891891892,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0
2022-09-03,大村,3,予選,6,4361,柳生泰二,37,山口,53,A1,7.34,59.7,6.34,44.62,78,19.35,63,34.48,曇り,南東,3,2,6.95,5,差し,6,0.15,.  .,柳生泰二,36,7,5,11,0.1538888888888888,0,0,5,2,0,0,0,0,0,0,0.1400956937799043,0.19444444444444445,0.1388888888888889,0.3055555555555556,0.0,0.0,0.0,0.1388888888888889,0.05555555555555555,0.0,0.0,0.0
2022-09-03,大村,4,予選,1,3815,森岡満郎,46,岡山,54,B1,4.86,26.92,5.94,34.78,68,28.13,24,33.33,曇り,東,3,2,7.01,4,抜き,1,0.15,1.55.4,森岡満郎,26,11,7,1,0.1373076923076923,11,0,0,0,0,0,6,1,7,0,0.1523,0.4230769230769231,0.2692307692307692,0.038461538461538464,0.4230769230769231,0.0,0.0,0.0,0.0,0.23076923076923078,0.038461538461538464,0.2692307692307692
2022-09-03,大村,4,予選,2,4515,藤田浩人,36,佐賀,54,A2,5.71,40.54,6.23,41.51,79,15.15,20,28.13,曇り,東,3,2,6.94,2,抜き,2,0.17,1.52.3,藤田浩人,41,5,11,7,0.1836585365853658,1,0,2,1,1,0,0,0,0,20,0.1671951219512195,0.12195121951219512,0.2682926829268293,0.17073170731707318,0.024390243902439025,0.4878048780487805,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0
2022-09-03,大村,4,予選,3,4790,柳内敬太,32,兵庫,52,A2,5.56,37.96,5.0,22.22,69,31.58,16,38.89,曇り,東,3,2,6.94,1,抜き,3,0.22,1.51.0,柳内敬太,41,10,10,7,0.1648780487804878,0,2,4,3,1,0,0,0,0,0,0.1608860759493671,0.24390243902439024,0.24390243902439024,0.17073170731707318,0.0,0.0,0.04878048780487805,0.0975609756097561,0.07317073170731707,0.0,0.0,0.0
2022-09-03,大村,4,予選,4,4226,村田浩司,40,山口,55,B1,4.09,19.48,3.97,21.62,24,34.21,27,21.74,曇り,東,3,2,6.99,3,抜き,4,0.28,1.54.1,村田浩司,33,1,4,7,0.1457575757575757,0,0,1,0,0,0,0,0,0,0,0.1645205479452055,0.030303030303030304,0.12121212121212122,0.21212121212121213,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0
2022-09-03,大村,4,予選,5,5155,内山七海,25,福岡,44,B1,2.66,13.41,1.18,0.0,51,57.89,79,28.57,曇り,東,3,2,6.91,5,抜き,5,0.25,.  .,内山七海,48,1,3,1,0.1758333333333333,0,0,1,0,0,0,0,0,0,0,0.17954802259887,0.020833333333333332,0.0625,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0
2022-09-03,大村,4,予選,6,4096,石橋道友,40,長崎,54,A1,7.06,52.88,6.87,52.63,80,24.24,61,43.75,曇り,東,3,2,6.99,6,抜き,6,0.31,.  .,石橋道友,34,2,4,10,0.1502941176470588,0,0,1,1,0,0,0,0,0,0,0.143099173553719,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2022-09-03,大村,5,予選,2,4537,渡邉和将,32,岡山,53,A1,7.09,58.0,6.79,42.11,75,25.64,34,27.78,曇り,南東,2,1,6.92,2,まくり,2,0.08,2.03.5,渡邉和将,36,21,8,1,0.1138888888888888,0,3,14,1,3,0,0,0,0,13,0.1266515837104072,0.5833333333333334,0.2222222222222222,0.027777777777777776,0.0,0.3611111111111111,0.08333333333333333,0.3888888888888889,0.027777777777777776,0.0,0.0,0.0
2022-09-03,大村,5,予選,3,4232,笠　雅雄,39,福岡,57,B1,4.01,18.31,3.7,15.0,64,32.5,30,20.0,曇り,南東,2,1,6.95,1,まくり,3,0.15,1.58.7,笠雅雄,32,1,3,5,0.1740625,0,0,0,1,0,0,0,0,0,0,0.1765189873417721,0.03125,0.09375,0.15625,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
2022-09-03,大村,5,予選,4,3888,山本英志,47,東京,50,A1,6.22,43.65,6.37,52.63,37,21.21,22,24.24,曇り,南東,2,1,6.95,4,まくり,4,0.14,2.07.2,山本英志,58,8,14,14,0.1406896551724138,0,1,3,3,1,0,0,0,0,0,0.14006993006993,0.13793103448275862,0.2413793103448276,0.2413793103448276,0.0,0.0,0.017241379310344827,0.05172413793103448,0.05172413793103448,0.0,0.0,0.0
2022-09-03,大村,5,予選,5,4747,山戸信二,37,長崎,50,B1,3.48,12.33,4.26,22.14,28,25.0,56,53.33,曇り,南東,2,1,6.91,3,まくり,5,0.06,2.04.9,山戸信二,33,0,1,4,0.173030303030303,0,0,0,0,0,0,0,0,0,0,0.1708092485549133,0.0,0.030303030303030304,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,5,予選,6,4349,犬童千秋,36,福岡,50,A2,5.28,28.17,5.75,45.0,71,17.86,59,26.67,曇り,南東,2,1,6.97,5,まくり,6,0.22,.  .,犬童千秋,35,0,4,12,0.1557142857142857,0,0,0,0,0,0,0,0,0,0,0.1529702970297029,0.0,0.11428571428571428,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,6,予選,1,4800,小寺拳人,29,福井,56,B1,3.87,13.11,0.0,0.0,67,18.75,57,30.0,曇り,東,2,1,6.99,4,まくり差し,1,0.23,1.55.0,小寺拳人,19,2,2,5,0.1805263157894737,2,0,0,0,0,0,2,7,7,0,0.1763309352517985,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.0,0.0,0.0,0.0,0.10526315789473684,0.3684210526315789,0.3684210526315789
2022-09-03,大村,6,予選,2,5029,中　亮太,25,福岡,52,B1,6.56,55.74,4.52,26.19,65,32.43,50,27.59,曇り,東,2,1,7.02,3,まくり差し,3,0.21,1.54.1,中亮太,27,7,6,4,0.1577777777777777,0,3,4,0,0,0,0,0,0,6,0.1534659090909091,0.25925925925925924,0.2222222222222222,0.14814814814814814,0.0,0.2222222222222222,0.1111111111111111,0.14814814814814814,0.0,0.0,0.0,0.0
2022-09-03,大村,6,予選,3,3655,本橋克洋,48,群馬,54,A2,5.96,42.98,0.0,0.0,58,47.22,11,26.67,曇り,東,2,1,7.01,5,まくり差し,4,0.16,.  .,本橋克洋,44,3,10,9,0.1931818181818181,0,1,1,1,0,0,0,0,0,0,0.1925735294117647,0.06818181818181818,0.22727272727272727,0.20454545454545456,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0,0.0,0.0
2022-09-03,大村,6,予選,4,3623,深川真二,48,佐賀,50,A1,7.22,60.16,7.91,62.69,56,10.0,83,29.73,曇り,東,2,1,7.01,6,まくり差し,2,0.29,.  .,深川真二,43,8,12,7,0.151860465116279,2,5,0,0,1,0,0,0,0,0,0.1376383763837638,0.18604651162790697,0.27906976744186046,0.16279069767441862,0.046511627906976744,0.0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,6,予選,5,3708,岡部貴司,48,岡山,57,A2,5.38,29.81,4.61,21.21,70,9.68,51,35.14,曇り,東,2,1,6.97,1,まくり差し,5,0.16,1.51.7,岡部貴司,45,4,7,5,0.1755555555555555,0,0,1,3,0,0,0,0,0,0,0.1685314685314685,0.08888888888888889,0.15555555555555556,0.1111111111111111,0.0,0.0,0.0,0.022222222222222223,0.06666666666666667,0.0,0.0,0.0
2022-09-03,大村,6,予選,6,4415,下出卓矢,35,福井,55,A1,6.4,51.15,5.56,22.22,60,28.57,73,22.86,曇り,東,2,1,6.92,2,まくり差し,6,0.21,1.53.2,下出卓矢,40,5,8,5,0.18,0,0,4,1,0,0,0,0,0,0,0.1614391143911439,0.125,0.2,0.125,0.0,0.0,0.0,0.1,0.025,0.0,0.0,0.0
2022-09-03,大村,7,予選,1,3475,橋本久和,52,群馬,51,A2,5.72,37.61,5.05,20.0,50,48.65,69,37.5,曇り,無風,0,1,6.9,2,差し,1,0.09,1.51.4,橋本久和,55,26,10,8,0.1647272727272727,26,0,0,0,0,0,12,10,7,0,0.1702150537634408,0.4727272727272727,0.18181818181818182,0.14545454545454545,0.4727272727272727,0.0,0.0,0.0,0.0,0.21818181818181817,0.18181818181818182,0.12727272727272726
2022-09-03,大村,7,予選,2,4120,柘植政浩,41,滋賀,51,A2,5.9,42.0,5.52,35.48,73,22.58,25,23.08,曇り,無風,0,1,7.0,1,差し,2,0.12,1.50.4,柘植政浩,47,9,14,6,0.1593617021276595,0,4,5,0,0,0,0,0,0,24,0.1735546875,0.19148936170212766,0.2978723404255319,0.1276595744680851,0.0,0.5106382978723404,0.0851063829787234,0.10638297872340426,0.0,0.0,0.0,0.0
2022-09-03,大村,7,予選,3,4248,岡本　大,40,長崎,54,B1,4.67,23.6,5.01,27.03,30,16.13,66,33.33,曇り,無風,0,1,7.0,5,差し,3,0.11,.  .,岡本大,31,0,3,5,0.1709677419354838,0,0,0,0,0,0,0,0,0,0,0.1780568720379147,0.0,0.0967741935483871,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,7,予選,4,4566,塩田北斗,34,福岡,53,A1,7.23,62.5,6.84,55.1,57,37.84,75,27.27,曇り,無風,0,1,6.97,3,差し,4,0.12,1.52.5,塩田北斗,50,11,14,5,0.1525999999999999,0,4,4,3,0,0,0,0,0,0,0.1509154929577464,0.22,0.28,0.1,0.0,0.0,0.08,0.08,0.06,0.0,0.0,0.0
2022-09-03,大村,7,予選,5,3712,淺香文武,48,三重,53,B1,4.4,19.3,4.2,13.33,63,27.78,58,36.67,曇り,無風,0,1,7.0,4,差し,5,0.12,1.53.8,淺香文武,28,1,6,6,0.1682142857142857,0,0,0,1,0,0,0,0,0,0,0.1672455089820359,0.03571428571428571,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
2022-09-03,大村,7,予選,6,5157,市川健太,24,滋賀,55,B1,3.18,8.22,0.0,0.0,45,15.63,39,43.24,曇り,無風,0,1,6.99,6,差し,6,0.23,.  .,市川健太,62,2,0,12,0.1690322580645161,0,1,1,0,0,0,0,0,0,0,0.1641758241758241,0.03225806451612903,0.0,0.1935483870967742,0.0,0.0,0.016129032258064516,0.016129032258064516,0.0,0.0,0.0,0.0
2022-09-03,大村,8,予選,1,4352,下條雄太,36,長崎,52,A1,7.05,52.31,7.27,56.31,76,44.12,78,9.09,曇り,北西,2,1,6.94,1,逃げ,1,0.01,1.49.3,下條雄太郎,72,50,13,4,0.11625,48,0,0,0,2,0,6,3,10,0,0.117945205479452,0.6944444444444444,0.18055555555555555,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.1388888888888889
2022-09-03,大村,8,予選,2,3414,加瀬智宏,52,群馬,54,A2,5.33,33.01,5.96,44.44,59,60.53,38,16.0,曇り,北西,2,1,6.93,2,逃げ,2,0.09,1.51.7,加瀬智宏,35,4,12,7,0.1488571428571428,0,4,0,0,0,0,0,0,0,20,0.1475918367346939,0.11428571428571428,0.34285714285714286,0.2,0.0,0.5714285714285714,0.11428571428571428,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,8,予選,3,3075,中村裕将,60,埼玉,55,A2,5.53,40.0,5.79,44.83,66,38.89,15,21.88,曇り,北西,2,1,7.04,4,逃げ,3,0.04,1.54.4,中村裕将,57,6,12,13,0.1512280701754385,0,2,3,1,0,0,0,0,0,0,0.1482885906040268,0.10526315789473684,0.21052631578947367,0.22807017543859648,0.0,0.0,0.03508771929824561,0.05263157894736842,0.017543859649122806,0.0,0.0,0.0
2022-09-03,大村,8,予選,4,3742,宮地秀祈,48,福岡,51,B1,4.62,23.53,5.43,39.13,47,50.0,43,9.09,曇り,北西,2,1,6.99,6,逃げ,4,0.08,.  .,宮地秀祈,39,4,4,6,0.182051282051282,0,2,1,0,0,1,0,0,0,0,0.1741632653061224,0.10256410256410256,0.10256410256410256,0.15384615384615385,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0
2022-09-03,大村,8,予選,5,3505,山田竜一,51,東京,52,A2,5.57,36.89,5.77,38.71,20,33.33,72,21.74,曇り,北西,2,1,6.95,5,逃げ,5,0.08,.  .,山田竜一,43,0,4,9,0.1527906976744186,0,0,0,0,0,0,0,0,0,0,0.1562637362637362,0.0,0.09302325581395349,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,大村,8,予選,6,3809,吉田　光,47,佐賀,49,B1,5.4,34.15,3.16,8.0,77,25.81,82,26.92,曇り,北西,2,1,7.01,3,逃げ,6,0.08,1.52.9,吉田光,42,1,7,4,0.1726190476190476,0,0,0,1,0,0,0,0,0,0,0.166697247706422,0.023809523809523808,0.16666666666666666,0.09523809523809523,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0
2022-09-03,大村,9,予選,1,4017,向井美鈴,42,山口,45,A2,5.37,31.73,5.18,35.29,41,43.18,65,25.93,曇り,無風,0,1,6.92,1,逃げ,1,0.23,1.50.1,向井美鈴,36,21,7,4,0.1797222222222222,19,0,0,0,2,0,1,11,2,0,0.1830459770114942,0.5833333333333334,0.19444444444444445,0.1111111111111111,0.5277777777777778,0.0,0.0,0.0,0.0,0.027777777777777776,0.3055555555555556,0.05555555555555555
2022-09-03,大村,9,予選,2,4730,土屋実沙,33,静岡,46,B1,5.24,31.58,4.86,31.82,21,36.11,62,23.53,曇り,無風,0,1,6.94,4,逃げ,2,0.27,1.53.8,土屋実沙希,25,7,2,3,0.16,0,6,1,0,0,0,0,0,0,10,0.1598148148148148,0.28,0.08,0.12,0.0,0.4,0.24,0.04,0.0,0.0,0.0,0.0
2022-09-03,大村,9,予選,3,4014,片岡恵里,42,山口,49,B1,5.25,32.1,6.91,45.45,27,11.11,77,22.58,曇り,無風,0,1,6.99,2,逃げ,3,0.22,1.52.8,片岡恵里,37,6,6,8,0.1632432432432432,0,0,6,0,0,0,0,0,0,0,0.1788717948717949,0.16216216216216217,0.16216216216216217,0.21621621621621623,0.0,0.0,0.0,0.16216216216216217,0.0,0.0,0.0,0.0
2022-09-03,大村,9,予選,4,4349,犬童千秋,36,福岡,50,A2,5.28,28.17,5.75,45.0,71,17.86,59,26.67,曇り,無風,0,1,6.97,6,逃げ,4,0.24,.  .,犬童千秋,29,2,9,5,0.1568965517241379,0,1,1,0,0,0,0,0,0,0,0.1529702970297029,0.06896551724137931,0.3103448275862069,0.1724137931034483,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0
