日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2025-03-26,唐津,1,朝１戦予選,1,4773,中川りな,31,福岡,49,A2,5.86,42.02,6.39,52.63,46,34.07,22,85.71,晴,北,2,2,6.82,1,逃げ,1,0.13,1.49.8,0.1744827586206896,0.1729225352112676,0.125,0.375,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.375,0.2916666666666667,0.08333333333333333
2025-03-26,唐津,1,朝１戦予選,2,5195,北村寧々,23,長崎,44,B1,4.08,17.72,3.67,0.0,67,42.11,16,40.0,晴,北,2,2,6.83,2,逃げ,2,0.14,1.51.0,0.1557142857142857,0.1511931818181818,0.047619047619047616,0.14285714285714285,0.19047619047619047,0.0,0.47619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,1,朝１戦予選,3,5118,野田なづ,24,佐賀,45,B2,4.28,24.14,4.3,19.42,11,25.18,32,40.0,晴,北,2,2,6.9,3,逃げ,3,0.17,1.52.9,0.1807692307692307,0.1966666666666666,0.0,0.13043478260869565,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,1,朝１戦予選,4,5164,森田梨湖,25,福岡,49,B2,3.2,9.76,1.76,0.0,30,25.18,15,11.11,晴,北,2,2,6.92,6,逃げ,4,0.24,1.57.9,0.2333333333333333,0.2309574468085106,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
2025-03-26,唐津,1,朝１戦予選,5,5389,恵良琴美,17,福岡,44,B2,1.02,0.0,1.17,0.0,63,24.0,5,20.0,晴,北,2,2,6.95,5,逃げ,6,0.17,1.57.0,0.1566666666666666,0.192,0.0,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,1,朝１戦予選,6,4924,中北　涼,32,長崎,48,B1,3.47,10.2,4.53,29.41,58,38.62,21,30.0,晴,北,2,2,6.92,4,逃げ,5,0.22,1.54.7,0.2324,0.1678260869565217,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,2,モー２ング予,1,4373,若狭奈美,36,岡山,45,A2,5.87,37.61,5.49,17.95,18,37.31,31,33.33,晴,南,4,4,6.71,1,逃げ,1,0.1,1.49.4,0.1814634146341463,0.18125,0.10714285714285714,0.17857142857142858,0.17857142857142858,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.4642857142857143,0.21428571428571427
2025-03-26,唐津,2,モー２ング予,2,4611,今井美亜,34,福井,48,A2,6.06,44.12,4.65,30.0,66,33.87,2,18.18,晴,南,4,4,6.77,2,逃げ,2,0.15,1.51.6,0.1434210526315789,0.1439047619047619,0.06451612903225806,0.06451612903225806,0.16129032258064516,0.0,0.5483870967741935,0.06451612903225806,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,2,モー２ング予,3,4243,西村　歩,39,大阪,48,B1,5.37,32.77,6.35,40.54,47,46.15,24,50.0,晴,南,4,4,6.79,3,逃げ,3,0.12,1.52.6,0.1577777777777777,0.1607441860465116,0.0,0.1,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,2,モー２ング予,4,4938,小芦るり,27,佐賀,49,B1,5.8,33.96,6.3,44.16,39,29.1,1,50.0,晴,南,4,4,6.76,4,逃げ,4,0.17,1.54.4,0.1837837837837837,0.1801764705882353,0.03125,0.125,0.1875,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
2025-03-26,唐津,2,モー２ング予,5,5342,原村百那,23,山口,46,B2,1.44,1.3,1.11,0.0,28,31.16,51,0.0,晴,南,4,4,6.78,5,逃げ,5,0.22,1.56.9,0.1945454545454545,0.198828125,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
2025-03-26,唐津,2,モー２ング予,6,5370,日隈　茜,23,福岡,48,B2,1.14,0.0,0.0,0.0,51,40.56,14,60.0,晴,南,4,4,6.69,6,逃げ,6,0.26,1.58.7,0.2466666666666667,0.242156862745098,0.0,0.19230769230769232,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,唐津,3,３ライズ戦予,1,3474,松瀬弘美,54,静岡,47,A2,5.15,30.34,0.0,0.0,50,30.0,60,0.0,晴,南,4,4,6.82,3,まくり,1,0.27,2.01.7,0.182051282051282,0.1657073170731707,0.30357142857142855,0.3392857142857143,0.16071428571428573,0.26785714285714285,0.0,0.0,0.0,0.0,0.16071428571428573,0.25,0.14285714285714285
2025-03-26,唐津,3,３ライズ戦予,2,5192,中尾優香,23,福岡,50,B2,3.57,17.65,3.0,11.11,33,47.69,9,0.0,晴,南,4,4,6.81,4,まくり,2,0.28,2.06.3,0.1563157894736842,0.1787096774193548,0.09803921568627451,0.3137254901960784,0.23529411764705882,0.0,0.4117647058823529,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.0
