日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2024-07-27,大村,1,一般戦,1,4095,福来　剛,43,東京,52,A1,6.84,51.33,8.6,80.0,38,34.78,44,42.86,晴,南西,1,1,6.9,1,逃げ,1,0.09,1.49.9,0.12240000000000001,0.1456521739130435,0.10526315789473684,0.4473684210526316,0.0
2024-07-27,大村,1,一般戦,2,4055,吉田俊彦,46,兵庫,54,A1,6.17,40.5,6.29,35.59,45,21.74,17,26.09,晴,南西,1,1,7.02,3,逃げ,2,0.19,1.53.0,0.13380952380952382,0.14424124513618677,0.12121212121212122,0.21212121212121213,0.5757575757575758
2024-07-27,大村,1,一般戦,3,4266,長田頼宗,39,東京,53,A1,7.07,46.34,6.79,33.33,32,42.31,43,30.43,晴,南西,1,1,6.97,2,逃げ,3,0.17,1.51.9,0.13609756097560977,0.14282527881040893,0.0,0.15625,0.0
2024-07-27,大村,1,一般戦,4,3874,山本寛久,48,岡山,52,A1,6.36,44.78,6.8,60.0,20,35.71,25,25.81,晴,南西,1,1,6.97,5,逃げ,4,0.22,.  .,0.14170212765957446,0.1457042253521127,0.05555555555555555,0.25,0.0
2024-07-27,大村,1,一般戦,5,4148,枝尾　賢,42,福岡,51,A1,7.04,51.3,7.79,58.82,55,36.0,48,27.27,晴,南西,1,1,6.99,4,逃げ,6,0.18,1.53.5,0.12029411764705882,0.11812260536398468,0.0,0.1875,0.0
2024-07-27,大村,1,一般戦,6,3779,原田幸哉,48,長崎,53,A1,6.64,38.46,8.01,67.39,76,35.29,36,25.0,晴,南西,1,1,7.01,6,逃げ,5,0.22,.  .,0.11044444444444444,0.10261044176706828,0.0,0.2222222222222222,0.0
2024-07-27,大村,2,一般戦,1,4459,片岡雅裕,38,香川,52,A1,6.52,38.66,6.86,43.24,29,33.33,73,42.86,晴,南西,1,1,6.99,1,逃げ,1,0.13,1.50.3,0.13078431372549018,0.12697674418604651,0.1724137931034483,0.3103448275862069,0.0
2024-07-27,大村,2,一般戦,2,4932,新開　航,28,福岡,51,A1,6.76,48.84,6.73,42.5,46,50.0,22,44.44,晴,南西,1,1,6.96,5,逃げ,2,0.24,.  .,0.15585365853658537,0.1366030534351145,0.05714285714285714,0.2571428571428571,0.5428571428571428
2024-07-27,大村,2,一般戦,3,4337,平本真之,40,愛知,54,A1,7.0,47.24,7.06,39.22,57,20.83,29,43.48,晴,南西,1,1,7.03,2,逃げ,3,0.14,1.51.6,0.11818181818181818,0.12806201550387597,0.0,0.375,0.0
2024-07-27,大村,2,一般戦,4,4028,田村隆信,46,徳島,56,A1,6.57,43.0,7.03,48.65,70,47.06,41,31.58,晴,南西,1,1,7.02,4,逃げ,4,0.14,1.55.3,0.14261904761904762,0.13744493392070484,0.02564102564102564,0.23076923076923078,0.0
2024-07-27,大村,2,一般戦,5,4762,藤原啓史,34,岡山,50,A1,7.23,51.33,7.05,51.16,31,30.77,35,33.33,晴,南西,1,1,6.91,6,逃げ,5,0.07,.  .,0.10742857142857143,0.1181021897810219,0.0,0.18421052631578946,0.0
2024-07-27,大村,2,一般戦,6,4907,小池修平,29,大阪,53,A1,7.48,60.66,7.24,54.35,37,34.62,68,39.29,晴,南西,1,1,6.99,3,逃げ,6,0.07,1.52.9,0.1382051282051282,0.13387234042553192,0.0,0.16666666666666666,0.0
2024-07-27,大村,3,一般戦,1,4494,河合佑樹,37,静岡,52,A1,7.33,56.21,6.0,25.0,30,45.45,27,46.15,晴,南西,2,1,6.98,3,差し,1,0.07,1.53.4,0.12967213114754098,0.1375503355704698,0.39344262295081966,0.4426229508196721,0.0
2024-07-27,大村,3,一般戦,2,3897,白井英治,47,山口,54,A1,7.51,56.88,8.26,61.76,48,36.0,66,52.63,晴,南西,2,1,7.0,2,差し,2,0.08,1.52.0,0.1375,0.14064814814814813,0.041666666666666664,0.6458333333333334,0.4583333333333333
2024-07-27,大村,3,一般戦,3,4524,深谷知博,36,静岡,52,A1,6.94,48.48,6.47,31.58,52,50.0,70,50.0,晴,南西,2,1,6.94,5,差し,3,0.09,.  .,0.12263157894736842,0.12100456621004566,0.09302325581395349,0.3488372093023256,0.0
2024-07-27,大村,3,一般戦,4,4851,関　浩哉,29,群馬,52,A1,7.49,56.82,7.93,35.71,54,34.78,61,28.0,晴,南西,2,1,6.99,1,差し,4,0.12,1.51.0,0.155,0.15224899598393576,0.06976744186046512,0.5348837209302325,0.0
