ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2024-01-23,ëÂë∫,1,ó\ëI,1,3458,ìåÅ@åíâÓ,57,â™éR,55,B1,4.1,23.61,3.71,14.29,20,37.33,76,27.07,ê·,ñkêº,6,5,6.86,3,Ç‹Ç≠ÇË,1,0.34,1.52.6,0.1572727272727272,0.1631446540880503,8.0,22.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.36363636363636365,0.36363636363636365,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.2727272727272727,0.13636363636363635,0.18181818181818182
2024-01-23,ëÂë∫,1,ó\ëI,2,4164,ä‚âiêﬂñÁ,41,í∑çË,53,B1,3.96,14.49,4.03,20.37,69,34.9,14,18.25,ê·,ñkêº,6,5,6.72,5,Ç‹Ç≠ÇË,2,0.51,.  .,0.1575,0.1822794117647058,2.0,28.0,5.0,6.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.17857142857142858,0.21428571428571427,0.0,0.5,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
2024-01-23,ëÂë∫,1,ó\ëI,3,4274,í∑î®óFï„,41,ìåãû,52,B1,4.61,30.65,0.0,0.0,16,28.28,66,19.44,ê·,ñkêº,6,5,6.85,4,Ç‹Ç≠ÇË,3,0.31,1.54.1,0.1727777777777777,0.1697247706422018,2.0,36.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,ëÂë∫,1,ó\ëI,4,4992,úAê£ìƒç∆,26,é†âÍ,57,B1,5.86,40.0,5.0,25.0,59,28.86,16,29.55,ê·,ñkêº,6,5,6.81,1,Ç‹Ç≠ÇË,4,0.18,1.49.4,0.1753658536585366,0.1641626794258373,2.0,41.0,9.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.21951219512195122,0.17073170731707318,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0,0.0
2024-01-23,ëÂë∫,1,ó\ëI,5,4023,éƒìcóFòa,46,ïüâ™,51,B1,4.05,13.83,4.0,17.39,25,40.27,63,34.87,ê·,ñkêº,6,5,6.77,2,Ç‹Ç≠ÇË,5,0.19,1.50.8,0.1748648648648648,0.1723684210526316,3.0,37.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.08108108108108109,0.05405405405405406,0.13513513513513514,0.0,0.0,0.0,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0
2024-01-23,ëÂë∫,1,ó\ëI,6,4047,ãgâiç_ë•,43,ëÂç„,55,B1,4.38,25.77,4.13,21.88,18,35.37,75,35.46,ê·,ñkêº,6,5,6.79,6,Ç‹Ç≠ÇË,6,0.24,.  .,0.2135483870967742,0.1610362694300518,0.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,ëÂë∫,2,ó\ëI,1,4957,í|îVì‡ã…,28,ïüâ™,56,B1,4.78,25.26,6.0,42.11,22,27.97,44,29.58,ê·,ñk,6,5,6.83,1,ì¶Ç∞,1,0.08,1.49.0,0.1323333333333333,0.1580995475113122,12.0,30.0,5.0,7.0,12.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,0.4,0.16666666666666666,0.23333333333333334,0.4,0.0,0.0,0.0,0.0,0.2,0.3,0.03333333333333333
2024-01-23,ëÂë∫,2,ó\ëI,2,3107,ïΩâ™èdìT,60,ëÂç„,50,B1,4.58,24.18,3.0,20.0,29,31.29,23,35.37,ê·,ñk,6,5,6.9,4,ì¶Ç∞,2,0.09,1.52.7,0.206,0.1820430107526881,0.0,30.0,7.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,ëÂë∫,2,ó\ëI,3,4958,çaå˚äCã`,28,ïüâ™,55,A2,6.08,42.98,6.0,42.5,14,33.33,38,42.25,ê·,ñk,6,5,6.83,5,ì¶Ç∞,3,0.06,.  .,0.1452272727272727,0.1451219512195122,8.0,44.0,15.0,8.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.18181818181818182,0.3409090909090909,0.18181818181818182,0.0,0.0,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.0,0.0,0.0
2024-01-23,ëÂë∫,2,ó\ëI,4,3949,ç°èoêWìÒ,47,â™éR,57,B2,3.33,9.09,4.84,25.0,44,27.33,36,28.29,ê·,ñk,6,5,6.91,6,ì¶Ç∞,4,0.14,.  .,0.1817391304347826,0.1741176470588235,0.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
