レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
大村,1,予選,2,4421,森作広大,35,東京,55,B1,3.72,9.38,4.89,22.22,11,30.04,73,34.13,晴,北東,4,3,6.82,4,恵まれ,2,0.36,2.00.4,0.1889473684210526,0.18736842105263157,0.1282051282051282,0.41025641025641024,0.0
大村,1,予選,3,5261,岡　暢祐,26,長崎,52,B1,3.02,9.76,1.75,2.78,43,35.39,31,40.87,晴,北東,4,3,6.86,5,恵まれ,3,0.26,.  .,0.15000000000000002,0.20315476190476192,0.11764705882352941,0.3235294117647059,0.5882352941176471
大村,1,予選,4,3536,一色雅昭,57,愛知,57,B1,3.84,16.87,4.6,33.33,26,33.33,30,31.43,晴,北東,4,3,6.83,1,恵まれ,4,0.22,1.53.2,0.18708333333333335,0.18664556962025317,0.08823529411764706,0.17647058823529413,0.0
大村,1,予選,5,5338,香月大輝,23,福岡,52,B2,1.7,10.0,0.0,0.0,67,42.86,19,31.67,晴,北東,4,3,6.83,2,恵まれ,5,0.16,1.56.3,0.20666666666666667,0.256,0.02857142857142857,0.2571428571428571,0.0
大村,1,予選,6,3857,阿波勝哉,51,東京,57,B1,4.37,15.84,2.78,0.0,23,35.32,40,34.71,晴,北東,4,3,6.86,3,恵まれ,6,0.19,1.58.1,0.2173109243697479,0.21575916230366493,0.0,0.18181818181818182,0.0
大村,2,予選,1,3934,鋤柄貴俊,47,愛知,53,B1,5.06,26.61,5.63,42.11,12,27.94,60,32.16,晴,北西,4,3,6.89,1,逃げ,1,0.07,1.49.7,0.16866666666666666,0.1633809523809524,0.0,0.27586206896551724,0.0
大村,2,予選,2,4498,宮本夏樹,36,長崎,55,B1,5.52,36.63,6.06,43.39,45,41.43,22,32.68,晴,北西,4,3,6.74,2,逃げ,2,0.08,1.51.0,0.15422222222222223,0.15539923954372623,0.10344827586206896,0.3448275862068966,0.0
大村,2,予選,3,4196,田中太一,42,佐賀,52,B1,4.41,25.0,4.94,35.29,22,30.16,51,39.36,晴,北西,4,3,6.91,3,逃げ,3,0.1,1.53.5,0.178125,0.17523316062176167,0.08571428571428572,0.2857142857142857,0.5714285714285714
大村,2,予選,4,5336,瀬川大地,18,山口,55,B2,1.16,0.0,0.0,0.0,18,36.18,18,34.41,晴,北西,4,3,6.83,6,逃げ,5,0.23,.  .,0.22499999999999998,0.23367088607594938,0.0,0.375,0.0
大村,2,予選,5,3710,吉永泰弘,49,香川,55,B1,4.19,16.18,4.38,12.5,54,35.63,56,39.59,晴,北西,4,3,6.87,5,逃げ,4,0.12,.  .,0.2,0.16603864734299514,0.02702702702702703,0.2702702702702703,0.0
大村,2,予選,6,3982,福田　理,46,岡山,58,B1,4.66,25.35,4.42,19.44,70,34.27,43,37.35,晴,北西,4,3,6.81,4,逃げ,6,0.15,1.54.6,0.1784,0.16278481012658227,0.0,0.2,0.0
大村,3,予選,1,5134,大原祥昌,24,広島,53,B1,3.46,18.75,2.33,6.67,32,38.52,71,36.51,晴,北,6,5,6.89,1,抜き,1,0.16,1.50.1,0.1638095238095238,0.1582439024390244,0.0,0.12,0.0
大村,3,予選,2,5017,澤田尚也,25,滋賀,52,A1,6.02,38.64,6.9,56.41,69,32.0,52,30.41,晴,北,6,5,6.89,4,抜き,2,0.21,1.54.0,0.11034482758620691,0.12290155440414507,0.4339622641509434,0.41509433962264153,0.0
大村,3,予選,3,3905,天野友和,46,愛知,54,A2,5.92,37.72,4.14,0.0,14,39.84,50,39.52,晴,北,6,5,6.89,2,抜き,3,0.2,1.52.4,0.14933333333333332,0.15832089552238807,0.046511627906976744,0.6511627906976745,0.4418604651162791
大村,3,予選,4,3989,熊本英一,45,佐賀,57,B1,4.23,19.32,4.62,24.0,17,39.44,13,30.18,晴,北,6,5,6.94,6,抜き,4,0.21,.  .,0.20034482758620692,0.21142045454545455,0.07692307692307693,0.4358974358974359,0.0
大村,3,予選,5,5309,森　雄利,19,長崎,51,B2,1.41,0.0,1.14,0.0,48,39.0,12,37.5,晴,北,6,5,6.9,3,抜き,6,0.11,1.53.2,0.175,0.17306666666666667,0.075,0.525,0.0
大村,3,予選,6,4263,武重雄介,39,山口,55,A2,5.44,33.71,5.61,43.9,56,43.82,35,35.04,晴,北,6,5,6.91,5,抜き,5,0.24,.  .,0.19823529411764707,0.17035087719298247,0.07894736842105263,0.42105263157894735,0.0
大村,4,予選,1,4475,末永祐輝,36,山口,54,A2,5.62,32.14,5.97,32.35,65,38.65,62,32.0,晴,北,5,4,6.82,4,差し,1,0.01,1.53.9,0.15704545454545454,0.1585294117647059,0.0,0.2857142857142857,0.0
大村,4,予選,2,3455,谷本幸司,53,愛知,50,B1,3.83,16.67,0.0,0.0,19,49.6,48,31.28,晴,北,5,4,6.84,5,差し,4,0.18,.  .,0.1668421052631579,0.1939669421487603,0.2222222222222222,0.4444444444444444,0.0
大村,4,予選,3,4724,吉田祐貴,38,佐賀,54,B1,3.77,12.35,4.03,23.88,15,34.68,63,33.61,晴,北,5,4,6.8,6,差し,6,0.22,.  .,0.1805263157894737,0.16844086021505378,0.11764705882352941,0.4117647058823529,0.6470588235294118
大村,4,予選,4,3933,山地正樹,47,岡山,58,A2,4.98,35.4,5.92,37.74,61,41.6,49,32.26,晴,北,5,4,6.84,1,差し,2,0.04,1.49.6,0.18975,0.17616541353383458,0.11764705882352941,0.5882352941176471,0.0
大村,4,予選,5,3024,西島義則,62,広島,58,A1,6.44,50.0,6.05,42.11,38,34.54,64,36.78,晴,北,5,4,6.93,2,差し,3,0.06,1.52.4,0.17446808510638295,0.15932384341637013,0.0,0.1875,0.0
大村,4,予選,6,4394,永嶋裕一,38,福岡,54,B1,4.67,23.68,4.87,28.89,52,30.64,69,32.08,晴,北,5,4,6.86,3,差し,5,0.12,1.53.4,0.16142857142857142,0.146,0.0,0.3333333333333333,0.0
大村,5,予選,1,3643,米田隆弘,51,岡山,52,A2,5.2,23.42,5.17,33.33,76,46.22,65,35.12,晴,北,5,4,6.82,1,逃げ,1,0.16,1.54.6,0.14673913043478262,0.16286259541984732,0.0,0.2222222222222222,0.0
大村,5,予選,2,3536,一色雅昭,57,愛知,57,B1,3.84,16.87,4.6,33.33,26,33.33,30,31.43,晴,北,5,4,6.83,5,逃げ,2,0.17,.  .,0.17703703703703705,0.18664556962025317,0.5333333333333333,0.26666666666666666,0.0
大村,5,予選,4,3574,大神康司,51,福岡,53,A2,5.69,41.24,5.96,42.86,41,33.06,21,40.0,晴,北,5,4,6.97,2,逃げ,3,0.23,1.57.1,0.1690909090909091,0.1693421052631579,0.05555555555555555,0.3888888888888889,0.6666666666666666
大村,5,予選,5,4012,中村有裕,44,滋賀,56,A2,6.18,43.09,6.57,42.86,50,30.13,20,33.33,晴,北,5,4,6.91,4,逃げ,5,0.26,2.07.8,0.15933333333333335,0.15435146443514644,0.05555555555555555,0.3333333333333333,0.0
大村,5,予選,6,4211,村田　敦,41,東京,62,B1,4.12,22.77,4.11,20.45,74,41.2,74,34.84,晴,北,5,4,6.95,3,逃げ,6,0.23,2.01.7,0.1638888888888889,0.14979757085020243,0.13333333333333333,0.3333333333333333,0.0
大村,6,予選,1,5043,中村日向,25,香川,56,A2,6.41,53.01,6.11,40.74,25,41.88,27,36.63,晴,北,7,6,6.84,6,まくり差し,1,0.23,.  .,0.14979591836734693,0.14123348017621146,0.0,0.18181818181818182,0.0
大村,6,予選,2,3982,福田　理,46,岡山,58,B1,4.66,25.35,4.42,19.44,70,34.27,43,37.35,晴,北,7,6,6.85,5,まくり差し,2,0.21,.  .,0.15724137931034485,0.16278481012658227,0.0,0.18181818181818182,0.0
大村,6,予選,3,4514,上條嘉嗣,34,大阪,53,A1,6.92,58.33,6.22,33.33,62,31.69,45,39.84,晴,北,7,6,6.81,3,まくり差し,3,0.29,1.54.0,0.1926086956521739,0.1843911439114391,0.5,0.4166666666666667,0.0
大村,6,予選,4,3892,草場康幸,48,佐賀,53,A2,5.62,35.71,4.71,24.24,21,34.18,55,35.83,晴,北,7,6,6.82,4,まくり差し,4,0.14,1.54.2,0.1744736842105263,0.15917431192660553,0.14285714285714285,0.42857142857142855,0.42857142857142855
大村,6,予選,5,4315,山崎昂介,40,長崎,52,B1,4.8,27.38,5.82,39.88,55,32.64,25,36.9,晴,北,7,6,6.79,1,まくり差し,5,0.14,1.50.8,0.1663888888888889,0.17195454545454544,0.07692307692307693,0.3076923076923077,0.0
