日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-01-11,大村,1,シリーズ予選,1,3854,吉川元浩,51,兵庫,51,A1,6.89,42.05,7.76,58.54,62,33.1,13,31.94,晴,北西,3,2,6.89,1,逃げ,1,0.15,1.47.6,0.1462295081967213,0.1388663967611336,0.1794871794871795,0.28205128205128205,0.20512820512820512,0.15384615384615385,0.0,0.02564102564102564,0.0,0.0,0.38461538461538464,0.23076923076923078,0.1794871794871795
2024-01-11,大村,1,シリーズ予選,2,4482,守屋美穂,34,岡山,45,A1,7.02,50.0,6.35,32.35,51,38.85,38,44.12,晴,北西,3,2,6.86,6,逃げ,2,0.13,.  .,0.1495833333333333,0.1457720588235294,0.08823529411764706,0.08823529411764706,0.23529411764705882,0.0,0.5294117647058824,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0
2024-01-11,大村,1,シリーズ予選,3,3716,石渡鉄兵,49,東京,53,A1,6.92,46.61,5.82,23.53,41,38.26,64,38.41,晴,北西,3,2,6.95,5,逃げ,3,0.16,.  .,0.1283333333333333,0.127653429602888,0.10810810810810811,0.10810810810810811,0.16216216216216217,0.0,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0
2024-01-11,大村,1,シリーズ予選,4,4504,前田将太,35,福岡,54,A1,7.39,50.42,7.29,51.43,15,32.0,72,30.61,晴,北西,3,2,6.89,2,逃げ,4,0.1,1.48.8,0.1391111111111111,0.1359581881533101,0.0,0.05714285714285714,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,1,シリーズ予選,5,4459,片岡雅裕,37,香川,53,A1,6.65,44.07,7.23,56.67,18,35.46,45,40.3,晴,北西,3,2,6.94,3,逃げ,5,0.13,1.50.9,0.1365909090909091,0.1304460966542751,0.058823529411764705,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
2024-01-11,大村,1,シリーズ予選,6,4502,遠藤エミ,35,滋賀,44,A1,6.78,44.88,7.62,45.95,50,30.2,50,38.73,晴,北西,3,2,6.92,4,逃げ,6,0.17,1.52.3,0.1661538461538461,0.1449193548387096,0.0,0.1,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,2,シリーズ予選,1,3960,菊地孝平,45,静岡,56,A1,7.69,52.89,7.5,46.67,48,44.44,15,33.55,晴,北西,3,2,6.91,4,差し,1,0.13,2.06.7,0.1127419354838709,0.1111698113207547,0.043478260869565216,0.21739130434782608,0.21739130434782608,0.043478260869565216,0.0,0.0,0.0,0.0,0.2608695652173913,0.4782608695652174,0.17391304347826086
2024-01-11,大村,2,シリーズ予選,3,4939,宮之原輝,26,東京,50,A1,7.62,63.11,9.0,57.14,28,31.29,41,35.76,晴,北西,3,2,6.9,1,差し,3,0.16,1.59.6,0.129375,0.1447457627118644,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.0,0.5769230769230769,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,2,シリーズ予選,4,3946,赤岩善生,47,愛知,56,A1,7.69,61.67,7.43,42.86,52,31.43,35,34.31,晴,北西,3,2,6.95,5,差し,4,0.14,.  .,0.143469387755102,0.1468867924528301,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,2,シリーズ予選,5,4831,羽野直也,28,福岡,55,A1,7.86,58.1,7.0,36.36,61,40.29,29,31.54,晴,北西,3,2,6.87,3,差し,5,0.15,2.03.9,0.136875,0.1350761421319797,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,2,シリーズ予選,6,3822,平尾崇典,51,岡山,50,A2,6.11,40.63,6.24,35.71,39,43.54,73,35.71,晴,北西,3,2,6.88,2,差し,6,0.16,2.01.6,0.1712820512820512,0.1745692883895131,0.0,0.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,3,シリーズ予選,1,3590,濱野谷憲,50,東京,54,A1,7.59,53.33,7.78,47.83,37,29.93,37,35.97,晴,西,3,2,6.9,1,逃げ,1,0.12,1.48.2,0.1127692307692307,0.1322456140350877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,3,シリーズ予選,2,4445,宮地元輝,37,佐賀,56,A1,6.83,41.12,7.57,55.56,60,34.46,30,34.78,晴,西,3,2,6.91,2,逃げ,2,0.16,1.49.6,0.1166666666666666,0.1222180451127819,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
2024-01-11,大村,3,シリーズ予選,3,4856,豊田健士,27,三重,52,A1,7.04,52.54,6.0,11.11,54,30.5,60,32.37,晴,西,3,2,6.86,3,逃げ,3,0.16,1.50.2,0.1309803921568627,0.1372203389830508,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,3,シリーズ予選,4,4205,山口　剛,41,広島,53,A1,7.85,57.26,6.69,45.24,45,42.14,32,30.0,晴,西,3,2,6.86,4,逃げ,4,0.23,1.50.7,0.088,0.1115261044176706,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,3,シリーズ予選,5,3415,松井　繁,54,大阪,51,A1,6.91,40.31,7.33,39.39,25,39.58,71,34.75,晴,西,3,2,6.89,5,逃げ,5,0.14,.  .,0.1586842105263158,0.1609505703422053,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,3,シリーズ予選,6,4190,長嶋万記,42,静岡,50,A1,6.54,40.21,7.72,66.67,69,35.66,55,33.82,晴,西,3,2,6.87,6,逃げ,6,0.19,.  .,0.1287878787878787,0.1382448979591836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,4,１回戦,1,4524,深谷知博,35,静岡,52,A1,7.34,50.0,8.0,25.0,67,42.36,19,33.33,晴,西,2,1,6.87,1,逃げ,1,0.16,1.47.9,0.1065306122448979,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,大村,4,１回戦,2,4586,磯部　誠,33,愛知,54,A1,7.3,44.66,7.64,50.0,65,32.65,46,34.88,晴,西,2,1,6.91,6,逃げ,3,0.07,.  .,0.1268421052631579,0.1242063492063492,0.46938775510204084,0.2857142857142857,0.14285714285714285,0.3673469387755102,0.0,0.0,0.0,0.0,0.12244897959183673,0.20408163265306123,0.16326530612244897
2024-01-11,大村,4,１回戦,3,3556,田中信一,51,大阪,53,A1,7.01,49.26,6.5,45.0,11,28.68,67,30.28,晴,西,2,1,6.88,2,逃げ,4,0.11,1.50.0,0.1308928571428571,0.1377708978328173,0.022222222222222223,0.3111111111111111,0.3111111111111111,0.0,0.5111111111111111,0.022222222222222223,0.0,0.0,0.0,0.0,0.0
