日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2023-04-04,大村,1,予選,1,4004,山本浩輔,45,長崎,53,B1,5.05,32.5,5.53,31.01,21,36.25,82,21.58,晴,南,4,3,6.88,1,逃げ,1,0.16,1.50.2,0.14875,0.1650961538461538,0.34285714285714286,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.02857142857142857,0.0,0.0,0.2571428571428571,0.11428571428571428,0.14285714285714285
2023-04-04,大村,1,予選,2,4329,小松卓司,39,福岡,52,B1,4.61,26.42,4.63,23.73,58,36.9,70,28.03,晴,南,4,3,6.98,3,逃げ,2,0.22,1.52.4,0.1505882352941176,0.1657086614173228,0.027777777777777776,0.2222222222222222,0.1388888888888889,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,1,予選,3,4969,町田洸希,31,長崎,53,B1,4.62,23.26,4.68,26.74,52,36.53,33,27.46,晴,南,4,3,6.96,4,逃げ,3,0.22,1.52.7,0.1618181818181818,0.1711616161616161,0.17647058823529413,0.20588235294117646,0.14705882352941177,0.0,0.0,0.0,0.08823529411764706,0.058823529411764705,0.0,0.0,0.0
2023-04-04,大村,1,予選,4,4143,浦田晃嗣,41,佐賀,56,B1,4.81,24.72,5.11,29.23,29,38.92,21,37.86,晴,南,4,3,6.99,5,逃げ,4,0.19,.  .,0.1337837837837837,0.152079207920792,0.03125,0.125,0.1875,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0
2023-04-04,大村,1,予選,5,5048,眞鳥康太,28,長崎,54,B1,4.62,19.54,4.36,18.97,35,33.78,36,29.2,晴,南,4,3,6.93,2,逃げ,5,0.21,1.51.7,0.2112121212121212,0.199375,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2023-04-04,大村,1,予選,6,5237,永松良教,23,福岡,56,B2,1.48,0.0,0.0,0.0,53,31.47,80,30.28,晴,南,4,3,7.06,6,逃げ,6,0.31,.  .,0.2456521739130434,0.2348780487804878,0.0,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,2,予選,1,3934,鋤柄貴俊,46,愛知,52,B1,5.35,31.96,0.0,0.0,22,41.06,64,36.5,晴,南,3,2,7.0,2,差し,1,0.11,1.55.5,0.14225,0.1543199999999999,0.10714285714285714,0.2857142857142857,0.25,0.07142857142857142,0.0,0.0,0.0,0.0,0.2857142857142857,0.5,0.03571428571428571
2023-04-04,大村,2,予選,2,3726,桂林　寛,51,福岡,53,B1,5.26,35.87,4.75,28.85,51,47.83,78,23.57,晴,南,3,2,6.99,3,差し,3,0.13,1.58.0,0.1446,0.1594941634241245,0.09090909090909091,0.18181818181818182,0.24242424242424243,0.0,0.45454545454545453,0.06060606060606061,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,2,予選,3,4518,大須賀友,36,愛知,51,A2,5.82,37.14,5.33,22.22,43,42.77,12,37.21,晴,南,3,2,6.9,1,差し,4,0.15,1.54.1,0.1775,0.167008547008547,0.0,0.23333333333333334,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,2,予選,4,4683,向井田直,32,広島,47,B1,4.94,28.89,5.61,39.13,76,36.02,28,28.17,晴,南,3,2,7.02,5,差し,5,0.11,.  .,0.1286666666666666,0.1395424836601307,0.0,0.06060606060606061,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,2,予選,6,3307,上瀧和則,54,佐賀,53,B1,5.62,40.98,6.27,42.86,26,38.1,71,36.36,晴,南,3,2,6.98,4,差し,2,0.08,2.03.6,0.1678571428571428,0.1625384615384615,0.0,0.12903225806451613,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,3,予選,1,3797,岩井　繁,49,広島,61,B1,3.58,9.52,3.59,15.63,59,40.99,65,22.56,晴,南,3,2,6.97,2,抜き,1,0.15,1.50.7,0.1453846153846154,0.1906477732793522,0.0,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,大村,3,予選,2,4752,西尾亮輔,34,愛知,51,B1,5.25,32.94,5.83,33.33,28,45.63,26,40.43,晴,南,3,2,6.92,5,抜き,2,0.12,.  .,0.1758536585365853,0.1562019230769231,0.38461538461538464,0.15384615384615385,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.15384615384615385
2023-04-04,大村,3,予選,3,4351,里岡右貴,37,福岡,54,A1,6.52,50.81,7.42,61.11,63,38.92,25,29.46,晴,南,3,2,6.93,1,抜き,3,0.17,1.49.0,0.1214893617021276,0.1211111111111111,0.0,0.2222222222222222,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
