ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2025-03-29,ëÂë∫,1,ó\ëI,1,4728,éRå˚Å@ó∫,37,ìåãû,54,B1,4.71,28.43,5.33,44.44,15,24.38,16,32.37,ì‹ÇË,ñkêº,3,2,7.0,1,ì¶Ç∞,1,0.03,1.49.8,0.1753333333333333,0.1883333333333333,16,30,5,3,16,0,0,0,0,5,4,4,0.5333333333333333,0.16666666666666666,0.1,0.5333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.13333333333333333,0.13333333333333333
2025-03-29,ëÂë∫,1,ó\ëI,2,4128,êÏå˚ãMãv,45,ìåãû,56,B1,5.16,34.0,4.3,30.0,28,32.75,61,41.82,ì‹ÇË,ñkêº,3,2,6.99,4,ì¶Ç∞,2,0.12,1.53.3,0.1290625,0.1428415300546448,3,32,6,3,0,21,0,3,0,0,0,0,0.09375,0.1875,0.09375,0.0,0.65625,0.0,0.09375,0.0,0.0,0.0,0.0
2025-03-29,ëÂë∫,1,ó\ëI,3,4429,ñLìcë◊óm,39,çLìá,59,B1,4.15,16.24,0.0,0.0,41,33.14,63,33.14,ì‹ÇË,ñkêº,3,2,7.03,3,ì¶Ç∞,5,0.15,1.51.9,0.1602,0.1681115879828326,4,50,6,5,0,0,0,0,2,0,0,0,0.08,0.12,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
2025-03-29,ëÂë∫,1,ó\ëI,4,3550,ìsízê≥é°,53,à§ím,56,B1,4.94,33.33,5.13,37.74,76,31.4,71,31.58,ì‹ÇË,ñkêº,3,2,6.97,2,ì¶Ç∞,3,0.14,1.51.5,0.1527450980392156,0.1555913978494623,6,51,9,7,0,0,0,5,1,0,0,0,0.11764705882352941,0.17647058823529413,0.13725490196078433,0.0,0.0,0.0,0.09803921568627451,0.0196078431372549,0.0,0.0,0.0
2025-03-29,ëÂë∫,1,ó\ëI,5,4874,írìcìﬁí√,31,ïüâ™,51,B1,4.83,32.14,5.04,32.84,34,31.36,15,24.85,ì‹ÇË,ñkêº,3,2,7.0,5,ì¶Ç∞,4,0.12,.  .,0.146,0.1417045454545454,0,25,6,3,0,0,0,0,0,0,0,0,0.0,0.24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,ëÂë∫,1,ó\ëI,6,3873,ï ï{èπé˜,48,çLìá,51,A2,5.7,37.62,4.93,20.0,75,33.33,39,39.77,ì‹ÇË,ñkêº,3,2,6.99,6,ì¶Ç∞,6,0.22,.  .,0.168780487804878,0.1576233183856502,0,41,2,8,0,0,0,0,0,0,0,0,0.0,0.04878048780487805,0.1951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,ëÂë∫,2,ó\ëI,1,3584,ç≤ÅXñÿâp,52,çLìá,54,B1,4.78,29.81,4.44,26.47,32,48.0,74,31.79,ì‹ÇË,ñkêº,4,3,6.93,2,ç∑Çµ,1,0.11,1.50.2,0.1577419354838709,0.1778318584070796,7,31,8,1,7,0,0,0,0,7,5,9,0.22580645161290322,0.25806451612903225,0.03225806451612903,0.22580645161290322,0.0,0.0,0.0,0.0,0.22580645161290322,0.16129032258064516,0.2903225806451613
2025-03-29,ëÂë∫,2,ó\ëI,2,4304,ì°çËè¨ïS,41,ïüâ™,46,B2,6.36,52.83,8.82,81.82,64,31.4,50,32.48,ì‹ÇË,ñkêº,4,3,6.92,1,ç∑Çµ,2,0.06,1.48.7,0.1326315789473684,0.1340217391304347,6,19,6,1,0,11,4,1,0,0,0,0,0.3157894736842105,0.3157894736842105,0.05263157894736842,0.0,0.5789473684210527,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.0
2025-03-29,ëÂë∫,2,ó\ëI,3,3776,â°à‰åíëæ,49,à§ím,57,B1,4.22,17.53,2.71,0.0,59,23.78,13,29.14,ì‹ÇË,ñkêº,4,3,6.89,5,ç∑Çµ,3,0.16,.  .,0.1908823529411764,0.1814220183486238,0,34,3,7,0,0,0,0,0,0,0,0,0.0,0.08823529411764706,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,ëÂë∫,2,ó\ëI,4,4096,êŒã¥ìπóF,43,í∑çË,53,A1,6.66,44.12,7.04,56.1,26,24.85,69,26.86,ì‹ÇË,ñkêº,4,3,6.91,3,ç∑Çµ,4,0.25,1.52.1,0.1342857142857142,0.1339819004524886,5,35,7,11,0,0,2,3,0,0,0,0,0.14285714285714285,0.2,0.3142857142857143,0.0,0.0,0.05714285714285714,0.08571428571428572,0.0,0.0,0.0,0.0
