日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-10-10,大村,1,予選,1,4027,松江秀徳,46,佐賀,56,B1,5.52,35.78,6.65,47.83,22,53.85,73,29.58,晴,北,2,1,6.84,2,まくり,1,0.28,1.52.1,0.1482608695652174,0.1490688259109311,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.3055555555555556,0.1111111111111111
2024-10-10,大村,1,予選,2,4461,安田吉宏,38,三重,57,B1,3.81,19.28,4.11,11.11,46,28.36,68,34.55,晴,北,2,1,6.87,4,まくり,2,0.28,1.54.0,0.1740909090909091,0.1801388888888889,0.1,0.16666666666666666,0.13333333333333333,0.0,0.6333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
2024-10-10,大村,1,予選,3,3381,滝沢芳行,56,埼玉,51,B1,5.75,41.3,0.0,0.0,12,32.86,59,32.88,晴,北,2,1,6.81,1,まくり,3,0.21,1.50.7,0.14,0.1445205479452054,0.0,0.12903225806451613,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,1,予選,4,4299,中島浩哉,41,長崎,55,B1,3.83,20.0,5.02,28.1,71,37.84,49,38.46,晴,北,2,1,6.81,3,まくり,4,0.18,1.53.3,0.156551724137931,0.1536931818181818,0.08823529411764706,0.08823529411764706,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2024-10-10,大村,1,予選,5,4664,東口　晃,41,福井,55,B1,3.86,16.83,0.0,0.0,57,23.53,17,30.0,晴,北,2,1,6.87,6,まくり,5,0.29,.  .,0.199375,0.1928571428571428,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,1,予選,6,5025,粟田　祥,29,徳島,58,B2,4.46,27.63,0.0,0.0,37,33.33,64,39.71,晴,北,2,1,6.93,5,まくり,6,0.17,.  .,0.15,0.1508396946564885,0.0,0.043478260869565216,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,2,予選,1,3467,森　弘行,56,東京,53,B1,3.91,22.78,2.29,0.0,56,32.31,54,31.34,晴,北西,3,2,6.95,5,まくり差し,1,0.17,.  .,0.1855172413793103,0.1955294117647059,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.15384615384615385,0.0,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.3076923076923077
2024-10-10,大村,2,予選,2,3692,竹腰正樹,53,福井,53,B1,4.16,18.75,5.28,38.89,76,36.11,25,26.76,晴,北西,3,2,6.93,2,まくり差し,2,0.15,1.51.1,0.1689189189189189,0.1560824742268041,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.0,0.4864864864864865,0.08108108108108109,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,2,予選,3,5160,藤森陸斗,25,福岡,53,B1,4.09,20.83,3.79,21.43,38,25.37,18,40.85,晴,北西,3,2,6.93,3,まくり差し,3,0.08,1.52.1,0.1286111111111111,0.1428042328042328,0.0,0.05405405405405406,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,2,予選,4,4241,大串重幸,39,長崎,53,B1,5.42,39.13,5.29,33.33,13,38.81,50,29.41,晴,北西,3,2,6.9,6,まくり差し,4,0.04,.  .,0.1744117647058823,0.1652252252252252,0.02702702702702703,0.10810810810810811,0.16216216216216217,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0
2024-10-10,大村,2,予選,5,5331,佐藤永梧,20,東京,56,B1,2.76,8.06,0.0,0.0,61,30.56,33,32.86,晴,北西,3,2,6.9,1,まくり差し,5,0.06,1.50.5,0.1479487179487179,0.1356097560975609,0.02857142857142857,0.08571428571428572,0.11428571428571428,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0
2024-10-10,大村,2,予選,6,5220,青木　蓮,23,埼玉,50,B1,6.2,43.9,0.0,0.0,65,38.03,13,39.71,晴,北西,3,2,6.81,4,まくり差し,6,0.06,1.53.3,0.1764285714285714,0.1768072289156626,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,3,予選,1,4298,宮下元胤,41,愛知,54,A2,6.03,38.94,0.0,0.0,26,33.8,41,29.17,晴,北,4,3,6.9,3,まくり,1,0.18,1.53.6,0.1331578947368421,0.1501321585903083,0.375,0.3392857142857143,0.10714285714285714,0.3392857142857143,0.0,0.0,0.0,0.0,0.16071428571428573,0.19642857142857142,0.16071428571428573
2024-10-10,大村,3,予選,2,4970,井町　泰,33,山口,49,B2,1.95,8.11,1.67,0.0,43,36.99,32,36.11,晴,北,4,3,6.93,6,まくり,2,0.21,.  .,0.1484615384615384,0.1585964912280701,0.06666666666666667,0.3333333333333333,0.28888888888888886,0.0,0.4222222222222222,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0
2024-10-10,大村,3,予選,3,4953,尾上雅也,29,埼玉,53,A1,6.22,49.6,0.0,0.0,21,37.88,29,37.5,晴,北,4,3,6.85,2,まくり,3,0.13,1.51.7,0.1675,0.1581021897810219,0.08888888888888889,0.2222222222222222,0.2,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,0.0,0.0,0.0
2024-10-10,大村,3,予選,4,4423,坂口貴彦,35,岡山,55,B1,5.06,31.68,4.19,22.58,25,22.86,12,23.29,晴,北,4,3,6.9,1,まくり,4,0.12,1.49.9,0.1570588235294117,0.167867298578199,0.1,0.25,0.275,0.0,0.0,0.0,0.05,0.025,0.0,0.0,0.0
2024-10-10,大村,3,予選,5,4009,小林一樹,45,山口,57,A2,5.69,43.02,6.68,52.0,45,42.03,55,10.0,晴,北,4,3,6.91,4,まくり,5,0.07,1.54.4,0.1225806451612903,0.1366666666666666,0.0975609756097561,0.24390243902439024,0.12195121951219512,0.0,0.0,0.0,0.024390243902439025,0.07317073170731707,0.0,0.0,0.0
2024-10-10,大村,3,予選,6,5309,森　雄利,20,長崎,52,B2,1.44,0.0,1.28,0.0,50,26.56,72,30.0,晴,北,4,3,6.89,5,まくり,6,0.03,.  .,0.1689772727272727,0.1633566433566433,0.0,0.10526315789473684,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,大村,4,予選,1,4151,下河誉史,42,福岡,54,A2,5.58,35.45,4.93,24.07,69,41.18,23,36.36,晴,北,4,3,6.82,4,まくり,1,0.37,1.55.5,0.1797368421052631,0.1901754385964912,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2024-10-10,大村,4,予選,2,4214,林　祐介,40,岡山,55,A2,5.76,39.29,5.39,33.33,72,41.67,63,27.94,晴,北,4,3,6.87,1,まくり,2,0.16,1.50.4,0.1614634146341463,0.1474789915966386,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
