日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-06-09,大村,1,一般,1,3455,谷本幸司,53,愛知,50,B1,3.83,16.67,0.0,0.0,19,49.6,48,31.28,雨,西,3,2,6.95,1,逃げ,1,0.29,1.51.9,0.1976470588235294,0.19504,5.0,17.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.29411764705882354,0.35294117647058826,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.0,0.17647058823529413,0.5294117647058824,0.0
2024-06-09,大村,1,一般,2,3989,熊本英一,45,佐賀,57,B1,4.23,19.32,4.62,24.0,17,39.44,13,30.18,雨,西,3,2,6.99,3,逃げ,2,0.23,1.53.7,0.2072222222222222,0.2098360655737705,2.0,36.0,9.0,6.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.25,0.16666666666666666,0.0,0.4722222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
2024-06-09,大村,1,一般,3,4196,田中太一,42,佐賀,52,B1,4.41,25.0,4.94,35.29,22,30.16,51,39.36,雨,西,3,2,7.04,6,逃げ,3,0.22,.  .,0.1734375,0.1751041666666666,4.0,32.0,6.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.125,0.1875,0.125,0.0,0.0,0.0,0.03125,0.0625,0.0,0.0,0.0
2024-06-09,大村,1,一般,4,4423,坂口貴彦,35,岡山,54,B1,5.1,33.0,4.43,24.62,49,33.33,70,32.08,雨,西,3,2,6.97,2,逃げ,4,0.09,1.52.8,0.153076923076923,0.156081081081081,2.0,39.0,6.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05128205128205128,0.15384615384615385,0.2564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0
2024-06-09,大村,1,一般,5,5309,森　雄利,19,長崎,51,B2,1.41,0.0,1.14,0.0,48,39.0,23,29.92,雨,西,3,2,6.97,5,逃げ,5,0.12,.  .,0.1719298245614035,0.1708974358974359,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-09,大村,1,一般,6,3857,阿波勝哉,51,東京,57,B1,4.37,15.84,2.78,0.0,23,35.32,40,34.71,雨,西,3,2,6.98,4,逃げ,6,0.14,1.54.9,0.2139682539682539,0.2136868686868687,6.0,126.0,14.0,28.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.047619047619047616,0.1111111111111111,0.2222222222222222,0.0,0.0,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0
2024-06-09,大村,2,一般,1,5017,澤田尚也,25,滋賀,52,A1,6.02,38.64,6.9,56.41,69,32.0,52,30.41,雨,南,1,1,6.91,1,逃げ,1,0.08,1.50.2,0.12875,0.1237055837563451,30.0,40.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.75,0.1,0.075,0.75,0.0,0.0,0.0,0.0,0.05,0.1,0.05
2024-06-09,大村,2,一般,2,4889,後藤盛也,35,東京,52,A2,5.35,34.92,6.4,40.0,34,37.39,53,29.35,雨,南,1,1,7.01,2,逃げ,2,0.08,1.51.7,0.1269696969696969,0.1259217877094972,9.0,33.0,5.0,3.0,0.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.15151515151515152,0.09090909090909091,0.0,0.6060606060606061,0.12121212121212122,0.12121212121212122,0.0,0.0,0.0,0.0
2024-06-09,大村,2,一般,3,3982,福田　理,46,岡山,58,B1,4.66,25.35,4.42,19.44,70,34.27,43,37.35,雨,南,1,1,6.98,3,逃げ,3,0.09,1.53.2,0.1617857142857142,0.1612727272727272,3.0,28.0,2.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.25,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.0,0.0,0.0
2024-06-09,大村,2,一般,4,3710,吉永泰弘,49,香川,55,B1,4.19,16.18,4.38,12.5,54,35.63,56,39.59,雨,南,1,1,6.99,4,逃げ,4,0.13,1.53.9,0.1625806451612903,0.1654106280193236,1.0,31.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.12903225806451613,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
