日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-09-23,福岡,1,一般,1,3641,一瀬　明,52,東京,52,A2,6.15,45.45,0.0,0.0,44,31.76,147,32.08,晴,北東,3,3,6.9,2,まくり差し,1,0.24,1.51.9,0.17131147540983607,0.17238255033557046,0.2631578947368421,0.4473684210526316,0.0
2023-09-23,福岡,1,一般,2,4942,柴田朋哉,33,福岡,53,B1,4.16,16.88,4.92,25.88,26,35.44,165,32.11,晴,北東,3,3,6.83,5,まくり差し,2,0.18,.  .,0.19612903225806452,0.18264044943820223,0.02857142857142857,0.34285714285714286,0.6
2023-09-23,福岡,1,一般,3,4866,橋本英一,33,福岡,54,B1,4.8,26.85,5.27,37.72,31,21.98,172,34.86,晴,北東,3,3,6.89,4,まくり差し,3,0.11,1.54.7,0.16155555555555554,0.15593607305936072,0.2,0.25,0.0
2023-09-23,福岡,1,一般,4,5214,田中宏典,24,佐賀,58,B2,2.47,1.35,0.94,0.0,48,47.32,112,32.38,晴,北東,3,3,6.85,3,まくり差し,5,0.17,1.53.4,0.17363636363636364,0.18072727272727274,0.0,0.2647058823529412,0.0
2023-09-23,福岡,1,一般,5,4683,向井田直,32,広島,47,B1,4.44,31.25,5.12,36.0,72,30.2,174,43.12,晴,北東,3,3,6.89,1,まくり差し,4,0.12,1.51.1,0.14382352941176468,0.12973118279569892,0.05555555555555555,0.19444444444444445,0.0
2023-09-23,福岡,1,一般,6,5249,三木晴斗,21,徳島,54,B1,1.85,1.28,1.33,0.0,33,33.77,146,33.33,晴,北東,3,3,6.81,6,まくり差し,6,0.11,.  .,0.17670886075949369,0.175,0.0,0.1935483870967742,0.0
2023-09-23,福岡,2,一般,1,4600,井内将太,38,広島,51,A1,6.43,43.44,5.76,41.46,17,37.5,158,41.12,晴,北,4,4,6.83,1,逃げ,1,0.21,1.51.3,0.12824561403508772,0.13201438848920866,0.11538461538461539,0.4230769230769231,0.0
2023-09-23,福岡,2,一般,2,4677,片橋幸貴,35,滋賀,54,A1,6.15,46.4,5.25,25.0,59,42.86,128,43.24,晴,北,4,4,6.86,3,逃げ,2,0.32,1.54.0,0.13634146341463416,0.13415730337078652,0.10344827586206896,0.3793103448275862,0.6206896551724138
2023-09-23,福岡,2,一般,3,4424,松尾昂明,38,福岡,51,A2,6.06,43.71,6.76,52.63,64,26.88,163,28.18,晴,北,4,4,6.85,2,逃げ,3,0.23,1.53.3,0.1708888888888889,0.16568345323741007,0.0,0.2222222222222222,0.0
2023-09-23,福岡,2,一般,4,4374,永田義紘,39,広島,51,B1,4.41,21.82,4.4,20.0,68,32.09,122,31.82,晴,北,4,4,6.9,4,逃げ,4,0.25,1.55.6,0.14243243243243242,0.15819444444444444,0.0,0.25925925925925924,0.0
