日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-08-06,大村,1,予選,1,4747,山戸信二,39,長崎,52,B1,3.78,15.94,4.23,19.15,69,48.0,67,35.29,晴,北西,2,1,6.98,1,逃げ,1,0.13,1.52.2,0.1884,0.16,1,25,7,5,1,0,0,0,0,8,4,6,0.04,0.28,0.2,0.04,0.0,0.0,0.0,0.0,0.32,0.16,0.24
2024-08-06,大村,1,予選,2,3627,井上恵一,54,福岡,53,B1,4.1,14.77,4.72,26.42,53,53.13,39,34.62,晴,北西,2,1,7.01,6,逃げ,2,0.15,.  .,0.177906976744186,0.1883823529411764,4,43,9,9,1,25,3,0,0,0,0,0,0.09302325581395349,0.20930232558139536,0.20930232558139536,0.023255813953488372,0.5813953488372093,0.06976744186046512,0.0,0.0,0.0,0.0,0.0
2024-08-06,大村,1,予選,3,3906,飯山晃三,46,長崎,61,B1,3.39,14.52,5.19,34.84,56,43.75,52,28.0,晴,北西,2,1,7.08,2,逃げ,3,0.21,1.53.4,0.1705263157894737,0.1831818181818182,1,38,7,6,0,0,1,0,0,0,0,0,0.02631578947368421,0.18421052631578946,0.15789473684210525,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0
2024-08-06,大村,1,予選,4,4259,真庭明志,40,長崎,53,A2,5.52,32.71,6.13,42.5,71,26.92,33,24.24,晴,北西,2,1,7.04,3,逃げ,4,0.22,1.54.4,0.1641860465116279,0.1527530364372469,3,43,8,14,0,0,1,1,1,0,0,0,0.06976744186046512,0.18604651162790697,0.32558139534883723,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0
2024-08-06,大村,1,予選,5,3989,熊本英一,46,佐賀,58,B1,4.09,18.18,4.33,20.41,35,13.64,47,53.57,晴,北西,2,1,6.99,4,逃げ,5,0.26,1.55.3,0.2138235294117647,0.2092857142857143,0,34,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,大村,1,予選,6,4060,島田一生,45,福岡,56,B1,4.25,29.0,4.65,26.09,41,37.5,73,43.33,晴,北西,2,1,7.03,5,逃げ,6,0.24,.  .,0.1612121212121212,0.16,1,33,2,3,0,0,0,0,1,0,0,0,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2024-08-06,大村,2,予選,1,4695,尾崎雄二,38,長崎,55,B1,4.81,24.27,4.67,24.81,58,11.54,63,27.27,晴,北西,2,1,7.04,1,逃げ,1,0.07,1.51.8,0.1653333333333333,0.181170731707317,13,30,3,6,11,0,1,0,0,7,7,3,0.43333333333333335,0.1,0.2,0.36666666666666664,0.0,0.03333333333333333,0.0,0.0,0.23333333333333334,0.23333333333333334,0.1
2024-08-06,大村,2,予選,2,4632,長尾京志,35,福岡,51,B1,4.92,21.79,4.83,20.0,30,40.0,64,50.0,晴,北西,2,1,7.06,3,逃げ,2,0.05,1.54.8,0.184,0.1744845360824742,5,30,7,5,0,14,4,0,1,0,0,0,0.16666666666666666,0.23333333333333334,0.16666666666666666,0.0,0.4666666666666667,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0
2024-08-06,大村,2,予選,3,3702,貞兼淳二,51,福岡,59,A2,5.2,34.85,6.08,45.95,74,11.76,48,31.58,晴,北西,2,1,7.07,5,逃げ,3,0.06,.  .,0.144,0.1484343434343434,6,30,7,7,0,0,0,1,5,0,0,0,0.2,0.23333333333333334,0.23333333333333334,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,0.0
2024-08-06,大村,2,予選,4,4315,山崎昂介,40,長崎,52,B1,5.06,28.28,5.91,40.74,20,27.78,75,12.0,晴,北西,2,1,7.01,2,逃げ,4,0.12,1.53.0,0.1604545454545454,0.1661333333333333,3,44,8,8,0,0,1,1,1,0,0,0,0.06818181818181818,0.18181818181818182,0.18181818181818182,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0,0.0,0.0
2024-08-06,大村,2,予選,5,5195,北村寧々,22,長崎,45,B1,4.39,22.08,3.41,12.15,68,42.31,34,19.51,晴,北西,2,1,7.05,6,逃げ,5,0.17,.  .,0.1523076923076923,0.1673015873015873,1,26,2,4,0,0,0,1,0,0,0,0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
2024-08-06,大村,2,予選,6,4004,山本浩輔,46,長崎,52,B1,4.26,22.06,4.98,30.08,33,25.0,19,34.38,晴,北西,2,1,7.04,4,逃げ,6,0.19,1.55.4,0.1910344827586207,0.16945,1,29,1,1,0,0,0,1,0,0,0,0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
2024-08-06,大村,3,予選,3,3224,栗山繁洋,59,佐賀,53,B1,3.98,21.35,7.48,64.0,47,25.81,56,34.62,晴,北西,2,1,7.02,2,恵まれ,3,0.04,1.54.2,0.1536363636363636,0.1766346153846154,2,33,4,6,0,0,0,2,0,0,0,0,0.06060606060606061,0.12121212121212122,0.18181818181818182,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0
2024-08-06,大村,3,予選,4,5008,羽野　諒,27,福岡,53,B1,4.88,27.27,4.72,24.53,17,16.0,62,45.45,晴,北西,2,1,7.08,1,恵まれ,4,0.06,1.52.3,0.1444444444444444,0.1380645161290322,2,27,2,9,0,0,0,1,1,0,0,0,0.07407407407407407,0.07407407407407407,0.3333333333333333,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0
2024-08-06,大村,3,予選,5,5335,森　陽多,19,長崎,47,B2,1.92,5.68,2.11,11.11,31,29.41,55,7.69,晴,北西,2,1,6.98,4,恵まれ,6,0.04,1.56.4,0.2004545454545454,0.2060162601626016,0,44,4,0,0,0,0,0,0,0,0,0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
