日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-08-28,福岡,1,カタメン１予,1,4643,近江翔吾,31,香川,53,A1,6.34,42.34,6.4,40.43,66,40.0,156,32.04,雨,東,3,3,6.9,1,逃げ,1,0.15,1.51.2,0.115,0.1353586497890295,42,52,5,0,40,0,0,0,0,4,1,2,0.8076923076923077,0.09615384615384616,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.019230769230769232,0.038461538461538464
2024-08-28,福岡,1,カタメン１予,2,4007,榮田将彦,45,山口,49,B1,4.6,27.16,5.03,30.0,47,28.57,122,27.62,雨,東,3,3,6.91,3,逃げ,2,0.16,1.54.0,0.1509523809523809,0.1408823529411765,6,42,11,6,0,20,2,2,1,0,0,0,0.14285714285714285,0.2619047619047619,0.14285714285714285,0.0,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0
2024-08-28,福岡,1,カタメン１予,3,4272,大場広孝,42,福岡,58,B1,5.2,31.5,5.85,43.88,38,32.59,168,40.74,雨,東,3,3,6.97,2,逃げ,3,0.22,1.53.5,0.1402272727272727,0.1524907063197026,5,44,9,8,0,0,1,2,1,0,0,0,0.11363636363636363,0.20454545454545456,0.18181818181818182,0.0,0.0,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.0,0.0,0.0
2024-08-28,福岡,1,カタメン１予,4,3459,中野和裕,57,佐賀,54,B1,3.69,13.48,4.92,32.0,11,27.72,162,30.7,雨,東,3,3,6.95,4,逃げ,4,0.21,1.55.6,0.1567857142857142,0.1705405405405405,1,28,3,7,0,0,1,0,0,0,0,0,0.03571428571428571,0.10714285714285714,0.25,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
2024-08-28,福岡,1,カタメン１予,5,4894,原村拓也,33,香川,52,B1,4.81,26.98,5.56,32.0,60,29.1,119,37.74,雨,東,3,3,6.96,5,逃げ,5,0.16,.  .,0.1518918918918919,0.1608979591836734,1,37,3,8,0,0,0,1,0,0,0,0,0.02702702702702703,0.08108108108108109,0.21621621621621623,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0
2024-08-28,福岡,1,カタメン１予,6,5337,出畑孝成,18,福岡,54,B2,1.38,0.0,1.44,0.0,45,37.69,132,30.63,雨,東,3,3,6.95,6,逃げ,6,0.17,.  .,0.2044705882352941,0.2055555555555555,0,85,1,1,0,0,0,0,0,0,0,0,0.0,0.011764705882352941,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28,福岡,2,予選,1,3508,久富政弘,53,佐賀,54,B1,4.68,25.6,5.19,27.66,23,30.28,153,32.26,雨,東,3,3,6.99,5,まくり差し,1,0.29,.  .,0.1745454545454545,0.1909338521400778,14,44,15,2,14,0,0,0,0,7,8,8,0.3181818181818182,0.3409090909090909,0.045454545454545456,0.3181818181818182,0.0,0.0,0.0,0.0,0.1590909090909091,0.18181818181818182,0.18181818181818182
2024-08-28,福岡,2,予選,2,3567,吉岡　誠,54,山口,55,B1,3.9,16.13,4.64,22.73,72,33.82,106,35.92,雨,東,3,3,7.0,6,まくり差し,2,0.28,.  .,0.1454166666666666,0.1478518518518518,1,24,3,4,0,17,0,1,0,0,0,0,0.041666666666666664,0.125,0.16666666666666666,0.0,0.7083333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
2024-08-28,福岡,2,予選,3,4059,入澤友治,45,東京,54,A2,5.5,38.1,5.14,33.33,12,31.25,111,36.84,雨,東,3,3,6.99,1,まくり差し,3,0.24,1.52.1,0.1543243243243243,0.144656862745098,7,37,7,8,0,0,0,4,3,0,0,0,0.1891891891891892,0.1891891891891892,0.21621621621621623,0.0,0.0,0.0,0.10810810810810811,0.08108108108108109,0.0,0.0,0.0
2024-08-28,福岡,2,予選,4,3107,平岡重典,60,大阪,50,B1,4.33,15.56,4.88,26.92,65,40.34,108,28.7,雨,東,3,3,6.96,3,まくり差し,4,0.21,1.55.1,0.1883783783783783,0.1926767676767676,0,37,4,6,0,0,0,0,0,0,0,0,0.0,0.10810810810810811,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
