日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2023-08-01,唐津,1,朝１戦予選,1,3805,高橋英之,49,東京,53,A2,6.23,46.34,0.0,0.0,62,36.25,53,30.93,晴,無風,0,0,6.82,3,抜き,1,0.1,1.52.9,0.1556756756756756,0.132680412371134,21,37,11,3,20,0,0,0,0,3,7,6,0.5675675675675675,0.2972972972972973,0.08108108108108109,0.5405405405405406,0.0,0.0,0.0,0.0,0.08108108108108109,0.1891891891891892,0.16216216216216217
2023-08-01,唐津,1,朝１戦予選,2,4031,飯島　誠,44,埼玉,53,B1,4.43,29.73,0.0,0.0,60,33.04,58,36.73,晴,無風,0,0,6.92,2,抜き,2,0.11,1.51.6,0.1690625,0.1609550561797753,3,32,8,4,0,11,2,1,0,0,0,0,0.09375,0.25,0.125,0.0,0.34375,0.0625,0.03125,0.0,0.0,0.0,0.0
2023-08-01,唐津,1,朝１戦予選,3,4439,近藤友宝,37,埼玉,53,B1,4.19,19.78,0.0,0.0,61,31.66,54,46.0,晴,無風,0,0,6.71,6,抜き,6,0.04,1.58.1,0.1739285714285714,0.1778857142857142,1,28,3,7,0,0,0,0,0,0,0,0,0.03571428571428571,0.10714285714285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,1,朝１戦予選,4,5044,渡邉　健,24,東京,56,B1,4.72,28.26,0.0,0.0,58,36.13,87,21.33,晴,無風,0,0,6.81,4,抜き,3,0.09,1.55.1,0.1436111111111111,0.1635869565217391,5,36,8,6,0,0,1,3,0,0,0,0,0.1388888888888889,0.2222222222222222,0.16666666666666666,0.0,0.0,0.027777777777777776,0.08333333333333333,0.0,0.0,0.0,0.0
2023-08-01,唐津,1,朝１戦予選,5,5154,村松栄太,27,広島,53,B1,4.11,18.29,1.86,0.0,46,38.74,34,30.11,晴,無風,0,0,6.79,5,抜き,4,0.03,1.56.1,0.1821951219512195,0.177537688442211,2,41,1,6,0,0,0,1,1,0,0,0,0.04878048780487805,0.024390243902439025,0.14634146341463414,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0
2023-08-01,唐津,1,朝１戦予選,6,5258,仲本　舜,18,福岡,52,B2,1.64,2.13,1.08,0.0,30,35.83,72,25.0,晴,無風,0,0,6.83,1,抜き,5,0.09,1.49.4,0.2196666666666666,0.197719298245614,0,60,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,2,モー２ング予,1,4983,前田篤哉,26,愛知,52,A1,6.21,42.22,6.9,60.0,56,46.05,50,28.0,晴,北,1,1,6.69,1,逃げ,1,0.11,1.50.7,0.1644615384615384,0.1646527777777778,44,65,7,5,42,0,0,1,0,7,5,7,0.676923076923077,0.1076923076923077,0.07692307692307693,0.6461538461538462,0.0,0.0,0.015384615384615385,0.0,0.1076923076923077,0.07692307692307693,0.1076923076923077
2023-08-01,唐津,2,モー２ング予,2,3681,山谷　央,50,東京,51,A2,5.08,26.51,5.73,36.36,20,33.46,71,32.98,晴,北,1,1,6.73,2,逃げ,2,0.09,1.51.5,0.1497560975609756,0.1684581497797357,7,41,14,7,0,17,6,1,0,0,0,0,0.17073170731707318,0.34146341463414637,0.17073170731707318,0.0,0.4146341463414634,0.14634146341463414,0.024390243902439025,0.0,0.0,0.0,0.0
2023-08-01,唐津,2,モー２ング予,3,4837,酒井陽祐,34,愛知,51,B1,4.6,22.06,3.0,11.11,53,34.65,78,41.25,晴,北,1,1,6.8,4,逃げ,3,0.06,1.54.1,0.1671875,0.1791447368421052,3,32,3,10,0,0,0,2,1,0,0,0,0.09375,0.09375,0.3125,0.0,0.0,0.0,0.0625,0.03125,0.0,0.0,0.0
2023-08-01,唐津,2,モー２ング予,4,5147,田中勇輔,29,埼玉,51,B1,3.97,22.03,0.0,0.0,17,36.62,76,45.05,晴,北,1,1,6.84,5,逃げ,4,0.1,1.55.4,0.1418518518518518,0.1541420118343195,4,27,6,3,0,0,0,1,1,0,0,0,0.14814814814814814,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0
2023-08-01,唐津,2,モー２ング予,5,4258,関根彰人,39,埼玉,51,B1,5.02,25.0,0.0,0.0,36,43.33,32,36.26,晴,北,1,1,6.82,6,逃げ,5,0.32,1.55.9,0.1955555555555555,0.1869506726457399,0,36,1,10,0,0,0,0,0,0,0,0,0.0,0.027777777777777776,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,2,モー２ング予,6,5115,香川颯太,23,滋賀,52,B1,5.15,34.15,4.42,26.32,40,34.96,35,29.29,晴,北,1,1,6.82,3,逃げ,6,0.19,1.52.5,0.1481818181818181,0.1414084507042253,4,33,1,5,0,0,0,3,1,0,0,0,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.0,0.0,0.0
2023-08-01,唐津,3,３ライズ戦予,1,4959,井上忠政,27,大阪,53,A2,6.27,44.35,7.37,42.11,37,48.87,43,39.0,晴,北,1,1,6.73,1,逃げ,1,0.15,1.48.8,0.1582608695652174,0.1675,33,46,6,4,31,0,0,0,0,1,3,4,0.717391304347826,0.13043478260869565,0.08695652173913043,0.6739130434782609,0.0,0.0,0.0,0.0,0.021739130434782608,0.06521739130434782,0.08695652173913043
2023-08-01,唐津,3,３ライズ戦予,2,3880,浅見宗孝,50,埼玉,56,B1,4.85,24.56,0.0,0.0,32,29.54,69,26.83,晴,北,1,1,6.88,2,逃げ,2,0.2,1.52.0,0.1504255319148936,0.1645787545787545,9,47,9,9,0,22,6,3,0,0,0,0,0.19148936170212766,0.19148936170212766,0.19148936170212766,0.0,0.46808510638297873,0.1276595744680851,0.06382978723404255,0.0,0.0,0.0,0.0
2023-08-01,唐津,3,３ライズ戦予,3,4239,竹田辰也,39,山口,54,A1,6.88,52.08,7.6,60.0,23,28.57,79,30.69,晴,北,1,1,6.81,3,逃げ,3,0.15,1.53.1,0.178,0.1508225108225108,10,35,8,8,0,0,1,4,4,0,0,0,0.2857142857142857,0.22857142857142856,0.22857142857142856,0.0,0.0,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0
2023-08-01,唐津,3,３ライズ戦予,4,3583,齋藤智裕,50,埼玉,59,B1,4.41,30.0,0.0,0.0,64,32.38,47,29.35,晴,北,1,1,6.98,5,逃げ,4,0.18,1.56.2,0.1813513513513513,0.1796296296296296,1,37,4,3,0,0,0,0,1,0,0,0,0.02702702702702703,0.10810810810810811,0.08108108108108109,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0
2023-08-01,唐津,3,３ライズ戦予,5,5219,森口和紀,22,福岡,52,B1,2.33,3.92,1.04,0.0,54,34.29,60,29.0,晴,北,1,1,6.85,6,逃げ,5,0.15,1.56.5,0.1604444444444444,0.177037037037037,0,45,4,2,0,0,0,0,0,0,0,0,0.0,0.08888888888888889,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,3,３ライズ戦予,6,4417,服部　剛,36,静岡,54,B1,4.64,27.54,5.59,23.53,47,33.76,40,34.74,晴,北,1,1,6.88,4,逃げ,6,0.11,1.54.9,0.21,0.1945402298850574,0,23,5,4,0,0,0,0,0,0,0,0,0.0,0.21739130434782608,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,4,おは４戦予選,1,5106,山崎　祥,24,山口,51,B1,4.04,23.64,3.35,13.04,31,40.38,62,24.0,晴,北,1,1,6.83,1,逃げ,1,0.2,1.49.9,0.1978947368421052,0.1841717791411043,7,19,3,4,7,0,0,0,0,4,6,2,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.0,0.0,0.0,0.0,0.21052631578947367,0.3157894736842105,0.10526315789473684
2023-08-01,唐津,4,おは４戦予選,2,4692,酒井俊弘,39,福井,53,A2,5.15,33.64,4.94,25.0,13,27.55,31,41.24,晴,北,1,1,6.9,4,逃げ,2,0.14,1.54.3,0.1319444444444444,0.1416836734693877,11,36,7,2,0,18,4,7,0,0,0,0,0.3055555555555556,0.19444444444444445,0.05555555555555555,0.0,0.5,0.1111111111111111,0.19444444444444445,0.0,0.0,0.0,0.0
2023-08-01,唐津,4,おは４戦予選,3,4949,横田貴満,30,佐賀,50,A2,6.04,42.73,5.33,31.69,49,22.05,52,29.17,晴,北,1,1,6.8,3,逃げ,3,0.17,1.53.2,0.1638461538461538,0.1671681415929203,4,39,8,7,0,0,0,1,2,0,0,0,0.10256410256410256,0.20512820512820512,0.1794871794871795,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0
2023-08-01,唐津,4,おは４戦予選,4,5167,小川竜太,23,埼玉,53,B1,4.69,29.0,2.67,16.67,18,31.76,70,30.39,晴,北,1,1,6.84,6,逃げ,4,0.16,1.58.0,0.1345,0.1432338308457711,2,40,3,6,0,0,0,2,0,0,0,0,0.05,0.075,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
2023-08-01,唐津,4,おは４戦予選,5,4102,益田啓司,44,福岡,51,A1,6.67,53.49,7.17,61.11,44,33.33,86,30.12,晴,北,1,1,6.85,2,逃げ,5,0.18,1.52.2,0.1605405405405405,0.1474161073825503,4,37,8,10,0,0,0,2,1,0,0,0,0.10810810810810811,0.21621621621621623,0.2702702702702703,0.0,0.0,0.0,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0
2023-08-01,唐津,4,おは４戦予選,6,5159,笠間憲哉,25,愛知,51,B1,2.32,5.06,0.0,0.0,45,41.26,44,19.77,晴,北,1,1,6.86,5,逃げ,6,0.19,1.56.3,0.1706451612903226,0.1745348837209302,1,31,0,1,0,0,0,1,0,0,0,0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0
2023-08-01,唐津,5,予選特賞Ｂ,1,3761,山本光雄,51,滋賀,55,B1,5.4,31.96,0.0,0.0,52,36.92,37,36.26,晴,北,2,2,6.9,1,逃げ,1,0.18,1.50.7,0.16,0.1584474885844749,19,32,5,3,17,0,0,0,0,2,6,4,0.59375,0.15625,0.09375,0.53125,0.0,0.0,0.0,0.0,0.0625,0.1875,0.125
2023-08-01,唐津,5,予選特賞Ｂ,2,4415,下出卓矢,36,福井,57,A1,5.82,41.9,4.56,33.33,16,38.81,77,29.35,晴,北,2,2,6.83,3,逃げ,2,0.19,1.53.4,0.1395555555555555,0.1499259259259259,6,45,14,11,0,32,4,2,0,0,0,0,0.13333333333333333,0.3111111111111111,0.24444444444444444,0.0,0.7111111111111111,0.08888888888888889,0.044444444444444446,0.0,0.0,0.0,0.0
2023-08-01,唐津,5,予選特賞Ｂ,3,4031,飯島　誠,44,埼玉,53,B1,4.43,29.73,0.0,0.0,60,33.04,58,36.73,晴,北,2,2,6.9,2,逃げ,3,0.2,1.51.5,0.1472413793103448,0.1609550561797753,2,29,7,6,0,0,0,2,0,0,0,0,0.06896551724137931,0.2413793103448276,0.20689655172413793,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0
2023-08-01,唐津,5,予選特賞Ｂ,4,5041,荒牧凪沙,24,福岡,52,B2,3.66,17.07,5.59,34.38,29,46.76,65,35.16,晴,北,2,2,6.76,4,逃げ,4,0.22,1.53.7,0.178,0.1772,0,20,1,3,0,0,0,0,0,0,0,0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,5,予選特賞Ｂ,5,3430,角浜　修,55,広島,54,B1,4.14,28.72,4.24,18.18,15,42.15,59,44.09,晴,北,2,2,6.87,6,逃げ,5,0.26,1.57.2,0.1816666666666666,0.1692156862745098,0,42,1,5,0,0,0,0,0,0,0,0,0.0,0.023809523809523808,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,5,予選特賞Ｂ,6,5177,松井貫太,27,福岡,51,B1,2.15,4.65,1.55,0.0,50,33.59,42,40.66,晴,北,2,2,6.83,5,逃げ,6,0.25,1.55.3,0.1969491525423728,0.194139344262295,0,59,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,6,予選,1,5147,田中勇輔,29,埼玉,51,B1,3.97,22.03,0.0,0.0,17,36.62,76,45.05,晴,北,2,2,6.85,5,まくり,1,0.23,1.55.7,0.2118181818181818,0.1541420118343195,6,22,4,2,5,0,0,0,0,4,7,2,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.3181818181818182,0.09090909090909091
2023-08-01,唐津,6,予選,2,5154,村松栄太,27,広島,53,B1,4.11,18.29,1.86,0.0,46,38.74,34,30.11,晴,北,2,2,6.81,6,まくり,2,0.26,1.56.3,0.1712903225806451,0.177537688442211,3,31,3,3,0,22,2,1,0,0,0,0,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0,0.7096774193548387,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0
2023-08-01,唐津,6,予選,3,4448,青木玄太,36,滋賀,51,A1,7.41,61.02,6.38,32.5,66,37.62,61,29.47,晴,北,2,2,6.78,1,まくり,5,0.17,1.48.8,0.1307407407407407,0.153578947368421,7,27,10,5,0,0,0,3,3,0,0,0,0.25925925925925924,0.37037037037037035,0.18518518518518517,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
2023-08-01,唐津,6,予選,4,3297,藤丸光一,56,福岡,49,A2,5.23,31.82,5.43,33.33,14,28.23,85,23.26,晴,北,2,2,6.91,4,まくり,3,0.32,1.54.5,0.1758333333333333,0.1829411764705882,2,36,6,9,0,0,0,2,0,0,0,0,0.05555555555555555,0.16666666666666666,0.25,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
2023-08-01,唐津,6,予選,5,4252,松下哲也,40,福岡,53,B1,4.18,18.92,4.15,19.75,67,33.47,90,22.83,晴,北,2,2,6.94,2,まくり,6,0.37,1.53.2,0.1477777777777777,0.1630102040816326,2,36,7,4,0,0,0,0,2,0,0,0,0.05555555555555555,0.19444444444444445,0.1111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
2023-08-01,唐津,6,予選,6,3212,亀本勇樹,61,広島,58,B1,4.35,24.64,5.4,45.0,27,40.2,33,39.13,晴,北,2,2,6.92,3,まくり,4,0.24,1.54.2,0.2461538461538461,0.1870238095238095,0,26,2,1,0,0,0,0,0,0,0,0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,7,予選,1,4740,齋藤達希,31,静岡,53,B1,4.37,22.22,0.0,0.0,26,31.78,55,19.05,晴,北,3,3,6.89,1,逃げ,1,0.1,1.50.1,0.1645833333333333,0.1832738095238095,9,24,5,5,9,0,0,0,0,3,10,1,0.375,0.20833333333333334,0.20833333333333334,0.375,0.0,0.0,0.0,0.0,0.125,0.4166666666666667,0.041666666666666664
2023-08-01,唐津,7,予選,2,4417,服部　剛,36,静岡,54,B1,4.64,27.54,5.59,23.53,47,33.76,40,34.74,晴,北,3,3,6.87,5,逃げ,2,0.16,1.55.3,0.196,0.1945402298850574,4,35,11,7,0,18,4,0,0,0,0,0,0.11428571428571428,0.3142857142857143,0.2,0.0,0.5142857142857142,0.11428571428571428,0.0,0.0,0.0,0.0,0.0
2023-08-01,唐津,7,予選,3,4506,稗田聖也,35,福岡,53,A2,5.74,43.53,6.9,55.17,59,34.32,67,28.57,晴,北,3,3,6.86,2,逃げ,3,0.13,1.50.7,0.1435,0.144156378600823,12,40,9,4,0,0,1,8,1,0,0,0,0.3,0.225,0.1,0.0,0.0,0.025,0.2,0.025,0.0,0.0,0.0
2023-08-01,唐津,7,予選,4,5115,香川颯太,23,滋賀,52,B1,5.15,34.15,4.42,26.32,40,34.96,35,29.29,晴,北,3,3,6.89,3,逃げ,4,0.14,1.53.4,0.1425641025641025,0.1414084507042253,6,39,12,6,0,0,1,2,3,0,0,0,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.0,0.0,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.0,0.0,0.0
