日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2023-07-18,芦屋,1,サンライズＶ,1,3436,柏野幸二,54,岡山,50,A2,5.52,36.51,6.1,48.28,56,35.19,37,21.57,晴,東,1,1,6.84,1,逃げ,1,0.07,1.50.3,0.1258536585365853,0.1319095477386934,21,41,14,4,20,0,0,0,0,8,3,8,0.5121951219512195,0.34146341463414637,0.0975609756097561,0.4878048780487805,0.0,0.0,0.0,0.0,0.1951219512195122,0.07317073170731707,0.1951219512195122
2023-07-18,芦屋,1,サンライズＶ,2,5107,松本真広,24,福岡,50,B1,3.63,14.61,2.21,3.95,28,26.53,61,16.67,晴,東,1,1,6.83,3,逃げ,2,0.19,1.53.2,0.1719047619047619,0.1844278606965174,1,42,8,6,1,22,0,0,0,0,0,0,0.023809523809523808,0.19047619047619047,0.14285714285714285,0.023809523809523808,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,芦屋,1,サンライズＶ,3,3663,木山和幸,53,広島,51,B1,5.36,35.9,5.22,34.48,2,46.15,56,31.58,晴,東,1,1,6.88,5,逃げ,3,0.07,.  .,0.1578431372549019,0.1712781954887218,8,51,11,6,0,0,0,4,1,0,0,0,0.1568627450980392,0.21568627450980393,0.11764705882352941,0.0,0.0,0.0,0.0784313725490196,0.0196078431372549,0.0,0.0,0.0
2023-07-18,芦屋,1,サンライズＶ,4,3928,林　恵祐,47,福岡,59,B1,4.78,28.24,4.33,25.27,12,50.0,28,41.18,晴,東,1,1,6.85,2,逃げ,4,0.07,1.52.0,0.1623913043478261,0.1687084870848708,4,46,6,8,0,0,0,4,0,0,0,0,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0
2023-07-18,芦屋,1,サンライズＶ,5,5219,森口和紀,22,福岡,52,B1,2.02,4.08,1.63,0.0,59,35.19,64,41.07,晴,東,1,1,6.76,4,逃げ,5,0.06,1.54.4,0.1654545454545454,0.1764179104477612,0,44,4,1,0,0,0,0,0,0,0,0,0.0,0.09090909090909091,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,芦屋,1,サンライズＶ,6,5291,三嶌ここ,22,香川,50,B2,1.0,0.0,0.0,0.0,20,51.85,70,13.73,晴,東,1,1,6.83,6,逃げ,6,0.23,.  .,0.24125,0.2321739130434782,0,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-18,芦屋,2,サンライズＷ,1,3890,小宮淳史,47,岡山,58,A2,5.64,40.79,4.86,17.24,48,38.71,55,32.73,晴,南東,1,1,6.78,1,抜き,1,0.12,1.50.9,0.164375,0.17359375,17,32,11,2,14,0,0,0,0,3,8,3,0.53125,0.34375,0.0625,0.4375,0.0,0.0,0.0,0.0,0.09375,0.25,0.09375
2023-07-18,芦屋,2,サンライズＷ,2,4896,花本　剛,31,山口,57,B1,4.43,25.37,4.21,15.79,63,32.76,14,38.18,晴,南東,1,1,6.88,2,抜き,2,0.15,1.51.6,0.1741379310344827,0.182077922077922,3,29,2,3,0,14,1,1,0,0,0,0,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.0,0.4827586206896552,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0
2023-07-18,芦屋,2,サンライズＷ,3,4753,森　照夫,34,福岡,54,B1,4.42,25.42,5.42,41.67,13,15.22,67,27.59,晴,南東,1,1,6.82,4,抜き,3,0.11,1.53.8,0.1531034482758621,0.1642857142857142,4,29,7,5,0,0,1,2,1,0,0,0,0.13793103448275862,0.2413793103448276,0.1724137931034483,0.0,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0
2023-07-18,芦屋,2,サンライズＷ,4,4302,西野翔太,40,広島,52,A1,5.89,39.25,6.46,51.46,62,28.3,54,46.03,晴,南東,1,1,6.81,6,抜き,4,0.12,.  .,0.135,0.1538524590163934,3,44,10,8,0,0,2,0,1,0,0,0,0.06818181818181818,0.22727272727272727,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0,0.022727272727272728,0.0,0.0,0.0
