日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2021-05-06,大村,1,予選,1,4498,宮本夏樹,33,長崎,54,B1,4.88,29.17,5.55,38.54,64,32.87,47,30.0,晴,西,2,1,6.84,1,逃げ,1,0.17,1.50.1,宮本夏樹,30.0,12.0,8.0,3.0,0.1786666666666666,11.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,3.0,0.0,0.1726666666666666,0.4,0.26666666666666666,0.1,0.36666666666666664,0.0,0.0,0.0,0.0,0.3,0.16666666666666666,0.1
2021-05-06,大村,1,予選,2,4899,占部一真,29,福岡,52,B1,3.67,17.78,0.0,0.0,61,38.78,45,36.76,晴,西,2,1,6.96,4,逃げ,2,0.13,1.53.9,占部一真,24.0,2.0,6.0,4.0,0.1704166666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.167593984962406,0.08333333333333333,0.25,0.16666666666666666,0.0,0.5833333333333334,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
2021-05-06,大村,1,予選,3,4495,森晋太郎,34,福岡,53,B1,4.85,31.4,4.43,25.71,12,45.23,66,37.44,晴,西,2,1,6.93,2,逃げ,3,0.14,1.51.8,森晋太郎,32.0,0.0,10.0,10.0,0.14125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155632911392405,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,1,予選,4,4299,中島浩哉,38,長崎,56,B1,4.04,17.5,4.92,31.01,19,28.5,54,39.8,晴,西,2,1,6.98,3,逃げ,4,0.16,1.53.0,中島浩哉,35.0,2.0,6.0,8.0,0.1248571428571428,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1478325123152709,0.05714285714285714,0.17142857142857143,0.22857142857142856,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0
2021-05-06,大村,1,予選,5,4632,長尾京志,32,福岡,52,B1,4.17,17.11,4.43,21.74,52,31.68,76,31.35,晴,西,2,1,6.92,5,逃げ,5,0.14,.  .,長尾京志郎,30.0,1.0,1.0,7.0,0.1716666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723699421965318,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
2021-05-06,大村,1,予選,6,5195,北村寧々,19,長崎,45,B2,0.0,0.0,0.0,0.0,66,30.05,22,23.27,晴,西,2,1,7.03,6,逃げ,6,0.11,.  .,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,2,予選,1,3752,宇土泰就,49,福岡,52,B1,4.77,21.59,4.91,33.96,35,35.96,38,29.08,晴,西,2,1,6.86,3,差し,1,0.24,1.51.7,宇土泰就,27.0,9.0,7.0,6.0,0.1751851851851851,7.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,4.0,0.0,0.1680094786729858,0.3333333333333333,0.25925925925925924,0.2222222222222222,0.25925925925925924,0.0,0.0,0.0,0.0,0.4074074074074074,0.07407407407407407,0.14814814814814814
2021-05-06,大村,2,予選,2,3875,廣中良一,44,山口,51,B1,3.95,19.51,3.05,9.52,48,33.66,60,40.78,晴,西,2,1,6.94,2,差し,2,0.22,1.51.0,廣中良一,38.0,2.0,9.0,10.0,0.1821052631578947,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1672588832487309,0.05263157894736842,0.23684210526315788,0.2631578947368421,0.0,0.5789473684210527,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0
2021-05-06,大村,2,予選,3,3871,池田紫乃,45,長崎,44,B1,5.19,35.9,4.9,28.81,27,34.72,36,38.42,晴,西,2,1,6.95,4,差し,3,0.24,1.53.6,池田紫乃,34.0,4.0,10.0,7.0,0.1873529411764705,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1879255319148936,0.11764705882352941,0.29411764705882354,0.20588235294117646,0.0,0.0,0.029411764705882353,0.08823529411764706,0.0,0.0,0.0,0.0
2021-05-06,大村,2,予選,4,4982,中村将隆,24,兵庫,58,B1,2.04,0.0,3.71,7.14,20,36.1,63,30.89,晴,西,2,1,6.97,6,差し,5,0.44,.  .,中村将隆,14.0,0.0,0.0,0.0,0.1699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,2,予選,5,4747,山戸信二,35,長崎,52,B1,3.65,18.92,3.95,19.33,21,31.31,31,24.72,晴,西,2,1,6.91,5,差し,6,0.28,.  .,山戸信二,28.0,1.0,2.0,1.0,0.1671428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666176470588235,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
2021-05-06,大村,2,予選,6,4060,島田一生,42,福岡,56,A2,5.35,36.43,5.23,32.79,70,36.1,23,30.16,晴,西,2,1,6.87,1,差し,4,0.21,1.49.5,島田一生,47.0,5.0,7.0,5.0,0.1942553191489361,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1670567375886524,0.10638297872340426,0.14893617021276595,0.10638297872340426,0.0,0.0,0.0,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0
2021-05-06,大村,3,予選,1,4458,抹香雄三,35,広島,54,B1,4.86,26.27,4.43,21.74,47,26.09,56,31.44,晴,西,1,1,6.93,2,まくり差し,1,0.11,1.51.4,抹香雄三,33.0,21.0,1.0,3.0,0.1527272727272727,19.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.0,0.1616226415094339,0.6363636363636364,0.030303030303030304,0.09090909090909091,0.5757575757575758,0.0,0.0,0.0,0.0,0.12121212121212122,0.09090909090909091,0.06060606060606061
2021-05-06,大村,3,予選,2,4694,高田　綾,36,福岡,42,B1,4.49,27.96,5.52,20.69,63,27.64,58,34.98,晴,西,1,1,6.93,5,まくり差し,2,0.21,.  .,高田綾,37.0,3.0,8.0,8.0,0.201081081081081,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.1742792792792792,0.08108108108108109,0.21621621621621623,0.21621621621621623,0.0,0.5405405405405406,0.08108108108108109,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,3,予選,3,4734,安河内将,31,佐賀,51,A2,6.94,56.63,6.91,45.45,13,40.98,28,31.96,晴,西,1,1,6.96,1,まくり差し,3,0.14,1.50.0,安河内将,32.0,5.0,12.0,4.0,0.1528125,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1533495145631068,0.15625,0.375,0.125,0.0,0.0,0.03125,0.03125,0.0625,0.0,0.0,0.0
2021-05-06,大村,3,予選,4,4919,吉田翔悟,30,長崎,52,B1,5.12,31.73,4.95,29.32,15,32.04,14,28.96,晴,西,1,1,6.92,4,まくり差し,4,0.19,1.53.5,吉田翔悟,40.0,3.0,9.0,8.0,0.1345,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1425550660792951,0.075,0.225,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
2021-05-06,大村,3,予選,5,3559,水長照雄,53,山口,53,B1,4.06,17.05,4.21,17.54,59,30.69,30,20.93,晴,西,1,1,6.91,6,まくり差し,5,0.19,.  .,水長照雄,36.0,0.0,4.0,13.0,0.1747222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822162162162162,0.0,0.1111111111111111,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,3,予選,6,4398,船岡洋一,34,広島,53,A1,6.75,50.81,6.54,51.35,18,43.88,69,28.16,晴,西,1,1,6.87,3,まくり差し,6,0.12,1.51.8,船岡洋一郎,51.0,2.0,7.0,10.0,0.1284313725490196,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333968253968254,0.0392156862745098,0.13725490196078433,0.19607843137254902,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0
2021-05-06,大村,4,予選,1,3164,森脇　徹,60,山口,53,B1,4.4,16.0,4.55,18.18,30,40.0,18,27.23,晴,無風,0,0,6.93,3,まくり差し,1,0.21,1.52.2,森脇徹,12.0,1.0,1.0,3.0,0.2341666666666666,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.1963461538461538,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.5833333333333334,0.16666666666666666
2021-05-06,大村,4,予選,2,4000,松本博昭,44,広島,55,A2,6.28,42.34,7.71,71.43,25,38.31,32,27.42,晴,無風,0,0,6.9,4,まくり差し,2,0.21,1.52.3,松本博昭,53.0,7.0,22.0,9.0,0.1658490566037736,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.1722073578595317,0.1320754716981132,0.41509433962264153,0.16981132075471697,0.0,0.6037735849056604,0.05660377358490566,0.05660377358490566,0.0,0.0,0.0,0.0
2021-05-06,大村,4,予選,3,4153,佐々木巌,40,山口,58,B1,3.78,15.28,4.28,22.0,28,28.87,67,42.36,晴,無風,0,0,7.0,5,まくり差し,3,0.18,.  .,佐々木巌,33.0,1.0,8.0,6.0,0.1657575757575757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1939226519337016,0.030303030303030304,0.24242424242424243,0.18181818181818182,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2021-05-06,大村,4,予選,5,3562,山下和彦,51,広島,52,A2,6.26,46.15,7.17,52.38,67,29.59,20,33.67,晴,無風,0,0,6.88,2,まくり差し,4,0.14,1.50.3,山下和彦,33.0,5.0,4.0,8.0,0.1703030303030303,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707942238267148,0.15151515151515152,0.12121212121212122,0.24242424242424243,0.0,0.0,0.0,0.09090909090909091,0.06060606060606061,0.0,0.0,0.0
2021-05-06,大村,4,予選,6,3876,中辻崇人,44,福岡,52,A1,6.87,56.6,6.44,40.0,68,31.1,72,31.79,晴,無風,0,0,6.89,1,まくり差し,5,0.15,1.48.9,中辻崇人,34.0,2.0,9.0,2.0,0.1338235294117647,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14864,0.058823529411764705,0.2647058823529412,0.058823529411764705,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0
2021-05-06,大村,5,予選,1,3273,石田　豪,55,広島,51,B1,5.03,31.25,3.59,10.34,72,44.61,68,34.31,晴,西,1,1,6.87,5,まくり,1,0.21,.  .,石田豪,39.0,16.0,12.0,5.0,0.1664102564102564,16.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,2.0,0.0,0.1624999999999999,0.41025641025641024,0.3076923076923077,0.1282051282051282,0.41025641025641024,0.0,0.0,0.0,0.0,0.2564102564102564,0.23076923076923078,0.05128205128205128
2021-05-06,大村,5,予選,2,3828,明石正之,47,兵庫,51,A2,6.64,47.2,6.36,31.82,69,30.92,43,39.89,晴,西,1,1,6.87,4,まくり,2,0.21,1.53.1,明石正之,49.0,7.0,21.0,9.0,0.1557142857142857,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.1603284671532846,0.14285714285714285,0.42857142857142855,0.1836734693877551,0.0,0.6938775510204082,0.08163265306122448,0.061224489795918366,0.0,0.0,0.0,0.0
2021-05-06,大村,5,予選,3,3470,新田芳美,51,徳島,46,B1,4.8,31.43,4.94,29.41,44,27.41,44,31.25,晴,西,1,1,6.85,6,まくり,4,0.21,.  .,新田芳美,21.0,4.0,4.0,4.0,0.1842857142857143,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671818181818181,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0
2021-05-06,大村,5,予選,4,4632,長尾京志,32,福岡,52,B1,4.17,17.11,4.43,21.74,52,31.68,76,31.35,晴,西,1,1,6.9,1,まくり,5,0.14,1.49.6,長尾京志郎,26.0,2.0,3.0,7.0,0.1580769230769231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723699421965318,0.07692307692307693,0.11538461538461539,0.2692307692307692,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0
2021-05-06,大村,5,予選,5,4652,酒見峻介,35,佐賀,51,B1,4.65,23.16,4.89,21.05,29,37.31,15,42.44,晴,西,1,1,6.82,2,まくり,6,0.12,1.51.4,酒見峻介,36.0,2.0,1.0,4.0,0.1977777777777777,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901449275362318,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
2021-05-06,大村,5,予選,6,4174,赤坂俊輔,38,長崎,51,A1,7.12,54.86,7.24,53.97,55,28.28,34,28.33,晴,西,1,1,6.9,3,まくり,3,0.18,1.51.5,赤坂俊輔,35.0,4.0,5.0,11.0,0.1694285714285714,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1454054054054054,0.11428571428571428,0.14285714285714285,0.3142857142857143,0.0,0.0,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0
2021-05-06,大村,6,予選,1,4485,楠原正剛,35,福岡,57,A2,5.43,34.95,5.24,34.48,46,29.65,12,26.63,晴,南西,1,1,6.86,1,逃げ,1,0.17,1.49.3,楠原正剛,44.0,23.0,11.0,4.0,0.165,22.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,10.0,0.0,0.1501673640167364,0.5227272727272727,0.25,0.09090909090909091,0.5,0.0,0.0,0.0,0.0,0.11363636363636363,0.09090909090909091,0.22727272727272727
2021-05-06,大村,6,予選,2,4393,田中孝明,34,福岡,56,B1,4.33,22.92,4.89,30.56,71,32.37,70,33.33,晴,南西,1,1,6.85,4,逃げ,2,0.31,1.53.6,田中孝明,35.0,0.0,8.0,9.0,0.2088571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.2173015873015873,0.0,0.22857142857142856,0.2571428571428571,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,6,予選,3,4299,中島浩哉,38,長崎,56,B1,4.04,17.5,4.92,31.01,19,28.5,54,39.8,晴,南西,1,1,6.91,3,逃げ,3,0.14,1.52.8,中島浩哉,40.0,2.0,6.0,14.0,0.14525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1478325123152709,0.05,0.15,0.35,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0
2021-05-06,大村,6,予選,4,5117,冨名腰桃,21,福岡,44,B2,2.18,2.94,1.43,0.0,57,34.15,41,30.85,晴,南西,1,1,6.83,6,逃げ,4,0.09,.  .,冨名腰桃奈,29.0,0.0,0.0,3.0,0.1879310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008235294117647,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,大村,6,予選,5,4503,上野真之,33,佐賀,52,A1,7.64,55.93,6.91,46.27,75,48.66,35,44.06,晴,南西,1,1,6.89,2,逃げ,5,0.12,1.51.1,上野真之介,38.0,9.0,11.0,7.0,0.1236842105263158,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1293,0.23684210526315788,0.2894736842105263,0.18421052631578946,0.0,0.0,0.0,0.07894736842105263,0.10526315789473684,0.0,0.0,0.0
2021-05-06,大村,6,予選,6,3875,廣中良一,44,山口,51,B1,3.95,19.51,3.05,9.52,48,33.66,60,40.78,晴,南西,1,1,6.87,5,逃げ,6,0.16,.  .,廣中良一,26.0,1.0,0.0,2.0,0.218076923076923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672588832487309,0.038461538461538464,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0
2021-05-06,大村,7,予選,1,4402,乙藤智史,36,福岡,53,A2,6.12,44.57,6.34,46.55,39,34.63,29,35.05,晴,南西,1,1,6.87,1,逃げ,1,0.1,1.48.5,乙藤智史,48.0,35.0,8.0,2.0,0.1441666666666666,35.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.1486580086580086,0.7291666666666666,0.16666666666666666,0.041666666666666664,0.7291666666666666,0.0,0.0,0.0,0.0,0.0625,0.0625,0.10416666666666667
2021-05-06,大村,7,予選,2,4747,山戸信二,35,長崎,52,B1,3.65,18.92,3.95,19.33,21,31.31,31,24.72,晴,南西,1,1,6.97,5,逃げ,2,0.17,.  .,山戸信二,22.0,2.0,4.0,5.0,0.1568181818181818,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.1666176470588235,0.09090909090909091,0.18181818181818182,0.22727272727272727,0.0,0.5454545454545454,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
