レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
大村,1,一般,1,5047,國分将太,30,東京,54,B1,5.42,36.84,0.0,0.0,37,30.0,60,30.28,曇り,北西,1,1,6.88,1,逃げ,1,0.04,1.48.1,0.15935483870967743,0.158,0.13793103448275862,0.41379310344827586,0.0
大村,1,一般,2,4952,吉武真也,30,福岡,52,B1,3.32,14.0,5.47,23.53,47,41.59,73,32.41,曇り,北西,1,1,6.75,3,逃げ,3,0.1,1.52.6,0.15583333333333335,0.16492424242424242,0.07407407407407407,0.2962962962962963,0.6666666666666666
大村,1,一般,3,3860,松本浩貴,51,埼玉,53,B1,4.9,23.66,3.56,12.0,76,37.07,35,25.66,曇り,北西,1,1,6.88,2,逃げ,4,0.07,1.50.1,0.18256410256410258,0.20174358974358977,0.0,0.17857142857142858,0.0
大村,1,一般,4,3105,内山文典,61,東京,53,B1,4.75,27.69,2.63,0.0,26,27.52,39,36.45,曇り,北西,1,1,6.88,4,逃げ,5,0.06,1.53.6,0.15411764705882353,0.166974358974359,0.10344827586206896,0.1724137931034483,0.0
大村,1,一般,5,5369,岡崎凪汰,22,長崎,51,B2,1.07,0.0,1.17,0.0,59,27.68,55,21.62,曇り,北西,1,1,6.83,6,逃げ,6,0.08,.  .,0.23399999999999999,0.2318181818181818,0.0,0.18518518518518517,0.0
大村,1,一般,6,3297,藤丸光一,57,福岡,50,B1,5.49,42.86,5.71,41.94,31,30.56,22,39.62,曇り,北西,1,1,6.76,5,逃げ,2,0.17,.  .,0.18531250000000002,0.1831390134529148,0.0,0.22727272727272727,0.0
大村,2,一般,1,4164,岩永節也,42,長崎,52,B2,4.38,21.28,4.16,21.19,75,36.7,51,37.04,曇り,北西,1,1,6.8,2,まくり差し,1,0.11,1.49.4,0.13916666666666666,0.18063157894736842,0.16666666666666666,0.2916666666666667,0.0
大村,2,一般,2,3226,浦田信義,59,東京,51,B1,4.46,22.77,5.33,22.22,45,41.96,37,38.32,曇り,北西,1,1,6.88,3,まくり差し,2,0.14,1.50.3,0.17,0.1779757085020243,0.08823529411764706,0.2647058823529412,0.5
大村,2,一般,3,3922,菅沼佳昭,49,愛知,51,B1,3.66,17.0,4.82,27.27,12,25.66,56,32.67,曇り,北西,1,1,6.83,1,まくり差し,3,0.16,1.48.6,0.1832608695652174,0.18233870967741936,0.0,0.48484848484848486,0.0
大村,2,一般,4,3583,齋藤智裕,51,埼玉,58,B1,3.39,12.24,3.0,11.11,18,49.09,12,29.82,曇り,北西,1,1,6.87,4,まくり差し,4,0.2,1.52.1,0.17045454545454544,0.16414814814814815,0.029411764705882353,0.23529411764705882,0.0
大村,2,一般,5,4727,安部慎一,37,福岡,53,B1,4.31,18.09,4.93,20.0,48,42.61,67,31.3,曇り,北西,1,1,6.86,6,まくり差し,5,0.14,.  .,0.155,0.1532,0.03125,0.15625,0.0
大村,2,一般,6,3224,栗山繁洋,59,佐賀,54,B1,4.45,25.25,5.48,44.83,56,28.3,19,28.18,曇り,北西,1,1,6.87,5,まくり差し,6,0.12,.  .,0.18517241379310345,0.17545023696682466,0.0,0.3333333333333333,0.0
大村,3,一般,1,5060,数原　魁,27,兵庫,50,B1,5.01,27.03,5.55,27.27,16,32.14,11,29.63,曇り,北,2,1,6.81,2,まくり差し,1,0.16,1.49.0,0.16242424242424244,0.17210762331838567,0.3793103448275862,0.4482758620689655,0.0
大村,3,一般,2,4905,土井祥伍,30,大阪,54,B1,4.4,26.79,4.4,28.0,65,32.43,66,43.75,曇り,北,2,1,6.84,4,まくり差し,2,0.18,1.51.5,0.14217391304347826,0.17242798353909464,0.08333333333333333,0.5833333333333334,0.4583333333333333
大村,3,一般,3,4976,金山立樹,30,東京,54,B1,5.37,30.15,3.33,0.0,14,18.52,17,29.06,曇り,北,2,1,6.86,1,まくり差し,3,0.11,1.47.9,0.1625,0.1670220588235294,0.0851063829787234,0.425531914893617,0.0
大村,3,一般,4,4881,檀　将太,29,福岡,50,B2,3.68,16.95,3.25,25.0,53,40.0,65,37.82,曇り,北,2,1,6.79,3,まくり差し,4,0.17,1.50.9,0.2042857142857143,0.18068376068376069,0.125,0.4,0.0
大村,3,一般,5,3831,安藤裕貴,50,愛知,53,B1,4.05,18.92,0.0,0.0,17,34.82,33,30.97,曇り,北,2,1,6.9,5,まくり差し,5,0.16,.  .,0.13523809523809524,0.15424242424242424,0.1111111111111111,0.26666666666666666,0.0
大村,3,一般,6,5384,八戸琉楓,19,長崎,53,B2,1.06,0.0,0.8,0.0,33,30.7,72,31.86,曇り,北,2,1,6.88,6,まくり差し,6,0.32,.  .,0.285625,0.2643478260869565,0.0,0.28205128205128205,0.0
大村,4,一般,1,3882,新田智彰,51,大阪,56,B1,5.44,36.21,7.45,54.55,25,28.45,64,35.14,曇り,北,1,1,6.86,1,逃げ,1,0.02,1.48.4,0.14027027027027028,0.16474137931034483,0.25,0.5,0.0
大村,4,一般,2,4498,宮本夏樹,37,長崎,55,A2,4.8,29.9,6.08,43.89,41,34.51,31,36.13,曇り,北,1,1,6.8,2,逃げ,2,0.06,1.49.8,0.15058823529411766,0.15063348416289593,0.0,0.3333333333333333,1.0
大村,4,一般,3,5092,篠原晟弥,24,福岡,51,B1,5.42,34.65,6.0,50.0,63,20.54,13,31.48,曇り,北,1,1,6.86,3,逃げ,3,0.09,1.51.3,0.16777777777777778,0.14364928909952607,0.0,0.0,0.0
