日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-10-09,大村,1,予選,1,4905,土井祥伍,29,大阪,54,B1,4.52,28.57,4.47,33.33,34,39.73,65,40.85,晴,北,3,2,6.84,1,逃げ,1,0.13,1.50.5,0.1438709677419354,0.1723236514522821,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.3055555555555556,0.1111111111111111
2024-10-09,大村,1,予選,2,3467,森　弘行,56,東京,53,B1,3.91,22.78,2.29,0.0,56,32.31,54,31.34,晴,北,3,2,6.84,2,逃げ,2,0.16,1.53.2,0.186551724137931,0.1957058823529412,0.1,0.16666666666666666,0.13333333333333333,0.0,0.6333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
2024-10-09,大村,1,予選,3,4241,大串重幸,39,長崎,53,B1,5.42,39.13,5.29,33.33,13,38.81,50,29.41,晴,北,3,2,6.88,3,逃げ,3,0.13,1.53.6,0.1411904761904761,0.1657727272727272,0.0,0.12903225806451613,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,大村,1,予選,4,5294,豊田祥生,22,静岡,49,B1,2.44,10.39,3.33,16.67,54,30.43,69,26.76,晴,北,3,2,6.9,5,逃げ,4,0.13,.  .,0.1616279069767442,0.1715384615384615,0.08823529411764706,0.08823529411764706,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2024-10-09,大村,1,予選,5,3875,廣中良一,47,山口,51,B1,4.03,20.41,3.32,22.73,63,26.76,48,38.81,晴,北,3,2,6.89,4,逃げ,5,0.15,1.54.5,0.2022857142857143,0.1777889447236181,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,大村,1,予選,6,5309,森　雄利,20,長崎,52,B2,1.44,0.0,1.28,0.0,50,26.56,72,30.0,晴,北,3,2,6.83,6,逃げ,6,0.18,.  .,0.1688505747126436,0.1637588652482269,0.0,0.043478260869565216,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,大村,2,予選,1,5220,青木　蓮,23,埼玉,50,B1,6.2,43.9,0.0,0.0,65,38.03,13,39.71,曇り,北,3,2,6.81,5,抜き,1,0.24,.  .,0.188695652173913,0.1766463414634146,0.18518518518518517,0.18518518518518517,0.1111111111111111,0.14814814814814814,0.0,0.0,0.0,0.0,0.18518518518518517,0.2962962962962963,0.2962962962962963
2024-10-09,大村,2,予選,2,4076,杉田篤光,46,静岡,52,A2,4.85,25.0,6.55,36.36,23,37.5,43,31.34,曇り,北,3,2,6.81,1,抜き,2,0.19,1.50.4,0.1714634146341463,0.1861440677966101,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.0,0.4864864864864865,0.08108108108108109,0.0,0.0,0.0,0.0,0.0
2024-10-09,大村,2,予選,3,4299,中島浩哉,41,長崎,55,B1,3.83,20.0,5.02,28.1,71,37.84,49,38.46,曇り,北,3,2,6.81,4,抜き,3,0.2,1.54.4,0.1525714285714285,0.1534285714285714,0.0,0.05405405405405406,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,大村,2,予選,4,4151,下河誉史,42,福岡,54,A2,5.58,35.45,4.93,24.07,69,41.18,23,36.36,曇り,北,3,2,6.81,2,抜き,4,0.16,1.52.1,0.1975,0.1904405286343612,0.02702702702702703,0.10810810810810811,0.16216216216216217,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0
