ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2025-01-08,ëÂë∫,1,ó\ëI,1,3454,à‰êÏëÂçÏ,53,â™éR,61,B1,3.83,14.47,3.59,10.26,43,27.61,36,38.4,ì‹ÇË,ñkêº,3,2,6.89,3,ç∑Çµ,1,0.13,1.50.9,0.168,0.1539800995024875,8,30,11,3,6,0,0,0,0,15,2,3,0.26666666666666666,0.36666666666666664,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.06666666666666667,0.1
2025-01-08,ëÂë∫,1,ó\ëI,2,4739,íÜë∫çWï¸,33,çÅêÏ,51,A1,6.3,39.84,6.83,50.0,56,28.8,50,31.68,ì‹ÇË,ñkêº,3,2,6.85,1,ç∑Çµ,2,0.12,1.48.4,0.1538297872340425,0.1479655172413793,7,47,15,15,0,26,5,1,0,0,0,0,0.14893617021276595,0.3191489361702128,0.3191489361702128,0.0,0.5531914893617021,0.10638297872340426,0.02127659574468085,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,1,ó\ëI,3,4515,ì°ìcç_êl,38,ç≤âÍ,55,A2,5.97,42.02,6.21,46.43,68,34.38,47,45.6,ì‹ÇË,ñkêº,3,2,6.88,4,ç∑Çµ,3,0.12,1.52.2,0.16,0.1623758865248226,10,48,13,11,0,0,0,6,3,0,0,0,0.20833333333333334,0.2708333333333333,0.22916666666666666,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0
2025-01-08,ëÂë∫,1,ó\ëI,4,3989,åFñ{âpàÍ,46,ç≤âÍ,58,B1,4.15,23.29,4.56,25.93,12,24.39,19,28.68,ì‹ÇË,ñkêº,3,2,6.95,5,ç∑Çµ,4,0.16,.  .,0.194375,0.2065079365079365,0,32,3,10,0,0,0,0,0,0,0,0,0.0,0.09375,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,1,ó\ëI,5,4637,íÜìcóFñÁ,34,çÈã ,58,B1,5.37,29.63,6.25,43.75,45,39.34,59,35.48,ì‹ÇË,ñkêº,3,2,6.92,2,ç∑Çµ,5,0.14,1.50.7,0.1615217391304347,0.1623770491803278,3,46,5,12,0,0,1,0,2,0,0,0,0.06521739130434782,0.10869565217391304,0.2608695652173913,0.0,0.0,0.021739130434782608,0.0,0.043478260869565216,0.0,0.0,0.0
2025-01-08,ëÂë∫,1,ó\ëI,6,3682,êÿìcèÅìÒ,51,éRå˚,51,B1,3.77,8.77,3.88,11.63,44,27.73,31,34.88,ì‹ÇË,ñkêº,3,2,6.85,6,ç∑Çµ,6,0.21,.  .,0.2178947368421052,0.1936842105263158,0,19,1,0,0,0,0,0,0,0,0,0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,2,ó\ëI,1,5208,âÆó«ó¥ãI,27,í∑çË,52,B1,4.06,20.0,2.91,12.8,37,30.33,49,35.16,ì‹ÇË,ñkêº,3,2,6.89,5,Ç‹Ç≠ÇË,1,0.21,.  .,0.1613333333333333,0.1667039106145251,5,15,0,3,5,0,0,0,0,3,5,1,0.3333333333333333,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.06666666666666667
2025-01-08,ëÂë∫,2,ó\ëI,2,4382,çÇéRíqéä,40,é†âÍ,54,B1,4.69,24.0,4.25,12.5,70,35.29,68,42.75,ì‹ÇË,ñkêº,3,2,6.86,4,Ç‹Ç≠ÇË,2,0.26,1.52.2,0.16025,0.1537089201877934,1,40,7,10,0,23,1,0,0,0,0,0,0.025,0.175,0.25,0.0,0.575,0.025,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,2,ó\ëI,3,3577,å¸èäç_ìÒ,52,ï∫å…,59,B1,5.13,31.82,5.86,42.86,74,27.64,53,39.68,ì‹ÇË,ñkêº,3,2,6.82,1,Ç‹Ç≠ÇË,3,0.02,1.48.5,0.1257575757575757,0.1469543147208122,5,33,4,7,0,0,0,4,0,0,0,0,0.15151515151515152,0.12121212121212122,0.21212121212121213,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,2,ó\ëI,4,4263,ïêèdóYâÓ,40,éRå˚,56,A2,5.81,40.59,5.45,39.22,61,30.08,73,31.5,ì‹ÇË,ñkêº,3,2,6.91,2,Ç‹Ç≠ÇË,4,0.07,1.49.6,0.1574358974358974,0.1651769911504424,6,39,4,7,0,0,3,2,0,0,0,0,0.15384615384615385,0.10256410256410256,0.1794871794871795,0.0,0.0,0.07692307692307693,0.05128205128205128,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,2,ó\ëI,5,4155,í∑ñÏëséu,44,ïüâ™,57,A1,5.83,40.63,7.53,52.63,71,32.52,39,33.61,ì‹ÇË,ñkêº,3,2,6.84,6,Ç‹Ç≠ÇË,5,0.1,.  .,0.1476470588235294,0.1479674796747967,5,34,4,8,0,0,0,0,4,0,0,0,0.14705882352941177,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0
2025-01-08,ëÂë∫,2,ó\ëI,6,3156,ã‡éqó«è∫,60,ê√â™,53,B1,4.26,23.46,0.0,0.0,47,40.32,37,34.68,ì‹ÇË,ñkêº,3,2,6.87,3,Ç‹Ç≠ÇË,6,0.14,1.51.8,0.1778571428571428,0.1680288461538461,4,28,2,3,0,0,0,1,2,0,0,0,0.14285714285714285,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0
2025-01-08,ëÂë∫,3,ó\ëI,1,4441,ññâióRäy,38,â™éR,54,A1,6.17,45.05,5.89,44.44,34,31.71,56,31.09,ì‹ÇË,ñkêº,3,2,6.83,3,Ç‹Ç≠ÇË,1,0.31,1.51.5,0.124313725490196,0.1305511811023622,30,51,8,3,29,0,0,0,0,4,8,5,0.5882352941176471,0.1568627450980392,0.058823529411764705,0.5686274509803921,0.0,0.0,0.0,0.0,0.0784313725490196,0.1568627450980392,0.09803921568627451
2025-01-08,ëÂë∫,3,ó\ëI,2,4846,ç≤ì°èxâÓ,31,éRå˚,51,B1,4.39,31.11,6.43,42.86,73,37.19,48,34.92,ì‹ÇË,ñkêº,3,2,6.87,6,Ç‹Ç≠ÇË,3,0.07,.  .,0.145,0.1527601809954751,8,42,14,10,0,26,4,1,1,0,0,0,0.19047619047619047,0.3333333333333333,0.23809523809523808,0.0,0.6190476190476191,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0
2025-01-08,ëÂë∫,3,ó\ëI,3,4006,è¨ñÏóEçÏ,46,ç≤âÍ,51,B1,5.27,30.61,5.18,28.95,59,25.41,66,42.75,ì‹ÇË,ñkêº,3,2,6.86,2,Ç‹Ç≠ÇË,4,0.11,1.50.5,0.1685714285714286,0.1796774193548387,2,35,10,5,0,0,0,1,1,0,0,0,0.05714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0
2025-01-08,ëÂë∫,3,ó\ëI,4,4092,â™ïîëÂï„,43,ç≤âÍ,53,B1,5.24,33.68,5.6,39.53,64,30.83,76,33.33,ì‹ÇË,ñkêº,3,2,6.86,1,Ç‹Ç≠ÇË,5,0.02,1.49.3,0.1705555555555555,0.1541176470588235,2,36,4,12,0,0,0,0,2,0,0,0,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
2025-01-08,ëÂë∫,3,ó\ëI,5,4866,ã¥ñ{âpàÍ,34,ïüâ™,54,B1,4.5,28.16,4.67,25.0,41,35.2,60,31.78,ì‹ÇË,ñkêº,3,2,6.84,4,Ç‹Ç≠ÇË,6,0.01,1.52.6,0.1495238095238095,0.1529957805907172,4,42,9,1,0,0,0,1,2,0,0,0,0.09523809523809523,0.21428571428571427,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.047619047619047616,0.0,0.0,0.0
2025-01-08,ëÂë∫,3,ó\ëI,6,3349,ãgìcàÍòY,56,í∑çË,54,A2,5.54,37.35,6.04,44.19,51,29.1,61,40.16,ì‹ÇË,ñkêº,3,2,6.84,5,Ç‹Ç≠ÇË,2,0.11,.  .,0.1641176470588235,0.1414754098360655,1,34,4,9,0,0,1,0,0,0,0,0,0.029411764705882353,0.11764705882352941,0.2647058823529412,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,4,ó\ëI,1,3761,éRñ{åıóY,52,é†âÍ,54,B1,4.97,27.27,4.76,24.24,54,33.61,43,34.62,ê∞,ñkêº,2,1,6.91,2,Ç‹Ç≠ÇËç∑Çµ,1,0.11,1.50.0,0.1441025641025641,0.1565530303030303,17,39,9,6,16,0,0,0,0,7,3,10,0.4358974358974359,0.23076923076923078,0.15384615384615385,0.41025641025641024,0.0,0.0,0.0,0.0,0.1794871794871795,0.07692307692307693,0.2564102564102564
2025-01-08,ëÂë∫,4,ó\ëI,2,5193,ïƒä€îTäG,23,ïüâ™,47,B1,4.61,25.35,3.88,18.75,11,40.6,34,23.08,ê∞,ñkêº,2,1,6.93,5,Ç‹Ç≠ÇËç∑Çµ,2,0.19,.  .,0.1596428571428571,0.17,4,28,13,4,0,13,1,3,0,0,0,0,0.14285714285714285,0.4642857142857143,0.14285714285714285,0.0,0.4642857142857143,0.03571428571428571,0.10714285714285714,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,4,ó\ëI,3,4290,àÓìcç_ìÒ,40,ï∫å…,50,A1,6.67,47.17,6.65,40.0,67,27.2,29,36.67,ê∞,ñkêº,2,1,6.89,1,Ç‹Ç≠ÇËç∑Çµ,3,0.09,1.48.2,0.1419512195121951,0.1216226415094339,6,41,9,7,0,0,1,4,1,0,0,0,0.14634146341463414,0.21951219512195122,0.17073170731707318,0.0,0.0,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.0,0.0,0.0
2025-01-08,ëÂë∫,4,ó\ëI,4,3664,óÈñÿå´àÍ,54,çÈã ,55,B1,4.81,30.85,5.16,35.48,57,28.93,69,30.4,ê∞,ñkêº,2,1,6.98,3,Ç‹Ç≠ÇËç∑Çµ,4,0.19,1.52.2,0.1689743589743589,0.1819230769230769,9,39,1,4,0,0,0,6,3,0,0,0,0.23076923076923078,0.02564102564102564,0.10256410256410256,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0
2025-01-08,ëÂë∫,4,ó\ëI,5,4625,ìnÁ≤óTãM,38,ê√â™,52,B1,4.93,28.33,0.0,0.0,20,41.35,15,29.03,ê∞,ñkêº,2,1,6.92,6,Ç‹Ç≠ÇËç∑Çµ,5,0.14,.  .,0.1375,0.1473298429319371,2,32,6,5,0,0,0,0,2,0,0,0,0.0625,0.1875,0.15625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
2025-01-08,ëÂë∫,4,ó\ëI,6,4654,é¬ìcóDñÁ,38,ï∫å…,56,A1,5.96,44.87,5.79,35.9,24,26.02,11,29.03,ê∞,ñkêº,2,1,6.89,4,Ç‹Ç≠ÇËç∑Çµ,6,0.15,1.53.0,0.14625,0.1409952606635071,0,32,2,6,0,0,0,0,0,0,0,0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,5,ó\ëI,1,3837,èHéRçLàÍ,49,çÅêÏ,52,A2,5.65,38.38,6.02,46.81,29,39.55,44,34.13,ì‹ÇË,ñkêº,2,1,6.82,1,ì¶Ç∞,1,0.07,1.48.1,0.1346153846153846,0.1503053435114504,36,52,11,1,36,0,0,0,0,7,2,6,0.6923076923076923,0.21153846153846154,0.019230769230769232,0.6923076923076923,0.0,0.0,0.0,0.0,0.1346153846153846,0.038461538461538464,0.11538461538461539
2025-01-08,ëÂë∫,5,ó\ëI,2,4669,à‰è„Å@ñŒ,39,ïüâ™,53,B1,4.56,24.69,3.65,17.39,39,31.4,71,31.06,ì‹ÇË,ñkêº,2,1,6.87,6,ì¶Ç∞,2,0.19,.  .,0.1727027027027027,0.1828205128205128,3,37,9,8,0,22,2,1,0,0,0,0,0.08108108108108109,0.24324324324324326,0.21621621621621623,0.0,0.5945945945945946,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,5,ó\ëI,3,4762,ì°å¥å[éj,34,â™éR,50,A1,6.68,45.04,6.9,47.06,18,46.67,75,32.28,ì‹ÇË,ñkêº,2,1,6.79,2,ì¶Ç∞,3,0.09,1.49.4,0.1130952380952381,0.1146153846153846,7,42,10,13,0,0,0,2,5,0,0,0,0.16666666666666666,0.23809523809523808,0.30952380952380953,0.0,0.0,0.0,0.047619047619047616,0.11904761904761904,0.0,0.0,0.0
2025-01-08,ëÂë∫,5,ó\ëI,4,4076,êôìcìƒåı,46,ê√â™,53,B1,5.25,30.65,6.39,39.13,33,28.23,28,33.33,ì‹ÇË,ñkêº,2,1,6.9,3,ì¶Ç∞,4,0.16,1.51.1,0.1868421052631579,0.1880894308943089,4,38,8,10,0,0,0,3,0,0,0,0,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,5,ó\ëI,5,5077,ëÍëÚÅ@õ√,27,çÈã ,50,B1,4.0,21.74,3.0,11.11,76,35.43,51,34.13,ì‹ÇË,ñkêº,2,1,6.83,4,ì¶Ç∞,5,0.12,1.52.9,0.1647058823529411,0.1563461538461538,1,17,3,1,0,0,0,0,1,0,0,0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
2025-01-08,ëÂë∫,5,ó\ëI,6,3989,åFñ{âpàÍ,46,ç≤âÍ,58,B1,4.15,23.29,4.56,25.93,12,24.39,19,28.68,ì‹ÇË,ñkêº,2,1,6.85,5,ì¶Ç∞,6,0.18,.  .,0.2615384615384615,0.2065079365079365,0,26,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,6,ó\ëI,1,3577,å¸èäç_ìÒ,52,ï∫å…,59,B1,5.13,31.82,5.86,42.86,74,27.64,53,39.68,ì‹ÇË,êº,2,1,6.8,6,Ç‹Ç≠ÇË,1,0.25,.  .,0.1512903225806451,0.1469543147208122,16,31,6,3,15,0,0,0,0,4,3,5,0.5161290322580645,0.1935483870967742,0.0967741935483871,0.4838709677419355,0.0,0.0,0.0,0.0,0.12903225806451613,0.0967741935483871,0.16129032258064516
2025-01-08,ëÂë∫,6,ó\ëI,2,4364,írâiÅ@ëæ,39,ïüâ™,54,A1,6.71,43.55,7.55,59.09,46,25.98,58,34.38,ì‹ÇË,êº,2,1,6.85,1,Ç‹Ç≠ÇË,2,0.15,1.49.0,0.1254545454545454,0.1378929765886287,9,44,17,6,0,19,6,2,0,0,0,0,0.20454545454545456,0.38636363636363635,0.13636363636363635,0.0,0.4318181818181818,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,6,ó\ëI,3,4172,êXíËçWéj,42,â™éR,51,A1,6.24,42.34,6.42,47.37,16,32.26,30,34.65,ì‹ÇË,êº,2,1,6.85,2,Ç‹Ç≠ÇË,3,0.13,1.49.8,0.1543181818181818,0.1492881355932203,9,44,11,11,0,0,0,3,6,0,0,0,0.20454545454545456,0.25,0.25,0.0,0.0,0.0,0.06818181818181818,0.13636363636363635,0.0,0.0,0.0
2025-01-08,ëÂë∫,6,ó\ëI,4,3682,êÿìcèÅìÒ,51,éRå˚,51,B1,3.77,8.77,3.88,11.63,44,27.73,31,34.88,ì‹ÇË,êº,2,1,6.85,3,Ç‹Ç≠ÇË,4,0.12,1.51.7,0.1845454545454545,0.1936842105263158,0,22,2,2,0,0,0,0,0,0,0,0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,6,ó\ëI,5,4244,óÈñÿê¨î¸,38,ê√â™,45,B1,4.29,25.97,5.06,29.41,48,42.06,55,21.54,ì‹ÇË,êº,2,1,6.79,5,Ç‹Ç≠ÇË,5,0.07,.  .,0.1447058823529411,0.1359183673469387,3,34,2,2,0,0,1,1,0,0,0,0,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0
2025-01-08,ëÂë∫,6,ó\ëI,6,3965,ñkíÜå≥é˜,45,é†âÍ,56,A2,5.66,35.48,5.47,41.18,63,20.33,13,30.71,ì‹ÇË,êº,2,1,6.9,4,Ç‹Ç≠ÇË,6,0.06,1.52.6,0.1535483870967741,0.1485652173913043,1,31,2,5,0,0,0,1,0,0,0,0,0.03225806451612903,0.06451612903225806,0.16129032258064516,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0
