日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2021-10-21,大村,1,予選,1,4390,松本弓雄,35,徳島,51,B1,4.3,19.54,4.58,27.27,59,54.69,18,36.49,曇り,南東,1,1,6.79,1,逃げ,1,0.14,1.49.0,松本弓雄,31,8,4,8,0.1961290322580645,8,0,0,0,0,0,6,7,6,0,0.1782211538461538,0.25806451612903225,0.12903225806451613,0.25806451612903225,0.25806451612903225,0.0,0.0,0.0,0.0,0.1935483870967742,0.22580645161290322,0.1935483870967742
2021-10-21,大村,1,予選,2,4244,鈴木成美,35,静岡,45,B2,4.18,21.92,5.0,22.22,67,25.37,25,29.17,曇り,南東,1,1,6.83,5,逃げ,2,0.1,.  .,鈴木成美,15,0,3,3,0.1426666666666666,0,0,0,0,0,0,0,0,0,8,0.1344578313253012,0.0,0.2,0.2,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,大村,1,予選,3,4231,鈴木裕隆,38,愛知,58,B1,4.81,31.03,3.16,10.53,69,26.67,33,41.18,曇り,南東,1,1,6.87,3,逃げ,3,0.14,1.50.0,鈴木裕隆,47,5,9,10,0.1736170212765957,0,0,3,1,1,0,0,0,0,0,0.1685477178423236,0.10638297872340426,0.19148936170212766,0.2127659574468085,0.0,0.0,0.0,0.06382978723404255,0.02127659574468085,0.0,0.0,0.0
2021-10-21,大村,1,予選,4,3755,吉村和也,50,長崎,51,B1,4.19,17.14,4.75,23.85,44,21.88,36,33.8,曇り,南東,1,1,6.9,2,逃げ,4,0.16,1.49.9,吉村和也,34,2,5,4,0.1961764705882352,0,0,1,1,0,0,0,0,0,0,0.2013372093023256,0.058823529411764705,0.14705882352941177,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2021-10-21,大村,1,予選,5,4389,伊藤喜智,36,大阪,52,B1,5.29,30.59,0.0,0.0,49,47.69,74,41.33,曇り,南東,1,1,6.86,4,逃げ,5,0.16,1.51.5,伊藤喜智,38,1,7,11,0.1744736842105263,0,0,0,1,0,0,0,0,0,0,0.1756521739130434,0.02631578947368421,0.18421052631578946,0.2894736842105263,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0
2021-10-21,大村,1,予選,6,5113,黒明花夢,21,岡山,50,B2,1.91,1.92,1.73,0.0,53,33.87,41,28.36,曇り,南東,1,1,6.9,6,逃げ,6,0.15,.  .,黒明花夢,77,0,1,2,0.1967532467532467,0,0,0,0,0,0,0,0,0,0,0.1972049689440994,0.0,0.012987012987012988,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,大村,2,予選,1,4051,清水敦揮,40,岡山,54,A1,6.38,44.23,6.21,47.37,34,44.93,58,36.49,曇り,東,2,1,6.83,2,まくり,1,0.36,1.50.0,清水敦揮,44,30,7,3,0.1409090909090909,30,0,0,0,0,0,3,5,4,0,0.1701485148514851,0.6818181818181818,0.1590909090909091,0.06818181818181818,0.6818181818181818,0.0,0.0,0.0,0.0,0.06818181818181818,0.11363636363636363,0.09090909090909091
2021-10-21,大村,2,予選,2,4474,渡辺　崇,34,福岡,57,A2,5.0,28.41,5.74,41.18,50,41.33,70,38.81,曇り,東,2,1,6.8,3,まくり,2,0.35,1.51.9,渡辺崇,36,6,8,8,0.1722222222222222,0,4,2,0,0,0,0,0,0,14,0.170650406504065,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.3888888888888889,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0
2021-10-21,大村,2,予選,3,3851,森田昭彦,49,福岡,57,B1,4.31,23.08,4.0,20.0,41,36.11,40,38.57,曇り,東,2,1,6.86,5,まくり,3,0.31,.  .,森田昭彦,39,1,8,5,0.1274358974358974,0,0,1,0,0,0,0,0,0,0,0.1509268292682926,0.02564102564102564,0.20512820512820512,0.1282051282051282,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
2021-10-21,大村,2,予選,4,3522,長溝一生,53,佐賀,54,A1,6.64,49.5,6.34,48.75,68,27.42,67,41.18,曇り,東,2,1,6.84,1,まくり,4,0.21,1.49.2,長溝一生,34,7,6,6,0.1958823529411764,0,0,2,3,2,0,0,0,0,0,0.1707826086956521,0.20588235294117646,0.17647058823529413,0.17647058823529413,0.0,0.0,0.0,0.058823529411764705,0.08823529411764706,0.0,0.0,0.0
