日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-01-19,下関,1,予選,1,4719,上條暢嵩,30,大阪,50,A1,7.77,57.66,7.85,55.0,50,32.65,16,31.75,曇り,東,1,1,6.73,1,逃げ,1,0.04,1.46.5,0.1432075471698113,0.1410655737704918,0.1891891891891892,0.2972972972972973,0.1891891891891892,0.16216216216216217,0.0,0.02702702702702703,0.0,0.0,0.3783783783783784,0.24324324324324326,0.16216216216216217
2024-01-19,下関,1,予選,2,4547,中田竜太,35,埼玉,52,A1,6.74,40.71,6.13,36.84,64,32.11,37,34.69,曇り,東,1,1,6.79,3,逃げ,2,0.03,1.51.1,0.13425,0.1461943319838056,0.09375,0.0625,0.25,0.0,0.53125,0.03125,0.03125,0.0,0.0,0.0,0.0
2024-01-19,下関,1,予選,3,4643,近江翔吾,30,香川,52,A1,6.87,49.59,6.88,45.83,68,28.57,21,30.53,曇り,東,1,1,6.76,2,逃げ,3,0.04,1.48.6,0.1303125,0.1386283185840708,0.08571428571428572,0.11428571428571428,0.14285714285714285,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0
2024-01-19,下関,1,予選,4,5121,定松勇樹,22,佐賀,52,A1,7.52,63.57,6.59,51.72,58,29.29,17,36.7,曇り,東,1,1,6.79,6,逃げ,5,0.1,.  .,0.1478048780487805,0.14609375,0.0,0.06060606060606061,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,1,予選,5,4239,竹田辰也,39,山口,54,A1,7.41,61.29,6.57,43.86,62,31.22,53,39.49,曇り,東,1,1,6.73,5,逃げ,4,0.13,.  .,0.1421052631578947,0.1472908366533864,0.058823529411764705,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
2024-01-19,下関,1,予選,6,4932,新開　航,27,福岡,51,A1,7.11,50.42,7.35,51.61,52,39.56,58,32.8,曇り,東,1,1,6.77,4,逃げ,6,0.06,1.51.4,0.1445945945945946,0.1386637931034482,0.0,0.0967741935483871,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,2,予選,1,4064,原田篤志,44,山口,52,A1,6.85,52.42,7.08,52.05,23,31.72,25,36.65,曇り,東,1,1,6.69,1,逃げ,1,0.12,1.48.1,0.1375714285714286,0.156418439716312,0.041666666666666664,0.25,0.20833333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.25,0.4583333333333333,0.20833333333333334
2024-01-19,下関,2,予選,2,3743,林　美憲,49,徳島,52,A1,7.11,54.7,6.8,52.17,29,32.0,55,35.79,曇り,東,1,1,6.75,6,逃げ,2,0.13,.  .,0.1442553191489361,0.1415953307392996,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.0,0.5769230769230769,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,2,予選,3,4477,篠崎仁志,36,福岡,56,A1,7.14,48.15,6.88,47.06,48,32.43,49,34.9,曇り,東,1,1,6.81,3,逃げ,3,0.15,1.51.2,0.1381481481481481,0.1407009345794392,0.0,0.03225806451612903,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,2,予選,4,4166,吉田拡郎,41,岡山,53,A1,6.92,45.95,7.67,67.24,65,36.79,71,36.13,曇り,東,1,1,6.74,2,逃げ,4,0.15,1.49.4,0.1127659574468085,0.1273566878980891,0.0,0.07407407407407407,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,2,予選,5,3556,田中信一,51,大阪,53,A1,7.01,48.59,7.29,54.29,21,32.81,13,29.95,曇り,東,1,1,6.79,4,逃げ,5,0.19,1.52.1,0.1371739130434782,0.1389375,0.0,0.038461538461538464,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,2,予選,6,4759,今泉友吾,34,東京,52,A1,6.52,49.09,0.0,0.0,14,35.75,46,35.05,曇り,東,1,1,6.74,5,逃げ,6,0.18,.  .,0.1830555555555555,0.1716796875,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,3,予選,1,4290,稲田浩二,39,兵庫,51,A1,7.08,53.85,6.71,48.39,37,33.33,61,30.05,曇り,南東,1,1,6.8,1,逃げ,1,0.07,1.48.4,0.1395744680851064,0.1276050420168067,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2024-01-19,下関,3,予選,2,4013,中島孝平,44,福井,52,A1,6.89,42.28,7.5,53.57,15,33.82,11,34.57,曇り,南東,1,1,6.8,3,逃げ,2,0.1,1.50.7,0.143125,0.1280496453900709,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,3,予選,3,4445,宮地元輝,37,佐賀,54,A1,6.74,40.71,4.7,20.0,24,32.98,54,34.03,曇り,南東,1,1,6.79,6,逃げ,3,0.15,.  .,0.1255813953488372,0.1219548872180451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,3,予選,4,4448,青木玄太,36,滋賀,51,A1,7.95,65.65,7.52,57.14,56,45.96,19,34.76,曇り,南東,1,1,6.84,4,逃げ,6,0.11,1.52.3,0.1454285714285714,0.1469444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,3,予選,5,4980,佐々木完,27,山口,52,A1,7.55,63.41,6.44,47.01,35,32.6,43,40.93,曇り,南東,1,1,6.74,2,逃げ,4,0.17,1.49.0,0.1615151515151515,0.1465163934426229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,3,予選,6,4685,島村隆幸,33,徳島,50,A1,6.93,41.32,7.79,69.7,55,38.5,27,35.23,曇り,南東,1,1,6.78,5,逃げ,5,0.09,.  .,0.1384090909090909,0.1267777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,4,予選,1,4361,柳生泰二,39,山口,53,A1,6.83,51.75,7.5,63.13,61,29.48,60,31.79,雨,南東,1,1,6.79,1,逃げ,1,0.17,1.47.1,0.1533802816901408,0.1526402640264026,0.46,0.3,0.14,0.36,0.0,0.0,0.0,0.0,0.12,0.2,0.18
2024-01-19,下関,4,予選,2,4500,山田康二,36,佐賀,54,A1,7.19,43.24,8.21,68.42,16,37.11,36,41.4,雨,南東,1,1,6.76,4,逃げ,2,0.15,1.50.3,0.1347619047619047,0.1371272727272727,0.022727272727272728,0.3181818181818182,0.3181818181818182,0.0,0.5,0.022727272727272728,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,4,予選,3,4787,椎名　豊,35,群馬,52,A1,6.83,46.4,7.33,55.56,70,38.5,66,40.93,雨,南東,1,1,6.75,6,逃げ,3,0.11,.  .,0.1360465116279069,0.125,0.08333333333333333,0.1388888888888889,0.19444444444444445,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.0
2024-01-19,下関,4,予選,4,4528,黒井達矢,35,埼玉,53,A1,6.53,54.41,6.17,40.0,69,34.03,56,37.43,雨,南東,1,1,6.78,2,逃げ,4,0.11,1.49.0,0.1465909090909091,0.1427802690582959,0.05714285714285714,0.2,0.37142857142857144,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0
2024-01-19,下関,4,予選,5,3388,今垣光太,54,福井,53,A1,7.68,55.56,6.92,33.33,17,33.91,73,31.75,雨,南東,1,1,6.78,5,逃げ,5,0.12,.  .,0.1512121212121212,0.1552301255230125,0.11764705882352941,0.23529411764705882,0.2647058823529412,0.0,0.0,0.0,0.029411764705882353,0.08823529411764706,0.0,0.0,0.0
2024-01-19,下関,4,予選,6,4397,西村拓也,37,大阪,53,A1,6.53,40.79,6.63,45.71,45,32.32,57,34.55,雨,南東,1,1,6.78,3,逃げ,6,0.18,1.49.8,0.1474,0.1446349206349206,0.0,0.08571428571428572,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,5,予選,1,3996,秋山直之,44,群馬,51,A1,7.42,63.29,6.22,22.22,39,31.63,15,33.7,曇り,北東,2,2,6.8,1,逃げ,1,0.09,1.47.3,0.1459183673469387,0.1725700934579439,0.1875,0.1875,0.125,0.1875,0.0,0.0,0.0,0.0,0.0625,0.4375,0.25
2024-01-19,下関,5,予選,2,4391,松田祐季,37,福井,53,A1,6.2,42.5,7.86,61.9,63,35.42,20,32.81,曇り,北東,2,2,6.8,2,逃げ,2,0.12,1.48.8,0.1464444444444444,0.1598513011152416,0.06666666666666667,0.3,0.23333333333333334,0.0,0.6666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
2024-01-19,下関,5,予選,3,5015,高橋竜矢,25,広島,53,A1,6.71,45.19,7.28,43.75,31,35.53,69,33.51,曇り,北東,2,2,6.77,3,逃げ,3,0.09,1.49.5,0.1195121951219512,0.1254151624548736,0.07407407407407407,0.25925925925925924,0.2962962962962963,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,5,予選,4,3415,松井　繁,54,大阪,51,A1,6.98,41.04,7.39,54.55,19,46.67,18,36.76,曇り,北東,2,2,6.78,4,逃げ,4,0.16,1.51.9,0.145,0.1610266159695817,0.0,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,5,予選,5,3908,重成一人,45,香川,56,A1,6.86,44.54,8.03,73.44,38,31.91,38,35.9,曇り,北東,2,2,6.78,6,逃げ,5,0.11,.  .,0.1325,0.1326101694915254,0.0,0.17857142857142858,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,5,予選,6,4762,藤原啓史,33,岡山,49,A1,7.48,51.05,6.47,49.06,13,40.1,68,29.79,曇り,北東,2,2,6.75,5,逃げ,6,0.12,.  .,0.1264285714285714,0.1266296296296296,0.0,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,6,予選,1,4604,岩瀬裕亮,35,愛知,52,A1,6.36,43.64,0.0,0.0,47,42.54,28,31.38,曇り,北東,2,2,6.76,1,逃げ,1,0.11,1.46.8,0.1079245283018867,0.140190114068441,0.43478260869565216,0.21739130434782608,0.17391304347826086,0.43478260869565216,0.0,0.0,0.0,0.0,0.17391304347826086,0.17391304347826086,0.17391304347826086
2024-01-19,下関,6,予選,2,4932,新開　航,27,福岡,51,A1,7.11,50.42,7.35,51.61,52,39.56,58,32.8,曇り,北東,2,2,6.76,6,逃げ,2,0.12,.  .,0.1608571428571428,0.1386637931034482,0.07142857142857142,0.17857142857142858,0.25,0.0,0.6428571428571429,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,6,予選,3,4933,板橋侑我,27,静岡,53,A1,7.4,57.66,6.52,44.83,40,43.84,31,40.93,曇り,北東,2,2,6.82,3,逃げ,3,0.07,1.51.1,0.1116129032258064,0.1352380952380952,0.06666666666666667,0.16666666666666666,0.23333333333333334,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
2024-01-19,下関,6,予選,4,4877,鈴谷一平,29,兵庫,56,A1,6.59,51.33,5.38,25.0,22,31.96,40,45.95,曇り,北東,2,2,6.83,5,逃げ,4,0.12,.  .,0.144,0.1373076923076923,0.09523809523809523,0.19047619047619047,0.23809523809523808,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0
2024-01-19,下関,6,予選,5,3942,寺田　祥,45,山口,53,A1,7.14,44.04,7.88,68.5,66,30.39,14,30.85,曇り,北東,2,2,6.81,2,逃げ,5,0.11,1.49.2,0.1341666666666666,0.1501666666666666,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,6,予選,6,4266,長田頼宗,38,東京,54,A1,6.62,41.98,7.33,75.0,71,35.05,50,39.06,曇り,北東,2,2,6.89,4,逃げ,6,0.15,1.52.0,0.1655555555555555,0.1392727272727272,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,7,予選,1,4075,中野次郎,42,東京,54,A1,6.58,46.23,7.03,46.67,27,32.43,42,38.34,曇り,北東,2,2,6.83,1,逃げ,1,0.19,1.48.9,0.13,0.1395940959409594,0.5,0.14285714285714285,0.21428571428571427,0.5,0.0,0.0,0.0,0.0,0.10714285714285714,0.17857142857142858,0.14285714285714285
2024-01-19,下関,7,予選,2,4239,竹田辰也,39,山口,54,A1,7.41,61.29,6.57,43.86,62,31.22,53,39.49,曇り,北東,2,2,6.8,6,逃げ,2,0.21,.  .,0.126595744680851,0.1472908366533864,0.10714285714285714,0.42857142857142855,0.03571428571428571,0.0,0.42857142857142855,0.10714285714285714,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,7,予選,3,4886,入海　馨,27,岡山,54,A1,6.74,51.45,7.42,50.0,57,44.74,48,31.09,曇り,北東,2,2,6.79,2,逃げ,3,0.25,1.49.5,0.141,0.1651428571428571,0.10344827586206896,0.20689655172413793,0.13793103448275862,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0
2024-01-19,下関,7,予選,4,3956,横澤剛治,46,静岡,56,A1,6.7,48.57,0.0,0.0,42,39.66,24,34.04,曇り,北東,2,2,6.81,5,逃げ,4,0.18,.  .,0.15775,0.1613191489361702,0.06451612903225806,0.22580645161290322,0.22580645161290322,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0
2024-01-19,下関,7,予選,5,3941,池田浩二,45,愛知,53,A1,8.24,62.99,0.0,0.0,20,33.33,30,35.79,曇り,北東,2,2,6.79,3,逃げ,5,0.13,1.50.3,0.123157894736842,0.1194756554307116,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,7,予選,6,5017,澤田尚也,24,滋賀,53,A1,6.46,47.15,7.09,54.55,49,37.5,70,29.84,曇り,北東,2,2,6.8,4,逃げ,6,0.13,1.53.4,0.1347619047619047,0.1222509225092251,0.0,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,下関,8,予選,1,3556,田中信一,51,大阪,53,A1,7.01,48.59,7.29,54.29,21,32.81,13,29.95,曇り,北東,2,2,6.8,2,差し,1,0.18,1.50.1,0.1321333333333333,0.1389375,0.4067796610169492,0.23728813559322035,0.13559322033898305,0.3898305084745763,0.0,0.0,0.0,0.0,0.1694915254237288,0.1864406779661017,0.1694915254237288
