日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-08-12,大村,1,一般,1,5086,本村　大,24,長崎,53,B1,5.2,40.0,4.01,16.81,22,23.33,32,43.75,晴,北西,2,1,6.92,1,逃げ,1,0.08,1.50.6,0.15200000000000002,0.15762237762237763,0.2894736842105263,0.4473684210526316,0.0
2023-08-12,大村,1,一般,2,3741,松尾基成,49,福岡,57,B1,4.13,18.28,4.46,22.03,56,31.25,27,30.95,晴,北西,2,1,6.96,2,逃げ,2,0.17,1.53.4,0.19225,0.1952093023255814,0.02702702702702703,0.3783783783783784,0.5945945945945946
2023-08-12,大村,1,一般,3,4151,下河誉史,41,福岡,54,B1,4.89,29.41,4.89,19.64,63,39.39,44,29.27,晴,北西,2,1,6.94,4,逃げ,3,0.16,1.54.0,0.18636363636363634,0.20170940170940171,0.21951219512195122,0.2926829268292683,0.0
2023-08-12,大村,1,一般,4,4747,山戸信二,38,長崎,52,B1,4.25,23.66,4.43,23.33,47,25.0,61,41.18,晴,北西,2,1,6.98,6,逃げ,4,0.06,.  .,0.1475,0.1607035175879397,0.030303030303030304,0.24242424242424243,0.0
2023-08-12,大村,1,一般,5,4046,谷村啓司,43,福岡,54,B1,3.77,14.29,4.62,28.57,30,14.81,19,30.23,晴,北西,2,1,6.98,5,逃げ,5,0.19,.  .,0.1935294117647059,0.18568181818181817,0.08108108108108109,0.24324324324324326,0.0
2023-08-12,大村,1,一般,6,4299,中島浩哉,40,長崎,55,B1,4.38,17.11,4.59,20.16,44,31.25,65,44.12,晴,北西,2,1,6.98,3,逃げ,6,0.01,1.54.0,0.165,0.16024691358024692,0.0,0.20689655172413793,0.0
2023-08-12,大村,2,一般,1,4697,國弘翔平,37,福岡,49,B1,4.2,28.33,4.98,30.95,57,27.27,47,17.24,晴,北西,2,1,6.97,1,逃げ,1,0.12,1.51.6,0.1574074074074074,0.1833168316831683,0.12,0.4,0.0
2023-08-12,大村,2,一般,2,3708,岡部貴司,49,岡山,57,B1,4.94,27.0,4.98,28.85,43,30.3,36,23.53,晴,北西,2,1,6.95,3,逃げ,2,0.11,1.52.9,0.16954545454545455,0.18421276595744682,0.13333333333333333,0.36666666666666664,0.6
2023-08-12,大村,2,一般,3,4248,岡本　大,41,長崎,55,B1,4.36,23.76,4.98,28.68,41,51.43,67,29.63,晴,北西,2,1,6.98,2,逃げ,3,0.11,1.52.1,0.14644444444444443,0.1632888888888889,0.0,0.3076923076923077,0.0
2023-08-12,大村,2,一般,4,3825,宮嵜隆太,50,福岡,60,B1,3.92,24.14,4.79,20.69,51,57.14,30,40.54,晴,北西,2,1,6.96,6,逃げ,4,0.07,.  .,0.105,0.12326180257510728,0.0,0.25925925925925924,0.0
2023-08-12,大村,2,一般,5,3714,梶原　正,48,福岡,56,B1,4.52,27.0,5.04,36.0,31,14.29,76,10.34,晴,北西,2,1,7.01,4,逃げ,5,0.07,1.54.5,0.14823529411764705,0.1523222748815166,0.0,0.3793103448275862,0.0
2023-08-12,大村,2,一般,6,5270,小玉啓太,22,佐賀,53,B2,1.62,0.0,1.46,0.0,46,21.21,33,9.38,晴,北西,2,1,6.98,5,逃げ,6,0.07,.  .,0.21865384615384617,0.207979797979798,0.0,0.1,0.0
2023-08-12,大村,3,一般,1,5048,眞鳥康太,29,長崎,55,B1,5.4,32.29,4.55,22.14,29,17.86,28,29.03,晴,北西,1,1,6.99,1,逃げ,1,0.16,1.50.5,0.17076923076923078,0.1932828282828283,0.3125,0.4375,0.0
2023-08-12,大村,3,一般,2,4241,大串重幸,38,長崎,53,B1,5.22,27.45,5.3,34.87,53,33.33,11,25.64,晴,北西,1,1,7.04,6,逃げ,2,0.16,.  .,0.195,0.17789473684210524,0.043478260869565216,0.2608695652173913,0.4782608695652174
2023-08-12,大村,3,一般,3,3715,倉尾大介,48,福岡,53,B1,5.05,30.61,4.22,17.39,62,45.71,14,21.43,晴,北西,1,1,7.0,5,逃げ,3,0.11,.  .,0.15354838709677418,0.161027027027027,0.14285714285714285,0.14285714285714285,0.0
2023-08-12,大村,3,一般,4,4164,岩永節也,41,長崎,51,B2,3.75,10.71,4.08,23.81,38,17.86,18,27.78,晴,北西,1,1,6.98,3,逃げ,4,0.15,1.53.3,0.19458333333333333,0.18874074074074074,0.16666666666666666,0.3333333333333333,0.0
2023-08-12,大村,3,一般,5,3998,冨成謙児,44,佐賀,53,B1,4.63,31.18,3.98,13.33,50,45.71,41,41.94,晴,北西,1,1,7.02,4,逃げ,5,0.11,1.54.2,0.17128205128205126,0.1600420168067227,0.26666666666666666,0.13333333333333333,0.0
2023-08-12,大村,3,一般,6,4679,植田太一,34,福岡,59,B1,4.07,22.03,5.21,34.48,39,42.86,23,35.71,晴,北西,1,1,6.92,2,逃げ,6,0.43,1.52.4,0.18566666666666667,0.1675568181818182,0.0,0.2,0.0
2023-08-12,大村,4,一般,1,3501,川上昇平,54,長崎,54,B1,4.72,26.32,5.32,33.82,35,31.03,39,25.93,晴,北西,2,1,6.98,1,逃げ,1,0.17,1.51.0,0.1563157894736842,0.15547945205479452,0.525,0.35,0.0
2023-08-12,大村,4,一般,2,5073,上原健次,28,福岡,54,B1,5.06,27.27,3.79,12.5,48,34.29,52,41.67,晴,北西,2,1,6.96,2,逃げ,3,0.19,1.52.6,0.1688888888888889,0.1676923076923077,0.025,0.525,0.45
2023-08-12,大村,4,一般,3,4060,島田一生,44,福岡,55,B1,4.61,29.27,5.49,37.14,68,16.67,22,17.14,晴,北西,2,1,7.01,6,逃げ,4,0.24,.  .,0.1540625,0.16285714285714287,0.06451612903225806,0.45161290322580644,0.0
2023-08-12,大村,4,一般,4,4202,浮田圭浩,41,岡山,54,B1,4.41,23.96,3.75,15.0,71,29.41,60,20.69,晴,北西,2,1,6.98,4,逃げ,5,0.24,1.54.7,0.19095238095238093,0.1846341463414634,0.16129032258064516,0.41935483870967744,0.0
2023-08-12,大村,4,一般,5,3307,上瀧和則,55,佐賀,53,A2,6.0,46.27,6.06,42.42,54,18.18,57,18.18,晴,北西,2,1,7.01,3,逃げ,2,0.21,1.53.4,0.1723529411764706,0.16674418604651164,0.1,0.43333333333333335,0.0
2023-08-12,大村,4,一般,6,4551,三川昂暁,34,福岡,52,B1,5.93,45.59,5.32,32.31,45,35.29,34,23.68,晴,北西,2,1,6.98,5,逃げ,6,0.24,.  .,0.1809375,0.16561904761904764,0.0,0.18181818181818182,0.0
2023-08-12,大村,5,一般,1,5055,眞鳥章太,27,長崎,52,B1,4.83,26.96,4.77,27.15,24,30.3,69,22.5,晴,北,2,1,7.02,1,逃げ,1,0.14,1.51.5,0.1406896551724138,0.16570833333333335,0.13636363636363635,0.3181818181818182,0.0
2023-08-12,大村,5,一般,2,3906,飯山晃三,45,長崎,59,B1,4.73,26.72,5.31,36.87,28,48.39,25,36.96,晴,北,2,1,7.01,2,逃げ,2,0.17,1.52.9,0.16999999999999998,0.17763358778625954,0.05128205128205128,0.5128205128205128,0.5384615384615384
2023-08-12,大村,5,一般,3,4259,真庭明志,39,長崎,52,A2,5.88,37.01,5.94,39.9,20,37.5,38,37.84,晴,北,2,1,7.03,4,逃げ,3,0.15,1.54.1,0.1573170731707317,0.15496323529411765,0.0,0.38235294117647056,0.0
2023-08-12,大村,5,一般,4,3742,宮地秀祈,49,福岡,51,B1,5.1,27.08,4.61,33.33,70,25.81,75,36.36,晴,北,2,1,6.97,3,逃げ,4,0.18,1.53.7,0.189,0.1856888888888889,0.06666666666666667,0.26666666666666666,0.0
2023-08-12,大村,5,一般,5,4151,下河誉史,41,福岡,54,B1,4.89,29.41,4.89,19.64,63,39.39,44,29.27,晴,北,2,1,6.95,6,逃げ,5,0.19,.  .,0.189,0.20170940170940171,0.0,0.3235294117647059,0.0
2023-08-12,大村,5,一般,6,4695,尾崎雄二,37,長崎,54,B1,4.69,34.55,4.65,22.95,40,25.81,29,35.48,晴,北,2,1,6.92,5,逃げ,6,0.22,.  .,0.21482758620689657,0.17292682926829267,0.0,0.2857142857142857,0.0
