日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-03-11,大村,1,一般,1,4747,山戸信二,38,長崎,52,B1,3.3,10.14,4.35,20.53,26,25.84,14,20.35,曇り,北,1,1,6.84,2,まくり差し,1,0.13,1.50.6,0.185,0.1561340206185567,5.0,28.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,0.17857142857142858,0.17857142857142858,0.21428571428571427,0.17857142857142858,0.0,0.0,0.0,0.0,0.2857142857142857,0.10714285714285714,0.14285714285714285
2024-03-11,大村,1,一般,2,4683,向井田直,33,広島,46,B1,4.59,26.32,4.68,28.0,71,29.61,27,38.86,曇り,北,1,1,6.89,6,まくり差し,2,0.12,.  .,0.1159375,0.1210169491525423,3.0,32.0,10.0,4.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.3125,0.125,0.0,0.625,0.09375,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,1,一般,3,4213,重富伸也,39,長崎,54,B1,4.53,29.59,4.63,24.43,73,35.59,71,34.29,曇り,北,1,1,6.85,1,まくり差し,3,0.09,1.49.6,0.1605882352941176,0.1702293577981651,6.0,34.0,7.0,8.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.17647058823529413,0.20588235294117646,0.23529411764705882,0.0,0.0,0.029411764705882353,0.11764705882352941,0.029411764705882353,0.0,0.0,0.0
2024-03-11,大村,1,一般,4,4665,加藤啓太,40,愛知,51,B1,4.42,22.62,0.0,0.0,43,38.01,60,31.25,曇り,北,1,1,6.91,5,まくり差し,4,0.11,.  .,0.1624242424242424,0.1581443298969072,2.0,33.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.15151515151515152,0.15151515151515152,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,1,一般,5,4925,森　悠稀,31,兵庫,54,B1,5.04,30.28,5.5,30.0,30,21.08,29,32.76,曇り,北,1,1,6.84,3,まくり差し,5,0.16,1.51.9,0.1412195121951219,0.1409125475285171,2.0,41.0,8.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.04878048780487805,0.1951219512195122,0.24390243902439024,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0
2024-03-11,大村,1,一般,6,5170,佐藤太亮,23,岡山,51,B1,4.89,32.32,4.97,23.68,64,24.73,26,22.35,曇り,北,1,1,6.92,4,まくり差し,6,0.07,1.53.2,0.1423529411764705,0.1426244343891402,0.0,34.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,2,一般,1,3349,吉田一郎,56,長崎,52,B1,6.1,42.53,6.33,49.37,32,39.56,63,34.64,曇り,北,1,1,6.92,1,逃げ,1,0.18,1.49.1,0.1465217391304347,0.1537219730941704,28.0,46.0,6.0,4.0,28.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.6086956521739131,0.13043478260869565,0.08695652173913043,0.6086956521739131,0.0,0.0,0.0,0.0,0.06521739130434782,0.15217391304347827,0.08695652173913043
2024-03-11,大村,2,一般,2,4487,三原　司,37,福岡,52,B1,4.91,22.99,3.56,16.0,61,39.88,24,22.47,曇り,北,1,1,6.85,4,逃げ,2,0.21,1.53.0,0.1985,0.1907511737089202,4.0,40.0,11.0,7.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.275,0.175,0.0,0.575,0.075,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,2,一般,3,3581,加木　郁,51,山口,54,B1,4.88,26.26,4.86,31.82,49,35.59,75,32.78,曇り,北,1,1,6.87,2,逃げ,3,0.26,1.50.8,0.1946938775510203,0.1860869565217391,3.0,49.0,13.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.061224489795918366,0.2653061224489796,0.24489795918367346,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0
2024-03-11,大村,2,一般,4,3787,天野　誠,52,岡山,54,B2,3.87,20.0,3.93,16.28,36,32.78,35,32.95,曇り,北,1,1,6.97,3,逃げ,4,0.24,1.52.6,0.186,0.1859649122807017,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,2,一般,5,4835,橋本　明,35,広島,54,B1,5.05,27.17,6.04,46.43,46,26.14,59,37.71,曇り,北,1,1,6.9,6,逃げ,5,0.23,.  .,0.1572727272727273,0.1585253456221198,0.0,33.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,2,一般,6,4268,和合俊介,38,福岡,59,B1,3.88,16.67,3.48,10.87,24,24.57,46,38.01,曇り,北,1,1,6.94,5,逃げ,6,0.26,.  .,0.20625,0.1594623655913978,0.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,3,一般,1,4846,佐藤駿介,30,山口,51,B1,4.26,23.91,5.43,42.86,16,28.57,67,32.2,曇り,北,1,1,6.85,1,逃げ,1,0.11,1.48.7,0.1476923076923076,0.1602777777777777,9.0,26.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.34615384615384615,0.11538461538461539,0.07692307692307693,0.34615384615384615,0.0,0.0,0.0,0.0,0.038461538461538464,0.38461538461538464,0.15384615384615385
2024-03-11,大村,3,一般,2,2878,富山弘幸,65,大阪,55,A2,5.83,38.24,4.88,29.41,40,44.19,34,31.03,曇り,北,1,1,6.88,2,逃げ,2,0.11,1.50.1,0.1952173913043478,0.1826422764227642,1.0,46.0,14.0,15.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.30434782608695654,0.32608695652173914,0.0,0.5,0.021739130434782608,0.0,0.0,0.0,0.0,0.0
2024-03-11,大村,3,一般,3,4299,中島浩哉,41,長崎,57,B1,3.82,18.92,4.93,25.85,35,23.76,16,31.14,曇り,北,1,1,6.88,3,逃げ,3,0.17,1.51.0,0.1493939393939393,0.1409729729729729,0.0,33.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
