日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,勝利回数,出走数,2着回数,3着回数,逃げ,逃し,差し,まくり,まくり差し,差され,まくられ,まくり差され,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2025-01-12,芦屋,1,サンライズＶ,1,4936,戸敷晃美,28,福岡,48,A2,5.27,32.95,4.22,18.33,49,45.64,24,28.57,晴,西,3,3,6.83,2,まくり,1,0.19,1.49.6,0.1560869565217391,0.16005291005291,13,23,2,4,12,0,0,0,0,4,1,4,0.5652173913043478,0.08695652173913043,0.17391304347826086,0.5217391304347826,0.0,0.0,0.0,0.0,0.17391304347826086,0.043478260869565216,0.17391304347826086
2025-01-12,芦屋,1,サンライズＶ,2,5003,来田衣織,28,兵庫,48,B1,4.27,24.49,3.59,11.76,15,42.54,48,42.86,晴,西,3,3,6.77,4,まくり,2,0.18,1.52.9,0.1923809523809523,0.1870408163265306,2,42,6,8,0,22,1,1,0,0,0,0,0.047619047619047616,0.14285714285714285,0.19047619047619047,0.0,0.5238095238095238,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0
2025-01-12,芦屋,1,サンライズＶ,3,3509,道上千夏,53,香川,50,B1,3.63,13.95,0.0,0.0,16,32.54,56,33.71,晴,西,3,3,6.88,5,まくり,3,0.16,.  .,0.1416666666666666,0.1386666666666666,1,24,1,2,0,0,1,0,0,0,0,0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
2025-01-12,芦屋,1,サンライズＶ,4,3518,倉田郁美,56,静岡,50,B1,4.13,10.0,5.7,40.0,56,42.7,37,44.97,晴,西,3,3,6.8,1,まくり,4,0.11,1.49.0,0.1965,0.2039310344827586,1,20,2,4,0,0,0,1,0,0,0,0,0.05,0.1,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
2025-01-12,芦屋,1,サンライズＶ,5,5340,樋江井舞,23,愛知,46,B2,1.97,1.11,0.0,0.0,21,42.13,20,40.76,晴,西,3,3,6.78,6,まくり,5,0.31,.  .,0.2242553191489361,0.2183471074380165,0,47,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,芦屋,1,サンライズＶ,6,3551,藤田美代,53,福岡,45,B1,4.55,26.97,4.6,20.83,58,23.27,27,34.52,晴,西,3,3,6.78,3,まくり,6,0.09,1.52.3,0.188695652173913,0.18005291005291,0,23,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,芦屋,2,サンライズＷ,1,3474,松瀬弘美,54,静岡,46,A2,4.96,28.57,4.22,16.67,18,24.31,38,31.82,晴,西,4,4,6.86,4,差し,1,0.02,1.51.6,0.1752941176470588,0.1659701492537313,16,34,8,3,15,0,0,0,0,5,5,6,0.47058823529411764,0.23529411764705882,0.08823529411764706,0.4411764705882353,0.0,0.0,0.0,0.0,0.14705882352941177,0.14705882352941177,0.17647058823529413
2025-01-12,芦屋,2,サンライズＷ,2,5192,中尾優香,23,福岡,49,B2,3.34,11.86,2.53,5.66,48,28.16,12,37.99,晴,西,4,4,6.87,2,差し,2,0.01,1.49.9,0.1639999999999999,0.171048951048951,2,25,4,2,0,11,0,1,0,0,0,0,0.08,0.16,0.08,0.0,0.44,0.0,0.04,0.0,0.0,0.0,0.0
2025-01-12,芦屋,2,サンライズＷ,3,4853,前原　哉,29,岡山,44,B1,4.96,28.68,4.4,20.0,40,38.67,54,28.66,晴,西,4,4,6.82,3,差し,3,0.01,1.51.5,0.2073584905660377,0.1952452830188679,3,53,8,9,0,0,0,3,0,0,0,0,0.05660377358490566,0.1509433962264151,0.16981132075471697,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0
2025-01-12,芦屋,2,サンライズＷ,4,4208,三浦永理,41,静岡,46,A1,7.5,53.15,6.85,52.5,31,35.09,67,33.9,晴,西,4,4,6.84,1,差し,4,0.01,1.47.4,0.1479166666666666,0.1597841726618705,13,48,12,11,0,0,3,5,3,0,0,0,0.2708333333333333,0.25,0.22916666666666666,0.0,0.0,0.0625,0.10416666666666667,0.0625,0.0,0.0,0.0
2025-01-12,芦屋,2,サンライズＷ,5,4525,真子奈津,36,福岡,46,B1,4.66,27.27,4.35,22.67,57,24.31,44,32.75,晴,西,4,4,6.86,6,差し,5,0.04,.  .,0.153030303030303,0.1501421800947867,1,33,8,1,0,0,0,0,1,0,0,0,0.030303030303030304,0.24242424242424243,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2025-01-12,芦屋,2,サンライズＷ,6,3528,笠野友紀,53,愛知,46,B1,3.76,13.92,3.9,13.79,41,42.68,50,30.67,晴,西,4,4,6.81,5,差し,6,0.05,.  .,0.1717391304347826,0.216860465116279,0,23,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,芦屋,3,サンライズＸ,1,4819,蜂須瑞生,33,群馬,47,A2,5.75,40.19,5.0,18.18,24,26.59,22,37.43,晴,西,4,4,6.91,4,まくり,1,0.1,1.52.5,0.1375555555555555,0.165514403292181,33,45,7,1,32,0,0,0,0,3,8,1,0.7333333333333333,0.15555555555555556,0.022222222222222223,0.7111111111111111,0.0,0.0,0.0,0.0,0.06666666666666667,0.17777777777777778,0.022222222222222223
2025-01-12,芦屋,3,サンライズＸ,2,5156,坂野さく,27,福井,46,B1,4.69,28.16,0.0,0.0,44,39.89,25,39.01,晴,西,4,4,6.87,5,まくり,2,0.16,.  .,0.1962162162162162,0.1735922330097087,6,37,6,5,0,19,4,2,0,0,0,0,0.16216216216216217,0.16216216216216217,0.13513513513513514,0.0,0.5135135135135135,0.10810810810810811,0.05405405405405406,0.0,0.0,0.0,0.0
