日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2021-05-02,唐津,1,朝１戦一般,1,4445,宮地元輝,34,佐賀,55,A1,6.37,42.28,7.29,59.26,18,34.1,42,25.0,晴,北西,4,4,6.5,1,逃げ,1,0.13,1.47.6,宮地元輝,57,50,3,1,0.1210526315789473,49,0,0,0,1,0,3,2,1,0,0.1283969465648855,0.8771929824561403,0.05263157894736842,0.017543859649122806,0.8596491228070176,0.0,0.0,0.0,0.0,0.05263157894736842,0.03508771929824561,0.017543859649122806
2021-05-02,唐津,1,朝１戦一般,2,4100,松田隆司,42,福岡,54,B1,5.5,37.4,5.3,30.0,33,40.23,31,29.17,晴,北西,4,4,6.63,2,逃げ,2,0.14,1.49.9,松田隆司,38,6,14,7,0.1442105263157894,0,3,2,1,0,0,0,0,0,16,0.1724200913242009,0.15789473684210525,0.3684210526315789,0.18421052631578946,0.0,0.42105263157894735,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.0,0.0,0.0
2021-05-02,唐津,1,朝１戦一般,3,4778,堤　啓輔,35,佐賀,50,B2,4.87,26.83,5.02,30.77,49,32.39,43,50.0,晴,北西,4,4,6.54,6,逃げ,3,0.23,1.53.7,堤啓輔,18,2,3,7,0.2011111111111111,0,0,0,1,1,0,0,0,0,0,0.1898461538461538,0.1111111111111111,0.16666666666666666,0.3888888888888889,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
2021-05-02,唐津,1,朝１戦一般,4,3926,大古場貴,45,佐賀,51,B2,2.54,3.28,4.06,22.06,64,29.88,75,34.62,晴,北西,4,4,6.62,4,逃げ,4,0.21,1.52.7,大古場貴,19,0,2,1,0.2047368421052631,0,0,0,0,0,0,0,0,0,0,0.2038095238095238,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,唐津,1,朝１戦一般,5,3224,栗山繁洋,55,佐賀,52,B1,5.23,31.43,4.4,22.68,14,40.12,79,25.93,晴,北西,4,4,6.63,3,逃げ,5,0.16,1.51.5,栗山繁洋,31,0,3,3,0.1751612903225806,0,0,0,0,0,0,0,0,0,0,0.1694949494949495,0.0,0.0967741935483871,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,唐津,1,朝１戦一般,6,5142,常住　蓮,20,佐賀,52,B1,3.52,10.1,2.03,5.56,47,32.02,40,26.32,晴,北西,4,4,6.62,5,逃げ,6,0.22,1.53.4,常住蓮,96,3,5,10,0.1667708333333333,0,0,2,1,0,0,0,0,0,0,0.1603246753246753,0.03125,0.052083333333333336,0.10416666666666667,0.0,0.0,0.0,0.020833333333333332,0.010416666666666666,0.0,0.0,0.0
2021-05-02,唐津,2,モー２ング一,1,4531,武富智亮,32,佐賀,53,A1,5.67,43.38,6.12,46.34,21,37.72,82,17.24,晴,北西,5,5,6.6,1,逃げ,1,0.15,1.48.0,武富智亮,49,36,4,5,0.1338775510204082,34,0,0,0,2,0,4,4,4,0,0.1606866952789699,0.7346938775510204,0.08163265306122448,0.10204081632653061,0.6938775510204082,0.0,0.0,0.0,0.0,0.08163265306122448,0.08163265306122448,0.08163265306122448
2021-05-02,唐津,2,モー２ング一,2,4822,百武　翔,28,佐賀,51,A2,5.34,35.07,5.71,38.61,35,38.51,71,37.93,晴,北西,5,5,6.69,3,逃げ,2,0.16,1.50.3,百武翔,46,5,15,7,0.1817391304347826,0,3,1,0,1,0,0,0,0,21,0.1922304832713754,0.10869565217391304,0.32608695652173914,0.15217391304347827,0.0,0.45652173913043476,0.06521739130434782,0.021739130434782608,0.0,0.0,0.0,0.0
2021-05-02,唐津,2,モー２ング一,3,3892,草場康幸,45,佐賀,52,B1,5.0,24.77,5.37,35.25,53,50.0,36,29.17,晴,北西,5,5,6.68,2,逃げ,3,0.17,1.49.7,草場康幸,34,3,2,13,0.1594117647058823,0,1,1,1,0,0,0,0,0,0,0.1696330275229358,0.08823529411764706,0.058823529411764705,0.38235294117647056,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2021-05-02,唐津,2,モー２ング一,4,3809,吉田　光,45,佐賀,48,B1,4.31,26.14,5.06,33.88,63,36.16,41,34.78,晴,北西,5,5,6.7,4,逃げ,4,0.21,1.52.1,吉田光,41,3,3,6,0.1699999999999999,0,0,3,0,0,0,0,0,0,0,0.174,0.07317073170731707,0.07317073170731707,0.14634146341463414,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0
