日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2024-10-12,大村,1,一般,1,3546,中里昌志,55,埼玉,51,B1,5.09,28.16,7.67,66.67,20,33.33,28,24.32,晴,南,1,1,6.92,1,逃げ,1,0.05,1.49.6,0.16581395348837208,0.16919678714859437,0.1111111111111111,0.4444444444444444,0.0
2024-10-12,大村,1,一般,2,4905,土井祥伍,29,大阪,54,B1,4.52,28.57,4.47,33.33,34,39.73,65,40.85,晴,南,1,1,6.89,2,逃げ,2,0.05,1.51.1,0.15159090909090908,0.1708713692946058,0.1,0.3,0.6333333333333333
2024-10-12,大村,1,一般,3,4299,中島浩哉,41,長崎,55,B1,3.83,20.0,5.02,28.1,71,37.84,49,38.46,晴,南,1,1,6.88,5,逃げ,3,0.04,.  .,0.15388888888888888,0.1529050279329609,0.0,0.1935483870967742,0.0
2024-10-12,大村,1,一般,4,3467,森　弘行,56,東京,53,B1,3.91,22.78,2.29,0.0,56,32.31,54,31.34,晴,南,1,1,6.94,3,逃げ,4,0.09,1.52.8,0.1975,0.1954705882352941,0.08823529411764706,0.20588235294117646,0.0
2024-10-12,大村,1,一般,5,3869,井芹大志,49,福岡,54,B1,4.43,23.26,4.88,23.08,60,50.75,16,37.5,晴,南,1,1,6.95,4,逃げ,5,0.07,1.53.5,0.191,0.18676136363636361,0.0,0.2,0.0
2024-10-12,大村,1,一般,6,5309,森　雄利,20,長崎,52,B2,1.44,0.0,1.28,0.0,50,26.56,72,30.0,晴,南,1,1,6.88,6,逃げ,6,0.02,.  .,0.16741573033707866,0.16243055555555555,0.0,0.2608695652173913,0.0
2024-10-12,大村,2,一般,1,4027,松江秀徳,46,佐賀,56,B1,5.52,35.78,6.65,47.83,22,53.85,73,29.58,晴,南,1,1,6.9,1,逃げ,1,0.09,1.49.3,0.15106382978723404,0.1494,0.19230769230769232,0.3076923076923077,0.0
2024-10-12,大村,2,一般,2,3905,天野友和,47,愛知,52,A2,6.07,43.1,5.12,29.41,67,21.21,26,32.31,晴,南,1,1,6.91,2,逃げ,2,0.11,1.50.0,0.162,0.16137037037037036,0.05555555555555555,0.2777777777777778,0.5
2024-10-12,大村,2,一般,3,4871,菊池宏志,32,山口,54,B1,4.82,27.55,3.66,6.9,52,43.84,60,30.14,晴,南,1,1,6.85,3,逃げ,3,0.07,1.51.6,0.15714285714285714,0.16671361502347418,0.0,0.43243243243243246,0.0
2024-10-12,大村,2,一般,4,4461,安田吉宏,38,三重,57,B1,3.81,19.28,4.11,11.11,46,28.36,68,34.55,晴,南,1,1,6.95,4,逃げ,4,0.08,1.52.7,0.183,0.17986206896551726,0.027777777777777776,0.25,0.0
2024-10-12,大村,2,一般,5,3333,丸尾義孝,56,徳島,53,A2,6.02,44.55,6.67,45.83,30,40.58,75,28.77,晴,南,1,1,6.97,5,逃げ,5,0.17,.  .,0.1625,0.1413807531380753,0.02857142857142857,0.2,0.0
