日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2023-12-29,大村,1,一般,2,4892,柴田直哉,33,福岡,51,B1,4.65,26.92,5.69,33.33,74,46.83,54,34.51,晴,西,2,1,6.86,3,まくり,2,0.17,2.04.1,0.1726829268292683,0.1816017316017316,0.20512820512820512,0.28205128205128205,0.1794871794871795,0.1794871794871795,0.0,0.02564102564102564,0.0,0.0,0.358974358974359,0.23076923076923078,0.1794871794871795
2023-12-29,大村,1,一般,3,4336,松田竜馬,39,福岡,54,B1,5.18,33.05,6.28,47.22,31,20.8,17,39.06,晴,西,2,1,6.94,1,まくり,3,0.12,1.56.8,0.1488888888888889,0.1526199261992619,0.08823529411764706,0.08823529411764706,0.23529411764705882,0.0,0.5,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0
2023-12-29,大村,1,一般,4,5237,永松良教,24,福岡,55,B2,1.81,6.78,1.43,0.0,24,25.98,64,41.98,晴,西,2,1,6.96,2,まくり,4,0.18,2.00.5,0.1596428571428571,0.1917333333333333,0.10810810810810811,0.10810810810810811,0.16216216216216217,0.0,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0
2023-12-29,大村,1,一般,5,5023,久永祥平,28,東京,51,B1,4.74,26.21,5.33,33.33,37,29.69,32,30.53,晴,西,2,1,6.89,5,まくり,5,0.16,.  .,0.1670967741935483,0.1678723404255319,0.0,0.06060606060606061,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,大村,1,一般,6,3571,寺本武司,52,長崎,54,B1,3.35,13.64,3.96,18.55,26,26.19,61,28.36,晴,西,2,1,6.92,4,まくり,6,0.2,2.07.1,0.2134615384615384,0.1864779874213836,0.05714285714285714,0.0,0.2,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0
2023-12-29,大村,2,一般,1,4410,井上大輔,37,岡山,51,B1,5.05,31.82,6.01,45.68,56,39.55,19,28.57,晴,北西,2,1,6.87,1,逃げ,1,0.11,1.49.8,0.1771428571428571,0.1620564516129032,0.0,0.1,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,大村,2,一般,2,4222,山口高志,42,佐賀,52,B1,5.24,38.64,5.94,50.0,16,28.8,50,36.67,晴,北西,2,1,6.87,4,逃げ,2,0.18,1.53.0,0.1794285714285714,0.1727659574468085,0.04,0.24,0.24,0.04,0.0,0.0,0.0,0.0,0.32,0.44,0.16
2023-12-29,大村,2,一般,3,3963,原田秀弥,44,大阪,56,B1,5.49,40.17,5.0,27.78,75,41.35,37,36.13,晴,北西,2,1,6.91,2,逃げ,3,0.2,1.50.8,0.1873809523809523,0.1701937984496124,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.0,0.6071428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
2023-12-29,大村,2,一般,4,4660,宇田川信,32,東京,53,B1,3.36,10.99,2.17,0.0,49,32.82,36,31.58,晴,北西,2,1,6.88,5,逃げ,4,0.24,.  .,0.1921621621621621,0.1990821256038647,0.0,0.06666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,大村,2,一般,5,5055,眞鳥章太,27,長崎,52,B1,4.74,22.35,4.64,26.28,17,47.29,33,28.26,晴,北西,2,1,6.91,6,逃げ,5,0.21,.  .,0.1432432432432432,0.1541818181818182,0.0,0.07407407407407407,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
