日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-07-15,大村,1,一般,1,5218,山田理央,23,香川,47,B1,3.01,9.09,1.82,4.55,62,47.06,64,70.59,曇り,南,5,4,7.05,1,恵まれ,1,0.08,1.52.1,0.192,0.19509316770186336,0.3157894736842105,0.39473684210526316,0.0
2023-07-15,大村,1,一般,2,4224,大橋栄里,41,福岡,49,B1,4.56,28.57,4.8,32.61,50,52.94,51,85.71,曇り,南,5,4,7.15,3,恵まれ,2,0.15,1.55.9,0.194375,0.19699453551912566,0.030303030303030304,0.36363636363636365,0.6060606060606061
2023-07-15,大村,1,一般,3,5200,筒井美琴,21,福岡,48,B2,1.37,0.0,1.36,0.0,39,61.11,70,42.86,曇り,南,5,4,7.12,5,恵まれ,3,0.08,.  .,0.24333333333333332,0.21445378151260505,0.21428571428571427,0.2857142857142857,0.0
2023-07-15,大村,1,一般,4,3704,本部めぐ,49,三重,46,B2,3.51,15.38,1.0,0.0,52,58.82,11,30.43,曇り,南,5,4,7.05,4,恵まれ,4,0.02,1.56.0,0.24058823529411763,0.23992063492063492,0.03125,0.28125,0.0
2023-07-15,大村,1,一般,6,4088,野田祥子,42,長崎,48,B1,3.63,18.46,4.5,29.49,73,13.33,73,35.29,曇り,南,5,4,7.1,2,恵まれ,6,0.13,1.54.1,0.24263157894736845,0.19624999999999998,0.08571428571428572,0.22857142857142856,0.0
2023-07-15,大村,2,一般,1,5148,松本　怜,29,福岡,44,B2,1.69,0.0,4.25,25.0,27,33.33,30,45.45,曇り,南,4,3,7.04,4,抜き,1,0.23,1.55.4,0.25375000000000003,0.2276158940397351,0.0,0.16666666666666666,0.0
2023-07-15,大村,2,一般,2,4714,喜多須杏,32,徳島,49,B1,4.16,22.97,2.63,0.0,24,33.33,44,26.67,曇り,南,4,3,7.09,1,抜き,2,0.18,1.52.6,0.1472,0.18076923076923077,0.13043478260869565,0.391304347826087,0.0
2023-07-15,大村,2,一般,3,3474,松瀬弘美,53,静岡,46,B1,5.23,29.55,6.59,47.06,37,26.67,56,42.86,曇り,南,4,3,7.07,5,抜き,3,0.13,.  .,0.1559375,0.1712,0.1,0.36666666666666664,0.5666666666666667
2023-07-15,大村,2,一般,4,4283,石井裕美,39,東京,51,B2,3.9,15.38,0.0,0.0,65,58.82,65,70.59,曇り,南,4,3,7.09,2,抜き,4,0.14,1.53.2,0.18363636363636363,0.18191176470588233,0.0,0.36,0.0
2023-07-15,大村,2,一般,5,4993,下野京香,25,東京,46,B1,4.65,26.74,2.78,11.11,19,57.14,28,25.0,曇り,南,4,3,7.01,3,抜き,5,0.16,1.54.4,0.2090909090909091,0.19628930817610063,0.0,0.3076923076923077,0.0
2023-07-15,大村,2,一般,6,5195,北村寧々,21,長崎,44,B1,3.83,11.49,2.59,7.35,44,37.5,47,42.86,曇り,南,4,3,7.11,6,抜き,6,0.23,.  .,0.18078947368421053,0.18142857142857144,0.0,0.35714285714285715,0.0
