日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-12-17,芦屋,1,サンライズＶ,1,4607,鶴田勇雄,35,福岡,51,A2,5.81,36.64,5.51,33.33,45,37.5,57,37.8,晴,西,3,3,6.76,4,まくり,1,0.14,1.51.4,0.1656,0.1756603773584905,0.13333333333333333,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.3,0.1
2024-12-17,芦屋,1,サンライズＶ,2,4896,花本　剛,33,山口,57,B1,3.91,16.05,3.73,15.91,58,24.03,53,32.43,晴,西,3,3,6.89,5,まくり,2,0.15,.  .,0.1905714285714285,0.1840571428571428,0.07407407407407407,0.14814814814814814,0.14814814814814814,0.0,0.6666666666666666,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,1,サンライズＶ,3,5009,大賀龍之,27,福岡,55,B1,4.84,29.29,3.58,10.53,36,37.11,67,33.76,晴,西,3,3,6.81,6,まくり,3,0.17,.  .,0.1555263157894736,0.1590731707317073,0.0,0.14285714285714285,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,1,サンライズＶ,4,4976,金山立樹,30,東京,53,B1,5.5,31.75,4.84,25.81,54,31.65,63,25.17,晴,西,3,3,6.84,1,まくり,4,0.13,1.48.8,0.1490384615384615,0.168,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0
2024-12-17,芦屋,1,サンライズＶ,5,3441,土屋太朗,55,群馬,54,B1,4.81,22.22,5.81,37.5,57,25.19,61,29.61,晴,西,3,3,6.87,2,まくり,5,0.26,1.50.5,0.1942857142857142,0.1902843601895734,0.0,0.1111111111111111,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,1,サンライズＶ,6,4467,渡邉俊介,38,愛知,52,B1,5.31,38.46,5.75,37.5,43,32.3,38,33.97,晴,西,3,3,6.86,3,まくり,6,0.29,1.51.4,0.161,0.134228855721393,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,2,サンライズＷ,1,4122,安東幸治,43,福岡,56,A2,6.34,39.85,5.7,40.23,37,32.26,15,26.85,晴,北西,4,4,6.82,3,まくり,1,0.21,1.50.6,0.1655357142857142,0.1687972508591065,0.16,0.2,0.08,0.12,0.0,0.0,0.0,0.0,0.16,0.32,0.32
2024-12-17,芦屋,2,サンライズＷ,2,3945,橋口真樹,49,愛知,52,B1,4.43,25.0,4.64,31.82,48,28.05,22,37.95,晴,北西,4,4,6.81,5,まくり,2,0.3,.  .,0.1974285714285714,0.191231527093596,0.08571428571428572,0.11428571428571428,0.14285714285714285,0.0,0.4857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,2,サンライズＷ,3,4495,森晋太郎,37,福岡,54,B1,3.97,20.31,4.71,27.4,24,28.22,68,37.65,晴,北西,4,4,6.86,6,まくり,3,0.16,.  .,0.1466666666666666,0.1493548387096774,0.0,0.09090909090909091,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,2,サンライズＷ,4,4772,石丸海渡,31,香川,57,A1,6.75,47.71,7.04,53.19,1,36.81,40,29.75,晴,北西,4,4,6.78,1,まくり,4,0.03,1.48.3,0.1004878048780487,0.1090946502057613,0.029411764705882353,0.08823529411764706,0.14705882352941177,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0
2024-12-17,芦屋,2,サンライズＷ,5,4007,榮田将彦,45,山口,50,B1,4.76,27.78,4.26,25.58,19,25.79,55,27.46,晴,北西,4,4,6.84,2,まくり,5,0.06,1.49.1,0.1403030303030303,0.1441111111111111,0.030303030303030304,0.09090909090909091,0.12121212121212122,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2024-12-17,芦屋,2,サンライズＷ,6,3381,滝沢芳行,56,埼玉,54,B1,5.85,42.31,6.88,62.5,11,37.41,48,42.18,晴,北西,4,4,6.83,4,まくり,6,0.06,1.52.3,0.1584375,0.1472985781990521,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,芦屋,3,サンライズＸ,1,4514,上條嘉嗣,35,大阪,53,A1,7.07,56.72,6.91,59.38,44,38.85,11,29.68,晴,北西,3,3,6.82,5,まくり差し,1,0.4,.  .,0.1546774193548387,0.1889122807017544,0.375,0.32142857142857145,0.125,0.3392857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,0.23214285714285715,0.14285714285714285
2024-12-17,芦屋,3,サンライズＸ,2,3502,渡邉英児,55,静岡,54,B1,5.53,43.43,4.95,36.84,33,34.73,65,38.75,晴,北西,3,3,6.85,2,まくり差し,2,0.24,1.49.5,0.1720408163265306,0.1729520295202952,0.08,0.32,0.28,0.0,0.48,0.04,0.02,0.0,0.0,0.0,0.0
2024-12-17,芦屋,3,サンライズＸ,3,4319,三宅　潤,39,大阪,54,A2,6.01,40.17,6.29,47.06,42,32.08,28,34.36,晴,北西,3,3,6.84,1,まくり差し,3,0.15,1.48.0,0.1686538461538461,0.1714130434782609,0.0851063829787234,0.2127659574468085,0.2127659574468085,0.0,0.0,0.0,0.0425531914893617,0.0425531914893617,0.0,0.0,0.0
2024-12-17,芦屋,3,サンライズＸ,4,3563,堤　昇,54,静岡,53,B1,5.43,37.61,4.0,7.14,50,36.97,25,38.41,晴,北西,3,3,6.94,4,まくり差し,4,0.21,1.52.3,0.1735,0.1627430555555555,0.13953488372093023,0.18604651162790697,0.23255813953488372,0.0,0.0,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0
