日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2024-10-13,大村,1,一般,1,4423,坂口貴彦,35,岡山,55,B1,5.06,31.68,4.19,22.58,25,22.86,12,23.29,晴,北西,1,1,6.86,1,逃げ,1,0.0,1.49.0,0.14586206896551726,0.1684688995215311,0.1111111111111111,0.4444444444444444,0.0
2024-10-13,大村,1,一般,2,3805,高橋英之,50,東京,52,A2,5.83,40.91,6.12,47.06,14,13.43,52,32.88,晴,北西,1,1,6.9,2,逃げ,2,0.02,1.50.3,0.13166666666666668,0.13521367521367522,0.1,0.3,0.6333333333333333
2024-10-13,大村,1,一般,3,4970,井町　泰,33,山口,49,B2,1.95,8.11,1.67,0.0,43,36.99,32,36.11,晴,北西,1,1,6.94,6,逃げ,3,0.01,.  .,0.15875,0.16161290322580643,0.0,0.1935483870967742,0.0
2024-10-13,大村,1,一般,4,4432,黄金井力,38,埼玉,56,A2,5.55,31.4,5.27,34.62,41,31.88,51,39.73,晴,北西,1,1,6.93,3,逃げ,4,0.01,1.51.5,0.14806451612903226,0.15631313131313132,0.08823529411764706,0.20588235294117646,0.0
2024-10-13,大村,1,一般,5,4241,大串重幸,39,長崎,53,B1,5.42,39.13,5.29,33.33,13,38.81,50,29.41,晴,北西,1,1,6.86,4,逃げ,5,0.01,1.53.1,0.17769230769230768,0.16431718061674008,0.0,0.2,0.0
2024-10-13,大村,1,一般,6,3546,中里昌志,55,埼玉,51,B1,5.09,28.16,7.67,66.67,20,33.33,28,24.32,晴,北西,1,1,6.91,5,逃げ,6,0.02,.  .,0.16361111111111112,0.16856573705179284,0.0,0.25,0.0
2024-10-13,大村,2,一般,1,4214,林　祐介,40,岡山,55,A2,5.76,39.29,5.39,33.33,72,41.67,63,27.94,晴,西,1,1,6.88,1,逃げ,1,0.08,1.48.9,0.1505,0.14720833333333333,0.19230769230769232,0.3076923076923077,0.0
2024-10-13,大村,2,一般,2,4076,杉田篤光,46,静岡,52,A2,4.85,25.0,6.55,36.36,23,37.5,43,31.34,晴,西,1,1,6.91,3,逃げ,2,0.16,1.51.7,0.17365853658536587,0.18640167364016735,0.05555555555555555,0.2777777777777778,0.5
2024-10-13,大村,2,一般,3,5220,青木　蓮,23,埼玉,50,B1,6.2,43.9,0.0,0.0,65,38.03,13,39.71,晴,西,1,1,6.84,4,逃げ,3,0.11,1.52.8,0.2051851851851852,0.17491228070175438,0.0,0.4444444444444444,0.0
2024-10-13,大村,2,一般,4,5025,粟田　祥,29,徳島,58,B2,4.46,27.63,0.0,0.0,37,33.33,64,39.71,晴,西,1,1,6.96,5,逃げ,4,0.19,.  .,0.155,0.15029411764705883,0.027777777777777776,0.25,0.0
2024-10-13,大村,2,一般,5,4905,土井祥伍,29,大阪,54,B1,4.52,28.57,4.47,33.33,34,39.73,65,40.85,晴,西,1,1,6.9,6,逃げ,5,0.24,.  .,0.19244444444444445,0.17070539419087138,0.02857142857142857,0.2,0.0
2024-10-13,大村,2,一般,6,4151,下河誉史,42,福岡,54,A2,5.58,35.45,4.93,24.07,69,41.18,23,36.36,晴,西,1,1,6.88,2,逃げ,6,0.2,1.50.1,0.2164102564102564,0.19048245614035086,0.0,0.2608695652173913,0.0
2024-10-13,大村,3,一般,1,4570,前田聖文,36,愛知,53,A1,6.72,53.28,6.02,41.3,53,43.06,36,23.19,晴,西,1,1,6.85,1,逃げ,1,0.23,1.49.8,0.1439622641509434,0.13978947368421055,0.375,0.44642857142857145,0.0
2024-10-13,大村,3,一般,2,4027,松江秀徳,46,佐賀,56,B1,5.52,35.78,6.65,47.83,22,53.85,73,29.58,晴,西,1,1,6.9,3,逃げ,2,0.21,1.52.7,0.17181818181818184,0.14876984126984127,0.06666666666666667,0.6222222222222222,0.4222222222222222
2024-10-13,大村,3,一般,3,4562,阪本勇介,36,岡山,55,B1,3.87,15.6,4.54,20.51,33,31.43,58,34.85,晴,西,1,1,6.91,4,逃げ,3,0.16,1.54.5,0.1875,0.17965384615384616,0.08888888888888889,0.4222222222222222,0.0
2024-10-13,大村,3,一般,4,4237,大峯　豊,40,山口,53,A1,6.83,50.49,5.95,38.46,39,27.78,21,30.67,晴,西,1,1,6.93,2,逃げ,4,0.22,1.51.9,0.1676923076923077,0.17281124497991968,0.1,0.525,0.0
2024-10-13,大村,3,一般,5,4664,東口　晃,41,福井,55,B1,3.86,16.83,0.0,0.0,57,23.53,17,30.0,晴,西,1,1,6.96,6,逃げ,5,0.16,.  .,0.20212121212121212,0.19331606217616581,0.0975609756097561,0.36585365853658536,0.0
2024-10-13,大村,3,一般,6,5263,花田凱成,26,福岡,51,B1,3.92,20.75,1.42,0.0,58,21.54,39,37.31,晴,西,1,1,6.85,5,逃げ,6,0.14,.  .,0.17,0.155,0.0,0.2894736842105263,0.0
2024-10-13,大村,4,一般,1,4102,益田啓司,45,福岡,51,A1,6.7,52.5,6.9,60.0,15,21.74,30,24.66,晴,北西,1,1,6.85,2,まくり差し,1,0.09,1.50.8,0.13090909090909092,0.13181208053691276,0.5,0.0,0.0
2024-10-13,大村,4,一般,2,3692,竹腰正樹,53,福井,53,B1,4.16,18.75,5.28,38.89,76,36.11,25,26.76,晴,北西,1,1,6.9,5,まくり差し,2,0.17,.  .,0.16842105263157894,0.1572361809045226,0.0,0.6666666666666666,1.0
2024-10-13,大村,4,一般,3,4565,西村豪洋,36,愛知,51,B1,4.22,17.65,0.0,0.0,44,32.86,37,50.75,晴,北西,1,1,6.87,6,まくり差し,3,0.22,.  .,0.1775,0.16219895287958117,0.3333333333333333,0.6666666666666666,0.0
2024-10-13,大村,4,一般,4,4461,安田吉宏,38,三重,57,B1,3.81,19.28,4.11,11.11,46,28.36,68,34.55,晴,北西,1,1,6.89,3,まくり差し,4,0.16,1.52.8,0.1780952380952381,0.1780821917808219,0.0,0.0,0.0
2024-10-13,大村,4,一般,5,3422,服部幸男,53,静岡,55,A1,6.63,48.89,6.2,31.43,18,44.78,31,31.88,晴,北西,1,1,6.88,1,まくり差し,5,0.13,1.49.0,0.13666666666666666,0.14947791164658633,0.0,0.3333333333333333,0.0
2024-10-13,大村,4,一般,6,3381,滝沢芳行,56,埼玉,51,B1,5.75,41.3,0.0,0.0,12,32.86,59,32.88,晴,北西,1,1,6.87,4,まくり差し,6,0.19,1.53.8,0.1484848484848485,0.14388392857142857,0.0,0.5,0.0
