日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2021-08-13,福岡,1,予選,1,3574,大神康司,49,福岡,54,A2,6.43,44.55,6.25,45.38,68,0.0,107,0.0,雨,無風,0,1,6.98,3,差し,1,0.13,1.54.4,大神康司,58.0,34.0,10.0,4.0,0.1572413793103448,30.0,0.0,0.0,0.0,4.0,0.0,8.0,7.0,6.0,0.0,0.1683464566929133,0.5862068965517241,0.1724137931034483,0.06896551724137931,0.5172413793103449,0.0,0.0,0.0,0.0,0.13793103448275862,0.1206896551724138,0.10344827586206896
2021-08-13,福岡,1,予選,2,4942,柴田朋哉,31,福岡,52,B1,4.73,30.77,4.39,25.76,46,0.0,122,0.0,雨,無風,0,1,6.9,1,差し,2,0.12,1.50.5,柴田朋哉,17.0,0.0,6.0,2.0,0.1552941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1692727272727272,0.0,0.35294117647058826,0.11764705882352941,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,福岡,1,予選,3,3514,山一鉄也,54,福岡,51,A2,6.23,47.14,6.2,45.05,53,0.0,118,0.0,雨,無風,0,1,6.89,2,差し,3,0.1,1.52.2,山一鉄也,52.0,5.0,12.0,12.0,0.1542307692307692,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1489102564102564,0.09615384615384616,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
2021-08-13,福岡,1,予選,4,4679,植田太一,32,福岡,60,B1,5.24,40.0,5.26,36.84,18,0.0,120,0.0,雨,無風,0,1,6.92,4,差し,4,0.09,1.55.3,植田太一,30.0,3.0,7.0,3.0,0.1833333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1731111111111111,0.1,0.23333333333333334,0.1,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
2021-08-13,福岡,1,予選,5,3537,田山和広,53,福岡,60,B1,4.37,21.92,4.22,13.51,52,0.0,142,0.0,雨,無風,0,1,6.96,5,差し,5,0.11,.  .,田山和広,30.0,0.0,1.0,2.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869480519480519,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,福岡,1,予選,6,5144,中尾彩香,20,福岡,48,B2,2.03,3.49,1.39,0.0,50,0.0,101,0.0,雨,無風,0,1,6.94,6,差し,6,0.16,.  .,中尾彩香,75.0,0.0,0.0,2.0,0.2021333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1958974358974358,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,福岡,2,予選,1,4668,楠本晃嗣,36,福岡,50,B1,4.08,21.21,4.71,27.59,65,0.0,115,0.0,雨,西,1,2,6.95,4,まくり,1,0.19,1.55.3,楠本晃嗣,18.0,4.0,3.0,3.0,0.1844444444444444,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.1981097560975609,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.2222222222222222
2021-08-13,福岡,2,予選,2,3747,國崎良春,46,福岡,54,B1,5.45,36.8,6.19,44.78,59,0.0,114,0.0,雨,西,1,2,6.88,1,まくり,2,0.13,1.51.9,國崎良春,40.0,4.0,9.0,8.0,0.15925,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.1495546558704453,0.1,0.225,0.2,0.0,0.5,0.075,0.025,0.0,0.0,0.0,0.0
2021-08-13,福岡,2,予選,3,3297,藤丸光一,54,福岡,49,A2,5.75,42.37,6.49,54.87,49,0.0,123,0.0,雨,西,1,2,6.85,2,まくり,3,0.24,1.53.2,藤丸光一,48.0,5.0,15.0,8.0,0.2041666666666667,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193103448275862,0.10416666666666667,0.3125,0.16666666666666666,0.0,0.0,0.041666666666666664,0.0,0.0625,0.0,0.0,0.0
2021-08-13,福岡,2,予選,4,3491,富永　茂,53,福岡,52,B1,4.18,22.11,4.33,24.49,34,0.0,127,0.0,雨,西,1,2,6.99,5,まくり,4,0.12,.  .,富永茂,38.0,0.0,1.0,8.0,0.1955263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1879187817258883,0.0,0.02631578947368421,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
