ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2025-01-21,ëÂë∫,1,ó\ëI,1,4498,ã{ñ{âƒé˜,37,í∑çË,54,B1,4.72,29.79,6.11,43.98,14,24.63,57,31.62,ê∞,ñkêº,1,1,6.83,1,ì¶Ç∞,1,0.24,1.48.4,0.1562857142857142,0.1547963800904977,18.0,35.0,5.0,4.0,18.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.5142857142857142,0.14285714285714285,0.11428571428571428,0.5142857142857142,0.0,0.0,0.0,0.0,0.08571428571428572,0.14285714285714285,0.14285714285714285
2025-01-21,ëÂë∫,1,ó\ëI,2,4880,‡VçËóYç∆,29,ìåãû,52,B1,5.45,39.47,0.0,0.0,24,26.92,48,34.09,ê∞,ñkêº,1,1,6.92,2,ì¶Ç∞,2,0.22,1.50.2,0.1873529411764705,0.163019801980198,4.0,34.0,8.0,8.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.0,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0
2025-01-21,ëÂë∫,1,ó\ëI,3,4164,ä‚âiêﬂñÁ,42,í∑çË,52,B1,4.3,17.54,4.19,20.93,34,30.77,60,31.62,ê∞,ñkêº,1,1,6.89,4,ì¶Ç∞,3,0.21,1.52.0,0.1911111111111111,0.1813761467889908,1.0,18.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,ëÂë∫,1,ó\ëI,4,5186,âìì°å\å·,24,ìåãû,54,B1,4.95,32.97,6.7,50.0,39,30.47,72,29.2,ê∞,ñkêº,1,1,7.0,6,ì¶Ç∞,4,0.18,.  .,0.1759090909090909,0.1693264248704663,3.0,44.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.1590909090909091,0.1590909090909091,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0,0.0
2025-01-21,ëÂë∫,1,ó\ëI,5,4416,éOëÓåíëæ,38,çLìá,53,B1,4.8,23.53,4.21,14.75,50,29.41,12,29.03,ê∞,ñkêº,1,1,6.87,3,ì¶Ç∞,5,0.16,1.50.4,0.1991891891891891,0.1806280193236715,1.0,37.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02702702702702703,0.08108108108108109,0.16216216216216217,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0
2025-01-21,ëÂë∫,1,ó\ëI,6,5250,ìàìcóLó¢,22,í∑çË,47,B1,2.58,7.46,1.86,1.2,52,39.2,39,33.85,ê∞,ñkêº,1,1,6.93,5,ì¶Ç∞,6,0.18,.  .,0.1867441860465116,0.1930075187969925,0.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,ëÂë∫,2,ó\ëI,1,4705,ãgêÏóEçÏ,36,í∑çË,54,B1,4.12,26.32,4.28,25.34,31,31.5,50,35.19,ê∞,ñkêº,1,1,6.88,1,ì¶Ç∞,1,0.1,1.48.6,0.1303448275862068,0.1469587628865979,16.0,29.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.5517241379310345,0.2413793103448276,0.10344827586206896,0.5172413793103449,0.0,0.0,0.0,0.0,0.034482758620689655,0.20689655172413793,0.1724137931034483
2025-01-21,ëÂë∫,2,ó\ëI,2,3692,í|çòê≥é˜,53,ïüà‰,53,B1,4.44,25.0,5.04,35.71,13,37.3,32,33.59,ê∞,ñkêº,1,1,6.92,3,ì¶Ç∞,2,0.18,1.51.8,0.1717073170731707,0.1610900473933649,1.0,41.0,10.0,7.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.24390243902439024,0.17073170731707318,0.0,0.6585365853658537,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,ëÂë∫,2,ó\ëI,3,4241,ëÂã¯èdçK,40,í∑çË,52,A2,5.92,44.12,5.5,37.85,44,26.83,25,25.78,ê∞,ñkêº,1,1,6.94,2,ì¶Ç∞,3,0.16,1.49.8,0.1266666666666666,0.1578280542986425,1.0,39.0,18.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.46153846153846156,0.1794871794871795,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
2025-01-21,ëÂë∫,2,ó\ëI,4,4593,è¨ç‚è@éi,44,ëÂç„,52,A2,6.13,47.78,6.18,45.45,63,21.54,45,36.22,ê∞,ñkêº,1,1,6.91,4,ì¶Ç∞,4,0.14,1.51.8,0.1522857142857142,0.1475324675324675,4.0,35.0,8.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.11428571428571428,0.22857142857142856,0.3142857142857143,0.0,0.0,0.0,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0
