日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-08-26,芦屋,1,サンライズＶ,1,4624,高田　明,39,佐賀,49,A2,6.21,47.97,6.37,50.0,13,40.0,15,28.75,晴,南,2,2,6.84,1,逃げ,1,0.11,1.49.9,0.138235294117647,0.1457414448669201,0.10810810810810811,0.2702702702702703,0.13513513513513514,0.10810810810810811,0.0,0.0,0.0,0.0,0.2972972972972973,0.32432432432432434,0.13513513513513514
2024-08-26,芦屋,1,サンライズＶ,2,5208,屋良龍紀,26,長崎,51,B1,2.96,11.54,1.9,2.38,18,22.37,39,38.78,晴,南,2,2,6.92,5,逃げ,2,0.11,.  .,0.1639393939393939,0.1713592233009708,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.5666666666666667,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
2024-08-26,芦屋,1,サンライズＶ,3,5071,野見山拓,30,福岡,52,B2,3.78,19.44,3.38,9.38,25,40.82,36,28.21,晴,南,2,2,6.87,4,逃げ,3,0.22,1.54.3,0.1373684210526315,0.14376,0.0,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,芦屋,1,サンライズＶ,4,4394,永嶋裕一,38,福岡,54,B1,4.44,19.77,4.76,28.26,38,19.72,67,26.25,晴,南,2,2,6.94,2,逃げ,4,0.13,1.50.8,0.1319230769230769,0.1466467065868263,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2024-08-26,芦屋,1,サンライズＶ,5,4449,中嶋達也,37,兵庫,53,B1,4.19,19.23,3.89,21.05,35,39.56,63,26.97,晴,南,2,2,6.9,3,逃げ,5,0.11,1.54.1,0.1521875,0.1759162303664921,0.0,0.06666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,芦屋,1,サンライズＶ,6,3793,高橋真吾,51,埼玉,58,B1,4.36,24.72,4.63,25.0,57,20.0,49,31.76,晴,南,2,2,6.99,6,逃げ,6,0.19,.  .,0.1682608695652174,0.1635260115606936,0.0,0.043478260869565216,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,芦屋,2,サンライズＷ,1,3499,市川哲也,55,広島,52,A2,6.09,43.93,5.95,36.84,46,31.52,34,35.0,晴,南,1,1,6.87,1,抜き,1,0.04,1.50.0,0.1263829787234042,0.1403571428571428,0.17857142857142858,0.17857142857142858,0.10714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.21428571428571427,0.25,0.32142857142857145
2024-08-26,芦屋,2,サンライズＷ,2,4811,向井田佑,35,広島,49,B1,4.96,29.41,5.04,30.77,55,32.1,54,22.97,晴,南,1,1,6.91,2,抜き,2,0.11,1.51.1,0.1633333333333333,0.1601486988847583,0.08108108108108109,0.16216216216216217,0.10810810810810811,0.0,0.4864864864864865,0.08108108108108109,0.0,0.0,0.0,0.0,0.0
2024-08-26,芦屋,2,サンライズＷ,3,5093,浦野　海,22,福岡,53,B1,5.07,32.79,5.17,33.33,5,43.53,42,31.71,晴,南,1,1,6.92,3,抜き,4,0.05,1.51.6,0.1324137931034482,0.1538787878787879,0.0,0.05263157894736842,0.34210526315789475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,芦屋,2,サンライズＷ,4,4734,安河内将,34,佐賀,52,A1,6.88,50.35,6.26,48.15,43,29.03,61,31.03,晴,南,1,1,6.94,4,抜き,3,0.05,1.53.4,0.1439473684210526,0.1584255319148936,0.02631578947368421,0.10526315789473684,0.13157894736842105,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0
