日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-12-10,福岡,1,予選,1,3576,白水勝也,51,福岡,52,A1,5.86,36.17,6.43,46.23,53,39.6,138,37.91,晴,南,2,2,6.89,1,逃げ,1,0.21,1.49.5,0.15457627118644066,0.1693703703703704,0.23684210526315788,0.4473684210526316,0.0
2023-12-10,福岡,1,予選,2,4665,加藤啓太,40,愛知,51,B1,4.74,20.55,0.0,0.0,36,32.37,143,24.5,晴,南,2,2,6.89,2,逃げ,2,0.24,1.51.5,0.162,0.1580952380952381,0.058823529411764705,0.3235294117647059,0.5294117647058824
2023-12-10,福岡,1,予選,3,5263,花田凱成,25,福岡,52,B2,2.28,5.06,2.64,8.0,26,34.4,102,35.53,晴,南,2,2,6.9,3,逃げ,3,0.24,1.52.0,,,0.1282051282051282,0.2564102564102564,0.0
2023-12-10,福岡,1,予選,4,5201,村上宗太,21,東京,53,B1,4.07,20.24,4.5,30.0,33,36.19,169,39.62,晴,南,2,2,6.88,5,逃げ,4,0.28,.  .,0.15621621621621623,0.1700956937799043,0.0,0.2727272727272727,0.0
2023-12-10,福岡,1,予選,5,5131,江藤敦宏,24,福岡,52,B1,3.72,14.81,2.51,4.05,65,42.78,139,39.1,晴,南,2,2,6.88,4,逃げ,5,0.29,1.54.5,0.20551724137931035,0.17445859872611466,0.05714285714285714,0.2,0.0
2023-12-10,福岡,1,予選,6,4360,庄司孝輔,39,静岡,53,B1,5.06,29.89,5.11,22.22,54,28.57,148,35.71,晴,南,2,2,6.93,6,逃げ,6,0.36,.  .,0.1736111111111111,0.18565420560747664,0.0,0.23333333333333334,0.0
2023-12-10,福岡,2,予選,1,4323,山田佑樹,37,岡山,57,B1,5.57,36.36,5.63,42.11,34,41.21,105,32.3,晴,南,2,2,6.85,1,逃げ,1,0.08,1.48.8,0.1288235294117647,0.15333333333333335,0.041666666666666664,0.5416666666666666,0.0
2023-12-10,福岡,2,予選,2,3514,山一鉄也,56,福岡,51,A2,5.88,41.67,5.91,42.45,40,31.48,113,33.12,晴,南,2,2,6.86,4,逃げ,2,0.16,1.52.9,0.16953488372093023,0.1716058394160584,0.14814814814814814,0.2962962962962963,0.5555555555555556
2023-12-10,福岡,2,予選,3,5244,黒田　剛,23,福岡,52,B2,1.89,2.86,1.81,2.13,46,26.98,109,34.97,晴,南,2,2,6.89,2,逃げ,3,0.09,1.50.6,0.33,0.1640506329113924,0.0,0.16129032258064516,0.0
2023-12-10,福岡,2,予選,4,5016,宮田龍馬,25,兵庫,51,A2,6.3,44.95,5.93,47.5,57,34.0,168,23.84,晴,南,2,2,6.91,3,逃げ,4,0.14,1.52.0,0.14979591836734693,0.14808988764044945,0.0,0.37037037037037035,0.0
2023-12-10,福岡,2,予選,5,3233,小畑実成,56,岡山,54,B1,5.08,33.33,4.26,20.59,51,35.15,149,27.81,晴,南,2,2,6.95,5,逃げ,5,0.13,.  .,0.16487179487179487,0.1505581395348837,0.0,0.19230769230769232,0.0
2023-12-10,福岡,2,予選,6,3893,汐崎正則,47,愛知,53,B1,4.24,25.0,0.0,0.0,17,36.25,137,33.12,晴,南,2,2,7.0,6,逃げ,6,0.16,.  .,0.19043478260869565,0.16236486486486487,0.0,0.1,0.0
2023-12-10,福岡,3,予選,1,3875,廣中良一,47,山口,51,B1,3.82,21.98,4.67,29.17,74,30.86,101,34.39,晴,南,2,2,6.84,1,逃げ,1,0.27,1.49.9,0.16076923076923075,0.18684466019417476,0.2,0.4,0.0
2023-12-10,福岡,3,予選,2,5124,上瀧絢也,27,佐賀,53,B1,3.69,14.29,2.76,8.82,71,32.53,122,32.5,晴,南,2,2,6.87,4,逃げ,2,0.24,1.52.5,0.164,0.16519999999999999,0.0,0.375,0.25
2023-12-10,福岡,3,予選,3,4914,吉田裕平,27,愛知,51,A1,6.97,47.25,7.52,47.62,42,33.81,142,31.48,晴,南,2,2,6.82,2,逃げ,3,0.28,1.51.2,0.14818181818181816,0.13698564593301435,0.2,0.0,0.0
2023-12-10,福岡,3,予選,4,3156,金子良昭,59,静岡,53,B1,4.73,27.84,5.4,30.0,39,33.49,174,37.42,晴,南,2,2,6.86,5,逃げ,4,0.19,.  .,0.1627777777777778,0.16449781659388646,0.0,0.3333333333333333,0.0
2023-12-10,福岡,3,予選,5,4458,抹香雄三,37,広島,54,B1,5.08,34.41,5.29,42.86,63,50.96,170,35.58,晴,南,2,2,6.84,3,逃げ,5,0.15,1.52.4,0.15148936170212765,0.14605381165919282,0.16666666666666666,0.3333333333333333,0.0
2023-12-10,福岡,3,予選,6,5236,小宮涼雅,24,岡山,56,B2,1.99,2.25,1.0,0.0,14,41.71,121,34.46,晴,南,2,2,6.9,6,逃げ,6,0.18,.  .,0.20959595959595959,0.20348314606741572,0.0,0.3333333333333333,0.0
2023-12-10,福岡,4,予選,1,3876,中辻崇人,46,福岡,53,A1,7.51,66.96,6.87,57.89,43,33.99,126,31.65,晴,南,2,2,6.81,1,逃げ,1,0.13,1.48.8,0.13675675675675678,0.1350185873605948,0.4489795918367347,0.4489795918367347,0.0
2023-12-10,福岡,4,予選,2,4895,門間雄大,32,東京,54,B1,4.91,26.09,4.0,11.11,28,39.34,134,28.28,晴,南,2,2,6.89,2,逃げ,2,0.19,1.51.4,0.15236842105263157,0.14210526315789473,0.023809523809523808,0.5952380952380952,0.4523809523809524
2023-12-10,福岡,4,予選,3,3319,山崎義明,56,埼玉,52,A2,5.89,36.19,4.85,23.08,16,33.51,156,23.08,晴,南,2,2,6.91,3,逃げ,3,0.15,1.52.6,0.12179487179487179,0.1481451612903226,0.08571428571428572,0.4,0.0
2023-12-10,福岡,4,予選,4,3562,山下和彦,54,広島,52,A1,5.68,32.76,6.39,44.44,45,29.25,153,37.27,晴,南,2,2,6.89,6,逃げ,4,0.16,.  .,0.14272727272727273,0.15551236749116606,0.12121212121212122,0.48484848484848486,0.0
2023-12-10,福岡,4,予選,5,3401,上田隆章,56,香川,54,B1,4.53,22.47,5.89,40.32,12,34.26,162,32.47,晴,南,2,2,6.93,4,逃げ,5,0.19,1.53.9,0.19722222222222222,0.18788990825688073,0.09375,0.5,0.0
2023-12-10,福岡,4,予選,6,3571,寺本武司,52,長崎,52,B1,3.47,14.04,4.0,19.57,37,42.42,123,34.19,晴,南,2,2,6.95,5,逃げ,6,0.21,.  .,0.2076,0.18214285714285713,0.0,0.16216216216216217,0.0
2023-12-10,福岡,5,予選,1,3964,宮地博士,44,長崎,56,B1,4.14,21.79,4.27,26.92,19,32.5,132,38.46,晴,南,2,2,6.9,3,抜き,1,0.05,1.51.9,0.17708333333333334,0.20215,0.15789473684210525,0.3157894736842105,0.0
2023-12-10,福岡,5,予選,2,4652,酒見峻介,38,佐賀,52,A2,5.76,37.62,6.56,48.15,23,35.64,115,26.42,晴,南,2,2,6.81,4,抜き,2,0.06,1.53.1,0.15465116279069768,0.1608560311284047,0.06060606060606061,0.5151515151515151,0.6363636363636364
2023-12-10,福岡,5,予選,3,5201,村上宗太,21,東京,53,B1,4.07,20.24,4.5,30.0,33,36.19,169,39.62,晴,南,2,2,6.88,1,抜き,3,0.07,1.49.5,0.17794117647058824,0.1700956937799043,0.06666666666666667,0.5333333333333333,0.0
2023-12-10,福岡,5,予選,4,3975,小野寺智,46,香川,52,A2,5.97,41.94,5.83,43.9,48,44.24,119,26.28,晴,南,2,2,6.86,2,抜き,4,0.07,1.50.7,0.1552,0.15893103448275864,0.0,0.2,0.0
2023-12-10,福岡,5,予選,5,4336,松田竜馬,39,福岡,54,B1,5.14,32.11,4.96,34.78,35,27.09,110,38.85,晴,南,2,2,6.89,6,抜き,5,0.12,.  .,0.15822222222222224,0.1514074074074074,0.0,0.36666666666666664,0.0
2023-12-10,福岡,5,予選,6,3952,中澤和志,47,埼玉,53,A1,7.26,54.39,5.56,33.33,52,35.05,120,36.91,晴,南,2,2,6.9,5,抜き,6,0.13,.  .,0.13066666666666665,0.1386062717770035,0.0,0.3333333333333333,0.0
2023-12-10,福岡,6,予選,1,3563,堤　昇,53,静岡,53,A2,5.13,29.06,6.89,55.56,25,31.19,128,44.03,晴,北,2,2,6.91,5,まくり,1,0.27,.  .,0.16132075471698115,0.16557093425605537,0.45,0.4,0.0
2023-12-10,福岡,6,予選,2,5120,山本稔太,22,愛知,55,B1,5.36,34.25,0.0,0.0,27,39.29,155,46.79,晴,北,2,2,6.88,6,まくり,2,0.27,.  .,0.1440625,0.15220238095238095,0.07692307692307693,0.46153846153846156,0.6538461538461539
2023-12-10,福岡,6,予選,3,3589,西村　勝,50,埼玉,56,A2,5.84,39.13,4.9,30.0,75,37.02,166,28.13,晴,北,2,2,6.87,4,まくり,3,0.24,1.53.3,0.17,0.17208121827411166,0.07142857142857142,0.42857142857142855,0.0
2023-12-10,福岡,6,予選,4,5237,永松良教,24,福岡,55,B2,1.79,5.77,1.52,0.0,20,27.07,117,41.67,晴,北,2,2,6.95,2,まくり,6,0.08,1.51.1,0.16892857142857146,0.18993288590604027,0.10526315789473684,0.3684210526315789,0.0
2023-12-10,福岡,6,予選,5,4665,加藤啓太,40,愛知,51,B1,4.74,20.55,0.0,0.0,36,32.37,143,24.5,晴,北,2,2,6.91,3,まくり,4,0.23,1.53.1,0.1638235294117647,0.1580952380952381,0.0,0.21052631578947367,0.0
2023-12-10,福岡,6,予選,6,4939,宮之原輝,26,東京,51,A1,7.55,60.2,7.39,56.52,64,27.54,104,43.13,晴,北,2,2,6.89,1,まくり,5,0.08,1.49.5,0.16085714285714287,0.14544715447154472,0.0,0.05,0.0
2023-12-10,福岡,7,予選,1,4458,抹香雄三,37,広島,54,B1,5.08,34.41,5.29,42.86,63,50.96,170,35.58,晴,北,2,2,6.86,1,逃げ,1,0.22,1.49.8,0.12633333333333333,0.14605381165919282,0.5,0.375,0.0
2023-12-10,福岡,7,予選,2,5131,江藤敦宏,24,福岡,52,B1,3.72,14.81,2.51,4.05,65,42.78,139,39.1,晴,北,2,2,6.82,4,逃げ,4,0.24,1.54.8,0.18727272727272726,0.17445859872611466,0.10344827586206896,0.4827586206896552,0.4482758620689655
2023-12-10,福岡,7,予選,3,4614,石倉洋行,43,福岡,54,A1,0.0,0.0,7.29,61.9,67,37.06,127,34.84,晴,北,2,2,6.84,3,逃げ,2,0.21,1.53.5,0.1405263157894737,0.12520833333333334,0.12121212121212122,0.3333333333333333,0.0
2023-12-10,福岡,7,予選,4,3582,吉川昭男,50,滋賀,53,A1,6.26,47.29,7.27,63.64,50,25.38,135,24.53,晴,北,2,2,6.85,2,逃げ,3,0.23,1.51.3,0.1628947368421053,0.1589655172413793,0.058823529411764705,0.4117647058823529,0.0
2023-12-10,福岡,7,予選,5,3577,向所浩二,51,兵庫,58,B1,4.89,30.11,5.45,37.93,61,47.62,164,37.5,晴,北,2,2,6.86,5,逃げ,5,0.26,.  .,0.13384615384615384,0.15825112107623318,0.07692307692307693,0.19230769230769232,0.0
2023-12-10,福岡,7,予選,6,5244,黒田　剛,23,福岡,52,B2,1.89,2.86,1.81,2.13,46,26.98,109,34.97,晴,北,2,2,6.89,6,逃げ,6,0.27,.  .,0.15734939759036146,0.1640506329113924,0.0,0.3076923076923077,0.0
2023-12-10,福岡,8,予選,1,3319,山崎義明,56,埼玉,52,A2,5.89,36.19,4.85,23.08,16,33.51,156,23.08,晴,北,2,2,6.92,1,逃げ,1,0.13,1.50.5,0.15952380952380954,0.1481451612903226,0.43103448275862066,0.3620689655172414,0.0
2023-12-10,福岡,8,予選,2,3233,小畑実成,56,岡山,54,B1,5.08,33.33,4.26,20.59,51,35.15,149,27.81,晴,北,2,2,6.96,3,逃げ,2,0.14,1.53.5,0.1456756756756757,0.1505581395348837,0.2222222222222222,0.5111111111111111,0.4888888888888889
2023-12-10,福岡,8,予選,3,4251,川崎誠志,40,山口,52,B1,4.75,31.58,4.89,31.58,32,31.22,112,24.84,晴,北,2,2,6.93,2,逃げ,3,0.21,1.52.1,0.1817948717948718,0.19897674418604652,0.24444444444444444,0.4666666666666667,0.0
2023-12-10,福岡,8,予選,4,3752,宇土泰就,52,福岡,55,B1,4.22,21.92,5.22,28.57,29,34.05,171,30.82,晴,北,2,2,6.96,4,逃げ,4,0.19,1.55.4,0.1680952380952381,0.17920353982300885,0.28205128205128205,0.4358974358974359,0.0
2023-12-10,福岡,8,予選,5,4778,堤　啓輔,38,佐賀,51,B1,5.41,33.33,4.7,20.0,62,39.38,136,38.36,晴,北,2,2,6.93,6,逃げ,5,0.24,.  .,0.13136363636363638,0.1585207100591716,0.23255813953488372,0.3488372093023256,0.0
2023-12-10,福岡,8,予選,6,5263,花田凱成,25,福岡,52,B2,2.28,5.06,2.64,8.0,26,34.4,102,35.53,晴,北,2,2,6.91,5,逃げ,6,0.12,.  .,0.16923076923076924,0.17,0.17391304347826086,0.45652173913043476,0.0
2023-12-10,福岡,9,予選特賞,1,3156,金子良昭,59,静岡,53,B1,4.73,27.84,5.4,30.0,39,33.49,174,37.42,晴,北,2,2,6.89,3,まくり,1,0.24,1.53.4,0.13285714285714287,0.16449781659388646,0.23333333333333334,0.43333333333333335,0.0
2023-12-10,福岡,9,予選特賞,2,3571,寺本武司,52,長崎,52,B1,3.47,14.04,4.0,19.57,37,42.42,123,34.19,晴,北,2,2,6.93,6,まくり,2,0.22,.  .,0.16733333333333336,0.18214285714285713,0.075,0.5,0.625
2023-12-10,福岡,9,予選特賞,3,3514,山一鉄也,56,福岡,51,A2,5.88,41.67,5.91,42.45,40,31.48,113,33.12,晴,北,2,2,6.84,4,まくり,3,0.18,1.53.8,0.16297872340425532,0.1716058394160584,0.0,0.22857142857142856,0.0
2023-12-10,福岡,9,予選特賞,4,4360,庄司孝輔,39,静岡,53,B1,5.06,29.89,5.11,22.22,54,28.57,148,35.71,晴,北,2,2,6.91,5,まくり,4,0.21,.  .,0.19567567567567568,0.18565420560747664,0.0,0.4444444444444444,0.0
2023-12-10,福岡,9,予選特賞,5,4652,酒見峻介,38,佐賀,52,A2,5.76,37.62,6.56,48.15,23,35.64,115,26.42,晴,北,2,2,6.87,1,まくり,5,0.13,1.50.6,0.15560975609756098,0.1608560311284047,0.0,0.25,0.0
2023-12-10,福岡,9,予選特賞,6,3567,吉岡　誠,53,山口,56,B1,4.16,18.97,4.57,20.0,11,39.71,173,27.92,晴,北,2,2,6.95,2,まくり,6,0.16,1.51.5,0.18176470588235294,0.16007299270072992,0.0,0.25,0.0
2023-12-10,芦屋,1,一般,1,3984,坂口　周,45,三重,55,A1,6.32,48.33,0.0,0.0,9,35.1,43,31.25,晴,南,1,1,6.73,1,逃げ,1,0.06,1.48.0,0.13799999999999998,0.16196911196911198,1.0,0.0,0.0
2023-12-10,芦屋,1,一般,2,3554,仲口博崇,51,愛知,52,A1,6.15,44.85,6.33,33.33,21,49.33,54,41.55,晴,南,1,1,6.74,5,逃げ,2,0.19,1.53.9,0.17020833333333332,0.18326599326599327,0.6666666666666666,0.0,0.0
2023-12-10,芦屋,1,一般,3,4551,三川昂暁,34,福岡,53,B1,5.76,44.09,6.03,43.82,60,25.95,70,26.28,晴,南,1,1,6.8,6,逃げ,3,0.15,1.57.5,0.16566666666666666,0.17193370165745858,0.0,0.0,0.0
2023-12-10,芦屋,1,一般,4,4856,豊田健士,27,三重,53,A1,7.05,54.24,5.88,25.0,18,34.06,32,30.28,晴,南,1,1,6.73,2,逃げ,4,0.08,1.50.1,0.13068181818181818,0.13789285714285715,0.0,0.3333333333333333,0.0
2023-12-10,芦屋,1,一般,5,4682,大上卓人,33,広島,52,A1,7.56,63.16,7.41,55.1,16,44.22,35,34.87,晴,南,1,1,6.79,4,逃げ,5,0.11,1.52.8,0.16926829268292684,0.15096899224806204,0.0,0.5,0.0
2023-12-10,芦屋,1,一般,6,4350,篠崎元志,37,福岡,53,A1,7.07,45.45,7.82,58.33,12,43.33,69,37.93,晴,南,1,1,6.79,3,逃げ,6,0.13,1.50.8,0.14193548387096774,0.13038626609442058,0.0,0.0,0.0
2023-12-10,芦屋,2,一般,1,4832,権藤俊光,36,大阪,52,A1,6.44,43.94,5.25,25.0,11,27.78,30,34.69,晴,南,1,1,6.73,2,まくり差し,1,0.14,1.48.2,0.1351063829787234,0.13784860557768924,0.7317073170731707,0.17073170731707318,0.0
2023-12-10,芦屋,2,一般,2,4487,三原　司,37,福岡,52,B1,4.35,18.52,4.46,22.5,57,25.55,49,26.67,晴,南,1,1,6.78,4,まくり差し,2,0.18,1.51.5,0.20073170731707318,0.19022831050228312,0.10810810810810811,0.6216216216216216,0.6486486486486487
2023-12-10,芦屋,2,一般,3,4762,藤原啓史,33,岡山,49,A1,7.5,51.2,7.08,59.68,48,34.19,23,30.43,晴,南,1,1,6.76,1,まくり差し,3,0.16,1.47.2,0.13282051282051283,0.12596226415094341,0.11764705882352941,0.4117647058823529,0.0
2023-12-10,芦屋,2,一般,4,3557,太田和美,50,大阪,54,A1,7.07,47.14,4.56,0.0,63,32.0,72,32.12,晴,南,1,1,6.76,5,まくり差し,4,0.15,1.52.5,0.1702325581395349,0.16187755102040818,0.07407407407407407,0.37037037037037035,0.0
