日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-06-08,福岡,1,一般,1,4007,榮田将彦,44,山口,49,A2,4.15,23.36,6.08,53.85,59,43.96,156,12.96,雨,南,3,3,6.91,4,まくり,1,0.16,1.54.4,0.15866666666666665,0.13863636363636364,0.2972972972972973,0.40540540540540543,0.0
2023-06-08,福岡,1,一般,2,4917,岩橋裕馬,34,兵庫,52,B1,4.13,18.18,3.25,16.67,55,37.5,141,28.0,雨,南,3,3,6.99,5,まくり,2,0.18,.  .,0.1932258064516129,0.17267379679144385,0.02857142857142857,0.34285714285714286,0.6
2023-06-08,福岡,1,一般,3,4327,加藤　翔,39,静岡,53,B1,4.33,25.26,4.0,20.0,69,24.07,154,32.65,雨,南,3,3,6.92,1,まくり,3,0.11,1.50.6,0.19615384615384615,0.19136150234741783,0.15,0.325,0.0
2023-06-08,福岡,1,一般,4,4374,永田義紘,39,広島,50,B1,4.47,22.67,4.29,17.78,21,33.33,105,38.18,雨,南,3,3,6.96,3,まくり,4,0.1,1.53.9,0.14647058823529413,0.1549056603773585,0.03125,0.25,0.0
2023-06-08,福岡,1,一般,5,4835,橋本　明,34,広島,54,B1,5.1,30.0,5.1,27.59,72,32.39,121,40.38,雨,南,3,3,6.98,2,まくり,5,0.12,1.52.1,0.1872972972972973,0.17048076923076924,0.08571428571428572,0.22857142857142856,0.0
2023-06-08,福岡,1,一般,6,4182,吉田和仁,39,滋賀,55,B1,4.88,26.42,4.3,20.0,38,25.86,126,31.15,雨,南,3,3,6.95,6,まくり,6,0.2,.  .,0.17973684210526317,0.15956175298804778,0.0,0.16666666666666666,0.0
2023-06-08,福岡,2,一般,1,4241,大串重幸,38,長崎,53,B1,4.88,28.05,5.37,28.57,24,25.86,149,26.19,雨,南東,2,2,6.93,5,まくり,1,0.41,.  .,0.17222222222222225,0.17838541666666666,0.125,0.4583333333333333,0.0
2023-06-08,福岡,2,一般,2,4054,福嶋智之,45,岡山,52,B1,4.16,21.35,4.5,16.67,52,36.51,162,21.82,雨,南東,2,2,6.93,1,まくり,2,0.19,1.51.5,0.14542857142857143,0.15693023255813954,0.0967741935483871,0.3870967741935484,0.4838709677419355
2023-06-08,福岡,2,一般,3,5212,西川拓利,24,福岡,57,B2,2.54,4.39,2.11,0.0,70,35.42,163,33.93,雨,南東,2,2,6.94,3,まくり,3,0.18,1.53.3,0.15933333333333335,0.1824803149606299,0.0,0.3333333333333333,0.0
2023-06-08,福岡,2,一般,4,4131,原　豊土,43,静岡,54,A2,5.79,38.3,4.63,25.0,39,19.67,168,24.44,雨,南東,2,2,6.93,2,まくり,4,0.16,1.52.3,0.15705882352941175,0.16616504854368935,0.0,0.3,0.0
