日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2024-11-07,大村,1,一般,1,3934,鋤柄貴俊,47,愛知,53,B1,5.6,31.48,5.97,41.38,65,35.8,22,43.02,晴,南西,2,1,6.89,2,差し,1,0.13,1.50.5,0.1548780487804878,0.15537254901960784,0.11764705882352941,0.4411764705882353,0.0
2024-11-07,大村,1,一般,2,4875,大塚康雅,30,東京,51,B1,4.63,24.42,5.45,30.0,58,23.81,71,28.24,晴,南西,2,1,6.88,1,差し,2,0.13,1.48.4,0.17073170731707318,0.16618604651162794,0.1,0.3,0.6333333333333333
2024-11-07,大村,1,一般,3,5192,中尾優香,23,福岡,48,B1,3.11,7.41,2.5,6.82,40,24.39,34,22.62,晴,南西,2,1,6.86,6,差し,3,0.17,.  .,0.18416666666666667,0.16474358974358974,0.0,0.1724137931034483,0.0
2024-11-07,大村,1,一般,4,3284,渡邊伸太,57,佐賀,54,B1,5.31,33.05,5.96,36.17,41,32.5,27,28.24,晴,南西,2,1,6.81,5,差し,4,0.13,.  .,0.2075609756097561,0.18517391304347827,0.09375,0.21875,0.0
2024-11-07,大村,1,一般,5,3212,亀本勇樹,62,広島,59,B1,4.49,26.15,5.22,29.63,39,31.33,29,40.96,晴,南西,2,1,6.86,4,差し,5,0.16,1.52.6,0.18592592592592594,0.17391812865497078,0.0,0.1724137931034483,0.0
2024-11-07,大村,1,一般,6,5269,山口晃朋,23,静岡,52,B1,3.9,25.23,0.0,0.0,18,48.72,40,29.76,晴,南西,2,1,6.8,3,差し,6,0.14,1.51.5,0.15366666666666667,0.16320197044334978,0.0,0.2,0.0
2024-11-07,大村,2,一般,1,3892,草場康幸,48,佐賀,53,B1,5.59,29.55,4.65,22.81,75,38.82,35,25.3,晴,南西,1,1,6.91,2,差し,1,0.08,1.50.4,0.14272727272727273,0.1569060773480663,0.19230769230769232,0.3076923076923077,0.0
2024-11-07,大村,2,一般,2,4844,村上奈穂,31,広島,49,B1,4.41,19.18,4.16,24.0,63,23.46,45,44.0,晴,南西,1,1,6.92,3,差し,4,0.21,1.51.5,0.16161290322580643,0.19993827160493827,0.05555555555555555,0.2777777777777778,0.5
2024-11-07,大村,2,一般,3,3809,吉田　光,49,佐賀,51,A2,5.18,32.46,4.87,28.21,55,27.16,76,28.21,晴,南西,1,1,6.92,5,差し,3,0.17,.  .,0.15930232558139534,0.1639622641509434,0.0,0.47058823529411764,0.0
2024-11-07,大村,2,一般,4,3159,江口晃生,59,群馬,54,A1,6.97,55.17,0.0,0.0,29,37.65,66,40.23,晴,南西,1,1,7.01,1,差し,2,0.12,1.48.2,0.16233333333333333,0.15274774774774777,0.02857142857142857,0.22857142857142856,0.0
2024-11-07,大村,2,一般,5,3964,宮地博士,45,長崎,54,B1,4.06,16.25,4.17,19.42,68,38.1,60,29.07,晴,南西,1,1,6.88,4,差し,5,0.18,1.52.0,0.21621621621621623,0.19360189573459716,0.029411764705882353,0.20588235294117646,0.0
2024-11-07,大村,2,一般,6,5138,村本大成,24,福岡,53,B1,3.03,9.68,2.35,7.69,35,23.75,26,36.05,晴,南西,1,1,6.91,6,差し,6,0.19,.  .,0.19772727272727275,0.16629032258064516,0.0,0.2608695652173913,0.0
