ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,èüóòâÒêî,èoëñêî,2íÖâÒêî,3íÖâÒêî,ì¶Ç∞,ì¶Çµ,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2024-09-23,ëÂë∫,1,ó\ëI,1,3797,ä‚à‰Å@î…,51,çLìá,61,B1,4.17,21.43,3.84,17.78,66,24.07,38,35.59,ê∞,ñk,3,2,6.87,6,Ç‹Ç≠ÇËç∑Çµ,1,0.27,.  .,0.1788571428571428,0.1848319327731092,8.0,35.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,0.22857142857142856,0.17142857142857143,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2
2024-09-23,ëÂë∫,1,ó\ëI,2,3843,è„îVçWçO,48,í∑çË,54,B1,4.78,28.0,5.0,29.28,29,41.38,56,37.7,ê∞,ñk,3,2,6.85,4,Ç‹Ç≠ÇËç∑Çµ,2,0.25,1.54.5,0.1725,0.1610743801652892,1.0,36.0,7.0,9.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.19444444444444445,0.25,0.0,0.5833333333333334,0.027777777777777776,0.0,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,1,ó\ëI,3,5177,èºà‰ä—ëæ,28,ïüâ™,50,B1,3.44,12.82,2.33,5.13,67,20.0,70,42.59,ê∞,ñk,3,2,6.84,5,Ç‹Ç≠ÇËç∑Çµ,3,0.28,.  .,0.1907999999999999,0.180801687763713,0.0,50.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,1,ó\ëI,4,4695,îˆçËóYìÒ,38,í∑çË,55,B1,5.09,25.89,4.82,26.32,71,37.5,65,45.28,ê∞,ñk,3,2,6.79,2,Ç‹Ç≠ÇËç∑Çµ,4,0.12,1.51.8,0.1759375,0.17425,1.0,32.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03125,0.125,0.21875,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,1,ó\ëI,5,5348,è¨ó—ä√îJ,20,çLìá,53,B2,1.66,0.0,0.0,0.0,50,29.82,36,26.42,ê∞,ñk,3,2,6.86,3,Ç‹Ç≠ÇËç∑Çµ,6,0.15,1.53.9,0.161,0.1606451612903226,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,1,ó\ëI,6,5337,èoî®çFê¨,18,ïüâ™,54,B2,1.48,1.01,1.31,0.0,55,32.73,69,30.36,ê∞,ñk,3,2,6.91,1,Ç‹Ç≠ÇËç∑Çµ,5,0.08,1.51.2,0.2039325842696629,0.2043055555555555,0.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,2,ó\ëI,1,3477,ãﬂì°ñ´ñÁ,54,ìøìá,52,B1,4.18,22.45,3.82,16.33,19,24.07,18,43.64,ê∞,ñk,4,3,6.8,4,Ç‹Ç≠ÇËç∑Çµ,1,0.31,1.55.0,0.1934375,0.1835406698564593,7.0,32.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,0.21875,0.375,0.0625,0.21875,0.0,0.0,0.0,0.0,0.28125,0.1875,0.1875
2024-09-23,ëÂë∫,2,ó\ëI,2,5110,êôéRäÏàÍ,25,ê√â™,51,B1,4.31,17.76,4.12,29.41,28,38.18,64,42.62,ê∞,ñk,4,3,6.89,5,Ç‹Ç≠ÇËç∑Çµ,2,0.31,.  .,0.1835714285714285,0.1761467889908256,3.0,42.0,11.0,6.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.2619047619047619,0.14285714285714285,0.0,0.6190476190476191,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,2,ó\ëI,3,3574,ëÂê_çNéi,52,ïüâ™,54,A2,5.54,43.14,5.82,40.91,41,31.67,73,30.0,ê∞,ñk,4,3,6.9,2,Ç‹Ç≠ÇËç∑Çµ,3,0.17,1.52.3,0.153030303030303,0.1707766990291262,4.0,33.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.12121212121212122,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.0,0.0,0.0
2024-09-23,ëÂë∫,2,ó\ëI,4,5086,ñ{ë∫Å@ëÂ,25,í∑çË,53,B1,3.82,23.33,5.05,28.9,56,29.31,28,22.41,ê∞,ñk,4,3,6.87,1,Ç‹Ç≠ÇËç∑Çµ,4,0.1,1.51.1,0.1520833333333333,0.162156862745098,1.0,24.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,0.16666666666666666,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,2,ó\ëI,5,4496,ì‡ñxÅ@äw,37,ìåãû,55,A2,5.39,38.3,6.11,41.67,63,22.64,60,25.0,ê∞,ñk,4,3,6.85,3,Ç‹Ç≠ÇËç∑Çµ,5,0.06,1.54.0,0.1617241379310345,0.1722660098522167,5.0,29.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.1724137931034483,0.06896551724137931,0.1724137931034483,0.0,0.0,0.0,0.06896551724137931,0.10344827586206896,0.0,0.0,0.0
2024-09-23,ëÂë∫,2,ó\ëI,6,5336,ê£êÏëÂín,18,éRå˚,53,B2,1.27,0.0,1.38,0.0,12,36.51,34,26.67,ê∞,ñk,4,3,6.91,6,Ç‹Ç≠ÇËç∑Çµ,6,0.11,.  .,0.2249350649350649,0.2321428571428571,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,ëÂë∫,3,ó\ëI,1,3392,è¨êXêMóY,59,éOèd,52,B1,4.14,21.05,0.0,0.0,25,22.22,75,33.33,ê∞,ñk,4,3,6.86,1,ì¶Ç∞,1,0.26,1.51.1,0.1820833333333333,0.1789617486338797,9.0,24.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.375,0.20833333333333334,0.08333333333333333,0.375,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.25
