日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2024-07-30,唐津,1,ほぼ女子予選,1,4873,蒲原健太,30,佐賀,52,B1,4.64,23.3,4.57,21.74,44,36.9,34,25.26,晴,南西,2,2,6.6,3,まくり差し,1,0.22,1.52.4,0.2031578947368421,0.2214880952380952,0.10526315789473684,0.3157894736842105,0.13157894736842105,0.10526315789473684,0.0,0.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.13157894736842105
2024-07-30,唐津,1,ほぼ女子予選,2,3994,小野　桜,45,滋賀,46,B1,6.07,40.68,5.71,28.57,67,38.36,51,34.83,晴,南西,2,2,6.66,2,まくり差し,2,0.19,1.52.1,0.1683333333333333,0.1925,0.125,0.125,0.09375,0.0,0.59375,0.09375,0.03125,0.0,0.0,0.0,0.0
2024-07-30,唐津,1,ほぼ女子予選,2,3994,小野　桜,45,滋賀,46,B1,6.07,40.68,5.71,28.57,67,38.36,51,34.83,晴,南西,2,2,6.66,2,まくり差し,2,0.19,1.52.1,0.2026470588235294,0.20785,0.0,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,唐津,1,ほぼ女子予選,3,3802,森岡まき,50,岡山,48,B1,4.39,26.56,6.27,53.33,51,37.05,40,24.32,晴,南西,2,2,6.73,4,まくり差し,3,0.12,1.54.1,0.1638095238095238,0.1741860465116279,0.05555555555555555,0.1111111111111111,0.1388888888888889,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0
2024-07-30,唐津,1,ほぼ女子予選,4,5326,三嶌さら,20,香川,47,B2,1.73,0.93,1.17,0.0,21,30.93,70,33.33,晴,南西,2,2,6.68,6,まくり差し,4,0.2,1.57.1,,,0.0,0.06451612903225806,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,唐津,1,ほぼ女子予選,5,5146,野田彩加,21,山口,50,B1,5.22,32.08,2.0,0.0,62,36.24,60,30.85,晴,南西,2,2,6.76,1,まくり差し,5,0.09,1.50.8,0.2051724137931034,0.1908376963350785,0.0,0.037037037037037035,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,唐津,1,ほぼ女子予選,6,5295,田上　凜,22,大阪,46,B2,1.95,2.0,0.0,0.0,22,33.33,66,27.66,晴,南西,2,2,6.64,5,まくり差し,6,0.06,1.56.1,0.187047619047619,0.1992233009708738,0.17857142857142858,0.21428571428571427,0.10714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.25
2024-07-30,唐津,2,ほぼ女子予選,1,4947,間庭菜摘,31,福岡,49,B1,5.07,25.89,4.84,31.37,48,41.42,58,34.02,晴,南西,2,2,6.63,6,まくり,1,0.13,1.59.3,0.2072,0.1914077669902912,0.05405405405405406,0.16216216216216217,0.10810810810810811,0.0,0.5405405405405406,0.05405405405405406,0.0,0.0,0.0,0.0,0.0
2024-07-30,唐津,2,ほぼ女子予選,2,5241,門田　栞,24,香川,49,B1,4.02,23.02,0.0,0.0,30,40.08,74,27.55,晴,南西,2,2,6.59,1,まくり,2,0.1,1.49.6,0.2074074074074074,0.1845132743362832,0.0,0.05,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,唐津,2,ほぼ女子予選,3,5016,宮田龍馬,26,兵庫,51,A1,6.28,45.11,6.75,55.0,41,35.24,36,30.77,晴,南西,2,2,6.59,2,まくり,3,0.12,1.51.2,0.145,0.1394756554307116,0.025,0.075,0.15,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
2024-07-30,唐津,2,ほぼ女子予選,4,3551,藤田美代,52,福岡,46,B1,4.72,25.0,4.78,28.57,29,38.57,35,25.0,晴,南西,2,2,6.59,5,まくり,4,0.15,1.55.9,0.1823529411764706,0.1874285714285714,0.02564102564102564,0.05128205128205128,0.1282051282051282,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0
2024-07-30,唐津,2,ほぼ女子予選,5,5153,佐藤ほの,28,東京,46,B1,3.3,6.58,3.09,13.64,60,34.25,65,26.14,晴,南西,2,2,6.71,3,まくり,5,0.13,1.54.1,0.1637037037037037,0.1725882352941176,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,唐津,2,ほぼ女子予選,6,5335,森　陽多,19,長崎,47,B2,1.89,5.75,1.76,5.88,49,38.67,78,38.83,晴,南西,2,2,6.64,4,まくり,6,0.13,1.55.9,0.2192957746478873,0.2086842105263157,0.38333333333333336,0.3333333333333333,0.11666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.15,0.2,0.2
2024-07-30,唐津,3,ほぼ女子予選,1,5118,野田なづ,24,佐賀,46,B1,5.48,31.65,3.99,16.18,43,40.35,86,25.25,晴,南西,3,3,6.69,2,まくり,1,0.18,1.52.4,0.17375,0.1910919540229885,0.043478260869565216,0.32608695652173914,0.30434782608695654,0.0,0.45652173913043476,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0
2024-07-30,唐津,3,ほぼ女子予選,2,4730,土屋実沙,35,静岡,47,A2,5.8,36.72,0.0,0.0,37,34.2,53,39.56,晴,南西,3,3,6.69,5,まくり,2,0.18,1.56.0,0.179,0.1714155251141552,0.09302325581395349,0.20930232558139536,0.13953488372093023,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0
2024-07-30,唐津,3,ほぼ女子予選,3,4791,黒澤めぐ,34,東京,48,B1,4.77,29.73,4.38,12.5,26,32.73,59,30.85,晴,南西,3,3,6.69,1,まくり,3,0.13,1.50.8,0.1802083333333333,0.1722033898305084,0.07142857142857142,0.21428571428571427,0.3333333333333333,0.0,0.0,0.0,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0
2024-07-30,唐津,3,ほぼ女子予選,4,4919,吉田翔悟,33,長崎,53,B1,5.31,36.19,5.71,42.86,11,30.81,77,28.57,晴,南西,3,3,6.68,4,まくり,4,0.16,1.54.5,0.1565625,0.1537055837563452,0.07317073170731707,0.24390243902439024,0.17073170731707318,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0
2024-07-30,唐津,3,ほぼ女子予選,5,5198,奥村明日,22,福岡,45,B1,4.42,21.59,3.31,20.69,45,28.11,88,35.48,晴,南西,3,3,6.65,3,まくり,5,0.34,1.54.1,0.1685714285714286,0.1873,0.0,0.125,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
