日付,レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
2023-07-01,大村,1,予選,1,4969,町田洸希,32,長崎,52,B1,4.59,24.21,4.65,26.02,67,42.86,26,23.08,曇り,南西,2,1,7.02,1,逃げ,1,0.14,1.51.3,0.1293939393939394,0.17355555555555555,0.3157894736842105,0.3684210526315789,0.0
2023-07-01,大村,1,予選,2,4986,西山祐希,26,兵庫,52,B1,3.65,13.51,0.0,0.0,75,42.86,68,0.0,曇り,南西,2,1,7.04,2,逃げ,2,0.18,1.52.4,0.15176470588235294,0.17297029702970296,0.029411764705882353,0.35294117647058826,0.6176470588235294
2023-07-01,大村,1,予選,3,5031,渡辺空依,25,福岡,53,B1,3.31,8.33,2.0,0.0,54,50.0,16,25.0,曇り,南西,2,1,6.95,4,逃げ,3,0.13,1.55.1,0.18423076923076923,0.18330645161290324,0.21428571428571427,0.2857142857142857,0.0
2023-07-01,大村,1,予選,4,5077,滝沢　崚,26,埼玉,49,B1,3.82,14.52,0.0,0.0,73,16.67,22,30.77,曇り,南西,2,1,7.0,6,逃げ,4,0.25,.  .,0.16473684210526315,0.18182608695652175,0.03125,0.25,0.0
2023-07-01,大村,1,予選,5,5275,松田淳平,21,三重,53,B1,2.47,2.74,0.0,0.0,61,66.67,43,33.33,曇り,南西,2,1,7.04,5,逃げ,5,0.19,.  .,0.13645161290322583,0.14486725663716815,0.08333333333333333,0.25,0.0
2023-07-01,大村,1,予選,6,5011,高木圭大,26,長崎,53,B1,3.87,19.1,3.67,12.5,71,37.5,41,75.0,曇り,南西,2,1,7.02,3,逃げ,6,0.19,1.54.5,0.1638095238095238,0.15597402597402596,0.0,0.2,0.0
2023-07-01,大村,2,予選,1,5107,松本真広,24,福岡,49,B1,3.58,13.75,2.44,7.41,13,8.33,74,57.14,曇り,南西,3,2,7.04,2,抜き,1,0.04,1.51.7,0.22772727272727272,0.18806122448979593,0.13043478260869565,0.391304347826087,0.0
2023-07-01,大村,2,予選,2,4966,田川大貴,25,長崎,54,A2,5.45,35.51,5.69,35.5,69,57.14,72,50.0,曇り,南西,3,2,7.03,1,抜き,2,0.06,1.50.9,0.12976744186046513,0.14457627118644067,0.1,0.4,0.5
2023-07-01,大村,2,予選,3,5109,川崎智稔,23,岡山,48,B1,4.1,17.5,2.5,0.0,68,16.67,15,16.67,曇り,南西,3,2,7.01,3,抜き,3,0.14,1.53.3,0.15028571428571427,0.17072916666666668,0.0,0.37037037037037035,0.0
2023-07-01,大村,2,予選,4,5038,金田智博,25,福井,51,A2,5.8,42.25,0.0,0.0,41,28.57,40,22.22,曇り,南西,3,2,6.92,4,抜き,4,0.11,1.54.9,0.1935483870967742,0.18427860696517412,0.0,0.2857142857142857,0.0
2023-07-01,大村,2,予選,5,5196,鰐部太空,21,愛知,54,B1,4.46,18.75,0.0,0.0,14,42.86,63,16.67,曇り,南西,3,2,6.97,5,抜き,5,0.16,.  .,0.19230769230769232,0.20032467532467532,0.0,0.35714285714285715,0.0
2023-07-01,大村,2,予選,6,5247,大森　翼,21,兵庫,52,B1,2.58,5.0,0.0,0.0,70,42.86,60,16.67,曇り,南西,3,2,7.01,6,抜き,6,0.16,.  .,0.18208791208791208,0.1818435754189944,0.0,0.21052631578947367,0.0
2023-07-01,大村,3,予選,1,5145,島川海輝,20,山口,52,B1,5.0,31.43,1.29,0.0,53,0.0,19,40.0,曇り,南西,2,1,7.01,1,逃げ,1,0.11,1.51.4,0.1527777777777778,0.18208888888888888,0.0,0.0,0.0
2023-07-01,大村,3,予選,2,4826,井上一輝,29,大阪,52,A1,6.37,47.67,9.0,100.0,57,33.33,11,33.33,曇り,南西,2,1,7.04,3,逃げ,2,0.13,1.52.7,0.14333333333333334,0.1568617021276596,0.0,0.5,0.5
