日付,レース場,レース番号,レース種別,艇番,登録番号,選手名_x,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,選手名_y,出走数,勝利回数,2着回数,3着回数,平均ST,逃げ,差し,まくり,まくり差し,抜き,恵まれ,差され,まくられ,まくり差され,逃し,全体平均ST,1着率,2着率,3着率,逃げ率,逃し率,差し率,まくり率,まくり差し率,差され率,まくられ率,まくり差され率
2021-10-12,大村,1,予選,1,3843,上之晃弘,45,長崎,54,B1,4.86,27.63,5.51,38.36,41,34.43,56,32.2,晴,北西,2,1,6.93,1,逃げ,1,0.25,1.51.6,上之晃弘,28.0,13.0,6.0,3.0,0.1721428571428571,13.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.1718781725888324,0.4642857142857143,0.21428571428571427,0.10714285714285714,0.4642857142857143,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.03571428571428571
2021-10-12,大村,1,予選,2,4425,大井清貴,36,山口,54,B1,4.59,24.21,6.08,33.33,15,31.25,55,35.94,晴,北西,2,1,7.01,2,逃げ,2,0.22,1.52.8,大井清貴,41.0,3.0,11.0,9.0,0.1565853658536585,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.1715625,0.07317073170731707,0.2682926829268293,0.21951219512195122,0.0,0.6585365853658537,0.04878048780487805,0.0,0.0,0.0,0.0,0.0
2021-10-12,大村,1,予選,3,3123,中西宏文,59,滋賀,51,B1,4.39,18.75,4.25,18.75,56,29.31,44,26.98,晴,北西,2,1,6.97,4,逃げ,3,0.23,1.54.7,中西宏文,38.0,1.0,4.0,11.0,0.181578947368421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1847533632286995,0.02631578947368421,0.10526315789473684,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,大村,1,予選,4,3787,天野　誠,50,岡山,53,B1,4.46,20.56,4.77,33.33,38,24.19,23,31.67,晴,北西,2,1,6.94,3,逃げ,4,0.25,1.53.8,天野誠,46.0,2.0,4.0,5.0,0.2015217391304347,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853448275862069,0.043478260869565216,0.08695652173913043,0.10869565217391304,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0
2021-10-12,大村,1,予選,5,3508,久富政弘,50,佐賀,53,B1,4.86,31.43,4.83,24.53,75,32.2,16,23.33,晴,北西,2,1,6.94,5,逃げ,5,0.27,.  .,久富政弘,34.0,2.0,7.0,6.0,0.1852941176470588,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188019801980198,0.058823529411764705,0.20588235294117646,0.17647058823529413,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0
2021-10-12,大村,1,予選,6,3948,大町利克,45,大阪,55,B1,4.36,16.95,1.6,0.0,62,26.23,64,32.2,晴,北西,2,1,6.93,6,逃げ,6,0.26,.  .,大町利克,26.0,0.0,2.0,1.0,0.2380769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2130177514792899,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,大村,2,予選,1,4710,福田宗平,31,大阪,52,B1,4.85,33.33,5.88,37.5,22,34.85,50,26.56,晴,北西,3,2,6.9,6,まくり差し,1,0.19,.  .,福田宗平,29.0,12.0,5.0,7.0,0.1462068965517241,11.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,6.0,0.0,0.1682285714285714,0.41379310344827586,0.1724137931034483,0.2413793103448276,0.3793103448275862,0.0,0.0,0.0,0.0,0.13793103448275862,0.20689655172413793,0.20689655172413793
2021-10-12,大村,2,予選,2,4106,坂井康嗣,41,佐賀,51,B1,4.84,32.95,4.47,20.75,61,25.42,58,39.06,晴,北西,3,2,6.96,4,まくり差し,2,0.24,1.53.7,坂井康嗣,36.0,3.0,5.0,13.0,0.2216666666666666,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.2103225806451613,0.08333333333333333,0.1388888888888889,0.3611111111111111,0.027777777777777776,0.5,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
2021-10-12,大村,2,予選,3,4553,坪口竜也,32,長崎,52,A1,5.79,32.22,6.23,41.54,64,37.1,63,26.98,晴,北西,3,2,6.91,5,まくり差し,3,0.25,.  .,坪口竜也,33.0,2.0,13.0,7.0,0.1903030303030303,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748148148148148,0.06060606060606061,0.3939393939393939,0.21212121212121213,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0
2021-10-12,大村,2,予選,4,4693,松下誉士,37,福岡,52,B1,3.97,13.98,3.92,20.51,24,35.21,51,28.13,晴,北西,3,2,6.82,2,まくり差し,4,0.15,1.51.7,松下誉士,37.0,1.0,1.0,2.0,0.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1997073170731707,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0
