レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,曇り,西,1,1,逃げ,01,1,4004,山本浩輔,50,41,6.89,1,0.16,1.50.9
大村,1,予選,曇り,西,1,1,逃げ,02,3,4252,松下哲也,38,14,6.96,3,0.18,1.52.4
大村,1,予選,曇り,西,1,1,逃げ,03,5,5093,浦野海,53,36,6.97,5,0.26,1.53.2
大村,1,予選,曇り,西,1,1,逃げ,04,2,4919,吉田翔悟,35,63,6.99,2,0.20,1.53.4
大村,1,予選,曇り,西,1,1,逃げ,05,4,3981,今坂晃広,39,70,6.89,4,0.21,.  .
大村,1,予選,曇り,西,1,1,逃げ,06,6,3567,吉岡誠,12,50,7.00,6,0.27,.  .
大村,2,予選,曇り,西,1,1,抜き,01,2,4977,馬野耀,63,24,6.95,3,0.12,1.49.4
大村,2,予選,曇り,西,1,1,抜き,02,6,3920,正木聖賢,15,71,6.96,2,0.09,1.51.1
大村,2,予選,曇り,西,1,1,抜き,03,1,3681,山谷央,59,15,6.97,1,0.13,1.52.0
大村,2,予選,曇り,西,1,1,抜き,04,3,4623,中北将史,61,54,6.97,4,0.12,1.53.4
大村,2,予選,曇り,西,1,1,抜き,05,5,4501,樋口由加里,51,58,6.98,6,0.17,.  .
大村,2,予選,曇り,西,1,1,抜き,06,4,4709,岡村将也,21,76,6.97,5,0.14,.  .
大村,3,予選,曇り,南西,1,1,差し,01,2,4196,田中太一郎,18,12,6.94,2,0.18,1.49.9
大村,3,予選,曇り,南西,1,1,差し,02,1,3392,小森信雄,24,45,6.92,1,0.15,1.51.9
大村,3,予選,曇り,南西,1,1,差し,03,4,3997,北村征嗣,13,67,6.93,4,0.11,1.52.3
大村,3,予選,曇り,南西,1,1,差し,04,5,3843,上之晃弘,47,51,6.91,5,0.11,1.53.4
大村,3,予選,曇り,南西,1,1,差し,05,3,4988,牟田奨太,54,29,7.03,3,0.13,.  .
大村,3,予選,曇り,南西,1,1,差し,06,6,5389,恵良琴美,20,30,6.92,6,0.11,.  .
大村,4,予選,雨,西,2,1,恵まれ,01,5,4614,石倉洋行,65,59,6.93,5,0.12,1.49.2
大村,4,予選,雨,西,2,1,恵まれ,02,3,3833,中辻博訓,27,31,6.96,3,0.12,1.50.4
大村,4,予選,雨,西,2,1,恵まれ,03,2,4220,深川和仁,41,73,6.95,2,0.07,1.51.6
大村,4,予選,雨,西,2,1,恵まれ,04,6,3471,赤峰和也,30,44,7.01,6,0.34,1.53.9
大村,4,予選,雨,西,2,1,恵まれ,05,4,5153,佐藤ほのか,17,25,6.90,4,0.14,.  .
大村,5,予選,曇り,北西,1,1,逃げ,01,1,3814,金子貴志,16,35,6.98,1,0.12,1.50.3
大村,5,予選,曇り,北西,1,1,逃げ,02,3,3562,山下和彦,26,74,7.00,3,0.22,1.51.1
大村,5,予選,曇り,北西,1,1,逃げ,03,2,4889,後藤盛也,56,37,6.94,2,0.11,1.52.0
大村,5,予選,曇り,北西,1,1,逃げ,04,6,4395,下河雅史,45,49,6.95,6,0.23,1.53.5
大村,5,予選,曇り,北西,1,1,逃げ,05,4,3567,吉岡誠,12,50,7.01,4,0.26,.  .
大村,5,予選,曇り,北西,1,1,逃げ,06,5,5184,飯塚響,40,72,6.90,5,0.27,.  .
大村,6,予選,雨,北西,2,1,抜き,01,4,4516,野口勝弘,75,68,6.86,5,0.25,1.52.9
大村,6,予選,雨,北西,2,1,抜き,02,2,4252,松下哲也,38,14,6.99,3,0.19,1.55.8
大村,6,予選,雨,北西,2,1,抜き,03,6,4762,藤原啓史朗,28,19,6.88,2,0.16,1.59.4
大村,6,予選,雨,北西,2,1,抜き,04,3,3681,山谷央,59,15,6.94,4,0.26,2.02.4
大村,6,予選,雨,北西,2,1,抜き,05,5,4164,岩永節也,70,53,6.93,6,0.29,.  .
大村,7,予選,雨,北西,1,1,逃げ,01,1,4298,宮下元胤,11,52,6.89,1,0.19,1.51.1
大村,7,予選,雨,北西,1,1,逃げ,02,4,4788,小池哲也,69,40,6.90,4,0.24,1.51.5
大村,7,予選,雨,北西,1,1,逃げ,03,2,5093,浦野海,53,36,6.95,2,0.23,1.52.2
大村,7,予選,雨,北西,1,1,逃げ,04,3,3920,正木聖賢,15,71,6.90,3,0.24,1.53.4
大村,7,予選,雨,北西,1,1,逃げ,05,6,3188,日高逸子,52,33,6.89,6,0.25,.  .
大村,7,予選,雨,北西,1,1,逃げ,06,5,5297,南彩寧,58,69,6.92,5,0.29,.  .
大村,8,予選,曇り,北西,1,1,逃げ,01,1,4228,吉田慎二郎,73,65,6.92,1,0.14,1.49.7
大村,8,予選,曇り,北西,1,1,逃げ,02,4,3801,五反田忍,62,64,6.97,4,0.14,1.52.0
大村,8,予選,曇り,北西,1,1,逃げ,03,5,3833,中辻博訓,27,31,6.95,5,0.09,1.52.7
大村,8,予選,曇り,北西,1,1,逃げ,04,6,3805,高橋英之,36,39,6.97,6,0.09,1.52.9
大村,8,予選,曇り,北西,1,1,逃げ,05,3,3392,小森信雄,24,45,6.92,3,0.13,.  .
大村,8,予選,曇り,北西,1,1,逃げ,06,2,4709,岡村将也,21,76,6.95,2,0.16,.  .
大村,9,予選特賞,雨,北西,1,1,まくり差し,01,5,4425,大井清貴,43,23,7.03,5,0.16,1.49.9
大村,9,予選特賞,雨,北西,1,1,まくり差し,02,4,3471,赤峰和也,30,44,7.03,4,0.18,1.51.2
大村,9,予選特賞,雨,北西,1,1,まくり差し,03,6,4977,馬野耀,63,24,6.98,6,0.17,1.51.3
大村,9,予選特賞,雨,北西,1,1,まくり差し,04,1,3562,山下和彦,26,74,6.98,1,0.18,1.53.4
大村,9,予選特賞,雨,北西,1,1,まくり差し,05,3,4930,佐藤悠,34,55,6.89,3,0.14,.  .
大村,9,予選特賞,雨,北西,1,1,まくり差し,06,2,4562,阪本勇介,31,34,6.96,2,0.20,.  .
大村,10,予選特選,雨,北西,1,1,まくり,01,4,4395,下河雅史,45,49,6.90,4,0.11,1.48.7
大村,10,予選特選,雨,北西,1,1,まくり,02,6,4260,中越博紀,74,22,6.95,6,0.10,1.50.5
大村,10,予選特選,雨,北西,1,1,まくり,03,1,3997,北村征嗣,13,67,6.95,1,0.16,1.51.6
大村,10,予選特選,雨,北西,1,1,まくり,04,3,4516,野口勝弘,75,68,6.83,3,0.22,1.52.9
大村,10,予選特選,雨,北西,1,1,まくり,05,2,4623,中北将史,61,54,6.93,2,0.24,.  .
