レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,一般,晴,北西,5,4,逃げ,01,1,4976,金山立樹,14,17,6.83,1,0.05,1.48.0
大村,1,一般,晴,北西,5,4,逃げ,02,2,4329,小松卓司,46,16,6.86,2,0.09,1.49.8
大村,1,一般,晴,北西,5,4,逃げ,03,4,4164,岩永節也,75,51,6.84,4,0.16,1.51.3
大村,1,一般,晴,北西,5,4,逃げ,04,5,3922,菅沼佳昭,12,56,6.82,5,0.09,1.53.1
大村,1,一般,晴,北西,5,4,逃げ,05,3,4881,檀将太,53,70,6.76,3,0.14,.  .
大村,1,一般,晴,北西,5,4,逃げ,06,6,5369,岡崎凪汰,59,55,6.79,6,0.14,.  .
大村,2,一般,晴,北西,4,3,まくり差し,01,6,4195,前川守嗣,66,74,6.78,6,0.12,1.48.8
大村,2,一般,晴,北西,4,3,まくり差し,02,1,4952,吉武真也,47,73,6.72,1,0.08,1.51.0
大村,2,一般,晴,北西,4,3,まくり差し,03,3,4174,赤坂俊輔,64,69,6.84,3,0.09,1.52.6
大村,2,一般,晴,北西,4,3,まくり差し,04,2,4422,永井亮次,55,32,6.84,2,0.16,1.53.7
大村,2,一般,晴,北西,4,3,まくり差し,05,5,4626,伊藤紘章,19,71,6.84,5,0.37,.  .
大村,2,一般,晴,北西,4,3,まくり差し,06,4,3860,松本浩貴,76,35,6.85,4,0.25,.  .
大村,3,一般,晴,北西,5,4,差し,01,3,4957,竹之内極,13,25,6.89,3,0.15,2.00.3
大村,3,一般,晴,北西,5,4,差し,02,1,3831,安藤裕貴,17,33,6.89,1,0.14,2.02.7
大村,3,一般,晴,北西,5,4,差し,03,4,4099,吉永則雄,68,24,6.79,4,0.12,2.04.4
大村,3,一般,晴,北西,5,4,差し,04,5,3583,齋藤智裕,18,12,6.85,5,0.16,2.09.3
大村,3,一般,晴,北西,5,4,差し,05,6,5384,八戸琉楓,33,72,6.87,6,0.17,.  .
大村,4,一般,晴,北西,5,4,逃げ,01,1,4102,益田啓司,51,43,6.84,1,0.09,1.48.0
大村,4,一般,晴,北西,5,4,逃げ,02,4,5042,畑田汰一,72,46,6.82,4,0.06,1.48.4
大村,4,一般,晴,北西,5,4,逃げ,03,3,3881,浦上拓也,30,21,6.84,3,0.18,1.51.4
大村,4,一般,晴,北西,5,4,逃げ,04,6,4059,入澤友治,27,26,6.83,6,0.12,1.51.9
大村,4,一般,晴,北西,5,4,逃げ,05,5,3105,内山文典,26,39,6.83,5,0.10,.  .
大村,4,一般,晴,北西,5,4,逃げ,06,2,4727,安部慎一,48,67,6.79,2,0.15,.  .
大村,5,一般,晴,北西,4,3,逃げ,01,1,3161,古場輝義,58,40,6.78,1,0.24,1.49.2
大村,5,一般,晴,北西,4,3,逃げ,02,6,3473,石川真二,69,36,6.77,4,0.16,1.50.8
大村,5,一般,晴,北西,4,3,逃げ,03,3,3226,浦田信義,45,37,6.86,3,0.22,1.51.7
大村,5,一般,晴,北西,4,3,逃げ,04,4,4905,土井祥伍,65,66,6.82,5,0.26,1.52.8
大村,5,一般,晴,北西,4,3,逃げ,05,2,3922,菅沼佳昭,12,56,6.84,2,0.24,.  .
大村,5,一般,晴,北西,4,3,逃げ,06,5,4973,栗原直也,70,45,6.81,6,0.30,.  .
大村,6,一般,晴,北,5,4,まくり差し,01,5,4430,永田秀二,29,28,6.81,5,0.14,1.49.0
大村,6,一般,晴,北,5,4,まくり差し,02,4,4422,永井亮次,55,32,6.84,4,0.18,1.49.5
大村,6,一般,晴,北,5,4,まくり差し,03,6,4230,濱崎直矢,20,30,6.75,6,0.12,1.50.7
大村,6,一般,晴,北,5,4,まくり差し,04,1,4134,杉山貴博,21,15,6.77,1,0.19,1.52.3
大村,6,一般,晴,北,5,4,まくり差し,05,3,4329,小松卓司,46,16,6.79,3,0.25,.  .
大村,6,一般,晴,北,5,4,まくり差し,06,2,3224,栗山繁洋,56,19,6.79,2,0.22,.  .
大村,7,一般,晴,北,5,4,抜き,01,3,3297,藤丸光一,31,22,6.74,3,0.18,1.48.8
大村,7,一般,晴,北,5,4,抜き,02,4,4121,富永修一,11,59,6.82,4,0.17,1.50.4
大村,7,一般,晴,北,5,4,抜き,03,1,4366,前沢丈史,61,14,6.78,1,0.17,1.51.6
大村,7,一般,晴,北,5,4,抜き,04,6,4039,村上功祐,39,53,6.85,6,0.25,1.53.6
大村,7,一般,晴,北,5,4,抜き,05,5,3860,松本浩貴,76,35,6.85,5,0.20,.  .
大村,7,一般,晴,北,5,4,抜き,06,2,5092,篠原晟弥,63,13,6.77,2,0.17,.  .
大村,8,準優進出戦,晴,北西,4,3,差し,01,2,5042,畑田汰一,72,46,6.78,2,0.18,1.47.5
大村,8,準優進出戦,晴,北西,4,3,差し,02,1,4195,前川守嗣,66,74,6.78,1,0.19,1.49.1
大村,8,準優進出戦,晴,北西,4,3,差し,03,5,4022,待鳥雄紀,36,57,6.80,4,0.21,1.50.6
大村,8,準優進出戦,晴,北西,4,3,差し,04,3,4102,益田啓司,51,43,6.82,3,0.23,1.51.9
大村,8,準優進出戦,晴,北西,4,3,差し,05,6,4976,金山立樹,14,17,6.79,5,0.24,.  .
大村,9,準優進出戦,晴,北,3,2,逃げ,01,1,4059,入澤友治,27,26,6.82,1,0.10,1.47.8
大村,9,準優進出戦,晴,北,3,2,逃げ,02,2,4122,安東幸治,38,68,6.83,2,0.13,1.48.7
大村,9,準優進出戦,晴,北,3,2,逃げ,03,5,3161,古場輝義,58,40,6.86,5,0.15,1.50.8
大村,9,準優進出戦,晴,北,3,2,逃げ,04,4,5047,國分将太郎,37,60,6.84,4,0.14,1.52.4
大村,9,準優進出戦,晴,北,3,2,逃げ,05,6,4952,吉武真也,47,73,6.72,6,0.11,.  .
大村,9,準優進出戦,晴,北,3,2,逃げ,06,3,4099,吉永則雄,68,24,6.87,3,0.12,.  .
大村,10,準優進出戦,晴,北西,3,2,逃げ,01,1,4230,濱崎直矢,20,30,6.75,1,0.16,1.47.7
大村,10,準優進出戦,晴,北西,3,2,逃げ,02,3,4498,宮本夏樹,41,20,6.81,3,0.08,1.50.1
大村,10,準優進出戦,晴,北西,3,2,逃げ,03,2,4174,赤坂俊輔,64,69,6.82,2,0.06,1.50.8
大村,10,準優進出戦,晴,北西,3,2,逃げ,04,6,4134,杉山貴博,21,15,6.83,6,0.12,1.51.7
大村,10,準優進出戦,晴,北西,3,2,逃げ,05,4,4607,鶴田勇雄,43,54,6.84,4,0.10,.  .
大村,10,準優進出戦,晴,北西,3,2,逃げ,06,5,3882,新田智彰,25,64,6.83,5,0.09,.  .
大村,11,準優進出戦,晴,北西,3,2,逃げ,01,1,3473,石川真二,69,36,6.79,1,0.17,1.48.1
大村,11,準優進出戦,晴,北西,3,2,逃げ,02,2,4430,永田秀二,29,28,6.79,2,0.14,1.49.6
大村,11,準優進出戦,晴,北西,3,2,逃げ,03,3,4366,前沢丈史,61,14,6.83,3,0.15,1.50.7
大村,11,準優進出戦,晴,北西,3,2,逃げ,04,5,5060,数原魁,16,11,6.78,5,0.16,1.52.2
大村,11,準優進出戦,晴,北西,3,2,逃げ,05,6,3831,安藤裕貴,17,33,6.83,6,0.18,.  .
大村,11,準優進出戦,晴,北西,3,2,逃げ,06,4,4727,安部慎一,48,67,6.77,4,0.12,.  .
大村,12,一般,晴,北西,3,2,逃げ,01,1,4121,富永修一,11,59,6.78,1,0.22,1.48.5
大村,12,一般,晴,北西,3,2,逃げ,02,2,4973,栗原直也,70,45,6.78,2,0.26,1.49.4
大村,12,一般,晴,北西,3,2,逃げ,03,4,3224,栗山繁洋,56,19,6.84,4,0.19,1.51.9
大村,12,一般,晴,北西,3,2,逃げ,04,5,4957,竹之内極,13,25,6.83,5,0.16,1.52.0
大村,12,一般,晴,北西,3,2,逃げ,05,3,3105,内山文典,26,39,6.86,3,0.22,.  .
大村,12,一般,晴,北西,3,2,逃げ,06,6,4164,岩永節也,75,51,6.78,6,0.23,.  .
福岡,1,カタメン１予,晴,北,2,2,逃げ,01,1,4506,稗田聖也,59,142,6.77,1,0.19,1.49.2
福岡,1,カタメン１予,晴,北,2,2,逃げ,02,3,5071,野見山拓己,31,164,6.78,3,0.22,1.50.4
福岡,1,カタメン１予,晴,北,2,2,逃げ,03,6,4200,早川尚人,13,155,6.87,6,0.14,1.52.9
福岡,1,カタメン１予,晴,北,2,2,逃げ,04,2,3851,森田昭彦,18,157,6.84,2,0.28,1.54.7
福岡,1,カタメン１予,晴,北,2,2,逃げ,05,4,5328,井上慧人,40,144,6.84,4,0.21,.  .
福岡,1,カタメン１予,晴,北,2,2,逃げ,06,5,3906,飯山晃三,16,109,6.90,5,0.20,.  .
福岡,2,予選,晴,北,3,3,逃げ,01,1,4623,中北将史,58,134,6.85,1,0.14,1.50.2
福岡,2,予選,晴,北,3,3,逃げ,02,2,3576,白水勝也,17,130,6.88,2,0.17,1.51.2
福岡,2,予選,晴,北,3,3,逃げ,03,4,4750,井上尚悟,64,143,6.85,4,0.19,1.53.3
福岡,2,予選,晴,北,3,3,逃げ,04,3,3838,伊藤啓三,19,107,6.83,3,0.15,1.53.3
福岡,2,予選,晴,北,3,3,逃げ,05,5,3340,池田雷太,42,174,6.84,5,0.22,.  .
福岡,2,予選,晴,北,3,3,逃げ,06,6,5375,庄島潤成,25,150,6.78,6,0.30,.  .
福岡,3,カタメン３予,晴,北,3,3,まくり,01,3,3257,田頭実,55,123,6.85,2,0.06,1.49.8
福岡,3,カタメン３予,晴,北,3,3,まくり,02,2,3664,鈴木賢一,36,163,6.89,3,0.16,1.51.6
福岡,3,カタメン３予,晴,北,3,3,まくり,03,1,4631,新井英孝,44,170,6.88,1,0.14,1.52.9
福岡,3,カタメン３予,晴,北,3,3,まくり,04,4,3176,長谷川巌,51,122,7.08,4,0.19,1.54.2
福岡,3,カタメン３予,晴,北,3,3,まくり,05,6,4779,伊倉光,48,140,6.85,6,0.16,.  .
福岡,3,カタメン３予,晴,北,3,3,まくり,06,5,5086,本村大,52,151,6.86,5,0.18,.  .
福岡,4,予選,晴,北,3,3,まくり,01,3,4568,廣瀬真也,15,159,6.79,4,0.12,1.50.2
福岡,4,予選,晴,北,3,3,まくり,02,1,5055,眞鳥章太,70,162,6.83,1,0.22,1.52.1
福岡,4,予選,晴,北,3,3,まくり,03,6,3362,間嶋仁志,73,168,6.88,3,0.27,1.53.3
福岡,4,予選,晴,北,3,3,まくり,04,5,2878,富山弘幸,32,131,6.91,5,0.16,1.54.4
福岡,4,予選,晴,北,3,3,まくり,05,4,4143,浦田晃嗣,37,124,6.90,6,0.11,.  .
福岡,4,予選,晴,北,3,3,まくり,06,2,4603,谷川将太,30,115,6.89,2,0.19,.  .
福岡,5,予選,晴,北,2,2,差し,01,3,3501,川上昇平,35,171,6.86,4,0.13,1.50.7
福岡,5,予選,晴,北,2,2,差し,02,2,4560,庄司樹良々,45,110,6.85,2,0.19,1.51.2
