レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
大村,1,一般,1,3501,川上昇平,31,34,雨,南西,3,2,7.08,01,逃げ,1,0.13,1.52.9
大村,1,一般,6,5181,森智哉,15,40,雨,南西,3,2,7.10,02,逃げ,6,0.24,1.54.1
大村,1,一般,2,4432,黄金井力良,55,48,雨,南西,3,2,7.06,03,逃げ,2,0.17,1.55.2
大村,1,一般,3,4179,広次修,29,32,雨,南西,3,2,7.04,04,逃げ,3,0.21,1.56.4
大村,1,一般,4,4164,岩永節也,14,54,雨,南西,3,2,7.09,05,逃げ,4,0.27,.  .
大村,1,一般,5,4270,岸本雄貴,40,55,雨,南西,3,2,7.13,06,逃げ,5,0.29,.  .
大村,2,一般,1,4771,下寺秀和,41,57,雨,南西,4,3,7.16,01,逃げ,1,0.09,1.52.0
大村,2,一般,4,4161,黒柳浩孝,43,51,雨,南西,4,3,7.03,02,逃げ,4,0.11,1.55.2
大村,2,一般,6,5246,楠将太郎,32,46,雨,南西,4,3,7.11,03,逃げ,6,0.12,1.56.4
大村,2,一般,5,4465,大西賢,23,38,雨,南西,4,3,7.08,04,逃げ,5,0.12,1.56.8
大村,2,一般,3,4314,青木幸太郎,34,11,雨,南西,4,3,7.04,05,逃げ,3,0.10,.  .
大村,2,一般,2,5137,川原涼,57,21,雨,南西,4,3,7.10,06,逃げ,2,0.15,.  .
大村,3,一般,3,4737,竹井貴史,21,15,曇り,南西,5,4,7.07,01,差し,3,0.12,1.52.1
大村,3,一般,2,4654,篠田優也,26,41,曇り,南西,5,4,7.13,02,差し,2,0.07,1.53.7
大村,3,一般,6,4174,赤坂俊輔,53,22,曇り,南西,5,4,7.12,03,差し,4,0.06,1.54.4
大村,3,一般,5,4638,小林遼太,45,36,曇り,南西,5,4,7.10,04,差し,6,0.09,1.57.0
大村,3,一般,4,4731,間野兼礼,35,29,曇り,南西,5,4,7.17,05,差し,5,0.08,.  .
大村,3,一般,1,4837,酒井陽祐,19,25,曇り,南西,5,4,7.14,06,差し,1,0.04,.  .
大村,4,一般,1,4191,赤羽克也,48,37,雨,南西,6,5,7.13,01,逃げ,1,0.16,1.51.9
大村,4,一般,4,4496,内堀学,16,45,雨,南西,6,5,7.10,02,逃げ,4,0.19,1.53.9
大村,4,一般,3,5172,田村慶,49,43,雨,南西,6,5,7.23,03,逃げ,3,0.36,1.55.2
大村,4,一般,5,4058,野末智一,50,39,雨,南西,6,5,7.14,04,逃げ,5,0.27,1.55.3
大村,4,一般,6,5178,成貞琳平,54,16,雨,南西,6,5,7.13,05,逃げ,6,0.26,.  .
大村,4,一般,2,4403,木下大將,25,18,雨,南西,6,5,7.17,06,逃げ,2,0.21,.  .
大村,5,一般,6,4700,金子和之,27,53,雨,南西,4,3,7.04,01,まくり差し,6,0.20,1.51.3
大村,5,一般,5,4072,森永淳,36,47,雨,南西,4,3,7.03,02,まくり差し,5,0.15,1.53.0
大村,5,一般,1,4644,山田亮太,22,56,雨,南西,4,3,7.08,03,まくり差し,1,0.24,1.54.7
大村,5,一般,2,3992,関口智久,30,26,雨,南西,4,3,7.13,04,まくり差し,2,0.22,1.56.2
大村,5,一般,3,4416,三宅健太,39,49,雨,南西,4,3,7.06,05,まくり差し,3,0.21,.  .
大村,5,一般,4,3461,渡邊哲也,44,14,雨,南西,4,3,7.15,06,まくり差し,4,0.28,.  .
大村,6,一般,1,4812,西野雄貴,46,27,雨,南西,4,3,7.01,01,逃げ,1,0.07,1.51.6
大村,6,一般,5,4516,野口勝弘,37,35,雨,南西,4,3,7.03,02,逃げ,5,0.14,1.53.6
大村,6,一般,3,3501,川上昇平,31,34,雨,南西,4,3,7.14,03,逃げ,3,0.13,1.55.3
大村,6,一般,4,3293,宮内由紀英,51,12,雨,南西,4,3,7.15,04,逃げ,4,0.19,1.55.8
大村,6,一般,2,4872,山下流心,18,50,雨,南西,4,3,7.11,05,逃げ,2,0.12,.  .
大村,6,一般,6,5330,安河内鈴之介,24,19,雨,南西,4,3,7.03,06,逃げ,6,0.11,.  .
大村,7,一般,3,4601,森野正弘,20,13,雨,南西,5,4,7.11,01,まくり差し,3,0.13,1.52.6
大村,7,一般,5,3828,明石正之,56,23,雨,南西,5,4,7.12,02,まくり差し,5,0.21,1.53.8
大村,7,一般,6,5237,永松良教,13,52,雨,南西,5,4,7.11,03,まくり差し,6,0.16,1.54.7
大村,7,一般,2,4665,加藤啓太,28,24,雨,南西,5,4,7.06,04,まくり差し,2,0.14,1.55.1
大村,7,一般,1,5009,大賀龍之介,17,33,雨,南西,5,4,7.24,05,まくり差し,1,0.12,.  .
大村,7,一般,4,3787,天野誠,38,17,雨,南西,5,4,7.18,06,まくり差し,4,0.23,.  .
大村,8,一般,1,4873,蒲原健太,11,31,雨,南西,6,5,7.12,01,逃げ,1,0.11,1.52.3
大村,8,一般,3,4043,桐本康臣,52,30,雨,南西,6,5,7.17,02,逃げ,3,0.13,1.54.5
大村,8,一般,2,5172,田村慶,49,43,雨,南西,6,5,7.15,03,逃げ,2,0.18,1.55.8
大村,8,一般,4,4463,三苫晃幸,12,44,雨,南西,6,5,7.21,04,逃げ,4,0.19,1.57.1
大村,8,一般,6,5196,鰐部太空海,33,28,雨,南西,6,5,7.14,05,逃げ,6,0.09,.  .
大村,8,一般,5,4836,大谷健太,47,20,雨,南西,6,5,7.16,06,逃げ,5,0.17,.  .
大村,9,準優勝戦,1,4700,金子和之,27,53,雨,南西,6,5,7.14,01,逃げ,1,0.07,1.52.3
大村,9,準優勝戦,2,4191,赤羽克也,48,37,雨,南西,6,5,7.14,02,逃げ,2,0.07,1.53.8
大村,9,準優勝戦,3,4161,黒柳浩孝,43,51,雨,南西,6,5,7.15,03,逃げ,3,0.11,1.56.8
大村,9,準優勝戦,5,4179,広次修,29,32,雨,南西,6,5,7.15,04,逃げ,5,0.14,1.57.4
大村,9,準優勝戦,4,4654,篠田優也,26,41,雨,南西,6,5,7.26,05,逃げ,4,0.17,.  .
大村,9,準優勝戦,6,3992,関口智久,30,26,雨,南西,6,5,7.30,06,逃げ,6,0.16,.  .
大村,10,準優勝戦,1,4737,竹井貴史,21,15,雨,南西,6,5,7.08,01,逃げ,1,0.19,1.51.7
大村,10,準優勝戦,2,4812,西野雄貴,46,27,雨,南西,6,5,7.07,02,逃げ,2,0.17,1.54.4
大村,10,準優勝戦,3,4058,野末智一,50,39,雨,南西,6,5,7.19,03,逃げ,3,0.18,1.55.7
大村,10,準優勝戦,4,4644,山田亮太,22,56,雨,南西,6,5,7.20,04,逃げ,4,0.23,1.56.8
大村,10,準優勝戦,5,4314,青木幸太郎,34,11,雨,南西,6,5,7.15,05,逃げ,5,0.24,.  .
大村,10,準優勝戦,6,4432,黄金井力良,55,48,雨,南西,6,5,7.25,06,逃げ,6,0.27,.  .
大村,11,準優勝戦,4,4174,赤坂俊輔,53,22,雨,南西,6,5,7.09,01,まくり,4,0.01,1.51.3
