レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
唐津,1,朝１戦,3,3977,山本兼士,57,2,曇り,南,5,5,6.79,01,まくり,3,0.05,1.51.9
唐津,1,朝１戦,2,4672,守屋大地,62,50,曇り,南,5,5,6.79,02,まくり,2,0.22,1.53.5
唐津,1,朝１戦,1,4515,藤田浩人,55,14,曇り,南,5,5,6.74,03,まくり,1,0.31,1.54.9
唐津,1,朝１戦,6,4902,山川雄大,29,17,曇り,南,5,5,6.74,04,まくり,6,0.29,1.55.9
唐津,1,朝１戦,5,2538,高橋二朗,41,60,曇り,南,5,5,6.77,05,まくり,5,0.34,1.57.0
唐津,1,朝１戦,4,3704,本部めぐみ,68,13,曇り,南,5,5,6.75,06,まくり,4,0.47,2.00.3
唐津,2,モー２ング戦,1,4375,照屋厚仁,33,44,曇り,南,6,6,6.73,01,逃げ,1,0.16,1.51.9
唐津,2,モー２ング戦,2,4715,村上遼,56,57,曇り,南,6,6,6.70,02,逃げ,2,0.15,1.52.7
唐津,2,モー２ング戦,5,4974,安井瑞紀,42,58,曇り,南,6,6,6.72,03,逃げ,5,0.17,1.54.7
唐津,2,モー２ング戦,6,5067,山田真聖,60,22,曇り,南,6,6,6.80,04,逃げ,6,0.18,1.55.2
唐津,2,モー２ング戦,3,4248,岡本大,34,15,曇り,南,6,6,6.78,05,逃げ,3,0.21,1.57.4
唐津,2,モー２ング戦,4,3617,竹田広樹,26,8,曇り,南,6,6,6.74,06,逃げ,4,0.26,1.59.9
唐津,3,３ライズ戦,1,3543,福田雅一,12,24,曇り,南,6,6,6.74,01,逃げ,1,0.13,1.51.4
唐津,3,３ライズ戦,4,3600,玄馬徹,24,18,曇り,南,6,6,6.75,02,逃げ,4,0.18,1.53.1
唐津,3,３ライズ戦,2,4479,矢野真梨菜,28,55,曇り,南,6,6,6.73,03,逃げ,2,0.11,1.54.6
唐津,3,３ライズ戦,5,4522,古澤光紀,49,9,曇り,南,6,6,6.78,04,逃げ,5,0.21,1.55.3
唐津,3,３ライズ戦,6,5200,筒井美琴,22,28,曇り,南,6,6,6.71,05,逃げ,6,0.21,1.55.8
唐津,3,３ライズ戦,3,4782,浜崎準也,19,42,曇り,南,6,6,6.76,06,逃げ,3,0.18,1.57.5
唐津,4,おは４戦,2,3837,秋山広一,47,23,曇り,南,6,6,6.70,01,差し,2,0.16,1.51.2
唐津,4,おは４戦,1,4220,深川和仁,40,30,曇り,南,6,6,6.68,02,差し,1,0.22,1.52.6
唐津,4,おは４戦,4,4069,山本修一,70,26,曇り,南,6,6,6.76,03,差し,4,0.25,1.54.0
唐津,4,おは４戦,5,3627,井上恵一,61,1,曇り,南,6,6,6.65,04,差し,5,0.36,1.55.1
唐津,4,おは４戦,3,3811,石田章央,39,56,曇り,南,6,6,6.72,05,差し,3,0.21,1.56.2
唐津,4,おは４戦,6,5397,寺田夢生,32,6,曇り,南,6,6,6.82,06,差し,6,0.51,2.00.5
唐津,5,レッツ５特賞,1,4826,井上一輝,14,33,曇り,南,6,6,6.67,01,逃げ,1,0.11,1.50.6
唐津,5,レッツ５特賞,2,4804,高田ひかる,23,59,曇り,南,6,6,6.66,02,逃げ,2,0.14,1.52.5
唐津,5,レッツ５特賞,4,4151,下河誉史,51,36,曇り,南,6,6,6.73,03,逃げ,4,0.37,1.54.5
唐津,5,レッツ５特賞,3,2538,高橋二朗,41,60,曇り,南,6,6,6.72,04,逃げ,3,0.20,1.54.9
唐津,5,レッツ５特賞,6,3656,伯母芳恒,50,20,曇り,南,6,6,6.81,05,逃げ,6,0.19,1.55.2
唐津,5,レッツ５特賞,5,3714,梶原正,53,39,曇り,南,6,6,6.82,06,逃げ,5,0.24,1.57.3
唐津,6,予選,1,4274,長畑友輔,25,43,曇り,南,6,6,6.72,01,逃げ,1,0.23,1.52.7
唐津,6,予選,2,3161,古場輝義,67,34,曇り,南,6,6,6.84,02,逃げ,2,0.26,1.53.8
唐津,6,予選,6,4672,守屋大地,62,50,曇り,南,6,6,6.77,03,逃げ,6,0.23,1.54.6
唐津,6,予選,5,3718,伊達正利,46,48,曇り,南,6,6,6.76,04,逃げ,5,0.21,1.55.2
唐津,6,予選,3,4050,田口節子,48,53,曇り,南,6,6,6.71,05,逃げ,3,0.24,1.55.5
唐津,6,予選,4,3471,赤峰和也,27,31,曇り,南,6,6,6.80,06,逃げ,4,0.25,1.58.2
唐津,7,予選,2,4468,大池佑来,63,49,曇り,南,4,4,6.81,01,差し,2,0.13,1.51.4
唐津,7,予選,1,4792,杉村賢也,30,38,曇り,南,4,4,6.74,02,差し,1,0.17,1.54.1
唐津,7,予選,5,3543,福田雅一,12,24,曇り,南,4,4,6.83,03,差し,4,0.24,1.54.8
唐津,7,予選,3,4724,吉田祐貴,58,45,曇り,南,4,4,6.77,04,差し,5,0.22,1.55.0
唐津,7,予選,4,5067,山田真聖,60,22,曇り,南,4,4,6.81,05,差し,3,0.19,1.56.4
唐津,7,予選,6,5413,宮城那菜,31,52,曇り,南,4,4,6.76,06,差し,6,0.19,1.57.8
唐津,8,８っぴータイ,4,4324,海野康志郎,20,21,曇り,南,6,6,6.84,01,まくり差し,4,0.25,1.52.1
唐津,8,８っぴータイ,1,3627,井上恵一,61,1,曇り,南,6,6,6.66,02,まくり差し,1,0.35,1.52.7
唐津,8,８っぴータイ,5,5086,本村大,11,3,曇り,南,6,6,6.76,03,まくり差し,5,0.28,1.53.7
唐津,8,８っぴータイ,6,4248,岡本大,34,15,曇り,南,6,6,6.81,04,まくり差し,6,0.32,1.55.2
唐津,8,８っぴータイ,3,3600,玄馬徹,24,18,曇り,南,6,6,6.86,05,まくり差し,3,0.35,1.56.5
唐津,8,８っぴータイ,2,4902,山川雄大,29,17,曇り,南,6,6,6.76,06,まくり差し,2,0.29,1.57.9
