レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
福岡,1,一般,1,4983,前田篤哉,62,170,晴,北東,2,2,6.77,01,逃げ,1,0.01,1.51.3
福岡,1,一般,5,4465,大西賢,31,126,晴,北東,2,2,6.93,02,逃げ,5,0.10,1.52.5
福岡,1,一般,6,5219,森口和紀,64,112,晴,北東,2,2,6.86,03,逃げ,6,0.08,1.54.0
福岡,1,一般,4,5258,仲本舜,18,107,晴,北東,2,2,6.90,04,逃げ,4,0.03,1.56.9
福岡,2,一般,3,4803,飯田庄吾,15,108,晴,北東,3,3,6.86,01,まくり,3,0.08,1.50.0
福岡,2,一般,5,4432,黄金井力良,32,169,晴,北東,3,3,6.92,02,まくり,5,0.17,1.52.0
福岡,2,一般,2,5152,丸山祐也,36,117,晴,北東,3,3,6.87,03,まくり,2,0.12,1.53.9
福岡,2,一般,4,5064,品川二千翔,69,161,晴,北東,3,3,6.85,04,まくり,4,0.12,1.54.4
福岡,2,一般,1,3647,伊藤雄二,35,123,晴,北東,3,3,6.96,05,まくり,1,0.11,.  .
福岡,2,一般,6,5237,永松良教,45,156,晴,北東,3,3,6.92,06,まくり,6,0.21,.  .
福岡,3,一般,1,3742,宮地秀祈,47,165,晴,北東,3,3,6.88,01,逃げ,1,0.14,1.50.5
福岡,3,一般,5,4503,上野真之介,74,103,晴,北東,3,3,6.89,02,逃げ,5,0.15,1.52.0
福岡,3,一般,3,4461,安田吉宏,24,143,晴,北東,3,3,6.88,03,逃げ,3,0.15,1.53.4
福岡,3,一般,2,3882,新田智彰,52,132,晴,北東,3,3,6.90,04,逃げ,2,0.18,1.54.9
福岡,3,一般,6,3411,池上隆行,23,167,晴,北東,3,3,6.89,05,逃げ,6,0.18,.  .
福岡,3,一般,4,3392,小森信雄,51,141,晴,北東,3,3,6.90,06,逃げ,4,0.21,.  .
福岡,4,一般,1,4329,小松卓司,34,171,晴,北東,2,2,6.81,01,逃げ,1,0.12,1.50.1
福岡,4,一般,2,3878,胡本悟志,14,111,晴,北東,2,2,6.88,02,逃げ,2,0.14,1.51.9
福岡,4,一般,5,4324,海野康志郎,41,162,晴,北東,2,2,6.90,03,逃げ,5,0.13,1.53.1
福岡,4,一般,3,3591,後藤孝義,50,114,晴,北東,2,2,6.83,04,逃げ,3,0.13,1.53.4
福岡,4,一般,4,4025,山本隆幸,55,104,晴,北東,2,2,6.88,05,逃げ,4,0.15,.  .
福岡,4,一般,6,4973,栗原直也,72,136,晴,北東,2,2,6.82,06,逃げ,6,0.21,.  .
福岡,5,一般,1,4000,松本博昭,60,102,晴,北東,2,2,6.88,01,逃げ,1,0.14,1.50.4
福岡,5,一般,4,4985,井本昌也,65,145,晴,北東,2,2,6.90,02,逃げ,4,0.16,1.51.3
福岡,5,一般,5,4046,谷村啓司,46,160,晴,北東,2,2,6.89,03,逃げ,5,0.31,1.53.7
福岡,5,一般,6,5207,高山敬悟,16,116,晴,北東,2,2,6.92,04,逃げ,6,0.25,1.54.4
福岡,5,一般,2,5183,中野孝二,13,154,晴,北東,2,2,6.91,05,逃げ,2,0.13,.  .
福岡,5,一般,3,5070,中島航,38,106,晴,北東,2,2,6.97,06,逃げ,3,0.16,.  .
福岡,6,一般,2,4904,松本一毅,58,173,晴,北東,3,3,6.87,01,差し,2,0.14,1.51.5
福岡,6,一般,1,5067,山田真聖,21,101,晴,北東,3,3,6.85,02,差し,1,0.13,1.52.3
福岡,6,一般,3,5064,品川二千翔,69,161,晴,北東,3,3,6.85,03,差し,3,0.19,1.52.7
福岡,6,一般,5,5219,森口和紀,64,112,晴,北東,3,3,6.89,04,差し,5,0.27,1.54.1
福岡,6,一般,6,5152,丸山祐也,36,117,晴,北東,3,3,6.87,05,差し,6,0.29,.  .
福岡,6,一般,4,4184,渡邊雄一郎,75,172,晴,北東,3,3,6.85,06,差し,4,0.17,.  .
福岡,7,一般,1,3286,坂東満,33,110,晴,北東,3,3,6.86,01,逃げ,1,0.02,1.50.6
福岡,7,一般,2,3957,大谷直弘,22,138,晴,北東,3,3,6.91,02,逃げ,2,0.09,1.52.3
福岡,7,一般,4,4175,川尻泰輔,42,140,晴,北東,3,3,6.92,03,逃げ,4,0.17,1.54.2
福岡,7,一般,3,3392,小森信雄,51,141,晴,北東,3,3,6.93,04,逃げ,3,0.09,1.54.8
福岡,7,一般,5,5237,永松良教,45,156,晴,北東,3,3,6.92,05,逃げ,5,0.10,.  .
福岡,7,一般,6,5009,大賀龍之介,61,142,晴,北東,3,3,6.90,06,逃げ,6,0.09,.  .
福岡,8,一般,1,4798,浜先真範,49,127,晴,北東,3,3,6.89,01,逃げ,1,0.18,1.50.4
福岡,8,一般,3,3647,伊藤雄二,35,123,晴,北東,3,3,6.99,02,逃げ,3,0.20,1.52.2
福岡,8,一般,4,4461,安田吉宏,24,143,晴,北東,3,3,6.90,03,逃げ,4,0.26,1.53.0
福岡,8,一般,2,4465,大西賢,31,126,晴,北東,3,3,6.93,04,逃げ,2,0.20,1.54.2
